dc (V),cdd@Vgs 0.25 ,cdd@Vgs 0.251 ,cdd@Vgs 0.252 ,cdd@Vgs 0.253 ,cdd@Vgs 0.254 ,cdd@Vgs 0.255 ,cdd@Vgs 0.256 ,cdd@Vgs 0.257 ,cdd@Vgs 0.258 ,cdd@Vgs 0.259 ,cdd@Vgs 0.26 ,cdd@Vgs 0.261 ,cdd@Vgs 0.262 ,cdd@Vgs 0.263 ,cdd@Vgs 0.264 ,cdd@Vgs 0.265 ,cdd@Vgs 0.266 ,cdd@Vgs 0.267 ,cdd@Vgs 0.268 ,cdd@Vgs 0.269 ,cdd@Vgs 0.27 ,cdd@Vgs 0.271 ,cdd@Vgs 0.272 ,cdd@Vgs 0.273 ,cdd@Vgs 0.274 ,cdd@Vgs 0.275 ,cdd@Vgs 0.276 ,cdd@Vgs 0.277 ,cdd@Vgs 0.278 ,cdd@Vgs 0.279 ,cdd@Vgs 0.28 ,cdd@Vgs 0.281 ,cdd@Vgs 0.282 ,cdd@Vgs 0.283 ,cdd@Vgs 0.284 ,cdd@Vgs 0.285 ,cdd@Vgs 0.286 ,cdd@Vgs 0.287 ,cdd@Vgs 0.288 ,cdd@Vgs 0.289 ,cdd@Vgs 0.29 ,cdd@Vgs 0.291 ,cdd@Vgs 0.292 ,cdd@Vgs 0.293 ,cdd@Vgs 0.294 ,cdd@Vgs 0.295 ,cdd@Vgs 0.296 ,cdd@Vgs 0.297 ,cdd@Vgs 0.298 ,cdd@Vgs 0.299 ,cdd@Vgs 0.3 ,cdd@Vgs 0.301 ,cdd@Vgs 0.302 ,cdd@Vgs 0.303 ,cdd@Vgs 0.304 ,cdd@Vgs 0.305 ,cdd@Vgs 0.306 ,cdd@Vgs 0.307 ,cdd@Vgs 0.308 ,cdd@Vgs 0.309 ,cdd@Vgs 0.31 ,cdd@Vgs 0.311 ,cdd@Vgs 0.312 ,cdd@Vgs 0.313 ,cdd@Vgs 0.314 ,cdd@Vgs 0.315 ,cdd@Vgs 0.316 ,cdd@Vgs 0.317 ,cdd@Vgs 0.318 ,cdd@Vgs 0.319 ,cdd@Vgs 0.32 ,cdd@Vgs 0.321 ,cdd@Vgs 0.322 ,cdd@Vgs 0.323 ,cdd@Vgs 0.324 ,cdd@Vgs 0.325 ,cdd@Vgs 0.326 ,cdd@Vgs 0.327 ,cdd@Vgs 0.328 ,cdd@Vgs 0.329 ,cdd@Vgs 0.33 
320E-3,12.232062E-15,12.232950E-15,12.233837E-15,12.234722E-15,12.235606E-15,12.236489E-15,12.237370E-15,12.238250E-15,12.239129E-15,12.240006E-15,12.240882E-15,12.241756E-15,12.242629E-15,12.243500E-15,12.244370E-15,12.245238E-15,12.246105E-15,12.246970E-15,12.247834E-15,12.248696E-15,12.249556E-15,12.250415E-15,12.251272E-15,12.252127E-15,12.252981E-15,12.253833E-15,12.254684E-15,12.255532E-15,12.256379E-15,12.257224E-15,12.258068E-15,12.258910E-15,12.259749E-15,12.260588E-15,12.261424E-15,12.262258E-15,12.263091E-15,12.263922E-15,12.264751E-15,12.265578E-15,12.266404E-15,12.267227E-15,12.268049E-15,12.268869E-15,12.269687E-15,12.270503E-15,12.271317E-15,12.272130E-15,12.272940E-15,12.273749E-15,12.274556E-15,12.275360E-15,12.276164E-15,12.276965E-15,12.277764E-15,12.278561E-15,12.279357E-15,12.280151E-15,12.280943E-15,12.281733E-15,12.282521E-15,12.283307E-15,12.284092E-15,12.284875E-15,12.285656E-15,12.286435E-15,12.287212E-15,12.287988E-15,12.288762E-15,12.289534E-15,12.290305E-15,12.291074E-15,12.291841E-15,12.292606E-15,12.293370E-15,12.294133E-15,12.294893E-15,12.295652E-15,12.296410E-15,12.297166E-15,12.297921E-15
322E-3,12.224545E-15,12.225436E-15,12.226325E-15,12.227213E-15,12.228100E-15,12.228986E-15,12.229870E-15,12.230753E-15,12.231635E-15,12.232515E-15,12.233394E-15,12.234271E-15,12.235147E-15,12.236022E-15,12.236895E-15,12.237766E-15,12.238636E-15,12.239505E-15,12.240372E-15,12.241237E-15,12.242101E-15,12.242964E-15,12.243824E-15,12.244683E-15,12.245541E-15,12.246397E-15,12.247251E-15,12.248103E-15,12.248954E-15,12.249803E-15,12.250650E-15,12.251496E-15,12.252340E-15,12.253182E-15,12.254022E-15,12.254861E-15,12.255698E-15,12.256533E-15,12.257366E-15,12.258197E-15,12.259027E-15,12.259855E-15,12.260681E-15,12.261505E-15,12.262327E-15,12.263148E-15,12.263966E-15,12.264783E-15,12.265598E-15,12.266411E-15,12.267222E-15,12.268031E-15,12.268839E-15,12.269644E-15,12.270448E-15,12.271250E-15,12.272050E-15,12.272848E-15,12.273644E-15,12.274439E-15,12.275232E-15,12.276022E-15,12.276811E-15,12.277599E-15,12.278384E-15,12.279168E-15,12.279950E-15,12.280730E-15,12.281508E-15,12.282285E-15,12.283060E-15,12.283833E-15,12.284605E-15,12.285375E-15,12.286143E-15,12.286909E-15,12.287674E-15,12.288438E-15,12.289200E-15,12.289960E-15,12.290719E-15
324E-3,12.217039E-15,12.217932E-15,12.218824E-15,12.219715E-15,12.220604E-15,12.221492E-15,12.222380E-15,12.223265E-15,12.224150E-15,12.225033E-15,12.225915E-15,12.226795E-15,12.227674E-15,12.228552E-15,12.229428E-15,12.230303E-15,12.231176E-15,12.232048E-15,12.232919E-15,12.233787E-15,12.234655E-15,12.235521E-15,12.236385E-15,12.237247E-15,12.238108E-15,12.238968E-15,12.239826E-15,12.240682E-15,12.241536E-15,12.242389E-15,12.243240E-15,12.244090E-15,12.244938E-15,12.245784E-15,12.246628E-15,12.247471E-15,12.248311E-15,12.249150E-15,12.249988E-15,12.250823E-15,12.251657E-15,12.252489E-15,12.253319E-15,12.254147E-15,12.254974E-15,12.255798E-15,12.256621E-15,12.257442E-15,12.258261E-15,12.259079E-15,12.259894E-15,12.260708E-15,12.261520E-15,12.262330E-15,12.263138E-15,12.263944E-15,12.264749E-15,12.265551E-15,12.266352E-15,12.267151E-15,12.267948E-15,12.268743E-15,12.269537E-15,12.270329E-15,12.271118E-15,12.271907E-15,12.272693E-15,12.273478E-15,12.274260E-15,12.275041E-15,12.275821E-15,12.276598E-15,12.277374E-15,12.278149E-15,12.278921E-15,12.279692E-15,12.280461E-15,12.281229E-15,12.281995E-15,12.282760E-15,12.283523E-15
326E-3,12.209542E-15,12.210438E-15,12.211333E-15,12.212226E-15,12.213118E-15,12.214009E-15,12.214899E-15,12.215787E-15,12.216674E-15,12.217560E-15,12.218445E-15,12.219329E-15,12.220211E-15,12.221091E-15,12.221971E-15,12.222849E-15,12.223725E-15,12.224600E-15,12.225474E-15,12.226346E-15,12.227217E-15,12.228086E-15,12.228953E-15,12.229820E-15,12.230684E-15,12.231547E-15,12.232408E-15,12.233268E-15,12.234126E-15,12.234983E-15,12.235838E-15,12.236691E-15,12.237543E-15,12.238393E-15,12.239241E-15,12.240087E-15,12.240932E-15,12.241775E-15,12.242616E-15,12.243456E-15,12.244294E-15,12.245130E-15,12.245964E-15,12.246796E-15,12.247627E-15,12.248456E-15,12.249283E-15,12.250108E-15,12.250932E-15,12.251753E-15,12.252573E-15,12.253391E-15,12.254207E-15,12.255021E-15,12.255834E-15,12.256645E-15,12.257453E-15,12.258260E-15,12.259066E-15,12.259869E-15,12.260670E-15,12.261470E-15,12.262268E-15,12.263064E-15,12.263859E-15,12.264651E-15,12.265442E-15,12.266231E-15,12.267018E-15,12.267804E-15,12.268587E-15,12.269369E-15,12.270150E-15,12.270928E-15,12.271705E-15,12.272481E-15,12.273254E-15,12.274026E-15,12.274797E-15,12.275566E-15,12.276333E-15
328E-3,12.202057E-15,12.202955E-15,12.203851E-15,12.204747E-15,12.205642E-15,12.206535E-15,12.207428E-15,12.208319E-15,12.209209E-15,12.210098E-15,12.210985E-15,12.211871E-15,12.212756E-15,12.213640E-15,12.214522E-15,12.215403E-15,12.216283E-15,12.217161E-15,12.218038E-15,12.218913E-15,12.219787E-15,12.220659E-15,12.221530E-15,12.222400E-15,12.223268E-15,12.224134E-15,12.224999E-15,12.225863E-15,12.226724E-15,12.227585E-15,12.228443E-15,12.229300E-15,12.230155E-15,12.231009E-15,12.231861E-15,12.232711E-15,12.233560E-15,12.234407E-15,12.235252E-15,12.236096E-15,12.236937E-15,12.237777E-15,12.238616E-15,12.239452E-15,12.240287E-15,12.241120E-15,12.241951E-15,12.242781E-15,12.243608E-15,12.244434E-15,12.245258E-15,12.246080E-15,12.246901E-15,12.247719E-15,12.248536E-15,12.249351E-15,12.250164E-15,12.250976E-15,12.251785E-15,12.252593E-15,12.253399E-15,12.254203E-15,12.255005E-15,12.255806E-15,12.256604E-15,12.257401E-15,12.258197E-15,12.258990E-15,12.259782E-15,12.260572E-15,12.261360E-15,12.262146E-15,12.262931E-15,12.263714E-15,12.264495E-15,12.265275E-15,12.266053E-15,12.266829E-15,12.267604E-15,12.268377E-15,12.269149E-15
330E-3,12.194582E-15,12.195482E-15,12.196381E-15,12.197279E-15,12.198176E-15,12.199072E-15,12.199967E-15,12.200861E-15,12.201753E-15,12.202644E-15,12.203535E-15,12.204424E-15,12.205311E-15,12.206198E-15,12.207083E-15,12.207967E-15,12.208849E-15,12.209731E-15,12.210610E-15,12.211489E-15,12.212366E-15,12.213242E-15,12.214116E-15,12.214989E-15,12.215860E-15,12.216730E-15,12.217598E-15,12.218465E-15,12.219330E-15,12.220194E-15,12.221056E-15,12.221916E-15,12.222775E-15,12.223633E-15,12.224488E-15,12.225343E-15,12.226195E-15,12.227046E-15,12.227895E-15,12.228742E-15,12.229588E-15,12.230432E-15,12.231274E-15,12.232115E-15,12.232953E-15,12.233790E-15,12.234626E-15,12.235459E-15,12.236291E-15,12.237121E-15,12.237949E-15,12.238776E-15,12.239600E-15,12.240423E-15,12.241244E-15,12.242064E-15,12.242881E-15,12.243697E-15,12.244511E-15,12.245323E-15,12.246133E-15,12.246941E-15,12.247748E-15,12.248553E-15,12.249356E-15,12.250157E-15,12.250957E-15,12.251755E-15,12.252551E-15,12.253345E-15,12.254138E-15,12.254928E-15,12.255718E-15,12.256505E-15,12.257291E-15,12.258075E-15,12.258857E-15,12.259638E-15,12.260417E-15,12.261194E-15,12.261970E-15
332E-3,12.187117E-15,12.188019E-15,12.188921E-15,12.189821E-15,12.190720E-15,12.191619E-15,12.192516E-15,12.193412E-15,12.194307E-15,12.195201E-15,12.196094E-15,12.196986E-15,12.197876E-15,12.198765E-15,12.199653E-15,12.200540E-15,12.201425E-15,12.202309E-15,12.203192E-15,12.204074E-15,12.204954E-15,12.205833E-15,12.206710E-15,12.207586E-15,12.208460E-15,12.209334E-15,12.210205E-15,12.211075E-15,12.211944E-15,12.212811E-15,12.213677E-15,12.214541E-15,12.215403E-15,12.216264E-15,12.217124E-15,12.217981E-15,12.218837E-15,12.219692E-15,12.220545E-15,12.221396E-15,12.222245E-15,12.223093E-15,12.223940E-15,12.224784E-15,12.225627E-15,12.226468E-15,12.227307E-15,12.228145E-15,12.228981E-15,12.229815E-15,12.230647E-15,12.231478E-15,12.232306E-15,12.233133E-15,12.233959E-15,12.234782E-15,12.235604E-15,12.236424E-15,12.237242E-15,12.238058E-15,12.238873E-15,12.239686E-15,12.240497E-15,12.241306E-15,12.242113E-15,12.242919E-15,12.243723E-15,12.244525E-15,12.245326E-15,12.246124E-15,12.246921E-15,12.247716E-15,12.248510E-15,12.249302E-15,12.250092E-15,12.250880E-15,12.251667E-15,12.252452E-15,12.253235E-15,12.254017E-15,12.254797E-15
334E-3,12.179664E-15,12.180568E-15,12.181471E-15,12.182374E-15,12.183275E-15,12.184176E-15,12.185076E-15,12.185974E-15,12.186871E-15,12.187768E-15,12.188663E-15,12.189557E-15,12.190450E-15,12.191342E-15,12.192233E-15,12.193122E-15,12.194010E-15,12.194897E-15,12.195783E-15,12.196667E-15,12.197550E-15,12.198432E-15,12.199313E-15,12.200192E-15,12.201069E-15,12.201946E-15,12.202821E-15,12.203694E-15,12.204566E-15,12.205436E-15,12.206305E-15,12.207173E-15,12.208039E-15,12.208903E-15,12.209766E-15,12.210628E-15,12.211487E-15,12.212345E-15,12.213202E-15,12.214057E-15,12.214910E-15,12.215762E-15,12.216612E-15,12.217460E-15,12.218307E-15,12.219152E-15,12.219995E-15,12.220837E-15,12.221677E-15,12.222515E-15,12.223351E-15,12.224186E-15,12.225019E-15,12.225850E-15,12.226679E-15,12.227507E-15,12.228333E-15,12.229157E-15,12.229979E-15,12.230800E-15,12.231619E-15,12.232436E-15,12.233251E-15,12.234065E-15,12.234877E-15,12.235687E-15,12.236495E-15,12.237301E-15,12.238106E-15,12.238909E-15,12.239710E-15,12.240510E-15,12.241308E-15,12.242104E-15,12.242898E-15,12.243691E-15,12.244482E-15,12.245271E-15,12.246059E-15,12.246845E-15,12.247629E-15
336E-3,12.172221E-15,12.173128E-15,12.174033E-15,12.174938E-15,12.175841E-15,12.176744E-15,12.177645E-15,12.178546E-15,12.179446E-15,12.180345E-15,12.181242E-15,12.182139E-15,12.183034E-15,12.183929E-15,12.184822E-15,12.185714E-15,12.186605E-15,12.187494E-15,12.188383E-15,12.189270E-15,12.190156E-15,12.191041E-15,12.191924E-15,12.192806E-15,12.193687E-15,12.194566E-15,12.195444E-15,12.196321E-15,12.197196E-15,12.198070E-15,12.198942E-15,12.199813E-15,12.200682E-15,12.201550E-15,12.202417E-15,12.203281E-15,12.204145E-15,12.205006E-15,12.205867E-15,12.206725E-15,12.207582E-15,12.208438E-15,12.209291E-15,12.210144E-15,12.210994E-15,12.211843E-15,12.212690E-15,12.213535E-15,12.214379E-15,12.215221E-15,12.216062E-15,12.216900E-15,12.217737E-15,12.218573E-15,12.219406E-15,12.220238E-15,12.221068E-15,12.221896E-15,12.222723E-15,12.223548E-15,12.224371E-15,12.225192E-15,12.226012E-15,12.226830E-15,12.227646E-15,12.228460E-15,12.229273E-15,12.230083E-15,12.230892E-15,12.231700E-15,12.232505E-15,12.233309E-15,12.234111E-15,12.234912E-15,12.235710E-15,12.236507E-15,12.237303E-15,12.238096E-15,12.238888E-15,12.239679E-15,12.240467E-15
338E-3,12.164790E-15,12.165698E-15,12.166606E-15,12.167512E-15,12.168418E-15,12.169322E-15,12.170226E-15,12.171129E-15,12.172031E-15,12.172932E-15,12.173832E-15,12.174730E-15,12.175628E-15,12.176525E-15,12.177421E-15,12.178315E-15,12.179209E-15,12.180101E-15,12.180992E-15,12.181882E-15,12.182771E-15,12.183658E-15,12.184545E-15,12.185430E-15,12.186313E-15,12.187196E-15,12.188077E-15,12.188956E-15,12.189835E-15,12.190712E-15,12.191587E-15,12.192461E-15,12.193334E-15,12.194205E-15,12.195075E-15,12.195943E-15,12.196810E-15,12.197675E-15,12.198539E-15,12.199401E-15,12.200262E-15,12.201121E-15,12.201978E-15,12.202834E-15,12.203688E-15,12.204541E-15,12.205392E-15,12.206241E-15,12.207089E-15,12.207935E-15,12.208779E-15,12.209622E-15,12.210463E-15,12.211302E-15,12.212140E-15,12.212975E-15,12.213810E-15,12.214642E-15,12.215473E-15,12.216302E-15,12.217129E-15,12.217954E-15,12.218778E-15,12.219600E-15,12.220420E-15,12.221239E-15,12.222056E-15,12.222871E-15,12.223684E-15,12.224496E-15,12.225306E-15,12.226114E-15,12.226920E-15,12.227725E-15,12.228528E-15,12.229329E-15,12.230129E-15,12.230927E-15,12.231723E-15,12.232518E-15,12.233311E-15
340E-3,12.157370E-15,12.158280E-15,12.159189E-15,12.160097E-15,12.161005E-15,12.161912E-15,12.162817E-15,12.163722E-15,12.164626E-15,12.165529E-15,12.166431E-15,12.167332E-15,12.168233E-15,12.169132E-15,12.170030E-15,12.170927E-15,12.171823E-15,12.172717E-15,12.173611E-15,12.174504E-15,12.175395E-15,12.176285E-15,12.177174E-15,12.178062E-15,12.178949E-15,12.179834E-15,12.180718E-15,12.181600E-15,12.182482E-15,12.183362E-15,12.184240E-15,12.185118E-15,12.185994E-15,12.186868E-15,12.187741E-15,12.188613E-15,12.189483E-15,12.190351E-15,12.191219E-15,12.192084E-15,12.192948E-15,12.193811E-15,12.194672E-15,12.195531E-15,12.196389E-15,12.197246E-15,12.198100E-15,12.198953E-15,12.199805E-15,12.200655E-15,12.201503E-15,12.202350E-15,12.203194E-15,12.204038E-15,12.204879E-15,12.205719E-15,12.206557E-15,12.207394E-15,12.208228E-15,12.209062E-15,12.209893E-15,12.210723E-15,12.211550E-15,12.212377E-15,12.213201E-15,12.214024E-15,12.214845E-15,12.215664E-15,12.216482E-15,12.217298E-15,12.218112E-15,12.218924E-15,12.219735E-15,12.220544E-15,12.221351E-15,12.222157E-15,12.222961E-15,12.223763E-15,12.224564E-15,12.225363E-15,12.226160E-15
342E-3,12.149962E-15,12.150873E-15,12.151784E-15,12.152694E-15,12.153603E-15,12.154512E-15,12.155419E-15,12.156326E-15,12.157232E-15,12.158137E-15,12.159041E-15,12.159945E-15,12.160847E-15,12.161748E-15,12.162649E-15,12.163548E-15,12.164446E-15,12.165343E-15,12.166240E-15,12.167135E-15,12.168029E-15,12.168921E-15,12.169813E-15,12.170704E-15,12.171593E-15,12.172481E-15,12.173368E-15,12.174253E-15,12.175138E-15,12.176021E-15,12.176902E-15,12.177783E-15,12.178661E-15,12.179539E-15,12.180415E-15,12.181290E-15,12.182164E-15,12.183036E-15,12.183906E-15,12.184775E-15,12.185643E-15,12.186509E-15,12.187373E-15,12.188236E-15,12.189098E-15,12.189958E-15,12.190816E-15,12.191673E-15,12.192528E-15,12.193382E-15,12.194234E-15,12.195084E-15,12.195933E-15,12.196780E-15,12.197625E-15,12.198469E-15,12.199311E-15,12.200152E-15,12.200991E-15,12.201828E-15,12.202663E-15,12.203497E-15,12.204329E-15,12.205159E-15,12.205988E-15,12.206815E-15,12.207640E-15,12.208463E-15,12.209285E-15,12.210105E-15,12.210924E-15,12.211740E-15,12.212555E-15,12.213368E-15,12.214180E-15,12.214990E-15,12.215798E-15,12.216605E-15,12.217409E-15,12.218213E-15,12.219014E-15
344E-3,12.142565E-15,12.143478E-15,12.144391E-15,12.145302E-15,12.146213E-15,12.147123E-15,12.148033E-15,12.148941E-15,12.149849E-15,12.150756E-15,12.151662E-15,12.152567E-15,12.153472E-15,12.154375E-15,12.155278E-15,12.156179E-15,12.157080E-15,12.157979E-15,12.158878E-15,12.159775E-15,12.160672E-15,12.161567E-15,12.162461E-15,12.163354E-15,12.164246E-15,12.165137E-15,12.166027E-15,12.166915E-15,12.167802E-15,12.168688E-15,12.169572E-15,12.170456E-15,12.171338E-15,12.172218E-15,12.173098E-15,12.173976E-15,12.174852E-15,12.175728E-15,12.176601E-15,12.177474E-15,12.178345E-15,12.179214E-15,12.180082E-15,12.180949E-15,12.181814E-15,12.182677E-15,12.183539E-15,12.184399E-15,12.185258E-15,12.186116E-15,12.186971E-15,12.187825E-15,12.188678E-15,12.189529E-15,12.190378E-15,12.191226E-15,12.192072E-15,12.192916E-15,12.193759E-15,12.194600E-15,12.195439E-15,12.196277E-15,12.197113E-15,12.197948E-15,12.198780E-15,12.199611E-15,12.200441E-15,12.201268E-15,12.202094E-15,12.202918E-15,12.203741E-15,12.204562E-15,12.205381E-15,12.206198E-15,12.207014E-15,12.207828E-15,12.208641E-15,12.209452E-15,12.210261E-15,12.211068E-15,12.211874E-15
346E-3,12.135181E-15,12.136095E-15,12.137009E-15,12.137922E-15,12.138834E-15,12.139746E-15,12.140657E-15,12.141567E-15,12.142477E-15,12.143386E-15,12.144294E-15,12.145201E-15,12.146107E-15,12.147013E-15,12.147917E-15,12.148821E-15,12.149723E-15,12.150625E-15,12.151526E-15,12.152426E-15,12.153325E-15,12.154222E-15,12.155119E-15,12.156015E-15,12.156909E-15,12.157802E-15,12.158695E-15,12.159586E-15,12.160475E-15,12.161364E-15,12.162252E-15,12.163138E-15,12.164023E-15,12.164906E-15,12.165789E-15,12.166670E-15,12.167549E-15,12.168428E-15,12.169305E-15,12.170180E-15,12.171054E-15,12.171927E-15,12.172798E-15,12.173668E-15,12.174537E-15,12.175404E-15,12.176269E-15,12.177133E-15,12.177995E-15,12.178856E-15,12.179716E-15,12.180573E-15,12.181430E-15,12.182284E-15,12.183137E-15,12.183989E-15,12.184839E-15,12.185687E-15,12.186534E-15,12.187379E-15,12.188222E-15,12.189064E-15,12.189904E-15,12.190742E-15,12.191579E-15,12.192414E-15,12.193247E-15,12.194079E-15,12.194909E-15,12.195737E-15,12.196564E-15,12.197389E-15,12.198212E-15,12.199034E-15,12.199854E-15,12.200672E-15,12.201489E-15,12.202304E-15,12.203117E-15,12.203929E-15,12.204739E-15
348E-3,12.127808E-15,12.128723E-15,12.129638E-15,12.130553E-15,12.131467E-15,12.132380E-15,12.133293E-15,12.134205E-15,12.135116E-15,12.136026E-15,12.136936E-15,12.137845E-15,12.138753E-15,12.139660E-15,12.140567E-15,12.141473E-15,12.142377E-15,12.143281E-15,12.144184E-15,12.145086E-15,12.145987E-15,12.146887E-15,12.147786E-15,12.148684E-15,12.149581E-15,12.150477E-15,12.151372E-15,12.152265E-15,12.153158E-15,12.154049E-15,12.154939E-15,12.155828E-15,12.156716E-15,12.157603E-15,12.158488E-15,12.159372E-15,12.160254E-15,12.161136E-15,12.162016E-15,12.162895E-15,12.163772E-15,12.164648E-15,12.165523E-15,12.166396E-15,12.167267E-15,12.168138E-15,12.169007E-15,12.169874E-15,12.170740E-15,12.171604E-15,12.172467E-15,12.173329E-15,12.174188E-15,12.175047E-15,12.175904E-15,12.176759E-15,12.177612E-15,12.178464E-15,12.179315E-15,12.180164E-15,12.181011E-15,12.181856E-15,12.182700E-15,12.183543E-15,12.184383E-15,12.185223E-15,12.186060E-15,12.186896E-15,12.187730E-15,12.188562E-15,12.189393E-15,12.190222E-15,12.191050E-15,12.191875E-15,12.192700E-15,12.193522E-15,12.194343E-15,12.195162E-15,12.195979E-15,12.196795E-15,12.197610E-15
350E-3,12.120447E-15,12.121364E-15,12.122280E-15,12.123196E-15,12.124111E-15,12.125026E-15,12.125940E-15,12.126853E-15,12.127766E-15,12.128678E-15,12.129589E-15,12.130500E-15,12.131410E-15,12.132319E-15,12.133227E-15,12.134135E-15,12.135042E-15,12.135948E-15,12.136853E-15,12.137757E-15,12.138660E-15,12.139562E-15,12.140463E-15,12.141364E-15,12.142263E-15,12.143161E-15,12.144058E-15,12.144954E-15,12.145850E-15,12.146743E-15,12.147636E-15,12.148528E-15,12.149418E-15,12.150308E-15,12.151196E-15,12.152083E-15,12.152968E-15,12.153852E-15,12.154735E-15,12.155617E-15,12.156498E-15,12.157377E-15,12.158254E-15,12.159131E-15,12.160006E-15,12.160879E-15,12.161752E-15,12.162622E-15,12.163492E-15,12.164360E-15,12.165226E-15,12.166091E-15,12.166954E-15,12.167816E-15,12.168676E-15,12.169535E-15,12.170393E-15,12.171248E-15,12.172103E-15,12.172955E-15,12.173806E-15,12.174656E-15,12.175503E-15,12.176350E-15,12.177194E-15,12.178037E-15,12.178879E-15,12.179718E-15,12.180556E-15,12.181393E-15,12.182228E-15,12.183061E-15,12.183892E-15,12.184722E-15,12.185551E-15,12.186377E-15,12.187202E-15,12.188025E-15,12.188847E-15,12.189667E-15,12.190485E-15
352E-3,12.113099E-15,12.114016E-15,12.114934E-15,12.115851E-15,12.116767E-15,12.117683E-15,12.118599E-15,12.119513E-15,12.120427E-15,12.121341E-15,12.122254E-15,12.123166E-15,12.124078E-15,12.124989E-15,12.125899E-15,12.126808E-15,12.127717E-15,12.128624E-15,12.129531E-15,12.130437E-15,12.131343E-15,12.132247E-15,12.133150E-15,12.134053E-15,12.134954E-15,12.135855E-15,12.136754E-15,12.137653E-15,12.138550E-15,12.139447E-15,12.140342E-15,12.141236E-15,12.142129E-15,12.143021E-15,12.143912E-15,12.144802E-15,12.145690E-15,12.146577E-15,12.147463E-15,12.148348E-15,12.149231E-15,12.150114E-15,12.150994E-15,12.151874E-15,12.152752E-15,12.153629E-15,12.154504E-15,12.155378E-15,12.156251E-15,12.157122E-15,12.157992E-15,12.158860E-15,12.159727E-15,12.160592E-15,12.161456E-15,12.162319E-15,12.163180E-15,12.164039E-15,12.164897E-15,12.165753E-15,12.166608E-15,12.167461E-15,12.168313E-15,12.169163E-15,12.170011E-15,12.170858E-15,12.171703E-15,12.172547E-15,12.173389E-15,12.174230E-15,12.175068E-15,12.175905E-15,12.176741E-15,12.177575E-15,12.178407E-15,12.179238E-15,12.180067E-15,12.180894E-15,12.181720E-15,12.182544E-15,12.183367E-15
354E-3,12.105762E-15,12.106681E-15,12.107600E-15,12.108518E-15,12.109435E-15,12.110352E-15,12.111269E-15,12.112185E-15,12.113101E-15,12.114016E-15,12.114930E-15,12.115844E-15,12.116757E-15,12.117669E-15,12.118581E-15,12.119492E-15,12.120402E-15,12.121312E-15,12.122221E-15,12.123129E-15,12.124036E-15,12.124942E-15,12.125848E-15,12.126752E-15,12.127656E-15,12.128558E-15,12.129460E-15,12.130361E-15,12.131261E-15,12.132160E-15,12.133057E-15,12.133954E-15,12.134850E-15,12.135744E-15,12.136638E-15,12.137530E-15,12.138421E-15,12.139311E-15,12.140200E-15,12.141087E-15,12.141974E-15,12.142859E-15,12.143742E-15,12.144625E-15,12.145506E-15,12.146386E-15,12.147265E-15,12.148142E-15,12.149018E-15,12.149892E-15,12.150765E-15,12.151637E-15,12.152507E-15,12.153376E-15,12.154243E-15,12.155109E-15,12.155974E-15,12.156837E-15,12.157698E-15,12.158558E-15,12.159416E-15,12.160273E-15,12.161129E-15,12.161982E-15,12.162835E-15,12.163685E-15,12.164534E-15,12.165382E-15,12.166228E-15,12.167072E-15,12.167915E-15,12.168756E-15,12.169595E-15,12.170433E-15,12.171270E-15,12.172104E-15,12.172937E-15,12.173769E-15,12.174599E-15,12.175427E-15,12.176254E-15
356E-3,12.098439E-15,12.099359E-15,12.100278E-15,12.101197E-15,12.102116E-15,12.103034E-15,12.103951E-15,12.104869E-15,12.105785E-15,12.106702E-15,12.107617E-15,12.108533E-15,12.109447E-15,12.110361E-15,12.111274E-15,12.112187E-15,12.113099E-15,12.114010E-15,12.114921E-15,12.115830E-15,12.116739E-15,12.117648E-15,12.118555E-15,12.119461E-15,12.120367E-15,12.121272E-15,12.122176E-15,12.123079E-15,12.123981E-15,12.124882E-15,12.125782E-15,12.126681E-15,12.127579E-15,12.128476E-15,12.129372E-15,12.130267E-15,12.131161E-15,12.132053E-15,12.132945E-15,12.133835E-15,12.134724E-15,12.135612E-15,12.136499E-15,12.137384E-15,12.138268E-15,12.139151E-15,12.140033E-15,12.140913E-15,12.141792E-15,12.142670E-15,12.143546E-15,12.144421E-15,12.145295E-15,12.146167E-15,12.147037E-15,12.147907E-15,12.148775E-15,12.149641E-15,12.150506E-15,12.151369E-15,12.152231E-15,12.153092E-15,12.153951E-15,12.154808E-15,12.155664E-15,12.156519E-15,12.157372E-15,12.158223E-15,12.159073E-15,12.159921E-15,12.160767E-15,12.161612E-15,12.162456E-15,12.163298E-15,12.164138E-15,12.164977E-15,12.165814E-15,12.166649E-15,12.167483E-15,12.168315E-15,12.169146E-15
