dc (V),cdd@Vgs 0.25 ,cdd@Vgs 0.251 ,cdd@Vgs 0.252 ,cdd@Vgs 0.253 ,cdd@Vgs 0.254 ,cdd@Vgs 0.255 ,cdd@Vgs 0.256 ,cdd@Vgs 0.257 ,cdd@Vgs 0.258 ,cdd@Vgs 0.259 ,cdd@Vgs 0.26 ,cdd@Vgs 0.261 ,cdd@Vgs 0.262 ,cdd@Vgs 0.263 ,cdd@Vgs 0.264 ,cdd@Vgs 0.265 ,cdd@Vgs 0.266 ,cdd@Vgs 0.267 ,cdd@Vgs 0.268 ,cdd@Vgs 0.269 ,cdd@Vgs 0.27 ,cdd@Vgs 0.271 ,cdd@Vgs 0.272 ,cdd@Vgs 0.273 ,cdd@Vgs 0.274 ,cdd@Vgs 0.275 ,cdd@Vgs 0.276 ,cdd@Vgs 0.277 ,cdd@Vgs 0.278 ,cdd@Vgs 0.279 ,cdd@Vgs 0.28 ,cdd@Vgs 0.281 ,cdd@Vgs 0.282 ,cdd@Vgs 0.283 ,cdd@Vgs 0.284 ,cdd@Vgs 0.285 ,cdd@Vgs 0.286 ,cdd@Vgs 0.287 ,cdd@Vgs 0.288 ,cdd@Vgs 0.289 ,cdd@Vgs 0.29 ,cdd@Vgs 0.291 ,cdd@Vgs 0.292 ,cdd@Vgs 0.293 ,cdd@Vgs 0.294 ,cdd@Vgs 0.295 ,cdd@Vgs 0.296 ,cdd@Vgs 0.297 ,cdd@Vgs 0.298 ,cdd@Vgs 0.299 ,cdd@Vgs 0.3 ,cdd@Vgs 0.301 ,cdd@Vgs 0.302 ,cdd@Vgs 0.303 ,cdd@Vgs 0.304 ,cdd@Vgs 0.305 ,cdd@Vgs 0.306 ,cdd@Vgs 0.307 ,cdd@Vgs 0.308 ,cdd@Vgs 0.309 ,cdd@Vgs 0.31 ,cdd@Vgs 0.311 ,cdd@Vgs 0.312 ,cdd@Vgs 0.313 ,cdd@Vgs 0.314 ,cdd@Vgs 0.315 ,cdd@Vgs 0.316 ,cdd@Vgs 0.317 ,cdd@Vgs 0.318 ,cdd@Vgs 0.319 ,cdd@Vgs 0.32 ,cdd@Vgs 0.321 ,cdd@Vgs 0.322 ,cdd@Vgs 0.323 ,cdd@Vgs 0.324 ,cdd@Vgs 0.325 ,cdd@Vgs 0.326 ,cdd@Vgs 0.327 ,cdd@Vgs 0.328 ,cdd@Vgs 0.329 ,cdd@Vgs 0.33 
396E-3,11.954816E-15,11.955732E-15,11.956650E-15,11.957567E-15,11.958485E-15,11.959404E-15,11.960323E-15,11.961243E-15,11.962163E-15,11.963084E-15,11.964005E-15,11.964926E-15,11.965848E-15,11.966770E-15,11.967693E-15,11.968615E-15,11.969538E-15,11.970462E-15,11.971385E-15,11.972309E-15,11.973233E-15,11.974157E-15,11.975082E-15,11.976006E-15,11.976931E-15,11.977855E-15,11.978780E-15,11.979705E-15,11.980630E-15,11.981555E-15,11.982480E-15,11.983405E-15,11.984329E-15,11.985254E-15,11.986179E-15,11.987103E-15,11.988028E-15,11.988952E-15,11.989876E-15,11.990800E-15,11.991724E-15,11.992647E-15,11.993570E-15,11.994493E-15,11.995416E-15,11.996338E-15,11.997260E-15,11.998182E-15,11.999103E-15,12.000024E-15,12.000944E-15,12.001864E-15,12.002783E-15,12.003702E-15,12.004621E-15,12.005539E-15,12.006456E-15,12.007373E-15,12.008289E-15,12.009204E-15,12.010119E-15,12.011034E-15,12.011947E-15,12.012860E-15,12.013772E-15,12.014684E-15,12.015594E-15,12.016504E-15,12.017413E-15,12.018322E-15,12.019229E-15,12.020136E-15,12.021041E-15,12.021946E-15,12.022850E-15,12.023753E-15,12.024656E-15,12.025557E-15,12.026457E-15,12.027356E-15,12.028254E-15
398E-3,11.947787E-15,11.948702E-15,11.949619E-15,11.950535E-15,11.951452E-15,11.952370E-15,11.953289E-15,11.954208E-15,11.955127E-15,11.956047E-15,11.956967E-15,11.957888E-15,11.958809E-15,11.959730E-15,11.960652E-15,11.961574E-15,11.962497E-15,11.963420E-15,11.964343E-15,11.965266E-15,11.966190E-15,11.967114E-15,11.968038E-15,11.968963E-15,11.969887E-15,11.970812E-15,11.971736E-15,11.972661E-15,11.973586E-15,11.974511E-15,11.975436E-15,11.976361E-15,11.977287E-15,11.978212E-15,11.979137E-15,11.980062E-15,11.980987E-15,11.981911E-15,11.982836E-15,11.983761E-15,11.984685E-15,11.985609E-15,11.986533E-15,11.987457E-15,11.988380E-15,11.989303E-15,11.990226E-15,11.991149E-15,11.992071E-15,11.992993E-15,11.993914E-15,11.994835E-15,11.995756E-15,11.996676E-15,11.997596E-15,11.998515E-15,11.999434E-15,12.000352E-15,12.001270E-15,12.002187E-15,12.003104E-15,12.004019E-15,12.004935E-15,12.005849E-15,12.006763E-15,12.007677E-15,12.008589E-15,12.009501E-15,12.010412E-15,12.011323E-15,12.012232E-15,12.013141E-15,12.014049E-15,12.014956E-15,12.015862E-15,12.016768E-15,12.017672E-15,12.018576E-15,12.019478E-15,12.020380E-15,12.021281E-15
400E-3,11.940773E-15,11.941688E-15,11.942603E-15,11.943518E-15,11.944435E-15,11.945351E-15,11.946269E-15,11.947187E-15,11.948105E-15,11.949024E-15,11.949943E-15,11.950863E-15,11.951784E-15,11.952705E-15,11.953626E-15,11.954547E-15,11.955469E-15,11.956392E-15,11.957315E-15,11.958238E-15,11.959161E-15,11.960084E-15,11.961008E-15,11.961932E-15,11.962857E-15,11.963781E-15,11.964706E-15,11.965631E-15,11.966556E-15,11.967481E-15,11.968406E-15,11.969331E-15,11.970256E-15,11.971182E-15,11.972107E-15,11.973032E-15,11.973957E-15,11.974883E-15,11.975808E-15,11.976733E-15,11.977658E-15,11.978582E-15,11.979507E-15,11.980431E-15,11.981356E-15,11.982280E-15,11.983203E-15,11.984127E-15,11.985050E-15,11.985973E-15,11.986895E-15,11.987817E-15,11.988739E-15,11.989661E-15,11.990582E-15,11.991502E-15,11.992422E-15,11.993342E-15,11.994261E-15,11.995179E-15,11.996097E-15,11.997015E-15,11.997932E-15,11.998848E-15,11.999764E-15,12.000679E-15,12.001593E-15,12.002507E-15,12.003420E-15,12.004332E-15,12.005244E-15,12.006155E-15,12.007065E-15,12.007974E-15,12.008882E-15,12.009790E-15,12.010697E-15,12.011602E-15,12.012507E-15,12.013412E-15,12.014315E-15
402E-3,11.933775E-15,11.934688E-15,11.935602E-15,11.936517E-15,11.937432E-15,11.938347E-15,11.939264E-15,11.940181E-15,11.941098E-15,11.942016E-15,11.942935E-15,11.943854E-15,11.944773E-15,11.945693E-15,11.946614E-15,11.947535E-15,11.948456E-15,11.949378E-15,11.950300E-15,11.951222E-15,11.952145E-15,11.953068E-15,11.953992E-15,11.954916E-15,11.955840E-15,11.956764E-15,11.957688E-15,11.958613E-15,11.959538E-15,11.960463E-15,11.961388E-15,11.962313E-15,11.963239E-15,11.964164E-15,11.965089E-15,11.966015E-15,11.966940E-15,11.967866E-15,11.968791E-15,11.969717E-15,11.970642E-15,11.971567E-15,11.972493E-15,11.973418E-15,11.974342E-15,11.975267E-15,11.976192E-15,11.977116E-15,11.978040E-15,11.978963E-15,11.979887E-15,11.980810E-15,11.981733E-15,11.982655E-15,11.983577E-15,11.984499E-15,11.985420E-15,11.986341E-15,11.987262E-15,11.988182E-15,11.989101E-15,11.990020E-15,11.990938E-15,11.991856E-15,11.992774E-15,11.993690E-15,11.994606E-15,11.995522E-15,11.996437E-15,11.997351E-15,11.998264E-15,11.999177E-15,12.000089E-15,12.001000E-15,12.001911E-15,12.002820E-15,12.003729E-15,12.004637E-15,12.005545E-15,12.006451E-15,12.007357E-15
404E-3,11.926793E-15,11.927705E-15,11.928617E-15,11.929530E-15,11.930444E-15,11.931359E-15,11.932274E-15,11.933190E-15,11.934106E-15,11.935023E-15,11.935941E-15,11.936859E-15,11.937777E-15,11.938697E-15,11.939616E-15,11.940536E-15,11.941457E-15,11.942378E-15,11.943300E-15,11.944221E-15,11.945144E-15,11.946066E-15,11.946989E-15,11.947913E-15,11.948836E-15,11.949760E-15,11.950684E-15,11.951609E-15,11.952533E-15,11.953458E-15,11.954383E-15,11.955308E-15,11.956234E-15,11.957159E-15,11.958085E-15,11.959010E-15,11.959936E-15,11.960862E-15,11.961787E-15,11.962713E-15,11.963639E-15,11.964564E-15,11.965490E-15,11.966415E-15,11.967341E-15,11.968266E-15,11.969191E-15,11.970116E-15,11.971041E-15,11.971965E-15,11.972890E-15,11.973814E-15,11.974737E-15,11.975661E-15,11.976584E-15,11.977507E-15,11.978429E-15,11.979351E-15,11.980273E-15,11.981194E-15,11.982115E-15,11.983035E-15,11.983955E-15,11.984874E-15,11.985793E-15,11.986711E-15,11.987629E-15,11.988546E-15,11.989462E-15,11.990378E-15,11.991294E-15,11.992208E-15,11.993122E-15,11.994035E-15,11.994948E-15,11.995859E-15,11.996770E-15,11.997681E-15,11.998590E-15,11.999499E-15,12.000406E-15
406E-3,11.919826E-15,11.920736E-15,11.921648E-15,11.922559E-15,11.923472E-15,11.924385E-15,11.925299E-15,11.926214E-15,11.927129E-15,11.928045E-15,11.928961E-15,11.929878E-15,11.930796E-15,11.931714E-15,11.932633E-15,11.933552E-15,11.934472E-15,11.935393E-15,11.936313E-15,11.937234E-15,11.938156E-15,11.939078E-15,11.940001E-15,11.940923E-15,11.941846E-15,11.942770E-15,11.943694E-15,11.944618E-15,11.945542E-15,11.946467E-15,11.947391E-15,11.948316E-15,11.949242E-15,11.950167E-15,11.951092E-15,11.952018E-15,11.952944E-15,11.953870E-15,11.954796E-15,11.955721E-15,11.956647E-15,11.957573E-15,11.958499E-15,11.959425E-15,11.960351E-15,11.961277E-15,11.962202E-15,11.963128E-15,11.964053E-15,11.964978E-15,11.965903E-15,11.966828E-15,11.967753E-15,11.968677E-15,11.969601E-15,11.970525E-15,11.971448E-15,11.972371E-15,11.973294E-15,11.974217E-15,11.975138E-15,11.976060E-15,11.976981E-15,11.977902E-15,11.978822E-15,11.979742E-15,11.980661E-15,11.981580E-15,11.982498E-15,11.983415E-15,11.984332E-15,11.985248E-15,11.986164E-15,11.987079E-15,11.987993E-15,11.988907E-15,11.989820E-15,11.990732E-15,11.991644E-15,11.992554E-15,11.993464E-15
408E-3,11.912875E-15,11.913784E-15,11.914694E-15,11.915604E-15,11.916515E-15,11.917427E-15,11.918340E-15,11.919253E-15,11.920167E-15,11.921082E-15,11.921997E-15,11.922913E-15,11.923830E-15,11.924747E-15,11.925665E-15,11.926583E-15,11.927502E-15,11.928421E-15,11.929341E-15,11.930262E-15,11.931183E-15,11.932104E-15,11.933026E-15,11.933948E-15,11.934870E-15,11.935793E-15,11.936717E-15,11.937640E-15,11.938564E-15,11.939488E-15,11.940413E-15,11.941338E-15,11.942263E-15,11.943188E-15,11.944113E-15,11.945039E-15,11.945964E-15,11.946890E-15,11.947816E-15,11.948742E-15,11.949668E-15,11.950595E-15,11.951521E-15,11.952447E-15,11.953373E-15,11.954299E-15,11.955225E-15,11.956151E-15,11.957077E-15,11.958003E-15,11.958928E-15,11.959854E-15,11.960779E-15,11.961704E-15,11.962629E-15,11.963554E-15,11.964478E-15,11.965402E-15,11.966326E-15,11.967249E-15,11.968172E-15,11.969095E-15,11.970018E-15,11.970939E-15,11.971861E-15,11.972782E-15,11.973703E-15,11.974623E-15,11.975542E-15,11.976461E-15,11.977380E-15,11.978298E-15,11.979215E-15,11.980132E-15,11.981048E-15,11.981963E-15,11.982878E-15,11.983792E-15,11.984706E-15,11.985618E-15,11.986530E-15
410E-3,11.905940E-15,11.906847E-15,11.907755E-15,11.908664E-15,11.909574E-15,11.910484E-15,11.911396E-15,11.912308E-15,11.913220E-15,11.914134E-15,11.915048E-15,11.915963E-15,11.916878E-15,11.917794E-15,11.918711E-15,11.919628E-15,11.920546E-15,11.921465E-15,11.922384E-15,11.923303E-15,11.924223E-15,11.925144E-15,11.926065E-15,11.926986E-15,11.927908E-15,11.928831E-15,11.929753E-15,11.930677E-15,11.931600E-15,11.932524E-15,11.933448E-15,11.934372E-15,11.935297E-15,11.936222E-15,11.937147E-15,11.938072E-15,11.938998E-15,11.939924E-15,11.940850E-15,11.941776E-15,11.942702E-15,11.943628E-15,11.944554E-15,11.945481E-15,11.946407E-15,11.947334E-15,11.948260E-15,11.949186E-15,11.950113E-15,11.951039E-15,11.951965E-15,11.952891E-15,11.953817E-15,11.954743E-15,11.955668E-15,11.956594E-15,11.957519E-15,11.958444E-15,11.959368E-15,11.960293E-15,11.961217E-15,11.962141E-15,11.963064E-15,11.963987E-15,11.964910E-15,11.965832E-15,11.966754E-15,11.967675E-15,11.968596E-15,11.969517E-15,11.970437E-15,11.971356E-15,11.972275E-15,11.973194E-15,11.974111E-15,11.975028E-15,11.975945E-15,11.976861E-15,11.977776E-15,11.978691E-15,11.979605E-15
412E-3,11.899020E-15,11.899926E-15,11.900833E-15,11.901740E-15,11.902648E-15,11.903557E-15,11.904467E-15,11.905378E-15,11.906289E-15,11.907201E-15,11.908114E-15,11.909028E-15,11.909942E-15,11.910857E-15,11.911772E-15,11.912689E-15,11.913605E-15,11.914523E-15,11.915441E-15,11.916359E-15,11.917279E-15,11.918198E-15,11.919118E-15,11.920039E-15,11.920960E-15,11.921882E-15,11.922804E-15,11.923726E-15,11.924649E-15,11.925573E-15,11.926496E-15,11.927420E-15,11.928344E-15,11.929269E-15,11.930194E-15,11.931119E-15,11.932044E-15,11.932970E-15,11.933896E-15,11.934822E-15,11.935748E-15,11.936674E-15,11.937600E-15,11.938527E-15,11.939453E-15,11.940380E-15,11.941307E-15,11.942233E-15,11.943160E-15,11.944087E-15,11.945013E-15,11.945940E-15,11.946866E-15,11.947792E-15,11.948719E-15,11.949645E-15,11.950570E-15,11.951496E-15,11.952422E-15,11.953347E-15,11.954272E-15,11.955197E-15,11.956121E-15,11.957045E-15,11.957969E-15,11.958892E-15,11.959815E-15,11.960738E-15,11.961660E-15,11.962582E-15,11.963503E-15,11.964424E-15,11.965345E-15,11.966265E-15,11.967184E-15,11.968103E-15,11.969021E-15,11.969939E-15,11.970856E-15,11.971772E-15,11.972688E-15
414E-3,11.892117E-15,11.893021E-15,11.893926E-15,11.894832E-15,11.895738E-15,11.896646E-15,11.897554E-15,11.898463E-15,11.899373E-15,11.900284E-15,11.901195E-15,11.902108E-15,11.903021E-15,11.903934E-15,11.904849E-15,11.905764E-15,11.906679E-15,11.907596E-15,11.908513E-15,11.909430E-15,11.910348E-15,11.911267E-15,11.912186E-15,11.913106E-15,11.914026E-15,11.914947E-15,11.915869E-15,11.916790E-15,11.917713E-15,11.918635E-15,11.919558E-15,11.920482E-15,11.921405E-15,11.922330E-15,11.923254E-15,11.924179E-15,11.925104E-15,11.926029E-15,11.926955E-15,11.927880E-15,11.928806E-15,11.929733E-15,11.930659E-15,11.931585E-15,11.932512E-15,11.933439E-15,11.934365E-15,11.935292E-15,11.936219E-15,11.937146E-15,11.938073E-15,11.939000E-15,11.939927E-15,11.940853E-15,11.941780E-15,11.942707E-15,11.943633E-15,11.944560E-15,11.945486E-15,11.946412E-15,11.947338E-15,11.948263E-15,11.949189E-15,11.950114E-15,11.951038E-15,11.951963E-15,11.952887E-15,11.953811E-15,11.954734E-15,11.955657E-15,11.956580E-15,11.957502E-15,11.958424E-15,11.959345E-15,11.960266E-15,11.961186E-15,11.962106E-15,11.963025E-15,11.963944E-15,11.964862E-15,11.965780E-15
416E-3,11.885230E-15,11.886132E-15,11.887035E-15,11.887939E-15,11.888844E-15,11.889750E-15,11.890657E-15,11.891565E-15,11.892473E-15,11.893382E-15,11.894292E-15,11.895203E-15,11.896115E-15,11.897027E-15,11.897940E-15,11.898854E-15,11.899768E-15,11.900683E-15,11.901599E-15,11.902515E-15,11.903433E-15,11.904350E-15,11.905269E-15,11.906187E-15,11.907107E-15,11.908027E-15,11.908947E-15,11.909868E-15,11.910790E-15,11.911712E-15,11.912634E-15,11.913557E-15,11.914480E-15,11.915404E-15,11.916327E-15,11.917252E-15,11.918176E-15,11.919101E-15,11.920027E-15,11.920952E-15,11.921878E-15,11.922804E-15,11.923730E-15,11.924656E-15,11.925583E-15,11.926510E-15,11.927436E-15,11.928363E-15,11.929290E-15,11.930218E-15,11.931145E-15,11.932072E-15,11.932999E-15,11.933926E-15,11.934853E-15,11.935780E-15,11.936707E-15,11.937634E-15,11.938561E-15,11.939488E-15,11.940414E-15,11.941341E-15,11.942267E-15,11.943193E-15,11.944118E-15,11.945044E-15,11.945969E-15,11.946894E-15,11.947818E-15,11.948742E-15,11.949666E-15,11.950590E-15,11.951513E-15,11.952435E-15,11.953357E-15,11.954279E-15,11.955200E-15,11.956121E-15,11.957041E-15,11.957961E-15,11.958880E-15
418E-3,11.878359E-15,11.879259E-15,11.880161E-15,11.881063E-15,11.881966E-15,11.882870E-15,11.883776E-15,11.884681E-15,11.885588E-15,11.886496E-15,11.887404E-15,11.888314E-15,11.889224E-15,11.890135E-15,11.891046E-15,11.891959E-15,11.892872E-15,11.893786E-15,11.894700E-15,11.895616E-15,11.896532E-15,11.897448E-15,11.898365E-15,11.899283E-15,11.900202E-15,11.901121E-15,11.902040E-15,11.902960E-15,11.903881E-15,11.904802E-15,11.905724E-15,11.906646E-15,11.907568E-15,11.908491E-15,11.909415E-15,11.910338E-15,11.911262E-15,11.912187E-15,11.913112E-15,11.914037E-15,11.914962E-15,11.915888E-15,11.916814E-15,11.917740E-15,11.918667E-15,11.919593E-15,11.920520E-15,11.921447E-15,11.922374E-15,11.923301E-15,11.924228E-15,11.925156E-15,11.926083E-15,11.927011E-15,11.927938E-15,11.928865E-15,11.929793E-15,11.930720E-15,11.931648E-15,11.932575E-15,11.933502E-15,11.934429E-15,11.935356E-15,11.936282E-15,11.937209E-15,11.938135E-15,11.939061E-15,11.939987E-15,11.940912E-15,11.941837E-15,11.942762E-15,11.943687E-15,11.944611E-15,11.945535E-15,11.946458E-15,11.947381E-15,11.948304E-15,11.949226E-15,11.950148E-15,11.951069E-15,11.951990E-15
420E-3,11.871504E-15,11.872403E-15,11.873302E-15,11.874203E-15,11.875104E-15,11.876007E-15,11.876910E-15,11.877814E-15,11.878719E-15,11.879625E-15,11.880532E-15,11.881440E-15,11.882349E-15,11.883258E-15,11.884168E-15,11.885079E-15,11.885991E-15,11.886903E-15,11.887817E-15,11.888731E-15,11.889645E-15,11.890561E-15,11.891477E-15,11.892393E-15,11.893311E-15,11.894229E-15,11.895147E-15,11.896066E-15,11.896986E-15,11.897906E-15,11.898827E-15,11.899748E-15,11.900670E-15,11.901593E-15,11.902515E-15,11.903438E-15,11.904362E-15,11.905286E-15,11.906210E-15,11.907135E-15,11.908060E-15,11.908985E-15,11.909911E-15,11.910837E-15,11.911763E-15,11.912689E-15,11.913616E-15,11.914543E-15,11.915470E-15,11.916397E-15,11.917324E-15,11.918252E-15,11.919179E-15,11.920107E-15,11.921035E-15,11.921962E-15,11.922890E-15,11.923818E-15,11.924745E-15,11.925673E-15,11.926601E-15,11.927528E-15,11.928456E-15,11.929383E-15,11.930310E-15,11.931237E-15,11.932164E-15,11.933090E-15,11.934017E-15,11.934943E-15,11.935869E-15,11.936794E-15,11.937720E-15,11.938645E-15,11.939569E-15,11.940493E-15,11.941417E-15,11.942341E-15,11.943264E-15,11.944186E-15,11.945109E-15
422E-3,11.864666E-15,11.865562E-15,11.866460E-15,11.867359E-15,11.868258E-15,11.869159E-15,11.870060E-15,11.870963E-15,11.871866E-15,11.872770E-15,11.873676E-15,11.874582E-15,11.875489E-15,11.876397E-15,11.877305E-15,11.878215E-15,11.879125E-15,11.880036E-15,11.880948E-15,11.881861E-15,11.882774E-15,11.883688E-15,11.884603E-15,11.885519E-15,11.886435E-15,11.887352E-15,11.888269E-15,11.889187E-15,11.890106E-15,11.891025E-15,11.891945E-15,11.892865E-15,11.893786E-15,11.894708E-15,11.895630E-15,11.896552E-15,11.897475E-15,11.898398E-15,11.899322E-15,11.900246E-15,11.901171E-15,11.902096E-15,11.903021E-15,11.903946E-15,11.904872E-15,11.905798E-15,11.906725E-15,11.907651E-15,11.908578E-15,11.909505E-15,11.910432E-15,11.911360E-15,11.912287E-15,11.913215E-15,11.914143E-15,11.915071E-15,11.915999E-15,11.916927E-15,11.917855E-15,11.918783E-15,11.919711E-15,11.920639E-15,11.921567E-15,11.922495E-15,11.923422E-15,11.924350E-15,11.925277E-15,11.926205E-15,11.927132E-15,11.928059E-15,11.928986E-15,11.929912E-15,11.930838E-15,11.931764E-15,11.932690E-15,11.933615E-15,11.934540E-15,11.935465E-15,11.936389E-15,11.937313E-15,11.938237E-15
424E-3,11.857844E-15,11.858738E-15,11.859634E-15,11.860531E-15,11.861428E-15,11.862327E-15,11.863227E-15,11.864127E-15,11.865029E-15,11.865931E-15,11.866835E-15,11.867739E-15,11.868645E-15,11.869551E-15,11.870458E-15,11.871366E-15,11.872275E-15,11.873184E-15,11.874095E-15,11.875006E-15,11.875918E-15,11.876831E-15,11.877744E-15,11.878658E-15,11.879573E-15,11.880489E-15,11.881405E-15,11.882322E-15,11.883240E-15,11.884158E-15,11.885077E-15,11.885996E-15,11.886916E-15,11.887837E-15,11.888758E-15,11.889680E-15,11.890602E-15,11.891524E-15,11.892447E-15,11.893371E-15,11.894295E-15,11.895219E-15,11.896144E-15,11.897069E-15,11.897994E-15,11.898920E-15,11.899846E-15,11.900773E-15,11.901699E-15,11.902626E-15,11.903553E-15,11.904480E-15,11.905408E-15,11.906336E-15,11.907263E-15,11.908191E-15,11.909119E-15,11.910048E-15,11.910976E-15,11.911904E-15,11.912832E-15,11.913761E-15,11.914689E-15,11.915617E-15,11.916546E-15,11.917474E-15,11.918402E-15,11.919330E-15,11.920258E-15,11.921185E-15,11.922113E-15,11.923040E-15,11.923967E-15,11.924894E-15,11.925821E-15,11.926747E-15,11.927673E-15,11.928599E-15,11.929524E-15,11.930450E-15,11.931374E-15
426E-3,11.851038E-15,11.851931E-15,11.852824E-15,11.853719E-15,11.854615E-15,11.855511E-15,11.856409E-15,11.857308E-15,11.858208E-15,11.859108E-15,11.860010E-15,11.860913E-15,11.861816E-15,11.862721E-15,11.863626E-15,11.864532E-15,11.865440E-15,11.866348E-15,11.867256E-15,11.868166E-15,11.869077E-15,11.869988E-15,11.870900E-15,11.871813E-15,11.872727E-15,11.873641E-15,11.874556E-15,11.875472E-15,11.876388E-15,11.877305E-15,11.878223E-15,11.879142E-15,11.880061E-15,11.880980E-15,11.881900E-15,11.882821E-15,11.883742E-15,11.884664E-15,11.885587E-15,11.886509E-15,11.887433E-15,11.888356E-15,11.889280E-15,11.890205E-15,11.891130E-15,11.892055E-15,11.892981E-15,11.893907E-15,11.894833E-15,11.895760E-15,11.896686E-15,11.897614E-15,11.898541E-15,11.899468E-15,11.900396E-15,11.901324E-15,11.902252E-15,11.903180E-15,11.904109E-15,11.905037E-15,11.905966E-15,11.906894E-15,11.907823E-15,11.908752E-15,11.909680E-15,11.910609E-15,11.911537E-15,11.912466E-15,11.913394E-15,11.914323E-15,11.915251E-15,11.916179E-15,11.917107E-15,11.918034E-15,11.918962E-15,11.919889E-15,11.920816E-15,11.921743E-15,11.922669E-15,11.923596E-15,11.924521E-15
428E-3,11.844249E-15,11.845140E-15,11.846031E-15,11.846924E-15,11.847817E-15,11.848712E-15,11.849608E-15,11.850504E-15,11.851402E-15,11.852301E-15,11.853201E-15,11.854102E-15,11.855004E-15,11.855906E-15,11.856810E-15,11.857715E-15,11.858620E-15,11.859526E-15,11.860434E-15,11.861342E-15,11.862251E-15,11.863161E-15,11.864071E-15,11.864983E-15,11.865895E-15,11.866808E-15,11.867722E-15,11.868636E-15,11.869552E-15,11.870467E-15,11.871384E-15,11.872301E-15,11.873219E-15,11.874138E-15,11.875057E-15,11.875977E-15,11.876897E-15,11.877818E-15,11.878739E-15,11.879661E-15,11.880584E-15,11.881507E-15,11.882430E-15,11.883354E-15,11.884278E-15,11.885203E-15,11.886128E-15,11.887054E-15,11.887980E-15,11.888906E-15,11.889832E-15,11.890759E-15,11.891686E-15,11.892614E-15,11.893541E-15,11.894469E-15,11.895397E-15,11.896325E-15,11.897254E-15,11.898182E-15,11.899111E-15,11.900039E-15,11.900968E-15,11.901897E-15,11.902826E-15,11.903755E-15,11.904684E-15,11.905613E-15,11.906542E-15,11.907471E-15,11.908399E-15,11.909328E-15,11.910257E-15,11.911185E-15,11.912113E-15,11.913041E-15,11.913969E-15,11.914897E-15,11.915824E-15,11.916752E-15,11.917678E-15
430E-3,11.837477E-15,11.838365E-15,11.839254E-15,11.840145E-15,11.841036E-15,11.841929E-15,11.842823E-15,11.843717E-15,11.844613E-15,11.845510E-15,11.846408E-15,11.847307E-15,11.848207E-15,11.849108E-15,11.850009E-15,11.850912E-15,11.851816E-15,11.852721E-15,11.853626E-15,11.854533E-15,11.855440E-15,11.856349E-15,11.857258E-15,11.858168E-15,11.859078E-15,11.859990E-15,11.860902E-15,11.861816E-15,11.862729E-15,11.863644E-15,11.864559E-15,11.865475E-15,11.866392E-15,11.867310E-15,11.868228E-15,11.869146E-15,11.870066E-15,11.870986E-15,11.871906E-15,11.872827E-15,11.873749E-15,11.874671E-15,11.875594E-15,11.876517E-15,11.877441E-15,11.878365E-15,11.879289E-15,11.880214E-15,11.881139E-15,11.882065E-15,11.882991E-15,11.883918E-15,11.884844E-15,11.885771E-15,11.886699E-15,11.887626E-15,11.888554E-15,11.889482E-15,11.890411E-15,11.891339E-15,11.892268E-15,11.893197E-15,11.894125E-15,11.895054E-15,11.895984E-15,11.896913E-15,11.897842E-15,11.898771E-15,11.899701E-15,11.900630E-15,11.901559E-15,11.902488E-15,11.903417E-15,11.904346E-15,11.905275E-15,11.906204E-15,11.907133E-15,11.908061E-15,11.908990E-15,11.909918E-15,11.910845E-15
432E-3,11.830721E-15,11.831607E-15,11.832494E-15,11.833382E-15,11.834272E-15,11.835162E-15,11.836054E-15,11.836946E-15,11.837840E-15,11.838735E-15,11.839631E-15,11.840528E-15,11.841426E-15,11.842325E-15,11.843225E-15,11.844126E-15,11.845028E-15,11.845931E-15,11.846835E-15,11.847739E-15,11.848645E-15,11.849552E-15,11.850459E-15,11.851368E-15,11.852277E-15,11.853187E-15,11.854098E-15,11.855010E-15,11.855922E-15,11.856835E-15,11.857749E-15,11.858664E-15,11.859580E-15,11.860496E-15,11.861413E-15,11.862330E-15,11.863249E-15,11.864168E-15,11.865087E-15,11.866007E-15,11.866928E-15,11.867849E-15,11.868771E-15,11.869693E-15,11.870616E-15,11.871539E-15,11.872463E-15,11.873388E-15,11.874312E-15,11.875237E-15,11.876163E-15,11.877089E-15,11.878015E-15,11.878942E-15,11.879869E-15,11.880796E-15,11.881724E-15,11.882652E-15,11.883580E-15,11.884508E-15,11.885437E-15,11.886366E-15,11.887294E-15,11.888224E-15,11.889153E-15,11.890082E-15,11.891012E-15,11.891941E-15,11.892871E-15,11.893800E-15,11.894730E-15,11.895659E-15,11.896589E-15,11.897519E-15,11.898448E-15,11.899377E-15,11.900307E-15,11.901236E-15,11.902165E-15,11.903094E-15,11.904023E-15
