Vds ,gds@Vgs 0.35 ,gds@Vgs 0.351 ,gds@Vgs 0.352 ,gds@Vgs 0.353 ,gds@Vgs 0.354 ,gds@Vgs 0.355 ,gds@Vgs 0.356 ,gds@Vgs 0.357 ,gds@Vgs 0.358 ,gds@Vgs 0.359 ,gds@Vgs 0.36 ,gds@Vgs 0.361 ,gds@Vgs 0.362 ,gds@Vgs 0.363 ,gds@Vgs 0.364 ,gds@Vgs 0.365 ,gds@Vgs 0.366 ,gds@Vgs 0.367 ,gds@Vgs 0.368 ,gds@Vgs 0.369 ,gds@Vgs 0.37 ,gds@Vgs 0.371 ,gds@Vgs 0.372 ,gds@Vgs 0.373 ,gds@Vgs 0.374 ,gds@Vgs 0.375 ,gds@Vgs 0.376 ,gds@Vgs 0.377 ,gds@Vgs 0.378 ,gds@Vgs 0.379 ,gds@Vgs 0.38 ,gds@Vgs 0.381 ,gds@Vgs 0.382 ,gds@Vgs 0.383 ,gds@Vgs 0.384 ,gds@Vgs 0.385 ,gds@Vgs 0.386 ,gds@Vgs 0.387 ,gds@Vgs 0.388 ,gds@Vgs 0.389 ,gds@Vgs 0.39 ,gds@Vgs 0.391 ,gds@Vgs 0.392 ,gds@Vgs 0.393 ,gds@Vgs 0.394 ,gds@Vgs 0.395 ,gds@Vgs 0.396 ,gds@Vgs 0.397 ,gds@Vgs 0.398 ,gds@Vgs 0.399 ,gds@Vgs 0.4 
40.0E-3,18.925507E-6,19.506392E-6,20.103260E-6,20.716448E-6,21.346298E-6,21.993150E-6,22.657349E-6,23.339239E-6,24.039167E-6,24.757482E-6,25.494531E-6,26.250666E-6,27.026235E-6,27.821590E-6,28.637080E-6,29.473056E-6,30.329868E-6,31.207866E-6,32.107397E-6,33.028809E-6,33.972448E-6,34.938659E-6,35.927784E-6,36.940164E-6,37.976138E-6,39.036042E-6,40.120209E-6,41.228970E-6,42.362652E-6,43.521582E-6,44.706079E-6,45.916461E-6,47.153044E-6,48.416135E-6,49.706043E-6,51.023069E-6,52.367510E-6,53.739661E-6,55.139810E-6,56.568241E-6,58.025234E-6,59.511064E-6,61.026001E-6,62.570311E-6,64.144252E-6,65.748080E-6,67.382045E-6,69.046391E-6,70.741359E-6,72.467183E-6,74.224091E-6
42.0E-3,17.745063E-6,18.293207E-6,18.856619E-6,19.435632E-6,20.030580E-6,20.641798E-6,21.269627E-6,21.914406E-6,22.576478E-6,23.256188E-6,23.953880E-6,24.669903E-6,25.404603E-6,26.158329E-6,26.931431E-6,27.724257E-6,28.537158E-6,29.370482E-6,30.224578E-6,31.099794E-6,31.996479E-6,32.914979E-6,33.855638E-6,34.818801E-6,35.804809E-6,36.814002E-6,37.846718E-6,38.903293E-6,39.984059E-6,41.089346E-6,42.219483E-6,43.374792E-6,44.555595E-6,45.762208E-6,46.994946E-6,48.254117E-6,49.540029E-6,50.852983E-6,52.193276E-6,53.561201E-6,54.957048E-6,56.381101E-6,57.833639E-6,59.314937E-6,60.825265E-6,62.364888E-6,63.934066E-6,65.533055E-6,67.162105E-6,68.821461E-6,70.511362E-6
44.0E-3,16.632624E-6,17.149576E-6,17.681101E-6,18.227521E-6,18.789165E-6,19.366363E-6,19.959449E-6,20.568757E-6,21.194626E-6,21.837395E-6,22.497406E-6,23.175002E-6,23.870527E-6,24.584327E-6,25.316748E-6,26.068139E-6,26.838847E-6,27.629220E-6,28.439608E-6,29.270358E-6,30.121817E-6,30.994335E-6,31.888256E-6,32.803927E-6,33.741692E-6,34.701893E-6,35.684872E-6,36.690968E-6,37.720517E-6,38.773855E-6,39.851313E-6,40.953221E-6,42.079906E-6,43.231691E-6,44.408896E-6,45.611838E-6,46.840830E-6,48.096182E-6,49.378198E-6,50.687180E-6,52.023426E-6,53.387228E-6,54.778876E-6,56.198652E-6,57.646838E-6,59.123706E-6,60.629528E-6,62.164569E-6,63.729088E-6,65.323341E-6,66.947579E-6
46.0E-3,15.584494E-6,16.071754E-6,16.572905E-6,17.088265E-6,17.618155E-6,18.162899E-6,18.722822E-6,19.298255E-6,19.889530E-6,20.496980E-6,21.120943E-6,21.761758E-6,22.419763E-6,23.095303E-6,23.788719E-6,24.500357E-6,25.230562E-6,25.979681E-6,26.748060E-6,27.536048E-6,28.343990E-6,29.172236E-6,30.021130E-6,30.891020E-6,31.782252E-6,32.695170E-6,33.630116E-6,34.587434E-6,35.567463E-6,36.570541E-6,37.597005E-6,38.647189E-6,39.721423E-6,40.820037E-6,41.943357E-6,43.091705E-6,44.265400E-6,45.464760E-6,46.690096E-6,47.941717E-6,49.219929E-6,50.525032E-6,51.857323E-6,53.217095E-6,54.604637E-6,56.020231E-6,57.464158E-6,58.936692E-6,60.438103E-6,61.968656E-6,63.528611E-6
48.0E-3,14.597178E-6,15.056189E-6,15.528430E-6,16.014212E-6,16.513846E-6,17.027650E-6,17.555944E-6,18.099049E-6,18.657293E-6,19.231002E-6,19.820509E-6,20.426145E-6,21.048248E-6,21.687154E-6,22.343203E-6,23.016736E-6,23.708094E-6,24.417623E-6,25.145665E-6,25.892567E-6,26.658675E-6,27.444334E-6,28.249891E-6,29.075692E-6,29.922083E-6,30.789410E-6,31.678017E-6,32.588247E-6,33.520443E-6,34.474946E-6,35.452095E-6,36.452228E-6,37.475679E-6,38.522782E-6,39.593867E-6,40.689263E-6,41.809294E-6,42.954283E-6,44.124548E-6,45.320405E-6,46.542165E-6,47.790138E-6,49.064628E-6,50.365935E-6,51.694355E-6,53.050181E-6,54.433702E-6,55.845199E-6,57.284953E-6,58.753239E-6,60.250324E-6
50.0E-3,13.667368E-6,14.099522E-6,14.544264E-6,15.001896E-6,15.472723E-6,15.957054E-6,16.455201E-6,16.967478E-6,17.494206E-6,18.035706E-6,18.592302E-6,19.164322E-6,19.752096E-6,20.355956E-6,20.976236E-6,21.613273E-6,22.267405E-6,22.938973E-6,23.628317E-6,24.335780E-6,25.061705E-6,25.806437E-6,26.570321E-6,27.353701E-6,28.156923E-6,28.980333E-6,29.824274E-6,30.689092E-6,31.575130E-6,32.482730E-6,33.412234E-6,34.363982E-6,35.338313E-6,36.335561E-6,37.356063E-6,38.400150E-6,39.468152E-6,40.560397E-6,41.677208E-6,42.818906E-6,43.985811E-6,45.178236E-6,46.396493E-6,47.640890E-6,48.911731E-6,50.209316E-6,51.533940E-6,52.885896E-6,54.265471E-6,55.672948E-6,57.108606E-6
52.0E-3,12.791945E-6,13.198580E-6,13.617182E-6,14.048043E-6,14.491460E-6,14.947733E-6,15.417166E-6,15.900067E-6,16.396748E-6,16.907523E-6,17.432710E-6,17.972629E-6,18.527604E-6,19.097962E-6,19.684031E-6,20.286143E-6,20.904631E-6,21.539831E-6,22.192079E-6,22.861715E-6,23.549080E-6,24.254514E-6,24.978359E-6,25.720960E-6,26.482660E-6,27.263802E-6,28.064733E-6,28.885794E-6,29.727331E-6,30.589686E-6,31.473202E-6,32.378222E-6,33.305084E-6,34.254128E-6,35.225692E-6,36.220111E-6,37.237718E-6,38.278845E-6,39.343821E-6,40.432972E-6,41.546621E-6,42.685090E-6,43.848695E-6,45.037750E-6,46.252567E-6,47.493452E-6,48.760708E-6,50.054636E-6,51.375530E-6,52.723681E-6,54.099378E-6
54.0E-3,11.967965E-6,12.350370E-6,12.744139E-6,13.149557E-6,13.566910E-6,13.996490E-6,14.438595E-6,14.893522E-6,15.361576E-6,15.843064E-6,16.338295E-6,16.847584E-6,17.371247E-6,17.909604E-6,18.462978E-6,19.031694E-6,19.616080E-6,20.216467E-6,20.833186E-6,21.466573E-6,22.116964E-6,22.784695E-6,23.470108E-6,24.173541E-6,24.895337E-6,25.635838E-6,26.395386E-6,27.174325E-6,27.972997E-6,28.791746E-6,29.630915E-6,30.490846E-6,31.371880E-6,32.274359E-6,33.198621E-6,34.145004E-6,35.113845E-6,36.105479E-6,37.120238E-6,38.158452E-6,39.220450E-6,40.306557E-6,41.417095E-6,42.552385E-6,43.712743E-6,44.898481E-6,46.109911E-6,47.347339E-6,48.611067E-6,49.901394E-6,51.218614E-6
56.0E-3,11.192655E-6,11.552067E-6,11.922261E-6,12.303512E-6,12.696098E-6,13.100303E-6,13.516414E-6,13.944722E-6,14.385523E-6,14.839113E-6,15.305798E-6,15.785881E-6,16.279674E-6,16.787488E-6,17.309640E-6,17.846448E-6,18.398234E-6,18.965323E-6,19.548041E-6,20.146719E-6,20.761687E-6,21.393279E-6,22.041830E-6,22.707677E-6,23.391159E-6,24.092614E-6,24.812383E-6,25.550807E-6,26.308228E-6,27.084989E-6,27.881431E-6,28.697896E-6,29.534726E-6,30.392262E-6,31.270846E-6,32.170816E-6,33.092511E-6,34.036268E-6,35.002423E-6,35.991308E-6,37.003257E-6,38.038597E-6,39.097657E-6,40.180760E-6,41.288230E-6,42.420383E-6,43.577537E-6,44.760004E-6,45.968093E-6,47.202109E-6,48.462355E-6
58.0E-3,10.463401E-6,10.801007E-6,11.148834E-6,11.507147E-6,11.876216E-6,12.256314E-6,12.647719E-6,13.050715E-6,13.465587E-6,13.892625E-6,14.332125E-6,14.784383E-6,15.249702E-6,15.728387E-6,16.220747E-6,16.727092E-6,17.247739E-6,17.783006E-6,18.333213E-6,18.898683E-6,19.479744E-6,20.076722E-6,20.689950E-6,21.319759E-6,21.966483E-6,22.630459E-6,23.312023E-6,24.011515E-6,24.729274E-6,25.465639E-6,26.220951E-6,26.995553E-6,27.789783E-6,28.603985E-6,29.438499E-6,30.293664E-6,31.169821E-6,32.067307E-6,32.986462E-6,33.927619E-6,34.891115E-6,35.877281E-6,36.886448E-6,37.918946E-6,38.975099E-6,40.055232E-6,41.159666E-6,42.288718E-6,43.442704E-6,44.621934E-6,45.826719E-6
60.0E-3,9.7777357E-6,10.094678E-6,10.421299E-6,10.757855E-6,11.104607E-6,11.461819E-6,11.829760E-6,12.208703E-6,12.598926E-6,13.000711E-6,13.414342E-6,13.840111E-6,14.278309E-6,14.729235E-6,15.193190E-6,15.670476E-6,16.161404E-6,16.666282E-6,17.185427E-6,17.719154E-6,18.267785E-6,18.831641E-6,19.411047E-6,20.006332E-6,20.617824E-6,21.245856E-6,21.890761E-6,22.552873E-6,23.232529E-6,23.930067E-6,24.645825E-6,25.380141E-6,26.133357E-6,26.905811E-6,27.697845E-6,28.509797E-6,29.342009E-6,30.194819E-6,31.068565E-6,31.963586E-6,32.880218E-6,33.818796E-6,34.779653E-6,35.763121E-6,36.769530E-6,37.799208E-6,38.852479E-6,39.929666E-6,41.031090E-6,42.157067E-6,43.307912E-6
62.0E-3,9.1333337E-6,9.4307052E-6,9.7372350E-6,10.053170E-6,10.378760E-6,10.714261E-6,11.059932E-6,11.416038E-6,11.782846E-6,12.160630E-6,12.549666E-6,12.950236E-6,13.362623E-6,13.787117E-6,14.224010E-6,14.673600E-6,15.136186E-6,15.612072E-6,16.101564E-6,16.604974E-6,17.122614E-6,17.654800E-6,18.201853E-6,18.764093E-6,19.341845E-6,19.935436E-6,20.545194E-6,21.171451E-6,21.814537E-6,22.474788E-6,23.152539E-6,23.848126E-6,24.561887E-6,25.294161E-6,26.045284E-6,26.815598E-6,27.605441E-6,28.415153E-6,29.245071E-6,30.095535E-6,30.966882E-6,31.859449E-6,32.773570E-6,33.709581E-6,34.667813E-6,35.648597E-6,36.652263E-6,37.679136E-6,38.729542E-6,39.803801E-6,40.902233E-6
64.0E-3,8.5279969E-6,8.8068475E-6,9.0943560E-6,9.3907590E-6,9.6962978E-6,10.011218E-6,10.335770E-6,10.670208E-6,11.014792E-6,11.369785E-6,11.735454E-6,12.112071E-6,12.499913E-6,12.899260E-6,13.310395E-6,13.733608E-6,14.169190E-6,14.617436E-6,15.078647E-6,15.553126E-6,16.041177E-6,16.543111E-6,17.059241E-6,17.589881E-6,18.135351E-6,18.695971E-6,19.272064E-6,19.863957E-6,20.471977E-6,21.096454E-6,21.737720E-6,22.396108E-6,23.071951E-6,23.765587E-6,24.477351E-6,25.207580E-6,25.956613E-6,26.724787E-6,27.512442E-6,28.319914E-6,29.147542E-6,29.995664E-6,30.864615E-6,31.754732E-6,32.666349E-6,33.599798E-6,34.555413E-6,35.533521E-6,36.534452E-6,37.558530E-6,38.606080E-6
66.0E-3,7.9596469E-6,8.2209830E-6,8.4904965E-6,8.7684145E-6,9.0549687E-6,9.3503951E-6,9.6549346E-6,9.9688321E-6,10.292337E-6,10.625705E-6,10.969192E-6,11.323062E-6,11.687582E-6,12.063024E-6,12.449663E-6,12.847777E-6,13.257652E-6,13.679574E-6,14.113835E-6,14.560730E-6,15.020557E-6,15.493618E-6,15.980220E-6,16.480670E-6,16.995280E-6,17.524366E-6,18.068244E-6,18.627235E-6,19.201662E-6,19.791849E-6,20.398124E-6,21.020815E-6,21.660253E-6,22.316771E-6,22.990701E-6,23.682379E-6,24.392140E-6,25.120321E-6,25.867259E-6,26.633290E-6,27.418752E-6,28.223982E-6,29.049318E-6,29.895096E-6,30.761650E-6,31.649317E-6,32.558428E-6,33.489317E-6,34.442315E-6,35.417749E-6,36.415947E-6
68.0E-3,7.4263153E-6,7.6711015E-6,7.9236046E-6,8.1840420E-6,8.4526359E-6,8.7296128E-6,9.0152040E-6,9.3096450E-6,9.6131759E-6,9.9260413E-6,10.248490E-6,10.580776E-6,10.923157E-6,11.275895E-6,11.639257E-6,12.013512E-6,12.398937E-6,12.795809E-6,13.204412E-6,13.625033E-6,14.057962E-6,14.503493E-6,14.961925E-6,15.433558E-6,15.918698E-6,16.417653E-6,16.930733E-6,17.458253E-6,18.000529E-6,18.557881E-6,19.130630E-6,19.719101E-6,20.323619E-6,20.944514E-6,21.582114E-6,22.236752E-6,22.908759E-6,23.598470E-6,24.306220E-6,25.032343E-6,25.777177E-6,26.541056E-6,27.324319E-6,28.127300E-6,28.950336E-6,29.793763E-6,30.657914E-6,31.543124E-6,32.449726E-6,33.378050E-6,34.328426E-6
70.0E-3,6.9261359E-6,7.1552961E-6,7.3917323E-6,7.6356525E-6,7.8872694E-6,8.1468000E-6,8.4144659E-6,8.6904931E-6,8.9751123E-6,9.2685586E-6,9.5710715E-6,9.8828950E-6,10.204278E-6,10.535472E-6,10.876736E-6,11.228331E-6,11.590522E-6,11.963580E-6,12.347779E-6,12.743397E-6,13.150717E-6,13.570024E-6,14.001608E-6,14.445764E-6,14.902788E-6,15.372981E-6,15.856647E-6,16.354093E-6,16.865630E-6,17.391571E-6,17.932231E-6,18.487930E-6,19.058989E-6,19.645730E-6,20.248480E-6,20.867565E-6,21.503315E-6,22.156060E-6,22.826131E-6,23.513863E-6,24.219588E-6,24.943642E-6,25.686359E-6,26.448076E-6,27.229127E-6,28.029847E-6,28.850573E-6,29.691638E-6,30.553376E-6,31.436120E-6,32.340202E-6
72.0E-3,6.4573362E-6,6.6717551E-6,6.8930285E-6,7.1213551E-6,7.3569382E-6,7.5999853E-6,7.8507085E-6,8.1093245E-6,8.3760542E-6,8.6511232E-6,8.9347617E-6,9.2272041E-6,9.5286895E-6,9.8394613E-6,10.159767E-6,10.489860E-6,10.829996E-6,11.180437E-6,11.541447E-6,11.913296E-6,12.296257E-6,12.690609E-6,13.096632E-6,13.514613E-6,13.944840E-6,14.387606E-6,14.843209E-6,15.311947E-6,15.794125E-6,16.290049E-6,16.800029E-6,17.324376E-6,17.863407E-6,18.417438E-6,18.986792E-6,19.571789E-6,20.172754E-6,20.790015E-6,21.423899E-6,22.074736E-6,22.742857E-6,23.428594E-6,24.132280E-6,24.854249E-6,25.594836E-6,26.354374E-6,27.133199E-6,27.931644E-6,28.750044E-6,29.588734E-6,30.448044E-6
74.0E-3,6.0182308E-6,6.2187548E-6,6.4257310E-6,6.6393489E-6,6.8598024E-6,7.0872897E-6,7.3220135E-6,7.5641811E-6,7.8140039E-6,8.0716980E-6,8.3374840E-6,8.6115870E-6,8.8942365E-6,9.1856664E-6,9.4861153E-6,9.7958261E-6,10.115046E-6,10.444027E-6,10.783025E-6,11.132300E-6,11.492118E-6,11.862746E-6,12.244458E-6,12.637531E-6,13.042246E-6,13.458887E-6,13.887743E-6,14.329107E-6,14.783275E-6,15.250545E-6,15.731221E-6,16.225607E-6,16.734014E-6,17.256753E-6,17.794138E-6,18.346487E-6,18.914119E-6,19.497355E-6,20.096521E-6,20.711940E-6,21.343942E-6,21.992854E-6,22.659008E-6,23.342733E-6,24.044363E-6,24.764231E-6,25.502669E-6,26.260012E-6,27.036593E-6,27.832746E-6,28.648804E-6
76.0E-3,5.6072148E-6,5.7946534E-6,5.9881605E-6,6.1879168E-6,6.3941068E-6,6.6069198E-6,6.8265491E-6,7.0531924E-6,7.2870521E-6,7.5283347E-6,7.7772513E-6,8.0340175E-6,8.2988534E-6,8.5719835E-6,8.8536367E-6,9.1440465E-6,9.4434509E-6,9.7520921E-6,10.070217E-6,10.398077E-6,10.735927E-6,11.084027E-6,11.442642E-6,11.812038E-6,12.192490E-6,12.584272E-6,12.987666E-6,13.402955E-6,13.830428E-6,14.270377E-6,14.723095E-6,15.188883E-6,15.668042E-6,16.160877E-6,16.667696E-6,17.188811E-6,17.724535E-6,18.275184E-6,18.841078E-6,19.422538E-6,20.019886E-6,20.633447E-6,21.263549E-6,21.910519E-6,22.574686E-6,23.256382E-6,23.955937E-6,24.673684E-6,25.409955E-6,26.165084E-6,26.939402E-6
78.0E-3,5.2227586E-6,5.3978849E-6,5.5787148E-6,5.7654197E-6,5.9581754E-6,6.1571621E-6,6.3625639E-6,6.5745694E-6,6.7933715E-6,7.0191677E-6,7.2521595E-6,7.4925532E-6,7.7405593E-6,7.9963929E-6,8.2602735E-6,8.5324251E-6,8.8130761E-6,9.1024594E-6,9.4008125E-6,9.7083770E-6,10.025399E-6,10.352130E-6,10.688824E-6,11.035740E-6,11.393142E-6,11.761297E-6,12.140477E-6,12.530959E-6,12.933020E-6,13.346946E-6,13.773024E-6,14.211544E-6,14.662800E-6,15.127092E-6,15.604720E-6,16.095989E-6,16.601206E-6,17.120682E-6,17.654729E-6,18.203663E-6,18.767803E-6,19.347469E-6,19.942982E-6,20.554668E-6,21.182851E-6,21.827860E-6,22.490023E-6,23.169670E-6,23.867131E-6,24.582738E-6,25.316822E-6
80.0E-3,4.8634022E-6,5.0269546E-6,5.1958633E-6,5.3702913E-6,5.5504056E-6,5.7363773E-6,5.9283818E-6,6.1265987E-6,6.3312116E-6,6.5424088E-6,6.7603827E-6,6.9853301E-6,7.2174523E-6,7.4569548E-6,7.7040477E-6,7.9589456E-6,8.2218675E-6,8.4930367E-6,8.7726812E-6,9.0610333E-6,9.3583299E-6,9.6648121E-6,9.9807256E-6,10.306320E-6,10.641851E-6,10.987575E-6,11.343757E-6,11.710662E-6,12.088563E-6,12.477734E-6,12.878454E-6,13.291006E-6,13.715677E-6,14.152757E-6,14.602540E-6,15.065324E-6,15.541408E-6,16.031097E-6,16.534698E-6,17.052520E-6,17.584875E-6,18.132079E-6,18.694449E-6,19.272304E-6,19.865966E-6,20.475759E-6,21.102007E-6,21.745036E-6,22.405176E-6,23.082755E-6,23.778102E-6
82.0E-3,4.5277516E-6,4.6804339E-6,4.8381431E-6,5.0010335E-6,5.1692637E-6,5.3429962E-6,5.5223976E-6,5.7076385E-6,5.8988937E-6,6.0963425E-6,6.3001681E-6,6.5105580E-6,6.7277044E-6,6.9518035E-6,7.1830560E-6,7.4216670E-6,7.6678460E-6,7.9218071E-6,8.1837687E-6,8.4539536E-6,8.7325893E-6,9.0199074E-6,9.3161443E-6,9.6215405E-6,9.9363412E-6,10.260796E-6,10.595157E-6,10.939685E-6,11.294640E-6,11.660289E-6,12.036903E-6,12.424755E-6,12.824125E-6,13.235295E-6,13.658550E-6,14.094181E-6,14.542480E-6,15.003744E-6,15.478274E-6,15.966371E-6,16.468343E-6,16.984499E-6,17.515149E-6,18.060608E-6,18.621192E-6,19.197222E-6,19.789016E-6,20.396899E-6,21.021194E-6,21.662227E-6,22.320325E-6
84.0E-3,4.2144743E-6,4.3569574E-6,4.5041547E-6,4.6562128E-6,4.8132817E-6,4.9755156E-6,5.1430724E-6,5.3161143E-6,5.4948073E-6,5.6793217E-6,5.8698318E-6,6.0665163E-6,6.2695579E-6,6.4791439E-6,6.6954656E-6,6.9187189E-6,7.1491040E-6,7.3868253E-6,7.6320920E-6,7.8851173E-6,8.1461193E-6,8.4153203E-6,8.6929470E-6,8.9792306E-6,9.2744067E-6,9.5787155E-6,9.8924013E-6,10.215713E-6,10.548903E-6,10.892230E-6,11.245955E-6,11.610343E-6,11.985665E-6,12.372194E-6,12.770208E-6,13.179988E-6,13.601820E-6,14.035994E-6,14.482801E-6,14.942537E-6,15.415502E-6,15.901997E-6,16.402330E-6,16.916807E-6,17.445739E-6,17.989440E-6,18.548227E-6,19.122416E-6,19.712328E-6,20.318286E-6,20.940611E-6
86.0E-3,3.9222967E-6,4.0552187E-6,4.1925591E-6,4.3344566E-6,4.4810531E-6,4.6324946E-6,4.7889309E-6,4.9505155E-6,5.1174062E-6,5.2897644E-6,5.4677559E-6,5.6515503E-6,5.8413216E-6,6.0372478E-6,6.2395114E-6,6.4482988E-6,6.6638011E-6,6.8862135E-6,7.1157356E-6,7.3525715E-6,7.5969296E-6,7.8490228E-6,8.1090683E-6,8.3772880E-6,8.6539080E-6,8.9391589E-6,9.2332758E-6,9.5364981E-6,9.8490696E-6,10.171238E-6,10.503257E-6,10.845382E-6,11.197875E-6,11.561001E-6,11.935028E-6,12.320230E-6,12.716884E-6,13.125271E-6,13.545675E-6,13.978386E-6,14.423694E-6,14.881895E-6,15.353288E-6,15.838174E-6,16.336858E-6,16.849647E-6,17.376851E-6,17.918784E-6,18.475760E-6,19.048097E-6,19.636114E-6
88.0E-3,3.6500006E-6,3.7739681E-6,3.9020744E-6,4.0344503E-6,4.1712303E-6,4.3125522E-6,4.4585579E-6,4.6093927E-6,4.7652061E-6,4.9261512E-6,5.0923851E-6,5.2640690E-6,5.4413679E-6,5.6244512E-6,5.8134923E-6,6.0086687E-6,6.2101623E-6,6.4181592E-6,6.6328497E-6,6.8544285E-6,7.0830947E-6,7.3190519E-6,7.5625078E-6,7.8136748E-6,8.0727696E-6,8.3400133E-6,8.6156315E-6,8.8998542E-6,9.1929159E-6,9.4950554E-6,9.8065157E-6,10.127545E-6,10.458394E-6,10.799319E-6,11.150581E-6,11.512444E-6,11.885177E-6,12.269052E-6,12.664345E-6,13.071337E-6,13.490311E-6,13.921556E-6,14.365362E-6,14.822024E-6,15.291840E-6,15.775110E-6,16.272139E-6,16.783233E-6,17.308702E-6,17.848857E-6,18.404014E-6
90.0E-3,3.3964212E-6,3.5120101E-6,3.6314737E-6,3.7549355E-6,3.8825223E-6,4.0143646E-6,4.1505963E-6,4.2913550E-6,4.4367819E-6,4.5870222E-6,4.7422247E-6,4.9025420E-6,5.0681309E-6,5.2391520E-6,5.4157698E-6,5.5981533E-6,5.7864753E-6,5.9809127E-6,6.1816470E-6,6.3888637E-6,6.6027525E-6,6.8235077E-6,7.0513277E-6,7.2864155E-6,7.5289783E-6,7.7792278E-6,8.0373802E-6,8.3036560E-6,8.5782801E-6,8.8614820E-6,9.1534953E-6,9.4545584E-6,9.7649136E-6,10.084808E-6,10.414493E-6,10.754223E-6,11.104258E-6,11.464863E-6,11.836304E-6,12.218854E-6,12.612788E-6,13.018385E-6,13.435930E-6,13.865709E-6,14.308012E-6,14.763133E-6,15.231370E-6,15.713021E-6,16.208391E-6,16.717786E-6,17.241514E-6
92.0E-3,3.1604449E-6,3.2682011E-6,3.3795829E-6,3.4947069E-6,3.6136926E-6,3.7366631E-6,3.8637449E-6,3.9950680E-6,4.1307659E-6,4.2709757E-6,4.4158384E-6,4.5654984E-6,4.7201041E-6,4.8798079E-6,5.0447658E-6,5.2151380E-6,5.3910886E-6,5.5727859E-6,5.7604022E-6,5.9541141E-6,6.1541023E-6,6.3605517E-6,6.5736517E-6,6.7935958E-6,7.0205819E-6,7.2548124E-6,7.4964939E-6,7.7458375E-6,8.0030587E-6,8.2683774E-6,8.5420180E-6,8.8242091E-6,9.1151839E-6,9.4151799E-6,9.7244390E-6,10.043207E-6,10.371736E-6,10.710278E-6,11.059094E-6,11.418446E-6,11.788602E-6,12.169832E-6,12.562412E-6,12.966620E-6,13.382738E-6,13.811054E-6,14.251856E-6,14.705438E-6,15.172096E-6,15.652129E-6,16.145840E-6
94.0E-3,2.9410072E-6,3.0414476E-6,3.1452791E-6,3.2526114E-6,3.3635572E-6,3.4782326E-6,3.5967568E-6,3.7192526E-6,3.8458459E-6,3.9766663E-6,4.1118469E-6,4.2515245E-6,4.3958393E-6,4.5449356E-6,4.6989611E-6,4.8580677E-6,5.0224110E-6,5.1921506E-6,5.3674502E-6,5.5484774E-6,5.7354042E-6,5.9284064E-6,6.1276642E-6,6.3333620E-6,6.5456886E-6,6.7648368E-6,6.9910041E-6,7.2243921E-6,7.4652069E-6,7.7136589E-6,7.9699629E-6,8.2343383E-6,8.5070088E-6,8.7882023E-6,9.0781513E-6,9.3770928E-6,9.6852677E-6,10.002922E-6,10.330304E-6,10.667670E-6,11.015276E-6,11.373386E-6,11.742265E-6,12.122185E-6,12.513418E-6,12.916243E-6,13.330943E-6,13.757802E-6,14.197108E-6,14.649156E-6,15.114239E-6
96.0E-3,2.7370918E-6,2.8307050E-6,2.9274888E-6,3.0275462E-6,3.1309835E-6,3.2379100E-6,3.3484379E-6,3.4626830E-6,3.5807641E-6,3.7028035E-6,3.8289268E-6,3.9592632E-6,4.0939451E-6,4.2331090E-6,4.3768948E-6,4.5254459E-6,4.6789099E-6,4.8374381E-6,5.0011854E-6,5.1703112E-6,5.3449783E-6,5.5253541E-6,5.7116098E-6,5.9039207E-6,6.1024664E-6,6.3074309E-6,6.5190021E-6,6.7373724E-6,6.9627386E-6,7.1953017E-6,7.4352672E-6,7.6828447E-6,7.9382486E-6,8.2016975E-6,8.4734142E-6,8.7536262E-6,9.0425653E-6,9.3404675E-6,9.6475734E-6,9.9641277E-6,10.290379E-6,10.626582E-6,10.972992E-6,11.329872E-6,11.697487E-6,12.076108E-6,12.466006E-6,12.867459E-6,13.280750E-6,13.706161E-6,14.143981E-6
98.0E-3,2.5477284E-6,2.6349759E-6,2.7251866E-6,2.8184576E-6,2.9148887E-6,3.0145828E-6,3.1176456E-6,3.2241860E-6,3.3343160E-6,3.4481510E-6,3.5658092E-6,3.6874126E-6,3.8130863E-6,3.9429591E-6,4.0771631E-6,4.2158341E-6,4.3591114E-6,4.5071384E-6,4.6600618E-6,4.8180324E-6,4.9812048E-6,5.1497376E-6,5.3237933E-6,5.5035386E-6,5.6891441E-6,5.8807846E-6,6.0786391E-6,6.2828910E-6,6.4937275E-6,6.7113406E-6,6.9359262E-6,7.1676847E-6,7.4068210E-6,7.6535442E-6,7.9080677E-6,8.1706096E-6,8.4413920E-6,8.7206416E-6,9.0085896E-6,9.3054712E-6,9.6115262E-6,9.9269985E-6,10.252137E-6,10.587193E-6,10.932424E-6,11.288090E-6,11.654457E-6,12.031793E-6,12.420371E-6,12.820467E-6,13.232361E-6
