Vds ,gm@Vgs 0.2 ,gm@Vgs 0.201 ,gm@Vgs 0.202 ,gm@Vgs 0.203 ,gm@Vgs 0.204 ,gm@Vgs 0.205 ,gm@Vgs 0.206 ,gm@Vgs 0.207 ,gm@Vgs 0.208 ,gm@Vgs 0.209 ,gm@Vgs 0.21 ,gm@Vgs 0.211 ,gm@Vgs 0.212 ,gm@Vgs 0.213 ,gm@Vgs 0.214 ,gm@Vgs 0.215 ,gm@Vgs 0.216 ,gm@Vgs 0.217 ,gm@Vgs 0.218 ,gm@Vgs 0.219 ,gm@Vgs 0.22 ,gm@Vgs 0.221 ,gm@Vgs 0.222 ,gm@Vgs 0.223 ,gm@Vgs 0.224 ,gm@Vgs 0.225 ,gm@Vgs 0.226 ,gm@Vgs 0.227 ,gm@Vgs 0.228 ,gm@Vgs 0.229 ,gm@Vgs 0.23 ,gm@Vgs 0.231 ,gm@Vgs 0.232 ,gm@Vgs 0.233 ,gm@Vgs 0.234 ,gm@Vgs 0.235 ,gm@Vgs 0.236 ,gm@Vgs 0.237 ,gm@Vgs 0.238 ,gm@Vgs 0.239 ,gm@Vgs 0.24 ,gm@Vgs 0.241 ,gm@Vgs 0.242 ,gm@Vgs 0.243 ,gm@Vgs 0.244 ,gm@Vgs 0.245 ,gm@Vgs 0.246 ,gm@Vgs 0.247 ,gm@Vgs 0.248 ,gm@Vgs 0.249 ,gm@Vgs 0.25 
222E-3,21.703748E-6,22.410823E-6,23.140568E-6,23.893684E-6,24.670894E-6,25.472941E-6,26.300589E-6,27.154622E-6,28.035849E-6,28.945099E-6,29.883225E-6,30.851105E-6,31.849639E-6,32.879752E-6,33.942395E-6,35.038544E-6,36.169200E-6,37.335393E-6,38.538178E-6,39.778639E-6,41.057887E-6,42.377062E-6,43.737334E-6,45.139901E-6,46.585991E-6,48.076865E-6,49.613812E-6,51.198153E-6,52.831243E-6,54.514467E-6,56.249244E-6,58.037024E-6,59.879292E-6,61.777568E-6,63.733403E-6,65.748385E-6,67.824135E-6,69.962311E-6,72.164603E-6,74.432740E-6,76.768484E-6,79.173634E-6,81.650024E-6,84.199524E-6,86.824041E-6,89.525516E-6,92.305928E-6,95.167290E-6,98.111651E-6,101.14110E-6,104.25775E-6
224E-3,21.743911E-6,22.452278E-6,23.183356E-6,23.937846E-6,24.716474E-6,25.519982E-6,26.349137E-6,27.204724E-6,28.087552E-6,28.998454E-6,29.938283E-6,30.907918E-6,31.908260E-6,32.940238E-6,34.004802E-6,35.102931E-6,36.235628E-6,37.403923E-6,38.608875E-6,39.851567E-6,41.133114E-6,42.454657E-6,43.817367E-6,45.222446E-6,46.671123E-6,48.164660E-6,49.704348E-6,51.291513E-6,52.927509E-6,54.613723E-6,56.351578E-6,58.142525E-6,59.988053E-6,61.889682E-6,63.848966E-6,65.867497E-6,67.946896E-6,70.088824E-6,72.294976E-6,74.567080E-6,76.906902E-6,79.316243E-6,81.796940E-6,84.350866E-6,86.979930E-6,89.686077E-6,92.471287E-6,95.337576E-6,98.286997E-6,101.32164E-6,104.44362E-6
226E-3,21.784043E-6,22.493701E-6,23.226110E-6,23.981974E-6,24.762017E-6,25.566986E-6,26.397646E-6,27.254785E-6,28.139214E-6,29.051765E-6,29.993295E-6,30.964683E-6,31.966833E-6,33.000673E-6,34.067157E-6,35.167264E-6,36.301999E-6,37.472395E-6,38.679510E-6,39.924431E-6,41.208275E-6,42.532183E-6,43.897329E-6,45.304917E-6,46.756177E-6,48.252374E-6,49.794802E-6,51.384786E-6,53.023684E-6,54.712886E-6,56.453815E-6,58.247926E-6,60.096709E-6,62.001686E-6,63.964416E-6,65.986490E-6,68.069534E-6,70.215210E-6,72.425214E-6,74.701280E-6,77.045174E-6,79.458700E-6,81.943699E-6,84.502045E-6,87.135650E-6,89.846460E-6,92.636461E-6,95.507670E-6,98.462142E-6,101.50197E-6,104.62928E-6
228E-3,21.824145E-6,22.535093E-6,23.268832E-6,24.026068E-6,24.807526E-6,25.613954E-6,26.446118E-6,27.304808E-6,28.190836E-6,29.105036E-6,30.048265E-6,31.021405E-6,32.025360E-6,33.061061E-6,34.129463E-6,35.231546E-6,36.368317E-6,37.540811E-6,38.750088E-6,39.997236E-6,41.283373E-6,42.609645E-6,43.977225E-6,45.387318E-6,46.841159E-6,48.340014E-6,49.885177E-6,51.477977E-6,53.119775E-6,54.811961E-6,56.555960E-6,58.353231E-6,60.205265E-6,62.113588E-6,64.079759E-6,66.105371E-6,68.192055E-6,70.341474E-6,72.555327E-6,74.835349E-6,77.183310E-6,79.601016E-6,82.090310E-6,84.653070E-6,87.291208E-6,90.006677E-6,92.801461E-6,95.677582E-6,98.637099E-6,101.68210E-6,104.81472E-6
230E-3,21.864221E-6,22.576458E-6,23.311526E-6,24.070133E-6,24.853005E-6,25.660890E-6,26.494557E-6,27.354796E-6,28.242422E-6,29.158269E-6,30.103196E-6,31.078086E-6,32.083845E-6,33.121405E-6,34.191723E-6,35.295780E-6,36.434586E-6,37.609176E-6,38.820612E-6,40.069986E-6,41.358415E-6,42.687047E-6,44.057058E-6,45.469655E-6,46.926074E-6,48.427583E-6,49.975480E-6,51.571094E-6,53.215787E-6,54.910953E-6,56.658020E-6,58.458448E-6,60.313730E-6,62.225394E-6,64.195001E-6,66.224149E-6,68.314468E-6,70.467626E-6,72.685322E-6,74.969295E-6,77.321318E-6,79.743199E-6,82.236783E-6,84.803950E-6,87.446617E-6,90.166736E-6,92.966297E-6,95.847324E-6,98.811877E-6,101.86205E-6,104.99998E-6
232E-3,21.904271E-6,22.617796E-6,23.354193E-6,24.114169E-6,24.898454E-6,25.707795E-6,26.542964E-6,27.404752E-6,28.293974E-6,29.211467E-6,30.158091E-6,31.134729E-6,32.142291E-6,33.181708E-6,34.253940E-6,35.359970E-6,36.500809E-6,37.677493E-6,38.891088E-6,40.142684E-6,41.433403E-6,42.764393E-6,44.136833E-6,45.551932E-6,47.010927E-6,48.515088E-6,50.065715E-6,51.664139E-6,53.311725E-6,55.009870E-6,56.760001E-6,58.563582E-6,60.422108E-6,62.337109E-6,64.310150E-6,66.342829E-6,68.436780E-6,70.593671E-6,72.815207E-6,75.103127E-6,77.459207E-6,79.885257E-6,82.383125E-6,84.954694E-6,87.601884E-6,90.326648E-6,93.130980E-6,96.016906E-6,98.986488E-6,102.04183E-6,105.18505E-6
234E-3,21.944299E-6,22.659111E-6,23.396835E-6,24.158180E-6,24.943876E-6,25.754673E-6,26.591343E-6,27.454679E-6,28.345496E-6,29.264633E-6,30.212952E-6,31.191337E-6,32.200700E-6,33.241974E-6,34.316119E-6,35.424120E-6,36.566990E-6,37.745767E-6,38.961517E-6,40.215335E-6,41.508341E-6,42.841688E-6,44.216555E-6,45.634153E-6,47.095721E-6,48.602532E-6,50.155886E-6,51.757119E-6,53.407596E-6,55.108715E-6,56.861908E-6,58.668638E-6,60.530406E-6,62.448741E-6,64.425212E-6,66.461418E-6,68.558996E-6,70.719618E-6,72.944989E-6,75.236851E-6,77.596983E-6,80.027198E-6,82.529345E-6,85.105311E-6,87.757018E-6,90.486422E-6,93.295518E-6,96.186336E-6,99.160942E-6,102.22144E-6,105.36996E-6
236E-3,21.984306E-6,22.700404E-6,23.439454E-6,24.202168E-6,24.989274E-6,25.801526E-6,26.639695E-6,27.504577E-6,28.396988E-6,29.317769E-6,30.267782E-6,31.247914E-6,32.259076E-6,33.302205E-6,34.378261E-6,35.488232E-6,36.633132E-6,37.814000E-6,39.031904E-6,40.287941E-6,41.583234E-6,42.918935E-6,44.296227E-6,45.716322E-6,47.180462E-6,48.689919E-6,50.246000E-6,51.850038E-6,53.503403E-6,55.207494E-6,56.963745E-6,58.773623E-6,60.638628E-6,62.560295E-6,64.540192E-6,66.579922E-6,68.681124E-6,70.845472E-6,73.074674E-6,75.370475E-6,77.734654E-6,80.169029E-6,82.675451E-6,85.255809E-6,87.912027E-6,90.646065E-6,93.459921E-6,96.355625E-6,99.335248E-6,102.40089E-6,105.55470E-6
238E-3,22.024293E-6,22.741677E-6,23.482053E-6,24.246133E-6,25.034650E-6,25.848355E-6,26.688023E-6,27.554450E-6,28.448455E-6,29.370878E-6,30.322584E-6,31.304460E-6,32.317421E-6,33.362404E-6,34.440370E-6,35.552310E-6,36.699237E-6,37.882195E-6,39.102252E-6,40.360507E-6,41.658084E-6,42.996138E-6,44.375853E-6,45.798443E-6,47.265152E-6,48.777255E-6,50.336059E-6,51.942900E-6,53.599150E-6,55.306211E-6,57.065518E-6,58.878541E-6,60.746781E-6,62.671776E-6,64.655096E-6,66.698347E-6,68.803170E-6,70.971240E-6,73.204269E-6,75.504004E-6,77.872228E-6,80.310758E-6,82.821450E-6,85.406195E-6,88.066920E-6,90.805587E-6,93.624196E-6,96.524781E-6,99.509415E-6,102.58020E-6,105.73929E-6
240E-3,22.064263E-6,22.782932E-6,23.524633E-6,24.290080E-6,25.080005E-6,25.895163E-6,26.736329E-6,27.604301E-6,28.499897E-6,29.423962E-6,30.377359E-6,31.360980E-6,32.375738E-6,33.422573E-6,34.502449E-6,35.616355E-6,36.765310E-6,37.950356E-6,39.172565E-6,40.433035E-6,41.732895E-6,43.073300E-6,44.455436E-6,45.880520E-6,47.349796E-6,48.864543E-6,50.426068E-6,52.035711E-6,53.694844E-6,55.404872E-6,57.167232E-6,58.983397E-6,60.854869E-6,62.783189E-6,64.769929E-6,66.816698E-6,68.925138E-6,71.096928E-6,73.333781E-6,75.637446E-6,78.009709E-6,80.452391E-6,82.967350E-6,85.556477E-6,88.221704E-6,90.964995E-6,93.788352E-6,96.693813E-6,99.683452E-6,102.75938E-6,105.92373E-6
242E-3,22.104217E-6,22.824170E-6,23.567195E-6,24.334008E-6,25.125341E-6,25.941952E-6,26.784615E-6,27.654130E-6,28.551318E-6,29.477023E-6,30.432111E-6,31.417475E-6,32.434030E-6,33.482716E-6,34.564499E-6,35.680372E-6,36.831352E-6,38.018485E-6,39.242844E-6,40.505529E-6,41.807670E-6,43.150424E-6,44.534981E-6,45.962556E-6,47.434398E-6,48.951786E-6,50.516030E-6,52.128472E-6,53.790487E-6,55.503480E-6,57.268891E-6,59.088195E-6,60.962897E-6,62.894540E-6,64.884697E-6,66.934981E-6,69.047035E-6,71.222541E-6,73.463214E-6,75.770806E-6,78.147106E-6,80.593936E-6,83.113156E-6,85.706662E-6,88.376386E-6,91.124296E-6,93.952397E-6,96.862728E-6,99.857366E-6,102.93842E-6,106.10805E-6
244E-3,22.144157E-6,22.865393E-6,23.609742E-6,24.377920E-6,25.170661E-6,25.988723E-6,26.832882E-6,27.703940E-6,28.602719E-6,29.530063E-6,30.486842E-6,31.473948E-6,32.492298E-6,33.542834E-6,34.626524E-6,35.744362E-6,36.897366E-6,38.086585E-6,39.313093E-6,40.577991E-6,41.882412E-6,43.227515E-6,44.614489E-6,46.044555E-6,47.518961E-6,49.038989E-6,50.605950E-6,52.221190E-6,53.886083E-6,55.602039E-6,57.370500E-6,59.192940E-6,61.070870E-6,63.005833E-6,64.999405E-6,67.053200E-6,69.168866E-6,71.348084E-6,73.592575E-6,75.904091E-6,78.284423E-6,80.735397E-6,83.258875E-6,85.856755E-6,88.530973E-6,91.283498E-6,94.116337E-6,97.031534E-6,100.03117E-6,103.11735E-6,106.29224E-6
246E-3,22.184084E-6,22.906603E-6,23.652275E-6,24.421817E-6,25.215966E-6,26.035478E-6,26.881133E-6,27.753733E-6,28.654102E-6,29.583085E-6,30.541553E-6,31.530400E-6,32.550545E-6,33.602930E-6,34.688526E-6,35.808328E-6,36.963356E-6,38.154659E-6,39.383314E-6,40.650425E-6,41.957124E-6,43.304574E-6,44.693965E-6,46.126519E-6,47.603488E-6,49.126154E-6,50.695831E-6,52.313866E-6,53.981637E-6,55.700554E-6,57.472061E-6,59.297637E-6,61.178792E-6,63.117072E-6,65.114057E-6,67.171361E-6,69.290635E-6,71.473564E-6,73.721869E-6,76.037305E-6,78.421667E-6,80.876781E-6,83.404514E-6,86.006765E-6,88.685471E-6,91.442607E-6,94.280181E-6,97.200239E-6,100.20486E-6,103.29617E-6,106.47631E-6
248E-3,22.223999E-6,22.947801E-6,23.694796E-6,24.465702E-6,25.261257E-6,26.082219E-6,26.929370E-6,27.803511E-6,28.705469E-6,29.636090E-6,30.596247E-6,31.586834E-6,32.608772E-6,33.663007E-6,34.750508E-6,35.872272E-6,37.029322E-6,38.222709E-6,39.453511E-6,40.722833E-6,42.031810E-6,43.381605E-6,44.773412E-6,46.208453E-6,47.687983E-6,49.213285E-6,50.785677E-6,52.406506E-6,54.077151E-6,55.799028E-6,57.573580E-6,59.402289E-6,61.286667E-6,63.228262E-6,65.228657E-6,67.289468E-6,69.412348E-6,71.598985E-6,73.851101E-6,76.170455E-6,78.558843E-6,81.018094E-6,83.550078E-6,86.156696E-6,88.839888E-6,91.601630E-6,94.443934E-6,97.368849E-6,100.37846E-6,103.47488E-6,106.66027E-6
250E-3,22.263905E-6,22.988989E-6,23.737306E-6,24.509575E-6,25.306536E-6,26.128948E-6,26.977593E-6,27.853275E-6,28.756821E-6,29.689080E-6,30.650925E-6,31.643252E-6,32.666983E-6,33.723065E-6,34.812470E-6,35.936197E-6,37.095269E-6,38.290738E-6,39.523686E-6,40.795217E-6,42.106471E-6,43.458610E-6,44.852831E-6,46.290359E-6,47.772448E-6,49.300386E-6,50.875490E-6,52.499111E-6,54.172631E-6,55.897465E-6,57.675060E-6,59.506900E-6,61.394499E-6,63.339408E-6,65.343210E-6,67.407526E-6,69.534010E-6,71.724351E-6,73.980276E-6,76.303545E-6,78.695956E-6,81.159342E-6,83.695572E-6,86.306554E-6,88.994228E-6,91.760573E-6,94.607604E-6,97.537371E-6,100.55196E-6,103.65349E-6,106.84413E-6
252E-3,22.303802E-6,23.030167E-6,23.779806E-6,24.553438E-6,25.351804E-6,26.175666E-6,27.025805E-6,27.903028E-6,28.808162E-6,29.742057E-6,30.705589E-6,31.699655E-6,32.725179E-6,33.783108E-6,34.874417E-6,36.000104E-6,37.161197E-6,38.358748E-6,39.593840E-6,40.867581E-6,42.181110E-6,43.535593E-6,44.932227E-6,46.372239E-6,47.856887E-6,49.387458E-6,50.965274E-6,52.591686E-6,54.268078E-6,55.995868E-6,57.776505E-6,59.611474E-6,61.502292E-6,63.450512E-6,65.457721E-6,67.525539E-6,69.655624E-6,71.849668E-6,74.109398E-6,76.436579E-6,78.833011E-6,81.300528E-6,83.841004E-6,86.456345E-6,89.148498E-6,91.919443E-6,94.771196E-6,97.705811E-6,100.72538E-6,103.83202E-6,107.02790E-6
254E-3,22.343691E-6,23.071338E-6,23.822298E-6,24.597293E-6,25.397064E-6,26.222374E-6,27.074007E-6,27.952770E-6,28.859491E-6,29.795023E-6,30.760241E-6,31.756046E-6,32.783362E-6,33.843137E-6,34.936348E-6,36.063996E-6,37.227109E-6,38.426742E-6,39.663977E-6,40.939926E-6,42.255729E-6,43.612554E-6,45.011601E-6,46.454097E-6,47.941302E-6,49.474506E-6,51.055032E-6,52.684233E-6,54.363496E-6,56.094240E-6,57.877918E-6,59.716014E-6,61.610050E-6,63.561580E-6,65.572192E-6,67.643510E-6,69.777194E-6,71.974939E-6,74.238473E-6,76.569564E-6,78.970013E-6,81.441659E-6,83.986376E-6,86.606075E-6,89.302704E-6,92.078244E-6,94.934717E-6,97.874177E-6,100.89872E-6,104.01046E-6,107.21158E-6
256E-3,22.383574E-6,23.112502E-6,23.864784E-6,24.641141E-6,25.442316E-6,26.269075E-6,27.122201E-6,28.002503E-6,28.910811E-6,29.847979E-6,30.814884E-6,31.812426E-6,32.841533E-6,33.903154E-6,34.998268E-6,36.127875E-6,37.293007E-6,38.494720E-6,39.734099E-6,41.012255E-6,42.330332E-6,43.689498E-6,45.090956E-6,46.535935E-6,48.025696E-6,49.561532E-6,51.144767E-6,52.776756E-6,54.458889E-6,56.192586E-6,57.979302E-6,59.820524E-6,61.717776E-6,63.672614E-6,65.686628E-6,67.761445E-6,69.898726E-6,72.100168E-6,74.367505E-6,76.702503E-6,79.106967E-6,81.582739E-6,84.131695E-6,86.755749E-6,89.456849E-6,92.236983E-6,95.098171E-6,98.042472E-6,101.07198E-6,104.18883E-6,107.39517E-6
258E-3,22.423452E-6,23.153661E-6,23.907263E-6,24.684982E-6,25.487562E-6,26.315768E-6,27.170388E-6,28.052229E-6,28.962124E-6,29.900927E-6,30.869517E-6,31.868798E-6,32.899695E-6,33.963162E-6,35.060176E-6,36.191743E-6,37.358894E-6,38.562686E-6,39.804207E-6,41.084570E-6,42.404919E-6,43.766427E-6,45.170295E-6,46.617755E-6,48.110072E-6,49.648538E-6,51.234481E-6,52.869258E-6,54.554259E-6,56.290908E-6,58.080660E-6,59.925008E-6,61.825474E-6,63.783618E-6,65.801032E-6,67.879346E-6,70.020222E-6,72.225361E-6,74.496497E-6,76.835400E-6,79.243878E-6,81.723773E-6,84.276966E-6,86.905371E-6,89.610941E-6,92.395664E-6,95.261565E-6,98.210704E-6,101.24518E-6,104.36712E-6,107.57870E-6
260E-3,22.463327E-6,23.194816E-6,23.949739E-6,24.728819E-6,25.532803E-6,26.362457E-6,27.218569E-6,28.101949E-6,29.013430E-6,29.953868E-6,30.924144E-6,31.925161E-6,32.957849E-6,34.023160E-6,35.122076E-6,36.255602E-6,37.424770E-6,38.630642E-6,39.874304E-6,41.156873E-6,42.479495E-6,43.843342E-6,45.249619E-6,46.699561E-6,48.194432E-6,49.735528E-6,51.324178E-6,52.961740E-6,54.649609E-6,56.389208E-6,58.181997E-6,60.029467E-6,61.933147E-6,63.894595E-6,65.915408E-6,67.997217E-6,70.141687E-6,72.350520E-6,74.625453E-6,76.968260E-6,79.380749E-6,81.864765E-6,84.422192E-6,87.054946E-6,89.764983E-6,92.554293E-6,95.424903E-6,98.378877E-6,101.41831E-6,104.54535E-6,107.76215E-6
262E-3,22.503198E-6,23.235968E-6,23.992211E-6,24.772653E-6,25.578041E-6,26.409142E-6,27.266746E-6,28.151664E-6,29.064731E-6,30.006804E-6,30.978765E-6,31.981519E-6,33.015996E-6,34.083152E-6,35.183968E-6,36.319452E-6,37.490639E-6,38.698589E-6,39.944392E-6,41.229167E-6,42.554059E-6,43.920246E-6,45.328932E-6,46.781354E-6,48.278778E-6,49.822503E-6,51.413859E-6,53.054207E-6,54.744941E-6,56.487490E-6,58.283313E-6,60.133906E-6,62.040797E-6,64.005549E-6,66.029760E-6,68.115062E-6,70.263124E-6,72.475650E-6,74.754379E-6,77.101086E-6,79.517584E-6,82.005720E-6,84.567378E-6,87.204480E-6,89.918981E-6,92.712875E-6,95.588192E-6,98.546997E-6,101.59139E-6,104.72352E-6,107.94554E-6
264E-3,22.543068E-6,23.277117E-6,24.034680E-6,24.816484E-6,25.623275E-6,26.455824E-6,27.314920E-6,28.201376E-6,29.116029E-6,30.059737E-6,31.033382E-6,32.037872E-6,33.074139E-6,34.143139E-6,35.245855E-6,36.383297E-6,37.556501E-6,38.766529E-6,40.014473E-6,41.301452E-6,42.628616E-6,43.997141E-6,45.408235E-6,46.863136E-6,48.363114E-6,49.909467E-6,51.503527E-6,53.146659E-6,54.840259E-6,56.585756E-6,58.384614E-6,60.238328E-6,62.148429E-6,64.116483E-6,66.144090E-6,68.232884E-6,70.384537E-6,72.600754E-6,74.883277E-6,77.233883E-6,79.654388E-6,82.146641E-6,84.712529E-6,87.353975E-6,90.072938E-6,92.871414E-6,95.751435E-6,98.715069E-6,101.76442E-6,104.90163E-6,108.12887E-6
266E-3,22.582936E-6,23.318266E-6,24.077149E-6,24.860314E-6,25.668509E-6,26.502504E-6,27.363092E-6,28.251086E-6,29.167324E-6,30.112666E-6,31.087996E-6,32.094223E-6,33.132278E-6,34.203122E-6,35.307738E-6,36.447138E-6,37.622358E-6,38.834464E-6,40.084548E-6,41.373732E-6,42.703165E-6,44.074028E-6,45.487530E-6,46.944911E-6,48.447440E-6,49.996420E-6,51.593185E-6,53.239101E-6,54.935565E-6,56.684010E-6,58.485900E-6,60.342734E-6,62.256045E-6,64.227400E-6,66.258401E-6,68.350687E-6,70.505928E-6,72.725835E-6,75.012150E-6,77.366655E-6,79.791165E-6,82.287533E-6,84.857649E-6,87.503437E-6,90.226859E-6,93.029915E-6,95.914637E-6,98.883098E-6,101.93740E-6,105.07970E-6,108.31215E-6
268E-3,22.622805E-6,23.359415E-6,24.119618E-6,24.904144E-6,25.713742E-6,26.549184E-6,27.411264E-6,28.300796E-6,29.218619E-6,30.165595E-6,31.142609E-6,32.150571E-6,33.190416E-6,34.263103E-6,35.369619E-6,36.510976E-6,37.688212E-6,38.902395E-6,40.154619E-6,41.446007E-6,42.777710E-6,44.150911E-6,45.566820E-6,47.026679E-6,48.531760E-6,50.083367E-6,51.682836E-6,53.331534E-6,55.030862E-6,56.782253E-6,58.587175E-6,60.447128E-6,62.363647E-6,64.338302E-6,66.372698E-6,68.468472E-6,70.627302E-6,72.850897E-6,75.141003E-6,77.499404E-6,79.927918E-6,82.428399E-6,85.002741E-6,87.652869E-6,90.380749E-6,93.188382E-6,96.077804E-6,99.051088E-6,102.11034E-6,105.25772E-6,108.49539E-6
270E-3,22.662676E-6,23.400565E-6,24.162088E-6,24.947974E-6,25.758976E-6,26.595865E-6,27.459436E-6,28.350506E-6,29.269914E-6,30.218524E-6,31.197222E-6,32.206920E-6,33.248553E-6,34.323084E-6,35.431499E-6,36.574812E-6,37.754065E-6,38.970325E-6,40.224688E-6,41.518280E-6,42.852253E-6,44.227790E-6,45.646106E-6,47.108443E-6,48.616075E-6,50.170308E-6,51.772480E-6,53.423960E-6,55.126151E-6,56.880489E-6,58.688442E-6,60.551513E-6,62.471240E-6,64.449193E-6,66.486981E-6,68.586245E-6,70.748661E-6,72.975942E-6,75.269839E-6,77.632134E-6,80.064650E-6,82.569244E-6,85.147809E-6,87.802276E-6,90.534612E-6,93.346820E-6,96.240938E-6,99.219044E-6,102.28325E-6,105.43570E-6,108.67858E-6
272E-3,22.702548E-6,23.441717E-6,24.204559E-6,24.991807E-6,25.804211E-6,26.642547E-6,27.507610E-6,28.400217E-6,29.321211E-6,30.271454E-6,31.251836E-6,32.263270E-6,33.306692E-6,34.383065E-6,35.493379E-6,36.638650E-6,37.819918E-6,39.038255E-6,40.294757E-6,41.590552E-6,42.926794E-6,44.304669E-6,45.725390E-6,47.190204E-6,48.700387E-6,50.257246E-6,51.862120E-6,53.516382E-6,55.221436E-6,56.978718E-6,58.789702E-6,60.655890E-6,62.578824E-6,64.560076E-6,66.601255E-6,68.704006E-6,70.870008E-6,73.100975E-6,75.398660E-6,77.764849E-6,80.201365E-6,82.710069E-6,85.292857E-6,87.951661E-6,90.688451E-6,93.505232E-6,96.404046E-6,99.386971E-6,102.45612E-6,105.61365E-6,108.86174E-6
274E-3,22.742423E-6,23.482872E-6,24.247034E-6,25.035642E-6,25.849450E-6,26.689232E-6,27.555786E-6,28.449931E-6,29.372510E-6,30.324387E-6,31.306453E-6,32.319622E-6,33.364832E-6,34.443049E-6,35.555262E-6,36.702488E-6,37.885773E-6,39.106186E-6,40.364827E-6,41.662825E-6,43.001336E-6,44.381547E-6,45.804675E-6,47.271966E-6,48.784699E-6,50.344183E-6,51.951759E-6,53.608802E-6,55.316717E-6,57.076945E-6,58.890958E-6,60.760263E-6,62.686403E-6,64.670952E-6,66.715522E-6,68.821760E-6,70.991346E-6,73.225998E-6,75.527470E-6,77.897551E-6,80.338067E-6,82.850880E-6,85.437889E-6,88.101028E-6,90.842270E-6,93.663622E-6,96.567129E-6,99.554872E-6,102.62897E-6,105.79157E-6,109.04486E-6
276E-3,22.782302E-6,23.524030E-6,24.289512E-6,25.079481E-6,25.894692E-6,26.735921E-6,27.603967E-6,28.499649E-6,29.423813E-6,30.377324E-6,31.361073E-6,32.375977E-6,33.422976E-6,34.503036E-6,35.617148E-6,36.766331E-6,37.951630E-6,39.174120E-6,40.434900E-6,41.735100E-6,43.075880E-6,44.458427E-6,45.883961E-6,47.353729E-6,48.869011E-6,50.431120E-6,52.041399E-6,53.701222E-6,55.411999E-6,57.175170E-6,58.992213E-6,60.864634E-6,62.793979E-6,64.781825E-6,66.829785E-6,68.939508E-6,71.112678E-6,73.351014E-6,75.656272E-6,78.030245E-6,80.474759E-6,82.991679E-6,85.582908E-6,88.250381E-6,90.996073E-6,93.821995E-6,96.730193E-6,99.722751E-6,102.80179E-6,105.96946E-6,109.22795E-6
278E-3,22.822185E-6,23.565194E-6,24.331995E-6,25.123325E-6,25.939939E-6,26.782615E-6,27.652152E-6,28.549372E-6,29.475120E-6,30.430265E-6,31.415698E-6,32.432338E-6,33.481125E-6,34.563027E-6,35.679038E-6,36.830177E-6,38.017492E-6,39.242058E-6,40.504977E-6,41.807380E-6,43.150428E-6,44.535312E-6,45.963250E-6,47.435495E-6,48.953327E-6,50.518061E-6,52.131040E-6,53.793644E-6,55.507281E-6,57.273397E-6,59.093468E-6,60.969005E-6,62.901555E-6,64.892696E-6,66.944046E-6,69.057254E-6,71.234007E-6,73.476026E-6,75.785069E-6,78.162932E-6,80.611443E-6,83.132470E-6,85.727917E-6,88.399723E-6,91.149864E-6,93.980354E-6,96.893242E-6,99.890613E-6,102.97459E-6,106.14733E-6,109.41102E-6
280E-3,22.862074E-6,23.606362E-6,24.374484E-6,25.167175E-6,25.985192E-6,26.829315E-6,27.700343E-6,28.599101E-6,29.526434E-6,30.483212E-6,31.470329E-6,32.488704E-6,33.539279E-6,34.623024E-6,35.740934E-6,36.894030E-6,38.083360E-6,39.310002E-6,40.575059E-6,41.879665E-6,43.224982E-6,44.612201E-6,46.042545E-6,47.517266E-6,49.037648E-6,50.605005E-6,52.220686E-6,53.886069E-6,55.602568E-6,57.371627E-6,59.194726E-6,61.073378E-6,63.009132E-6,65.003569E-6,67.058308E-6,69.175000E-6,71.355335E-6,73.601036E-6,75.913864E-6,78.295616E-6,80.748123E-6,83.273256E-6,85.872919E-6,88.549056E-6,91.303646E-6,94.138702E-6,97.056278E-6,100.05846E-6,103.14738E-6,106.32518E-6,109.59407E-6
282E-3,22.901969E-6,23.647537E-6,24.416979E-6,25.211031E-6,26.030451E-6,26.876021E-6,27.748541E-6,28.648836E-6,29.577754E-6,30.536166E-6,31.524967E-6,32.545077E-6,33.597441E-6,34.683029E-6,35.802837E-6,36.957889E-6,38.149235E-6,39.377953E-6,40.645149E-6,41.951957E-6,43.299542E-6,44.689097E-6,46.121846E-6,47.599044E-6,49.121975E-6,50.691956E-6,52.310338E-6,53.978501E-6,55.697860E-6,57.469862E-6,59.295989E-6,61.177756E-6,63.116714E-6,65.114446E-6,67.172572E-6,69.292749E-6,71.476665E-6,73.726048E-6,76.042659E-6,78.428299E-6,80.884802E-6,83.414039E-6,86.017919E-6,88.698386E-6,91.457421E-6,94.297043E-6,97.219306E-6,100.22630E-6,103.32015E-6,106.50302E-6,109.77711E-6
284E-3,22.941870E-6,23.688719E-6,24.459481E-6,25.254894E-6,26.075718E-6,26.922734E-6,27.796746E-6,28.698579E-6,29.629082E-6,30.589128E-6,31.579613E-6,32.601459E-6,33.655611E-6,34.743042E-6,35.864749E-6,37.021757E-6,38.215119E-6,39.445913E-6,40.715247E-6,42.024258E-6,43.374111E-6,44.766002E-6,46.201156E-6,47.680830E-6,49.206310E-6,50.778916E-6,52.399998E-6,54.070940E-6,55.793159E-6,57.568104E-6,59.397259E-6,61.282141E-6,63.224301E-6,65.225328E-6,67.286843E-6,69.410502E-6,71.597999E-6,73.851063E-6,76.171458E-6,78.560985E-6,81.021482E-6,83.554823E-6,86.162918E-6,88.847714E-6,91.611195E-6,94.455381E-6,97.382328E-6,100.39413E-6,103.49292E-6,106.68085E-6,109.96013E-6
