dc (V),gds@Vgs 0.25 ,gds@Vgs 0.251 ,gds@Vgs 0.252 ,gds@Vgs 0.253 ,gds@Vgs 0.254 ,gds@Vgs 0.255 ,gds@Vgs 0.256 ,gds@Vgs 0.257 ,gds@Vgs 0.258 ,gds@Vgs 0.259 ,gds@Vgs 0.26 ,gds@Vgs 0.261 ,gds@Vgs 0.262 ,gds@Vgs 0.263 ,gds@Vgs 0.264 ,gds@Vgs 0.265 ,gds@Vgs 0.266 ,gds@Vgs 0.267 ,gds@Vgs 0.268 ,gds@Vgs 0.269 ,gds@Vgs 0.27 ,gds@Vgs 0.271 ,gds@Vgs 0.272 ,gds@Vgs 0.273 ,gds@Vgs 0.274 ,gds@Vgs 0.275 ,gds@Vgs 0.276 ,gds@Vgs 0.277 ,gds@Vgs 0.278 ,gds@Vgs 0.279 ,gds@Vgs 0.28 ,gds@Vgs 0.281 ,gds@Vgs 0.282 ,gds@Vgs 0.283 ,gds@Vgs 0.284 ,gds@Vgs 0.285 ,gds@Vgs 0.286 ,gds@Vgs 0.287 ,gds@Vgs 0.288 ,gds@Vgs 0.289 ,gds@Vgs 0.29 ,gds@Vgs 0.291 ,gds@Vgs 0.292 ,gds@Vgs 0.293 ,gds@Vgs 0.294 ,gds@Vgs 0.295 ,gds@Vgs 0.296 ,gds@Vgs 0.297 ,gds@Vgs 0.298 ,gds@Vgs 0.299 ,gds@Vgs 0.3 ,gds@Vgs 0.301 ,gds@Vgs 0.302 ,gds@Vgs 0.303 ,gds@Vgs 0.304 ,gds@Vgs 0.305 ,gds@Vgs 0.306 ,gds@Vgs 0.307 ,gds@Vgs 0.308 ,gds@Vgs 0.309 ,gds@Vgs 0.31 ,gds@Vgs 0.311 ,gds@Vgs 0.312 ,gds@Vgs 0.313 ,gds@Vgs 0.314 ,gds@Vgs 0.315 ,gds@Vgs 0.316 ,gds@Vgs 0.317 ,gds@Vgs 0.318 ,gds@Vgs 0.319 ,gds@Vgs 0.32 ,gds@Vgs 0.321 ,gds@Vgs 0.322 ,gds@Vgs 0.323 ,gds@Vgs 0.324 ,gds@Vgs 0.325 ,gds@Vgs 0.326 ,gds@Vgs 0.327 ,gds@Vgs 0.328 ,gds@Vgs 0.329 ,gds@Vgs 0.33 
434E-3,9.5621415E-6,9.8527249E-6,10.151439E-6,10.458472E-6,10.774016E-6,11.098266E-6,11.431418E-6,11.773671E-6,12.125226E-6,12.486285E-6,12.857054E-6,13.237740E-6,13.628551E-6,14.029700E-6,14.441397E-6,14.863856E-6,15.297293E-6,15.741925E-6,16.197968E-6,16.665643E-6,17.145167E-6,17.636762E-6,18.140650E-6,18.657050E-6,19.186186E-6,19.728280E-6,20.283553E-6,20.852228E-6,21.434527E-6,22.030671E-6,22.640881E-6,23.265378E-6,23.904380E-6,24.558105E-6,25.226772E-6,25.910596E-6,26.609790E-6,27.324568E-6,28.055140E-6,28.801715E-6,29.564501E-6,30.343700E-6,31.139516E-6,31.952147E-6,32.781791E-6,33.628642E-6,34.492891E-6,35.374725E-6,36.274331E-6,37.191889E-6,38.127577E-6,39.081571E-6,40.054042E-6,41.045157E-6,42.055080E-6,43.083971E-6,44.131987E-6,45.199279E-6,46.285996E-6,47.392282E-6,48.518276E-6,49.664116E-6,50.829932E-6,52.015853E-6,53.222002E-6,54.448498E-6,55.695455E-6,56.962986E-6,58.251195E-6,59.560186E-6,60.890057E-6,62.240901E-6,63.612808E-6,65.005863E-6,66.420149E-6,67.855741E-6,69.312713E-6,70.791134E-6,72.291070E-6,73.812580E-6,75.355722E-6
436E-3,9.5689770E-6,9.8597335E-6,10.158623E-6,10.465836E-6,10.781562E-6,11.105997E-6,11.439336E-6,11.781779E-6,12.133527E-6,12.494782E-6,12.865749E-6,13.246635E-6,13.637650E-6,14.039003E-6,14.450908E-6,14.873577E-6,15.307225E-6,15.752070E-6,16.208328E-6,16.676219E-6,17.155961E-6,17.647775E-6,18.151881E-6,18.668502E-6,19.197859E-6,19.740174E-6,20.295669E-6,20.864565E-6,21.447085E-6,22.043449E-6,22.653878E-6,23.278593E-6,23.917811E-6,24.571751E-6,25.240631E-6,25.924664E-6,26.624065E-6,27.339047E-6,28.069820E-6,28.816591E-6,29.579568E-6,30.358955E-6,31.154953E-6,31.967761E-6,32.797575E-6,33.644589E-6,34.508995E-6,35.390978E-6,36.290725E-6,37.208415E-6,38.144227E-6,39.098335E-6,40.070910E-6,41.062118E-6,42.072123E-6,43.101085E-6,44.149158E-6,45.216495E-6,46.303243E-6,47.409546E-6,48.535543E-6,49.681369E-6,50.847156E-6,52.033030E-6,53.239115E-6,54.465529E-6,55.712386E-6,56.979797E-6,58.267866E-6,59.576696E-6,60.906384E-6,62.257022E-6,63.628701E-6,65.021505E-6,66.435513E-6,67.870804E-6,69.327448E-6,70.805514E-6,72.305067E-6,73.826166E-6,75.368869E-6
438E-3,9.5758620E-6,9.8667932E-6,10.165861E-6,10.473254E-6,10.789164E-6,11.113785E-6,11.447314E-6,11.789949E-6,12.141891E-6,12.503343E-6,12.874511E-6,13.255600E-6,13.646820E-6,14.048380E-6,14.460494E-6,14.883375E-6,15.317237E-6,15.762297E-6,16.218773E-6,16.686882E-6,17.166844E-6,17.658880E-6,18.163209E-6,18.680053E-6,19.209634E-6,19.752173E-6,20.307892E-6,20.877013E-6,21.459756E-6,22.056344E-6,22.666996E-6,23.291932E-6,23.931370E-6,24.585529E-6,25.254625E-6,25.938872E-6,26.638485E-6,27.353674E-6,28.084652E-6,28.831624E-6,29.594798E-6,30.374376E-6,31.170561E-6,31.983550E-6,32.813539E-6,33.660723E-6,34.525290E-6,35.407429E-6,36.307322E-6,37.225151E-6,38.161093E-6,39.115321E-6,40.088006E-6,41.079314E-6,42.089407E-6,43.118446E-6,44.166584E-6,45.233973E-6,46.320760E-6,47.427087E-6,48.553094E-6,49.698916E-6,50.864682E-6,52.050519E-6,53.256549E-6,54.482890E-6,55.729656E-6,56.996956E-6,58.284894E-6,59.593573E-6,60.923089E-6,62.273533E-6,63.644995E-6,65.037558E-6,66.451302E-6,67.886302E-6,69.342631E-6,70.820355E-6,72.319539E-6,73.840240E-6,75.382516E-6
440E-3,9.5827959E-6,9.8739033E-6,10.173150E-6,10.480725E-6,10.796820E-6,11.121630E-6,11.455350E-6,11.798179E-6,12.150318E-6,12.511969E-6,12.883339E-6,13.264633E-6,13.656059E-6,14.057830E-6,14.470155E-6,14.893250E-6,15.327328E-6,15.772606E-6,16.229301E-6,16.697632E-6,17.177817E-6,17.670076E-6,18.174630E-6,18.691701E-6,19.221508E-6,19.764274E-6,20.320221E-6,20.889569E-6,21.472540E-6,22.069355E-6,22.680233E-6,23.305394E-6,23.945056E-6,24.599437E-6,25.268752E-6,25.953218E-6,26.653045E-6,27.368448E-6,28.099634E-6,28.846811E-6,29.610186E-6,30.389961E-6,31.186337E-6,31.999512E-6,32.829682E-6,33.677040E-6,34.541775E-6,35.424073E-6,36.324119E-6,37.242092E-6,38.178170E-6,39.132524E-6,40.105325E-6,41.096740E-6,42.106929E-6,43.136051E-6,44.184262E-6,45.251710E-6,46.338543E-6,47.444903E-6,48.570928E-6,49.716752E-6,50.882505E-6,52.068313E-6,53.274297E-6,54.500574E-6,55.747258E-6,57.014457E-6,58.302276E-6,59.610814E-6,60.940167E-6,62.290428E-6,63.661684E-6,65.054017E-6,66.467508E-6,67.902230E-6,69.358255E-6,70.835650E-6,72.334477E-6,73.854794E-6,75.396657E-6
442E-3,9.5897783E-6,9.8810633E-6,10.180491E-6,10.488250E-6,10.804532E-6,11.129531E-6,11.463444E-6,11.806468E-6,12.158806E-6,12.520659E-6,12.892232E-6,13.273733E-6,13.665369E-6,14.067351E-6,14.479890E-6,14.903201E-6,15.337497E-6,15.782996E-6,16.239913E-6,16.708467E-6,17.188877E-6,17.681363E-6,18.186145E-6,18.703444E-6,19.233481E-6,19.776478E-6,20.332655E-6,20.902234E-6,21.485435E-6,22.082480E-6,22.693587E-6,23.318977E-6,23.958866E-6,24.613473E-6,25.283012E-6,25.967699E-6,26.667746E-6,27.383365E-6,28.114764E-6,28.862151E-6,29.625731E-6,30.405707E-6,31.202280E-6,32.015646E-6,32.846002E-6,33.693538E-6,34.558446E-6,35.440910E-6,36.341114E-6,37.259237E-6,38.195455E-6,39.149942E-6,40.122866E-6,41.114393E-6,42.124684E-6,43.153898E-6,44.202187E-6,45.269701E-6,46.356588E-6,47.462987E-6,48.589038E-6,49.734873E-6,50.900622E-6,52.086409E-6,53.292356E-6,54.518578E-6,55.765189E-6,57.032297E-6,58.320004E-6,59.628411E-6,60.957613E-6,62.307701E-6,63.678761E-6,65.070876E-6,66.484124E-6,67.918580E-6,69.374314E-6,70.851392E-6,72.349874E-6,73.869821E-6,75.411284E-6
444E-3,9.5968085E-6,9.8882726E-6,10.187882E-6,10.495827E-6,10.812297E-6,11.137488E-6,11.471595E-6,11.814817E-6,12.167355E-6,12.529411E-6,12.901190E-6,13.282899E-6,13.674747E-6,14.076942E-6,14.489698E-6,14.913227E-6,15.347744E-6,15.793465E-6,16.250606E-6,16.719387E-6,17.200025E-6,17.692740E-6,18.197752E-6,18.715283E-6,19.245552E-6,19.788782E-6,20.345192E-6,20.915005E-6,21.498440E-6,22.095718E-6,22.707058E-6,23.332679E-6,23.972800E-6,24.627636E-6,25.297403E-6,25.982315E-6,26.682586E-6,27.398424E-6,28.130041E-6,28.877642E-6,29.641432E-6,30.421613E-6,31.218387E-6,32.031949E-6,32.862494E-6,33.710215E-6,34.575301E-6,35.457936E-6,36.358303E-6,37.276582E-6,38.212947E-6,39.167572E-6,40.140625E-6,41.132271E-6,42.142671E-6,43.171981E-6,44.220356E-6,45.287944E-6,46.374891E-6,47.481338E-6,48.607422E-6,49.753275E-6,50.919027E-6,52.104802E-6,53.310720E-6,54.536897E-6,55.783444E-6,57.050469E-6,58.338075E-6,59.646361E-6,60.975421E-6,62.325345E-6,63.696220E-6,65.088128E-6,66.501146E-6,67.935347E-6,69.390801E-6,70.867573E-6,72.365724E-6,73.885312E-6,75.426389E-6
446E-3,9.6038861E-6,9.8955307E-6,10.195324E-6,10.503455E-6,10.820116E-6,11.145500E-6,11.479803E-6,11.823224E-6,12.175964E-6,12.538225E-6,12.910212E-6,13.292132E-6,13.684192E-6,14.086603E-6,14.499577E-6,14.923327E-6,15.358066E-6,15.804012E-6,16.261380E-6,16.730389E-6,17.211258E-6,17.704205E-6,18.209450E-6,18.727215E-6,19.257720E-6,19.801185E-6,20.357832E-6,20.927881E-6,21.511553E-6,22.109067E-6,22.720644E-6,23.346500E-6,23.986855E-6,24.641924E-6,25.311922E-6,25.997064E-6,26.697561E-6,27.413624E-6,28.145462E-6,28.893281E-6,29.657285E-6,30.437677E-6,31.234655E-6,32.048418E-6,32.879159E-6,33.727069E-6,34.592337E-6,35.475148E-6,36.375684E-6,37.294124E-6,38.230642E-6,39.185412E-6,40.158600E-6,41.150370E-6,42.160884E-6,43.190299E-6,44.238766E-6,45.306434E-6,46.393449E-6,47.499950E-6,48.626075E-6,49.771955E-6,50.937718E-6,52.123489E-6,53.329386E-6,54.555525E-6,55.802017E-6,57.068969E-6,58.356483E-6,59.664657E-6,60.993585E-6,62.343356E-6,63.714057E-6,65.105767E-6,66.518565E-6,67.952523E-6,69.407709E-6,70.884187E-6,72.382019E-6,73.901261E-6,75.441965E-6
448E-3,9.6110104E-6,9.9028371E-6,10.202816E-6,10.511135E-6,10.827987E-6,11.153566E-6,11.488067E-6,11.831689E-6,12.184633E-6,12.547101E-6,12.919297E-6,13.301429E-6,13.693705E-6,14.096334E-6,14.509528E-6,14.933500E-6,15.368465E-6,15.814637E-6,16.272235E-6,16.741475E-6,17.222576E-6,17.715757E-6,18.221238E-6,18.739240E-6,19.269982E-6,19.813686E-6,20.370573E-6,20.940861E-6,21.524773E-6,22.122527E-6,22.734343E-6,23.360438E-6,24.001030E-6,24.656335E-6,25.326569E-6,26.011943E-6,26.712671E-6,27.428963E-6,28.161026E-6,28.909067E-6,29.673289E-6,30.453895E-6,31.251084E-6,32.065052E-6,32.895992E-6,33.744096E-6,34.609552E-6,35.492545E-6,36.393255E-6,37.311861E-6,38.248538E-6,39.203457E-6,40.176786E-6,41.168687E-6,42.179323E-6,43.208847E-6,44.257413E-6,45.325169E-6,46.412258E-6,47.518821E-6,48.644994E-6,49.790907E-6,50.956690E-6,52.142464E-6,53.348349E-6,54.574459E-6,55.820904E-6,57.087792E-6,58.375222E-6,59.683294E-6,61.012100E-6,62.361728E-6,63.732264E-6,65.123789E-6,66.536377E-6,67.970102E-6,69.425031E-6,70.901228E-6,72.398753E-6,73.917661E-6,75.458004E-6
450E-3,9.6181810E-6,9.9101911E-6,10.210356E-6,10.518866E-6,10.835911E-6,11.161686E-6,11.496387E-6,11.840211E-6,12.193360E-6,12.556037E-6,12.928445E-6,13.310791E-6,13.703284E-6,14.106132E-6,14.519549E-6,14.943745E-6,15.378937E-6,15.825339E-6,16.283168E-6,16.752641E-6,17.233977E-6,17.727395E-6,18.233115E-6,18.751356E-6,19.282339E-6,19.826285E-6,20.383413E-6,20.953944E-6,21.538099E-6,22.136096E-6,22.748153E-6,23.374491E-6,24.015324E-6,24.670869E-6,25.341341E-6,26.026952E-6,26.727915E-6,27.444438E-6,28.176731E-6,28.924998E-6,29.689443E-6,30.470267E-6,31.267670E-6,32.081848E-6,32.912993E-6,33.761296E-6,34.626944E-6,35.510123E-6,36.411012E-6,37.329790E-6,38.266632E-6,39.221706E-6,40.195181E-6,41.187220E-6,42.197982E-6,43.227623E-6,44.276294E-6,45.344144E-6,46.431314E-6,47.537946E-6,48.664174E-6,49.810129E-6,50.975938E-6,52.161724E-6,53.367604E-6,54.593693E-6,55.840101E-6,57.106933E-6,58.394289E-6,59.702268E-6,61.030961E-6,62.380456E-6,63.750838E-6,65.142186E-6,66.554576E-6,67.988079E-6,69.442762E-6,70.918689E-6,72.415918E-6,73.934505E-6,75.474499E-6
452E-3,9.6253974E-6,9.9175923E-6,10.217946E-6,10.526647E-6,10.843886E-6,11.169859E-6,11.504761E-6,11.848790E-6,12.202146E-6,12.565033E-6,12.937654E-6,13.320216E-6,13.712928E-6,14.115998E-6,14.529639E-6,14.954062E-6,15.389483E-6,15.836117E-6,16.294179E-6,16.763888E-6,17.245462E-6,17.739119E-6,18.245079E-6,18.763563E-6,19.294789E-6,19.838979E-6,20.396352E-6,20.967129E-6,21.551529E-6,22.149771E-6,22.762075E-6,23.388657E-6,24.029735E-6,24.685523E-6,25.356237E-6,26.042088E-6,26.743289E-6,27.460049E-6,28.192574E-6,28.941071E-6,29.705743E-6,30.486791E-6,31.284412E-6,32.098804E-6,32.930158E-6,33.778664E-6,34.644511E-6,35.527880E-6,36.428954E-6,37.347910E-6,38.284920E-6,39.240156E-6,40.213783E-6,41.205965E-6,42.216860E-6,43.246623E-6,44.295406E-6,45.363356E-6,46.450615E-6,47.557322E-6,48.683613E-6,49.829616E-6,50.995460E-6,52.181264E-6,53.387148E-6,54.613225E-6,55.859603E-6,57.126388E-6,58.413679E-6,59.721573E-6,61.050163E-6,62.399534E-6,63.769772E-6,65.160954E-6,66.573155E-6,68.006447E-6,69.460896E-6,70.936564E-6,72.433509E-6,73.951785E-6,75.491444E-6
454E-3,9.6326591E-6,9.9250401E-6,10.225583E-6,10.534477E-6,10.851913E-6,11.178085E-6,11.513189E-6,11.857424E-6,12.210989E-6,12.574088E-6,12.946924E-6,13.329705E-6,13.722637E-6,14.125931E-6,14.539798E-6,14.964450E-6,15.400102E-6,15.846970E-6,16.305268E-6,16.775215E-6,17.257028E-6,17.750927E-6,18.257130E-6,18.775858E-6,19.307331E-6,19.851767E-6,20.409388E-6,20.980413E-6,21.565062E-6,22.163553E-6,22.776106E-6,23.402936E-6,24.044261E-6,24.700296E-6,25.371255E-6,26.057351E-6,26.758793E-6,27.475792E-6,28.208555E-6,28.957286E-6,29.722189E-6,30.503464E-6,31.301308E-6,32.115918E-6,32.947485E-6,33.796200E-6,34.662249E-6,35.545815E-6,36.447078E-6,37.366216E-6,38.303401E-6,39.258803E-6,40.232588E-6,41.224919E-6,42.235953E-6,43.265845E-6,44.314746E-6,45.382803E-6,46.470156E-6,47.576946E-6,48.703306E-6,49.849365E-6,51.015250E-6,52.201082E-6,53.406977E-6,54.633049E-6,55.879406E-6,57.146151E-6,58.433386E-6,59.741206E-6,61.069700E-6,62.418958E-6,63.789060E-6,65.180086E-6,66.592110E-6,68.025201E-6,69.479426E-6,70.954846E-6,72.451518E-6,73.969497E-6,75.508831E-6
456E-3,9.6399655E-6,9.9325341E-6,10.233268E-6,10.542356E-6,10.859990E-6,11.186363E-6,11.521671E-6,11.866113E-6,12.219889E-6,12.583202E-6,12.956255E-6,13.339255E-6,13.732410E-6,14.135929E-6,14.550024E-6,14.974908E-6,15.410793E-6,15.857896E-6,16.316433E-6,16.786620E-6,17.268675E-6,17.762818E-6,18.269267E-6,18.788242E-6,19.319963E-6,19.864649E-6,20.422521E-6,20.993797E-6,21.578697E-6,22.177440E-6,22.790244E-6,23.417326E-6,24.058902E-6,24.715187E-6,25.386395E-6,26.072737E-6,26.774426E-6,27.491668E-6,28.224671E-6,28.973640E-6,29.738778E-6,30.520284E-6,31.318356E-6,32.133188E-6,32.964974E-6,33.813901E-6,34.680157E-6,35.563924E-6,36.465382E-6,37.384707E-6,38.322072E-6,39.277646E-6,40.251594E-6,41.244079E-6,42.255258E-6,43.285285E-6,44.334311E-6,45.402480E-6,46.489935E-6,47.596814E-6,48.723250E-6,49.869372E-6,51.035306E-6,52.221172E-6,53.427086E-6,54.653161E-6,55.899505E-6,57.166220E-6,58.453407E-6,59.761160E-6,61.089569E-6,62.438722E-6,63.808699E-6,65.199578E-6,66.611434E-6,68.044335E-6,69.498347E-6,70.973529E-6,72.469940E-6,73.987632E-6,75.526654E-6
458E-3,9.6473162E-6,9.9400738E-6,10.241000E-6,10.550284E-6,10.868116E-6,11.194692E-6,11.530206E-6,11.874857E-6,12.228846E-6,12.592373E-6,12.965645E-6,13.348867E-6,13.742246E-6,14.145993E-6,14.560318E-6,14.985435E-6,15.421556E-6,15.868896E-6,16.327673E-6,16.798102E-6,17.280402E-6,17.774792E-6,18.281489E-6,18.800714E-6,19.332685E-6,19.877623E-6,20.435748E-6,21.007278E-6,21.592433E-6,22.191431E-6,22.804489E-6,23.431826E-6,24.073656E-6,24.730194E-6,25.401654E-6,26.088247E-6,26.790184E-6,27.507673E-6,28.240921E-6,28.990132E-6,29.755509E-6,30.537250E-6,31.335553E-6,32.150612E-6,32.982620E-6,33.831765E-6,34.698233E-6,35.582206E-6,36.483863E-6,37.403380E-6,38.340930E-6,39.296681E-6,40.270799E-6,41.263444E-6,42.274773E-6,43.304941E-6,44.354097E-6,45.422385E-6,46.509948E-6,47.616923E-6,48.743442E-6,49.889634E-6,51.055623E-6,52.241531E-6,53.447472E-6,54.673557E-6,55.919896E-6,57.186589E-6,58.473736E-6,59.781431E-6,61.109764E-6,62.458821E-6,63.828682E-6,65.219425E-6,66.631123E-6,68.063844E-6,69.517652E-6,70.992608E-6,72.488769E-6,74.006185E-6,75.544906E-6
460E-3,9.6547108E-6,9.9476586E-6,10.248778E-6,10.558259E-6,10.876293E-6,11.203072E-6,11.538794E-6,11.883655E-6,12.237857E-6,12.601602E-6,12.975094E-6,13.358539E-6,13.752145E-6,14.156121E-6,14.570678E-6,14.996030E-6,15.432388E-6,15.879969E-6,16.338988E-6,16.809662E-6,17.292209E-6,17.786846E-6,18.293794E-6,18.813271E-6,19.345496E-6,19.890689E-6,20.449069E-6,21.020856E-6,21.606268E-6,22.205524E-6,22.818840E-6,23.446434E-6,24.088521E-6,24.745315E-6,25.417031E-6,26.103878E-6,26.806068E-6,27.523808E-6,28.257304E-6,29.006760E-6,29.772379E-6,30.554359E-6,31.352898E-6,32.168189E-6,33.000424E-6,33.849790E-6,34.716474E-6,35.600657E-6,36.502519E-6,37.422234E-6,38.359974E-6,39.315907E-6,40.290199E-6,41.283009E-6,42.294495E-6,43.324809E-6,44.374101E-6,45.442515E-6,46.530192E-6,47.637269E-6,48.763878E-6,49.910146E-6,51.076199E-6,52.262155E-6,53.468130E-6,54.694234E-6,55.940575E-6,57.207254E-6,58.494370E-6,59.802016E-6,61.130281E-6,62.479251E-6,63.849005E-6,65.239621E-6,66.651170E-6,68.083721E-6,69.537336E-6,71.012077E-6,72.507998E-6,74.025150E-6,75.563581E-6
462E-3,9.6621487E-6,9.9552880E-6,10.256603E-6,10.566282E-6,10.884518E-6,11.211503E-6,11.547433E-6,11.892507E-6,12.246924E-6,12.610888E-6,12.984602E-6,13.368272E-6,13.762106E-6,14.166313E-6,14.581104E-6,15.006692E-6,15.443290E-6,15.891113E-6,16.350376E-6,16.821297E-6,17.304093E-6,17.798982E-6,18.306182E-6,18.825913E-6,19.358395E-6,19.903845E-6,20.462484E-6,21.034530E-6,21.620202E-6,22.219718E-6,22.833295E-6,23.461149E-6,24.103496E-6,24.760550E-6,25.432524E-6,26.119629E-6,26.822075E-6,27.540068E-6,28.273817E-6,29.023522E-6,29.789388E-6,30.571611E-6,31.370389E-6,32.185916E-6,33.018381E-6,33.867974E-6,34.734879E-6,35.619277E-6,36.521347E-6,37.441264E-6,38.379200E-6,39.335321E-6,40.309792E-6,41.302773E-6,42.314421E-6,43.344887E-6,44.394321E-6,45.462867E-6,46.550664E-6,47.657849E-6,48.784554E-6,49.930906E-6,51.097029E-6,52.283041E-6,53.489057E-6,54.715187E-6,55.961539E-6,57.228212E-6,58.515304E-6,59.822909E-6,61.151115E-6,62.500006E-6,63.869663E-6,65.260161E-6,66.671571E-6,68.103961E-6,69.557395E-6,71.031929E-6,72.527621E-6,74.044520E-6,75.582673E-6
464E-3,9.6696295E-6,9.9629617E-6,10.264473E-6,10.574352E-6,10.892791E-6,11.219983E-6,11.556123E-6,11.901411E-6,12.256046E-6,12.620230E-6,12.994167E-6,13.378064E-6,13.772128E-6,14.176568E-6,14.591595E-6,15.017422E-6,15.454261E-6,15.902328E-6,16.361838E-6,16.833008E-6,17.316054E-6,17.811196E-6,18.318652E-6,18.838640E-6,19.371380E-6,19.917090E-6,20.475990E-6,21.048298E-6,21.634233E-6,22.234012E-6,22.847852E-6,23.475970E-6,24.118580E-6,24.775897E-6,25.448133E-6,26.135499E-6,26.838203E-6,27.556455E-6,28.290458E-6,29.040417E-6,29.806533E-6,30.589003E-6,31.388025E-6,32.203790E-6,33.036491E-6,33.886314E-6,34.753444E-6,35.638062E-6,36.540346E-6,37.460470E-6,38.398606E-6,39.354920E-6,40.329575E-6,41.322733E-6,42.334548E-6,43.365172E-6,44.414754E-6,45.483437E-6,46.571361E-6,47.678661E-6,48.805469E-6,49.951911E-6,51.118110E-6,52.304185E-6,53.510249E-6,54.736413E-6,55.982782E-6,57.249457E-6,58.536534E-6,59.844106E-6,61.172261E-6,62.521083E-6,63.890651E-6,65.281040E-6,66.692321E-6,68.124560E-6,69.577821E-6,71.052160E-6,72.547633E-6,74.064289E-6,75.602175E-6
466E-3,9.6771528E-6,9.9706791E-6,10.272388E-6,10.582469E-6,10.901112E-6,11.228512E-6,11.564865E-6,11.910367E-6,12.265221E-6,12.629627E-6,13.003789E-6,13.387915E-6,13.782210E-6,14.186885E-6,14.602150E-6,15.028217E-6,15.465300E-6,15.913613E-6,16.373371E-6,16.844792E-6,17.328092E-6,17.823490E-6,18.331203E-6,18.851450E-6,19.384451E-6,19.930423E-6,20.489587E-6,21.062159E-6,21.648359E-6,22.248404E-6,22.862511E-6,23.490895E-6,24.133772E-6,24.791355E-6,25.463856E-6,26.151485E-6,26.854453E-6,27.572965E-6,28.307227E-6,29.057443E-6,29.823812E-6,30.606534E-6,31.405802E-6,32.221812E-6,33.054752E-6,33.904810E-6,34.772169E-6,35.657012E-6,36.559514E-6,37.479850E-6,38.418190E-6,39.374701E-6,40.349547E-6,41.342886E-6,42.354874E-6,43.385662E-6,44.435397E-6,45.504223E-6,46.592280E-6,47.699701E-6,48.826617E-6,49.973156E-6,51.139438E-6,52.325583E-6,53.531703E-6,54.757908E-6,56.004302E-6,57.270986E-6,58.558056E-6,59.865603E-6,61.193716E-6,62.542477E-6,63.911965E-6,65.302254E-6,66.713414E-6,68.145512E-6,69.598610E-6,71.072764E-6,72.568029E-6,74.084453E-6,75.622082E-6
468E-3,9.6847181E-6,9.9784399E-6,10.280348E-6,10.590631E-6,10.909481E-6,11.237091E-6,11.573656E-6,11.919376E-6,12.274449E-6,12.639079E-6,13.013468E-6,13.397824E-6,13.792352E-6,14.197264E-6,14.612768E-6,15.039078E-6,15.476406E-6,15.924967E-6,16.384976E-6,16.856650E-6,17.340206E-6,17.835861E-6,18.343834E-6,18.864343E-6,19.397606E-6,19.943844E-6,20.503273E-6,21.076113E-6,21.662581E-6,22.262895E-6,22.877271E-6,23.505924E-6,24.149070E-6,24.806922E-6,25.479691E-6,26.167587E-6,26.870821E-6,27.589597E-6,28.324122E-6,29.074598E-6,29.841225E-6,30.624201E-6,31.423721E-6,32.239978E-6,33.073161E-6,33.923458E-6,34.791052E-6,35.676122E-6,36.578847E-6,37.499399E-6,38.437949E-6,39.394663E-6,40.369704E-6,41.363230E-6,42.375396E-6,43.406352E-6,44.456247E-6,45.525223E-6,46.613417E-6,47.720965E-6,48.847997E-6,49.994638E-6,51.161011E-6,52.347232E-6,53.553415E-6,54.779667E-6,56.026094E-6,57.292795E-6,58.579865E-6,59.887396E-6,61.215474E-6,62.564183E-6,63.933599E-6,65.323797E-6,66.734846E-6,68.166813E-6,69.619757E-6,71.093735E-6,72.588801E-6,74.105004E-6,75.642387E-6
470E-3,9.6923250E-6,9.9862434E-6,10.288352E-6,10.598839E-6,10.917896E-6,11.245717E-6,11.582497E-6,11.928435E-6,12.283730E-6,12.648585E-6,13.023203E-6,13.407790E-6,13.802554E-6,14.207704E-6,14.623449E-6,15.050003E-6,15.487579E-6,15.936389E-6,16.396651E-6,16.868580E-6,17.352394E-6,17.848309E-6,18.356543E-6,18.877316E-6,19.410846E-6,19.957350E-6,20.517048E-6,21.090158E-6,21.676897E-6,22.277482E-6,22.892130E-6,23.521055E-6,24.164473E-6,24.822597E-6,25.495637E-6,26.183804E-6,26.887306E-6,27.606351E-6,28.341142E-6,29.091881E-6,29.858769E-6,30.642003E-6,31.441778E-6,32.258287E-6,33.091718E-6,33.942258E-6,34.810089E-6,35.695393E-6,36.598345E-6,37.519118E-6,38.457883E-6,39.414804E-6,40.390044E-6,41.383762E-6,42.396111E-6,43.427242E-6,44.477302E-6,45.546432E-6,46.634771E-6,47.742452E-6,48.869605E-6,50.016356E-6,51.182825E-6,52.369129E-6,53.575381E-6,54.801689E-6,56.048155E-6,57.314880E-6,58.601958E-6,59.909480E-6,61.237533E-6,62.586196E-6,63.955550E-6,65.345665E-6,66.756613E-6,68.188456E-6,69.641256E-6,71.115069E-6,72.609946E-6,74.125937E-6,75.663085E-6
