dc (V),gds@Vgs 0.25 ,gds@Vgs 0.251 ,gds@Vgs 0.252 ,gds@Vgs 0.253 ,gds@Vgs 0.254 ,gds@Vgs 0.255 ,gds@Vgs 0.256 ,gds@Vgs 0.257 ,gds@Vgs 0.258 ,gds@Vgs 0.259 ,gds@Vgs 0.26 ,gds@Vgs 0.261 ,gds@Vgs 0.262 ,gds@Vgs 0.263 ,gds@Vgs 0.264 ,gds@Vgs 0.265 ,gds@Vgs 0.266 ,gds@Vgs 0.267 ,gds@Vgs 0.268 ,gds@Vgs 0.269 ,gds@Vgs 0.27 ,gds@Vgs 0.271 ,gds@Vgs 0.272 ,gds@Vgs 0.273 ,gds@Vgs 0.274 ,gds@Vgs 0.275 ,gds@Vgs 0.276 ,gds@Vgs 0.277 ,gds@Vgs 0.278 ,gds@Vgs 0.279 ,gds@Vgs 0.28 ,gds@Vgs 0.281 ,gds@Vgs 0.282 ,gds@Vgs 0.283 ,gds@Vgs 0.284 ,gds@Vgs 0.285 ,gds@Vgs 0.286 ,gds@Vgs 0.287 ,gds@Vgs 0.288 ,gds@Vgs 0.289 ,gds@Vgs 0.29 ,gds@Vgs 0.291 ,gds@Vgs 0.292 ,gds@Vgs 0.293 ,gds@Vgs 0.294 ,gds@Vgs 0.295 ,gds@Vgs 0.296 ,gds@Vgs 0.297 ,gds@Vgs 0.298 ,gds@Vgs 0.299 ,gds@Vgs 0.3 ,gds@Vgs 0.301 ,gds@Vgs 0.302 ,gds@Vgs 0.303 ,gds@Vgs 0.304 ,gds@Vgs 0.305 ,gds@Vgs 0.306 ,gds@Vgs 0.307 ,gds@Vgs 0.308 ,gds@Vgs 0.309 ,gds@Vgs 0.31 ,gds@Vgs 0.311 ,gds@Vgs 0.312 ,gds@Vgs 0.313 ,gds@Vgs 0.314 ,gds@Vgs 0.315 ,gds@Vgs 0.316 ,gds@Vgs 0.317 ,gds@Vgs 0.318 ,gds@Vgs 0.319 ,gds@Vgs 0.32 ,gds@Vgs 0.321 ,gds@Vgs 0.322 ,gds@Vgs 0.323 ,gds@Vgs 0.324 ,gds@Vgs 0.325 ,gds@Vgs 0.326 ,gds@Vgs 0.327 ,gds@Vgs 0.328 ,gds@Vgs 0.329 ,gds@Vgs 0.33 
320E-3,9.2802973E-6,9.5644212E-6,9.8566115E-6,10.157062E-6,10.465970E-6,10.783536E-6,11.109962E-6,11.445453E-6,11.790218E-6,12.144467E-6,12.508414E-6,12.882274E-6,13.266265E-6,13.660609E-6,14.065528E-6,14.481246E-6,14.907992E-6,15.345993E-6,15.795481E-6,16.256687E-6,16.729847E-6,17.215196E-6,17.712972E-6,18.223411E-6,18.746755E-6,19.283244E-6,19.833118E-6,20.396621E-6,20.973995E-6,21.565483E-6,22.171329E-6,22.791777E-6,23.427070E-6,24.077453E-6,24.743169E-6,25.424460E-6,26.121570E-6,26.834739E-6,27.564210E-6,28.310222E-6,29.073014E-6,29.852823E-6,30.649887E-6,31.464438E-6,32.296712E-6,33.146937E-6,34.015345E-6,34.902162E-6,35.807614E-6,36.731922E-6,37.675309E-6,38.637991E-6,39.620184E-6,40.622101E-6,41.643953E-6,42.685946E-6,43.748285E-6,44.831171E-6,45.934803E-6,47.059377E-6,48.205085E-6,49.372116E-6,50.560656E-6,51.770889E-6,53.002994E-6,54.257147E-6,55.533523E-6,56.832291E-6,58.153617E-6,59.497667E-6,60.864600E-6,62.254574E-6,63.667743E-6,65.104258E-6,66.564266E-6,68.047914E-6,69.555343E-6,71.086691E-6,72.642095E-6,74.221688E-6,75.825600E-6
322E-3,9.2828180E-6,9.5669768E-6,9.8592005E-6,10.159683E-6,10.468622E-6,10.786215E-6,11.112667E-6,11.448182E-6,11.792968E-6,12.147236E-6,12.511198E-6,12.885071E-6,13.269071E-6,13.663420E-6,14.068339E-6,14.484054E-6,14.910791E-6,15.348779E-6,15.798248E-6,16.259430E-6,16.732559E-6,17.217870E-6,17.715601E-6,18.225988E-6,18.749272E-6,19.285692E-6,19.835489E-6,20.398905E-6,20.976182E-6,21.567562E-6,22.173290E-6,22.793607E-6,23.428758E-6,24.078984E-6,24.744530E-6,25.425638E-6,26.122548E-6,26.835502E-6,27.564741E-6,28.310504E-6,29.073028E-6,29.852551E-6,30.649308E-6,31.463532E-6,32.295456E-6,33.145309E-6,34.013321E-6,34.899718E-6,35.804722E-6,36.728558E-6,37.671443E-6,38.633594E-6,39.615227E-6,40.616552E-6,41.637779E-6,42.679113E-6,43.740759E-6,44.822915E-6,45.925780E-6,47.049547E-6,48.194407E-6,49.360549E-6,50.548157E-6,51.757413E-6,52.988494E-6,54.241576E-6,55.516831E-6,56.814427E-6,58.134529E-6,59.477300E-6,60.842898E-6,62.231479E-6,63.643195E-6,65.078196E-6,66.536628E-6,68.018633E-6,69.524352E-6,71.053921E-6,72.607476E-6,74.185145E-6,75.787059E-6
324E-3,9.2854547E-6,9.5696521E-6,9.8619133E-6,10.162432E-6,10.471405E-6,10.789031E-6,11.115514E-6,11.451057E-6,11.795869E-6,12.150161E-6,12.514143E-6,12.888033E-6,13.272048E-6,13.666407E-6,14.071334E-6,14.487051E-6,14.913786E-6,15.351766E-6,15.801223E-6,16.262387E-6,16.735492E-6,17.220773E-6,17.718467E-6,18.228810E-6,18.752042E-6,19.288402E-6,19.838130E-6,20.401468E-6,20.978657E-6,21.569940E-6,22.175558E-6,22.795755E-6,23.430774E-6,24.080855E-6,24.746243E-6,25.427178E-6,26.123901E-6,26.836653E-6,27.565673E-6,28.311199E-6,29.073470E-6,29.852720E-6,30.649185E-6,31.463096E-6,32.294686E-6,33.144184E-6,34.011817E-6,34.897810E-6,35.802386E-6,36.725766E-6,37.668169E-6,38.629810E-6,39.610902E-6,40.611656E-6,41.632280E-6,42.672979E-6,43.733954E-6,44.815404E-6,45.917526E-6,47.040512E-6,48.184552E-6,49.349832E-6,50.536536E-6,51.744844E-6,52.974932E-6,54.226974E-6,55.501140E-6,56.797597E-6,58.116510E-6,59.458037E-6,60.822337E-6,62.209563E-6,63.619866E-6,65.053393E-6,66.510289E-6,67.990695E-6,69.494749E-6,71.022586E-6,72.574338E-6,74.150134E-6,75.750101E-6
326E-3,9.2882050E-6,9.5724448E-6,9.8647473E-6,10.165306E-6,10.474317E-6,10.791981E-6,11.118498E-6,11.454075E-6,11.798918E-6,12.153237E-6,12.517246E-6,12.891159E-6,13.275193E-6,13.669568E-6,14.074507E-6,14.490232E-6,14.916971E-6,15.354951E-6,15.804402E-6,16.265555E-6,16.738643E-6,17.223901E-6,17.721565E-6,18.231872E-6,18.755060E-6,19.291368E-6,19.841035E-6,20.404304E-6,20.981414E-6,21.572608E-6,22.178128E-6,22.798215E-6,23.433111E-6,24.083058E-6,24.748299E-6,25.429072E-6,26.125620E-6,26.838181E-6,27.566995E-6,28.312299E-6,29.074329E-6,29.853320E-6,30.649507E-6,31.463121E-6,32.294393E-6,33.143550E-6,34.010820E-6,34.896426E-6,35.800591E-6,36.723535E-6,37.665474E-6,38.626623E-6,39.607195E-6,40.607399E-6,41.627441E-6,42.667526E-6,43.727853E-6,44.808621E-6,45.910025E-6,47.032255E-6,48.175500E-6,49.339945E-6,50.525772E-6,51.733160E-6,52.962284E-6,54.213317E-6,55.486426E-6,56.781777E-6,58.099533E-6,59.439851E-6,60.802889E-6,62.188797E-6,63.597724E-6,65.029818E-6,66.485219E-6,67.964068E-6,69.466500E-6,70.992650E-6,72.542646E-6,74.116615E-6,75.714683E-6
328E-3,9.2910667E-6,9.5753526E-6,9.8677001E-6,10.168303E-6,10.477357E-6,10.795061E-6,11.121618E-6,11.457232E-6,11.802111E-6,12.156463E-6,12.520502E-6,12.894443E-6,13.278502E-6,13.672899E-6,14.077855E-6,14.493595E-6,14.920344E-6,15.358329E-6,15.807781E-6,16.268929E-6,16.742007E-6,17.227250E-6,17.724891E-6,18.235169E-6,18.758320E-6,19.294584E-6,19.844200E-6,20.407408E-6,20.984448E-6,21.575563E-6,22.180993E-6,22.800979E-6,23.435763E-6,24.085587E-6,24.750690E-6,25.431314E-6,26.127698E-6,26.840080E-6,27.568700E-6,28.313793E-6,29.075596E-6,29.854342E-6,30.650266E-6,31.463596E-6,32.294564E-6,33.143397E-6,34.010320E-6,34.895556E-6,35.799327E-6,36.721851E-6,37.663344E-6,38.624021E-6,39.604092E-6,40.603765E-6,41.623247E-6,42.662739E-6,43.722441E-6,44.802549E-6,45.903257E-6,47.024755E-6,48.167231E-6,49.330867E-6,50.515844E-6,51.722341E-6,52.950530E-6,54.200582E-6,55.472664E-6,56.766941E-6,58.083573E-6,59.422716E-6,60.784526E-6,62.169152E-6,63.576742E-6,65.007439E-6,66.461385E-6,67.938718E-6,69.439571E-6,70.964076E-6,72.512360E-6,74.084551E-6,75.680768E-6
330E-3,9.2940376E-6,9.5783733E-6,9.8707696E-6,10.171420E-6,10.480520E-6,10.798270E-6,11.124871E-6,11.460527E-6,11.805445E-6,12.159835E-6,12.523910E-6,12.897883E-6,13.281972E-6,13.676396E-6,14.081376E-6,14.497135E-6,14.923900E-6,15.361897E-6,15.811355E-6,16.272505E-6,16.745580E-6,17.230813E-6,17.728440E-6,18.238696E-6,18.761818E-6,19.298046E-6,19.847618E-6,20.410773E-6,20.987753E-6,21.578797E-6,22.184146E-6,22.804041E-6,23.438723E-6,24.088433E-6,24.753410E-6,25.433895E-6,26.130126E-6,26.842342E-6,27.570779E-6,28.315674E-6,29.077262E-6,29.855777E-6,30.651450E-6,31.464512E-6,32.295191E-6,33.143713E-6,34.010305E-6,34.895187E-6,35.798580E-6,36.720702E-6,37.661767E-6,38.621990E-6,39.601579E-6,40.600741E-6,41.619682E-6,42.658602E-6,43.717700E-6,44.797170E-6,45.897206E-6,47.017997E-6,48.159727E-6,49.322579E-6,50.506733E-6,51.712365E-6,52.939647E-6,54.188747E-6,55.459833E-6,56.753066E-6,58.068605E-6,59.406606E-6,60.767222E-6,62.150601E-6,63.556889E-6,64.986228E-6,66.438757E-6,67.914613E-6,69.413928E-6,70.936830E-6,72.483448E-6,74.053904E-6,75.648317E-6
332E-3,9.2971158E-6,9.5815047E-6,9.8739534E-6,10.174655E-6,10.483806E-6,10.801605E-6,11.128253E-6,11.463955E-6,11.808918E-6,12.163351E-6,12.527465E-6,12.901476E-6,13.285600E-6,13.680056E-6,14.085065E-6,14.500850E-6,14.927636E-6,15.365650E-6,15.815121E-6,16.276280E-6,16.749358E-6,17.234589E-6,17.732207E-6,18.242448E-6,18.765549E-6,19.301749E-6,19.851284E-6,20.414396E-6,20.991322E-6,21.582304E-6,22.187582E-6,22.807396E-6,23.441985E-6,24.091591E-6,24.756452E-6,25.436809E-6,26.132898E-6,26.844957E-6,27.573224E-6,28.317934E-6,29.079320E-6,29.857615E-6,30.653052E-6,31.465858E-6,32.296262E-6,33.144490E-6,34.010765E-6,34.895308E-6,35.798340E-6,36.720076E-6,37.660731E-6,38.620517E-6,39.599642E-6,40.598313E-6,41.616732E-6,42.655101E-6,43.713615E-6,44.792470E-6,45.891857E-6,47.011962E-6,48.152971E-6,49.315064E-6,50.498420E-6,51.703213E-6,52.929615E-6,54.177792E-6,55.447910E-6,56.740129E-6,58.054607E-6,59.391498E-6,60.750952E-6,62.133118E-6,63.538139E-6,64.966156E-6,66.417306E-6,67.891724E-6,69.389539E-6,70.910882E-6,72.455874E-6,74.024639E-6,75.617294E-6
334E-3,9.3002991E-6,9.5847447E-6,9.8772494E-6,10.178006E-6,10.487211E-6,10.805063E-6,11.131764E-6,11.467516E-6,11.812527E-6,12.167007E-6,12.531166E-6,12.905220E-6,13.289384E-6,13.683876E-6,14.088919E-6,14.504735E-6,14.931548E-6,15.369586E-6,15.819076E-6,16.280249E-6,16.753336E-6,17.238571E-6,17.736188E-6,18.246421E-6,18.769509E-6,19.305687E-6,19.855194E-6,20.418269E-6,20.995152E-6,21.586080E-6,22.191295E-6,22.811036E-6,23.445543E-6,24.095054E-6,24.759810E-6,25.440048E-6,26.136006E-6,26.847921E-6,27.576028E-6,28.320564E-6,29.081760E-6,29.859849E-6,30.655061E-6,31.467625E-6,32.297769E-6,33.145715E-6,34.011689E-6,34.895909E-6,35.798595E-6,36.719962E-6,37.660224E-6,38.619590E-6,39.598270E-6,40.596467E-6,41.614384E-6,42.652221E-6,43.710173E-6,44.788433E-6,45.887192E-6,47.006634E-6,48.146945E-6,49.308304E-6,50.490886E-6,51.694867E-6,52.920414E-6,54.167696E-6,55.436874E-6,56.728108E-6,58.041554E-6,59.377366E-6,60.735692E-6,62.116677E-6,63.520466E-6,64.947195E-6,66.397003E-6,67.870020E-6,69.366376E-6,70.886197E-6,72.429606E-6,73.996723E-6,75.587664E-6
336E-3,9.3035857E-6,9.5880913E-6,9.8806555E-6,10.181471E-6,10.490734E-6,10.808643E-6,11.135399E-6,11.471206E-6,11.816270E-6,12.170801E-6,12.535010E-6,12.909110E-6,13.293319E-6,13.687854E-6,14.092936E-6,14.508787E-6,14.935633E-6,15.373699E-6,15.823214E-6,16.284408E-6,16.757511E-6,17.242756E-6,17.740378E-6,18.250611E-6,18.773691E-6,19.309856E-6,19.859343E-6,20.422389E-6,20.999235E-6,21.590119E-6,22.195280E-6,22.814957E-6,23.449389E-6,24.098816E-6,24.763476E-6,25.443606E-6,26.139443E-6,26.851224E-6,27.579184E-6,28.323556E-6,29.084574E-6,29.862469E-6,30.657470E-6,31.469806E-6,32.299701E-6,33.147381E-6,34.013068E-6,34.896980E-6,35.799336E-6,36.720349E-6,37.660233E-6,38.619198E-6,39.597449E-6,40.595191E-6,41.612625E-6,42.649949E-6,43.707358E-6,44.785044E-6,45.883196E-6,47.001998E-6,48.141634E-6,49.302280E-6,50.484114E-6,51.687307E-6,52.912026E-6,54.158438E-6,55.426704E-6,56.716982E-6,58.029426E-6,59.364189E-6,60.721417E-6,62.101254E-6,63.503843E-6,64.929320E-6,66.377820E-6,67.849473E-6,69.344408E-6,70.862747E-6,72.404613E-6,73.970123E-6,75.559392E-6
338E-3,9.3069736E-6,9.5915426E-6,9.8841697E-6,10.185048E-6,10.494372E-6,10.812342E-6,11.139158E-6,11.475023E-6,11.820144E-6,12.174730E-6,12.538993E-6,12.913145E-6,13.297403E-6,13.691985E-6,14.097111E-6,14.513004E-6,14.939888E-6,15.377989E-6,15.827534E-6,16.288754E-6,16.761879E-6,17.247141E-6,17.744774E-6,18.255013E-6,18.778094E-6,19.314252E-6,19.863725E-6,20.426751E-6,21.003568E-6,21.594415E-6,22.199530E-6,22.819152E-6,23.453520E-6,24.102871E-6,24.767444E-6,25.447476E-6,26.143203E-6,26.854860E-6,27.582683E-6,28.326904E-6,29.087756E-6,29.865468E-6,30.660271E-6,31.472390E-6,32.302052E-6,33.149478E-6,34.014892E-6,34.898510E-6,35.800550E-6,36.721226E-6,37.660749E-6,38.619328E-6,39.597168E-6,40.594472E-6,41.611441E-6,42.648272E-6,43.705158E-6,44.782290E-6,45.879855E-6,46.998038E-6,48.137020E-6,49.296978E-6,50.478086E-6,51.680515E-6,52.904432E-6,54.150001E-6,55.417381E-6,56.706730E-6,58.018201E-6,59.351944E-6,60.708104E-6,62.086826E-6,63.488247E-6,64.912505E-6,66.359732E-6,67.830057E-6,69.323606E-6,70.840502E-6,72.380863E-6,73.944807E-6,75.532446E-6
340E-3,9.3104610E-6,9.5950966E-6,9.8877900E-6,10.188734E-6,10.498124E-6,10.816158E-6,11.143037E-6,11.478965E-6,11.824147E-6,12.178793E-6,12.543113E-6,12.917322E-6,13.301634E-6,13.696267E-6,14.101443E-6,14.517382E-6,14.944309E-6,15.382449E-6,15.832031E-6,16.293283E-6,16.766436E-6,17.251721E-6,17.749372E-6,18.259624E-6,18.782711E-6,19.318870E-6,19.868337E-6,20.431350E-6,21.008146E-6,21.598964E-6,22.204041E-6,22.823617E-6,23.457928E-6,24.107213E-6,24.771709E-6,25.451652E-6,26.147279E-6,26.858823E-6,27.586519E-6,28.330600E-6,29.091297E-6,29.868839E-6,30.663455E-6,31.475370E-6,32.304810E-6,33.151997E-6,34.017151E-6,34.900490E-6,35.802230E-6,36.722583E-6,37.661760E-6,38.619969E-6,39.597415E-6,40.594299E-6,41.610821E-6,42.647176E-6,43.703557E-6,44.780155E-6,45.877155E-6,46.994740E-6,48.133090E-6,49.292381E-6,50.472787E-6,51.674476E-6,52.897614E-6,54.142365E-6,55.408886E-6,56.697333E-6,58.007858E-6,59.340610E-6,60.695733E-6,62.073368E-6,63.473654E-6,64.896726E-6,66.342713E-6,67.811745E-6,69.303944E-6,70.819433E-6,72.358328E-6,73.920745E-6,75.506795E-6
342E-3,9.3140462E-6,9.5987516E-6,9.8915146E-6,10.192528E-6,10.501986E-6,10.820088E-6,11.147035E-6,11.483029E-6,11.828276E-6,12.182986E-6,12.547368E-6,12.921637E-6,13.306008E-6,13.700698E-6,14.105927E-6,14.521918E-6,14.948893E-6,15.387079E-6,15.836702E-6,16.297992E-6,16.771178E-6,17.256493E-6,17.754168E-6,18.264439E-6,18.787539E-6,19.323706E-6,19.873174E-6,20.436180E-6,21.012963E-6,21.603760E-6,22.208808E-6,22.828346E-6,23.462610E-6,24.111837E-6,24.776265E-6,25.456129E-6,26.151665E-6,26.863106E-6,27.590686E-6,28.334637E-6,29.095190E-6,29.872573E-6,30.667014E-6,31.478738E-6,32.307969E-6,33.154929E-6,34.019838E-6,34.902911E-6,35.804364E-6,36.724410E-6,37.663256E-6,38.621112E-6,39.598179E-6,40.594659E-6,41.610751E-6,42.646649E-6,43.702545E-6,44.778627E-6,45.875081E-6,46.992088E-6,48.129828E-6,49.288474E-6,50.468199E-6,51.669172E-6,52.891556E-6,54.135512E-6,55.401200E-6,56.688771E-6,57.998378E-6,59.330166E-6,60.684280E-6,62.060860E-6,63.460041E-6,64.881958E-6,66.326739E-6,67.794510E-6,69.285395E-6,70.799513E-6,72.336979E-6,73.897907E-6,75.482407E-6
344E-3,9.3177275E-6,9.6025058E-6,9.8953416E-6,10.196427E-6,10.505958E-6,10.824132E-6,11.151149E-6,11.487213E-6,11.832529E-6,12.187307E-6,12.551756E-6,12.926090E-6,13.310523E-6,13.705275E-6,14.110563E-6,14.526609E-6,14.953638E-6,15.391874E-6,15.841544E-6,16.302877E-6,16.776103E-6,17.261453E-6,17.759159E-6,18.269455E-6,18.792575E-6,19.328755E-6,19.878231E-6,20.441239E-6,21.018016E-6,21.608800E-6,22.213826E-6,22.833333E-6,23.467558E-6,24.116737E-6,24.781106E-6,25.460900E-6,26.156354E-6,26.867702E-6,27.595177E-6,28.339009E-6,29.099428E-6,29.876663E-6,30.670941E-6,31.482486E-6,32.311521E-6,33.158267E-6,34.022942E-6,34.905763E-6,35.806944E-6,36.726696E-6,37.665228E-6,38.622744E-6,39.599449E-6,40.595543E-6,41.611222E-6,42.646680E-6,43.702108E-6,44.777693E-6,45.873620E-6,46.990070E-6,48.127219E-6,49.285242E-6,50.464309E-6,51.664587E-6,52.886239E-6,54.129427E-6,55.394305E-6,56.681026E-6,57.989741E-6,59.320594E-6,60.673727E-6,62.049280E-6,63.447386E-6,64.868179E-6,66.311785E-6,67.778329E-6,69.267933E-6,70.780715E-6,72.316789E-6,73.876266E-6,75.459254E-6
346E-3,9.3215031E-6,9.6063574E-6,9.8992692E-6,10.200431E-6,10.510037E-6,10.828286E-6,11.155377E-6,11.491515E-6,11.836905E-6,12.191754E-6,12.556274E-6,12.930676E-6,13.315177E-6,13.709994E-6,14.115345E-6,14.531453E-6,14.958540E-6,15.396832E-6,15.846554E-6,16.307936E-6,16.781207E-6,17.266597E-6,17.764339E-6,18.274667E-6,18.797814E-6,19.334014E-6,19.883505E-6,20.446521E-6,21.023300E-6,21.614077E-6,22.219090E-6,22.838575E-6,23.472769E-6,24.121907E-6,24.786226E-6,25.465959E-6,26.161342E-6,26.872606E-6,27.599985E-6,28.343708E-6,29.104005E-6,29.881103E-6,30.675229E-6,31.486606E-6,32.315456E-6,33.162000E-6,34.026456E-6,34.909039E-6,35.809961E-6,36.729434E-6,37.667664E-6,38.624858E-6,39.601216E-6,40.596938E-6,41.612221E-6,42.647256E-6,43.702234E-6,44.777341E-6,45.872760E-6,46.988671E-6,48.125249E-6,49.282669E-6,50.461099E-6,51.660705E-6,52.881650E-6,54.124091E-6,55.388184E-6,56.674081E-6,57.981929E-6,59.311872E-6,60.664052E-6,62.038606E-6,63.435667E-6,64.855366E-6,66.297828E-6,67.763178E-6,69.251535E-6,70.763015E-6,72.297731E-6,73.855793E-6,75.437307E-6
348E-3,9.3253715E-6,9.6103048E-6,9.9032957E-6,10.204536E-6,10.514221E-6,10.832548E-6,11.159718E-6,11.495933E-6,11.841400E-6,12.196325E-6,12.560919E-6,12.935395E-6,13.319967E-6,13.714854E-6,14.120273E-6,14.536447E-6,14.963597E-6,15.401949E-6,15.851729E-6,16.313165E-6,16.786486E-6,17.271923E-6,17.769707E-6,18.280073E-6,18.803252E-6,19.339480E-6,19.888992E-6,20.452023E-6,21.028810E-6,21.619589E-6,22.224595E-6,22.844066E-6,23.478237E-6,24.127343E-6,24.791620E-6,25.471302E-6,26.166621E-6,26.877812E-6,27.605104E-6,28.348728E-6,29.108913E-6,29.885885E-6,30.679870E-6,31.491091E-6,32.319769E-6,33.166123E-6,34.030372E-6,34.912728E-6,35.813406E-6,36.732613E-6,37.670557E-6,38.627441E-6,39.603468E-6,40.598835E-6,41.613737E-6,42.648366E-6,43.702911E-6,44.777558E-6,45.872487E-6,46.987878E-6,48.123906E-6,49.280743E-6,50.458557E-6,51.657513E-6,52.877771E-6,54.119489E-6,55.382821E-6,56.667917E-6,57.974923E-6,59.303984E-6,60.655237E-6,62.028820E-6,63.424864E-6,64.843498E-6,66.284847E-6,67.749034E-6,69.236175E-6,70.746386E-6,72.279779E-6,73.836461E-6,75.416538E-6
350E-3,9.3293310E-6,9.6143464E-6,9.9074194E-6,10.208742E-6,10.518509E-6,10.836918E-6,11.164170E-6,11.500466E-6,11.846012E-6,12.201017E-6,12.565689E-6,12.940243E-6,13.324891E-6,13.719852E-6,14.125344E-6,14.541587E-6,14.968806E-6,15.407223E-6,15.857066E-6,16.318561E-6,16.791938E-6,17.277427E-6,17.775259E-6,18.285668E-6,18.808886E-6,19.345147E-6,19.894687E-6,20.457740E-6,21.034543E-6,21.625330E-6,22.230338E-6,22.849802E-6,23.483957E-6,24.133040E-6,24.797283E-6,25.476922E-6,26.172188E-6,26.883313E-6,27.610529E-6,28.354064E-6,29.114147E-6,29.891003E-6,30.684858E-6,31.495933E-6,32.324450E-6,33.170627E-6,34.034681E-6,34.916824E-6,35.817269E-6,36.736224E-6,37.673896E-6,38.630486E-6,39.606196E-6,40.601223E-6,41.615761E-6,42.650000E-6,43.704129E-6,44.778332E-6,45.872790E-6,46.987680E-6,48.123177E-6,49.279450E-6,50.456668E-6,51.654994E-6,52.874588E-6,54.115605E-6,55.378198E-6,56.662517E-6,57.968707E-6,59.296910E-6,60.647263E-6,62.019902E-6,63.414957E-6,64.832555E-6,66.272820E-6,67.735873E-6,69.221831E-6,70.730806E-6,72.262909E-6,73.818246E-6,75.396921E-6
352E-3,9.3333802E-6,9.6184805E-6,9.9116387E-6,10.213047E-6,10.522899E-6,10.841393E-6,11.168729E-6,11.505110E-6,11.850741E-6,12.205828E-6,12.570583E-6,12.945218E-6,13.329946E-6,13.724986E-6,14.130554E-6,14.546873E-6,14.974164E-6,15.412651E-6,15.862561E-6,16.324121E-6,16.797559E-6,17.283106E-6,17.780992E-6,18.291450E-6,18.814712E-6,19.351013E-6,19.900587E-6,20.463669E-6,21.040494E-6,21.631296E-6,22.236313E-6,22.855777E-6,23.489926E-6,24.138992E-6,24.803211E-6,25.482814E-6,26.178035E-6,26.889105E-6,27.616254E-6,28.359709E-6,29.119700E-6,29.896451E-6,30.690186E-6,31.501127E-6,32.329494E-6,33.175506E-6,34.039376E-6,34.921319E-6,35.821544E-6,36.740261E-6,37.677673E-6,38.633983E-6,39.609391E-6,40.604093E-6,41.618281E-6,42.652147E-6,43.705876E-6,44.779653E-6,45.873656E-6,46.988063E-6,48.123047E-6,49.278777E-6,50.455419E-6,51.653136E-6,52.872086E-6,54.112424E-6,55.374302E-6,56.657867E-6,57.963264E-6,59.290634E-6,60.640112E-6,62.011833E-6,63.405925E-6,64.822516E-6,66.261726E-6,67.723676E-6,69.208480E-6,70.716251E-6,72.247097E-6,73.801122E-6,75.378430E-6
354E-3,9.3375177E-6,9.6227057E-6,9.9159519E-6,10.217448E-6,10.527389E-6,10.845972E-6,11.173396E-6,11.509865E-6,11.855583E-6,12.210757E-6,12.575599E-6,12.950318E-6,13.335131E-6,13.730253E-6,14.135902E-6,14.552300E-6,14.979668E-6,15.418231E-6,15.868213E-6,16.329842E-6,16.803347E-6,17.288956E-6,17.786901E-6,18.297414E-6,18.820728E-6,19.357075E-6,19.906689E-6,20.469806E-6,21.046659E-6,21.637484E-6,22.242516E-6,22.861989E-6,23.496138E-6,24.145196E-6,24.809397E-6,25.488975E-6,26.184159E-6,26.895182E-6,27.622272E-6,28.365658E-6,29.125566E-6,29.902222E-6,30.695848E-6,31.506665E-6,32.334894E-6,33.180750E-6,34.044449E-6,34.926204E-6,35.826222E-6,36.744713E-6,37.681879E-6,38.637923E-6,39.613043E-6,40.607434E-6,41.621289E-6,42.654796E-6,43.708142E-6,44.781509E-6,45.875075E-6,46.989017E-6,48.123506E-6,49.278711E-6,50.454796E-6,51.651924E-6,52.870251E-6,54.109931E-6,55.371115E-6,56.653950E-6,57.958577E-6,59.285138E-6,60.633766E-6,62.004595E-6,63.397751E-6,64.813361E-6,66.251545E-6,67.712420E-6,69.196102E-6,70.702699E-6,72.232319E-6,73.785066E-6,75.361040E-6
356E-3,9.3417418E-6,9.6270204E-6,9.9203576E-6,10.221945E-6,10.531978E-6,10.850652E-6,11.178168E-6,11.514728E-6,11.860537E-6,12.215802E-6,12.580733E-6,12.955542E-6,13.340442E-6,13.735651E-6,14.141386E-6,14.557867E-6,14.985317E-6,15.423959E-6,15.874018E-6,16.335722E-6,16.809298E-6,17.294976E-6,17.792986E-6,18.303559E-6,18.826929E-6,19.363327E-6,19.912988E-6,20.476146E-6,21.053035E-6,21.643889E-6,22.248944E-6,22.868432E-6,23.502588E-6,24.151646E-6,24.815838E-6,25.495397E-6,26.190554E-6,26.901538E-6,27.628579E-6,28.371905E-6,29.131740E-6,29.908310E-6,30.701837E-6,31.512541E-6,32.340642E-6,33.186355E-6,34.049894E-6,34.931472E-6,35.831296E-6,36.749573E-6,37.686507E-6,38.642298E-6,39.617143E-6,40.611238E-6,41.624774E-6,42.657938E-6,43.710916E-6,44.783889E-6,45.877035E-6,46.990529E-6,48.124541E-6,49.279239E-6,50.454787E-6,51.651345E-6,52.869069E-6,54.108113E-6,55.368624E-6,56.650750E-6,57.954631E-6,59.280406E-6,60.628209E-6,61.998170E-6,63.390417E-6,64.805072E-6,66.242257E-6,67.702087E-6,69.184674E-6,70.690127E-6,72.218553E-6,73.770053E-6,75.344727E-6
