dc (V),id@Vgs 0.25  (A),id@Vgs 0.251  (A),id@Vgs 0.252  (A),id@Vgs 0.253  (A),id@Vgs 0.254  (A),id@Vgs 0.255  (A),id@Vgs 0.256  (A),id@Vgs 0.257  (A),id@Vgs 0.258  (A),id@Vgs 0.259  (A),id@Vgs 0.26  (A),id@Vgs 0.261  (A),id@Vgs 0.262  (A),id@Vgs 0.263  (A),id@Vgs 0.264  (A),id@Vgs 0.265  (A),id@Vgs 0.266  (A),id@Vgs 0.267  (A),id@Vgs 0.268  (A),id@Vgs 0.269  (A),id@Vgs 0.27  (A),id@Vgs 0.271  (A),id@Vgs 0.272  (A),id@Vgs 0.273  (A),id@Vgs 0.274  (A),id@Vgs 0.275  (A),id@Vgs 0.276  (A),id@Vgs 0.277  (A),id@Vgs 0.278  (A),id@Vgs 0.279  (A),id@Vgs 0.28  (A),id@Vgs 0.281  (A),id@Vgs 0.282  (A),id@Vgs 0.283  (A),id@Vgs 0.284  (A),id@Vgs 0.285  (A),id@Vgs 0.286  (A),id@Vgs 0.287  (A),id@Vgs 0.288  (A),id@Vgs 0.289  (A),id@Vgs 0.29  (A),id@Vgs 0.291  (A),id@Vgs 0.292  (A),id@Vgs 0.293  (A),id@Vgs 0.294  (A),id@Vgs 0.295  (A),id@Vgs 0.296  (A),id@Vgs 0.297  (A),id@Vgs 0.298  (A),id@Vgs 0.299  (A),id@Vgs 0.3  (A),id@Vgs 0.301  (A),id@Vgs 0.302  (A),id@Vgs 0.303  (A),id@Vgs 0.304  (A),id@Vgs 0.305  (A),id@Vgs 0.306  (A),id@Vgs 0.307  (A),id@Vgs 0.308  (A),id@Vgs 0.309  (A),id@Vgs 0.31  (A),id@Vgs 0.311  (A),id@Vgs 0.312  (A),id@Vgs 0.313  (A),id@Vgs 0.314  (A),id@Vgs 0.315  (A),id@Vgs 0.316  (A),id@Vgs 0.317  (A),id@Vgs 0.318  (A),id@Vgs 0.319  (A),id@Vgs 0.32  (A),id@Vgs 0.321  (A),id@Vgs 0.322  (A),id@Vgs 0.323  (A),id@Vgs 0.324  (A),id@Vgs 0.325  (A),id@Vgs 0.326  (A),id@Vgs 0.327  (A),id@Vgs 0.328  (A),id@Vgs 0.329  (A),id@Vgs 0.33  (A)
320E-3,11.337853E-6,11.696977E-6,12.066981E-6,12.448167E-6,12.840842E-6,13.245321E-6,13.661924E-6,14.090982E-6,14.532828E-6,14.987806E-6,15.456266E-6,15.938564E-6,16.435064E-6,16.946139E-6,17.472167E-6,18.013534E-6,18.570635E-6,19.143870E-6,19.733648E-6,20.340386E-6,20.964507E-6,21.606441E-6,22.266629E-6,22.945515E-6,23.643554E-6,24.361207E-6,25.098942E-6,25.857235E-6,26.636570E-6,27.437438E-6,28.260335E-6,29.105769E-6,29.974250E-6,30.866298E-6,31.782440E-6,32.723209E-6,33.689146E-6,34.680798E-6,35.698718E-6,36.743466E-6,37.815610E-6,38.915722E-6,40.044381E-6,41.202174E-6,42.389691E-6,43.607530E-6,44.856293E-6,46.136588E-6,47.449030E-6,48.794237E-6,50.172833E-6,51.585448E-6,53.032714E-6,54.515271E-6,56.033760E-6,57.588829E-6,59.181128E-6,60.811312E-6,62.480040E-6,64.187974E-6,65.935778E-6,67.724121E-6,69.553675E-6,71.425114E-6,73.339114E-6,75.296354E-6,77.297516E-6,79.343283E-6,81.434339E-6,83.571373E-6,85.755071E-6,87.986124E-6,90.265221E-6,92.593055E-6,94.970317E-6,97.397699E-6,99.875895E-6,102.40560E-6,104.98750E-6,107.62230E-6,110.31067E-6
322E-3,11.356418E-6,11.716110E-6,12.086699E-6,12.468486E-6,12.861779E-6,13.266893E-6,13.684149E-6,14.113878E-6,14.556414E-6,15.012100E-6,15.481287E-6,15.964333E-6,16.461602E-6,16.973465E-6,17.500303E-6,18.042502E-6,18.600456E-6,19.174567E-6,19.765244E-6,20.372904E-6,20.997971E-6,21.640876E-6,22.302059E-6,22.981967E-6,23.681052E-6,24.399778E-6,25.138613E-6,25.898033E-6,26.678523E-6,27.480573E-6,28.304682E-6,29.151356E-6,30.021108E-6,30.914456E-6,31.831930E-6,32.774062E-6,33.741392E-6,34.734470E-6,35.753849E-6,36.800089E-6,37.873758E-6,38.975429E-6,40.105683E-6,41.265104E-6,42.454285E-6,43.673824E-6,44.924323E-6,46.206392E-6,47.520644E-6,48.867699E-6,50.248182E-6,51.662721E-6,53.111952E-6,54.596511E-6,56.117044E-6,57.674196E-6,59.268619E-6,60.900968E-6,62.571903E-6,64.282084E-6,66.032179E-6,67.822856E-6,69.654786E-6,71.528644E-6,73.445107E-6,75.404854E-6,77.408568E-6,79.456931E-6,81.550629E-6,83.690350E-6,85.876781E-6,88.110612E-6,90.392534E-6,92.723239E-6,95.103419E-6,97.533767E-6,100.01498E-6,102.54774E-6,105.13275E-6,107.77070E-6,110.46229E-6
324E-3,11.374989E-6,11.735249E-6,12.106423E-6,12.488810E-6,12.882721E-6,13.288470E-6,13.706380E-6,14.136779E-6,14.580005E-6,15.036400E-6,15.506315E-6,15.990108E-6,16.488145E-6,17.000797E-6,17.528445E-6,18.071475E-6,18.630283E-6,19.205270E-6,19.796846E-6,20.405428E-6,21.031441E-6,21.675317E-6,22.337496E-6,23.018424E-6,23.718556E-6,24.438354E-6,25.178289E-6,25.938836E-6,26.720480E-6,27.523713E-6,28.349033E-6,29.196948E-6,30.067969E-6,30.962618E-6,31.881423E-6,32.824917E-6,33.793641E-6,34.788144E-6,35.808981E-6,36.856713E-6,37.931906E-6,39.035136E-6,40.166983E-6,41.328033E-6,42.518878E-6,43.740116E-6,44.992350E-6,46.276191E-6,47.592253E-6,48.941156E-6,50.323524E-6,51.739987E-6,53.191180E-6,54.677742E-6,56.200316E-6,57.759550E-6,59.356096E-6,60.990608E-6,62.663748E-6,64.376176E-6,66.128560E-6,67.921568E-6,69.755872E-6,71.632148E-6,73.551072E-6,75.513325E-6,77.519588E-6,79.570545E-6,81.666882E-6,83.809287E-6,85.998448E-6,88.235055E-6,90.519799E-6,92.853372E-6,95.236468E-6,97.669778E-6,100.15400E-6,102.68982E-6,105.27794E-6,107.91904E-6,110.61383E-6
326E-3,11.393565E-6,11.754394E-6,12.126152E-6,12.509140E-6,12.903669E-6,13.310054E-6,13.728616E-6,14.159687E-6,14.603602E-6,15.060705E-6,15.531349E-6,16.015890E-6,16.514695E-6,17.028135E-6,17.556593E-6,18.100455E-6,18.660116E-6,19.235979E-6,19.828454E-6,20.437959E-6,21.064918E-6,21.709764E-6,22.372938E-6,23.054887E-6,23.756065E-6,24.476936E-6,25.217970E-6,25.979644E-6,26.762442E-6,27.566857E-6,28.393389E-6,29.242544E-6,30.114835E-6,31.010785E-6,31.930919E-6,32.875775E-6,33.845893E-6,34.841821E-6,35.864116E-6,36.913338E-6,37.990056E-6,39.094845E-6,40.228284E-6,41.390961E-6,42.583469E-6,43.806405E-6,45.060375E-6,46.345988E-6,47.663858E-6,49.014607E-6,50.398859E-6,51.817245E-6,53.270400E-6,54.758963E-6,56.283577E-6,57.844892E-6,59.443559E-6,61.080234E-6,62.755577E-6,64.470251E-6,66.224922E-6,68.020260E-6,69.856937E-6,71.735628E-6,73.657011E-6,75.621767E-6,77.630577E-6,79.684126E-6,81.783100E-6,83.928187E-6,86.120075E-6,88.359455E-6,90.647018E-6,92.983458E-6,95.369465E-6,97.805735E-6,100.29296E-6,102.83184E-6,105.42305E-6,108.06731E-6,110.76529E-6
328E-3,11.412146E-6,11.773544E-6,12.145886E-6,12.529476E-6,12.924623E-6,13.331643E-6,13.750859E-6,14.182600E-6,14.627205E-6,15.085018E-6,15.556389E-6,16.041678E-6,16.541251E-6,17.055480E-6,17.584748E-6,18.129441E-6,18.689955E-6,19.266694E-6,19.860068E-6,20.470495E-6,21.098401E-6,21.744218E-6,22.408387E-6,23.091356E-6,23.793581E-6,24.515525E-6,25.257658E-6,26.020458E-6,26.804410E-6,27.610008E-6,28.437750E-6,29.288145E-6,30.161706E-6,31.058955E-6,31.980421E-6,32.926638E-6,33.898148E-6,34.895502E-6,35.919254E-6,36.969966E-6,38.048208E-6,39.154554E-6,40.289586E-6,41.453890E-6,42.648060E-6,43.872694E-6,45.128398E-6,46.415782E-6,47.735460E-6,49.088055E-6,50.474190E-6,51.894498E-6,53.349613E-6,54.840176E-6,56.366830E-6,57.930225E-6,59.531012E-6,61.169848E-6,62.847393E-6,64.564310E-6,66.321267E-6,68.118933E-6,69.957980E-6,71.839085E-6,73.762926E-6,75.730183E-6,77.741538E-6,79.797677E-6,81.899285E-6,84.047051E-6,86.241664E-6,88.483815E-6,90.774195E-6,93.113497E-6,95.502414E-6,97.941640E-6,100.43187E-6,102.97379E-6,105.56811E-6,108.21551E-6,110.91669E-6
330E-3,11.430734E-6,11.792700E-6,12.165627E-6,12.549819E-6,12.945584E-6,13.353239E-6,13.773108E-6,14.205520E-6,14.650815E-6,15.109336E-6,15.581436E-6,16.067473E-6,16.567813E-6,17.082832E-6,17.612909E-6,18.158434E-6,18.719802E-6,19.297417E-6,19.891690E-6,20.503039E-6,21.131891E-6,21.778678E-6,22.443842E-6,23.127832E-6,23.831103E-6,24.554120E-6,25.297352E-6,26.061278E-6,26.846385E-6,27.653165E-6,28.482118E-6,29.333753E-6,30.208583E-6,31.107132E-6,32.029927E-6,32.977505E-6,33.950408E-6,34.949187E-6,35.974396E-6,37.026598E-6,38.106363E-6,39.214267E-6,40.350890E-6,41.516820E-6,42.712652E-6,43.938984E-6,45.196421E-6,46.485575E-6,47.807060E-6,49.161499E-6,50.549518E-6,51.971746E-6,53.428821E-6,54.921383E-6,56.450075E-6,58.015548E-6,59.618454E-6,61.259450E-6,62.939195E-6,64.658355E-6,66.417596E-6,68.217588E-6,70.059005E-6,71.942522E-6,73.868818E-6,75.838574E-6,77.852473E-6,79.911199E-6,82.015439E-6,84.165882E-6,86.363218E-6,88.608136E-6,90.901330E-6,93.243492E-6,95.635316E-6,98.077495E-6,100.57072E-6,103.11570E-6,105.71311E-6,108.36365E-6,111.06802E-6
332E-3,11.449328E-6,11.811862E-6,12.185375E-6,12.570167E-6,12.966550E-6,13.374841E-6,13.795363E-6,14.228447E-6,14.674432E-6,15.133662E-6,15.606490E-6,16.093274E-6,16.594383E-6,17.110191E-6,17.641078E-6,18.187434E-6,18.749656E-6,19.328147E-6,19.923319E-6,20.535590E-6,21.165388E-6,21.813146E-6,22.479305E-6,23.164316E-6,23.868633E-6,24.592722E-6,25.337053E-6,26.102106E-6,26.888366E-6,27.696328E-6,28.526492E-6,29.379366E-6,30.255466E-6,31.155314E-6,32.079439E-6,33.028378E-6,34.002674E-6,35.002876E-6,36.029542E-6,37.083234E-6,38.164522E-6,39.273982E-6,40.412197E-6,41.579753E-6,42.777246E-6,44.005274E-6,45.264445E-6,46.555368E-6,47.878660E-6,49.234942E-6,50.624842E-6,52.048991E-6,53.508025E-6,55.002584E-6,56.533314E-6,58.100864E-6,59.705887E-6,61.349041E-6,63.030986E-6,64.752387E-6,66.513911E-6,68.316228E-6,70.160012E-6,72.045940E-6,73.974690E-6,75.946943E-6,77.963383E-6,80.024694E-6,82.131565E-6,84.284683E-6,86.484738E-6,88.732422E-6,91.028427E-6,93.373447E-6,95.768174E-6,98.213303E-6,100.70953E-6,103.25755E-6,105.85805E-6,108.51173E-6,111.21929E-6
334E-3,11.467928E-6,11.831031E-6,12.205128E-6,12.590522E-6,12.987524E-6,13.396450E-6,13.817626E-6,14.251381E-6,14.698056E-6,15.157995E-6,15.631551E-6,16.119084E-6,16.620961E-6,17.137557E-6,17.669255E-6,18.216442E-6,18.779518E-6,19.358885E-6,19.954955E-6,20.568149E-6,21.198893E-6,21.847621E-6,22.514776E-6,23.200807E-6,23.906171E-6,24.631332E-6,25.376762E-6,26.142941E-6,26.930355E-6,27.739499E-6,28.570873E-6,29.424987E-6,30.302356E-6,31.203503E-6,32.128958E-6,33.079257E-6,34.054945E-6,35.056571E-6,36.084693E-6,37.139875E-6,38.222686E-6,39.333702E-6,40.473507E-6,41.642689E-6,42.841842E-6,44.071567E-6,45.332469E-6,46.625161E-6,47.950259E-6,49.308385E-6,50.700165E-6,52.126233E-6,53.587225E-6,55.083781E-6,56.616547E-6,58.186174E-6,59.793313E-6,61.438624E-6,63.122768E-6,64.846408E-6,66.610213E-6,68.414853E-6,70.261004E-6,72.149340E-6,74.080542E-6,76.055291E-6,78.074270E-6,80.138165E-6,82.247663E-6,84.403454E-6,86.606227E-6,88.856674E-6,91.155488E-6,93.503362E-6,95.900990E-6,98.349067E-6,100.84829E-6,103.39935E-6,106.00294E-6,108.65976E-6,111.37050E-6
336E-3,11.486534E-6,11.850207E-6,12.224889E-6,12.610884E-6,13.008504E-6,13.418067E-6,13.839895E-6,14.274323E-6,14.721687E-6,15.182335E-6,15.656619E-6,16.144901E-6,16.647546E-6,17.164931E-6,17.697439E-6,18.245458E-6,18.809387E-6,19.389631E-6,19.986600E-6,20.600716E-6,21.232407E-6,21.882105E-6,22.550255E-6,23.237306E-6,23.943716E-6,24.669950E-6,25.416479E-6,26.183784E-6,26.972352E-6,27.782677E-6,28.615262E-6,29.470616E-6,30.349254E-6,31.251699E-6,32.178484E-6,33.130143E-6,34.107223E-6,35.110273E-6,36.139851E-6,37.196521E-6,38.280854E-6,39.393427E-6,40.534822E-6,41.705629E-6,42.906442E-6,44.137862E-6,45.400496E-6,46.694956E-6,48.021859E-6,49.381827E-6,50.775488E-6,52.203474E-6,53.666423E-6,55.164975E-6,56.699777E-6,58.271478E-6,59.880733E-6,61.528200E-6,63.214540E-6,64.940419E-6,66.706504E-6,68.513466E-6,70.361981E-6,72.252725E-6,74.186377E-6,76.163619E-6,78.185135E-6,80.251612E-6,82.363736E-6,84.522197E-6,86.727686E-6,88.980894E-6,91.282514E-6,93.633241E-6,96.033767E-6,98.484789E-6,100.98700E-6,103.54110E-6,106.14777E-6,108.80773E-6,111.52165E-6
338E-3,11.505147E-6,11.869389E-6,12.244656E-6,12.631254E-6,13.029492E-6,13.439690E-6,13.862173E-6,14.297272E-6,14.745326E-6,15.206683E-6,15.681696E-6,16.170725E-6,16.674139E-6,17.192314E-6,17.725632E-6,18.274483E-6,18.839265E-6,19.420385E-6,20.018254E-6,20.633292E-6,21.265928E-6,21.916598E-6,22.585743E-6,23.273815E-6,23.981271E-6,24.708576E-6,25.456204E-6,26.224636E-6,27.014357E-6,27.825864E-6,28.659660E-6,29.516252E-6,30.396159E-6,31.299904E-6,32.228017E-6,33.181037E-6,34.159508E-6,35.163981E-6,36.195015E-6,37.253174E-6,38.339029E-6,39.453157E-6,40.596142E-6,41.768573E-6,42.971046E-6,44.204161E-6,45.468527E-6,46.764754E-6,48.093461E-6,49.455271E-6,50.850812E-6,52.280715E-6,53.745620E-6,55.246167E-6,56.783003E-6,58.356779E-6,59.968148E-6,61.617770E-6,63.306306E-6,65.034421E-6,66.802785E-6,68.612068E-6,70.462945E-6,72.356095E-6,74.292195E-6,76.271930E-6,78.295982E-6,80.365038E-6,82.479786E-6,84.640916E-6,86.849118E-6,89.105084E-6,91.409509E-6,93.763085E-6,96.166507E-6,98.620470E-6,101.12567E-6,103.68280E-6,106.29256E-6,108.95564E-6,111.67274E-6
340E-3,11.523767E-6,11.888578E-6,12.264431E-6,12.651630E-6,13.050487E-6,13.461321E-6,13.884457E-6,14.320228E-6,14.768973E-6,15.231039E-6,15.706781E-6,16.196558E-6,16.700741E-6,17.219705E-6,17.753833E-6,18.303516E-6,18.869152E-6,19.451148E-6,20.049916E-6,20.665877E-6,21.299459E-6,21.951099E-6,22.621240E-6,23.310332E-6,24.018834E-6,24.747212E-6,25.495939E-6,26.265496E-6,27.056371E-6,27.869060E-6,28.704066E-6,29.561897E-6,30.443073E-6,31.348116E-6,32.277559E-6,33.231939E-6,34.211801E-6,35.217698E-6,36.250187E-6,37.309834E-6,38.397211E-6,39.512894E-6,40.657468E-6,41.831523E-6,43.035655E-6,44.270465E-6,45.536561E-6,46.834556E-6,48.165067E-6,49.528717E-6,50.926137E-6,52.357957E-6,53.824817E-6,55.327358E-6,56.866228E-6,58.442076E-6,60.055559E-6,61.707335E-6,63.398065E-6,65.128416E-6,66.899057E-6,68.710659E-6,70.563899E-6,72.459452E-6,74.398000E-6,76.380224E-6,78.406810E-6,80.478444E-6,82.595814E-6,84.759610E-6,86.970524E-6,89.229247E-6,91.536473E-6,93.892896E-6,96.299211E-6,98.756114E-6,101.26430E-6,103.82446E-6,106.43730E-6,109.10351E-6,111.82378E-6
342E-3,11.542395E-6,11.907775E-6,12.284213E-6,12.672014E-6,13.071490E-6,13.482960E-6,13.906750E-6,14.343193E-6,14.792628E-6,15.255404E-6,15.731874E-6,16.222400E-6,16.727352E-6,17.247104E-6,17.782043E-6,18.332558E-6,18.899048E-6,19.481920E-6,20.081587E-6,20.698471E-6,21.333000E-6,21.985610E-6,22.656746E-6,23.346859E-6,24.056407E-6,24.785857E-6,25.535683E-6,26.306366E-6,27.098395E-6,27.912266E-6,28.748481E-6,29.607552E-6,30.489996E-6,31.396338E-6,32.327109E-6,33.282849E-6,34.264102E-6,35.271422E-6,36.305367E-6,37.366502E-6,38.455400E-6,39.572638E-6,40.718801E-6,41.894480E-6,43.100270E-6,44.336775E-6,45.604601E-6,46.904361E-6,48.236676E-6,49.602167E-6,51.001464E-6,52.435201E-6,53.904015E-6,55.408549E-6,56.949452E-6,58.527373E-6,60.142968E-6,61.796896E-6,63.489820E-6,65.222405E-6,66.995322E-6,68.809243E-6,70.664842E-6,72.562798E-6,74.503791E-6,76.488504E-6,78.517623E-6,80.591833E-6,82.711823E-6,84.878283E-6,87.091906E-6,89.353383E-6,91.663409E-6,94.022677E-6,96.431883E-6,98.891723E-6,101.40289E-6,103.96609E-6,106.58200E-6,109.25133E-6,111.97477E-6
344E-3,11.561029E-6,11.926979E-6,12.304003E-6,12.692406E-6,13.092501E-6,13.504607E-6,13.929051E-6,14.366166E-6,14.816292E-6,15.279777E-6,15.756976E-6,16.248251E-6,16.753971E-6,17.274513E-6,17.810262E-6,18.361609E-6,18.928953E-6,19.512702E-6,20.113268E-6,20.731074E-6,21.366550E-6,22.020131E-6,22.692262E-6,23.383395E-6,24.093990E-6,24.824512E-6,25.575437E-6,26.347246E-6,27.140429E-6,27.955481E-6,28.792906E-6,29.653216E-6,30.536929E-6,31.444569E-6,32.376669E-6,33.333769E-6,34.316413E-6,35.325156E-6,36.360555E-6,37.423178E-6,38.513597E-6,39.632390E-6,40.780142E-6,41.957444E-6,43.164893E-6,44.403091E-6,45.672646E-6,46.974173E-6,48.308289E-6,49.675621E-6,51.076795E-6,52.512447E-6,53.983215E-6,55.489742E-6,57.032676E-6,58.612668E-6,60.230375E-6,61.886455E-6,63.581571E-6,65.316390E-6,67.091582E-6,68.907819E-6,70.765777E-6,72.666134E-6,74.609571E-6,76.596772E-6,78.628420E-6,80.705205E-6,82.827813E-6,84.996937E-6,87.213266E-6,89.477496E-6,91.790318E-6,94.152429E-6,96.564524E-6,99.027298E-6,101.54145E-6,104.10767E-6,106.72666E-6,109.39911E-6,112.12572E-6
346E-3,11.579671E-6,11.946191E-6,12.323800E-6,12.712806E-6,13.113520E-6,13.526263E-6,13.951361E-6,14.389148E-6,14.839964E-6,15.304159E-6,15.782087E-6,16.274110E-6,16.780599E-6,17.301931E-6,17.838491E-6,18.390670E-6,18.958868E-6,19.543493E-6,20.144959E-6,20.763688E-6,21.400110E-6,22.054662E-6,22.727788E-6,23.419942E-6,24.131583E-6,24.863178E-6,25.615202E-6,26.388137E-6,27.182473E-6,27.998707E-6,28.837342E-6,29.698891E-6,30.583872E-6,31.492810E-6,32.426239E-6,33.384698E-6,34.368733E-6,35.378899E-6,36.415753E-6,37.479864E-6,38.571803E-6,39.692150E-6,40.841491E-6,42.020416E-6,43.229522E-6,44.469413E-6,45.740698E-6,47.043990E-6,48.379909E-6,49.749079E-6,51.152130E-6,52.589697E-6,54.062418E-6,55.570937E-6,57.115902E-6,58.697965E-6,60.317782E-6,61.976012E-6,63.673320E-6,65.410371E-6,67.187837E-6,69.006389E-6,70.866705E-6,72.769462E-6,74.715342E-6,76.705028E-6,78.739205E-6,80.818562E-6,82.943787E-6,85.115571E-6,87.334607E-6,89.601586E-6,91.917204E-6,94.282155E-6,96.697136E-6,99.162842E-6,101.67997E-6,104.24921E-6,106.87127E-6,109.54684E-6,112.27662E-6
348E-3,11.598321E-6,11.965410E-6,12.343606E-6,12.733213E-6,13.134547E-6,13.547926E-6,13.973679E-6,14.412138E-6,14.863645E-6,15.328550E-6,15.807207E-6,16.299979E-6,16.807237E-6,17.329359E-6,17.866729E-6,18.419741E-6,18.988793E-6,19.574295E-6,20.176660E-6,20.796312E-6,21.433680E-6,22.089203E-6,22.763325E-6,23.456500E-6,24.169187E-6,24.901854E-6,25.654977E-6,26.429038E-6,27.224528E-6,28.041943E-6,28.881789E-6,29.744576E-6,30.630826E-6,31.541062E-6,32.475820E-6,33.435638E-6,34.421064E-6,35.432652E-6,36.470961E-6,37.536559E-6,38.630019E-6,39.751920E-6,40.902848E-6,42.083396E-6,43.294160E-6,44.535744E-6,45.808758E-6,47.113815E-6,48.451535E-6,49.822544E-6,51.227471E-6,52.666952E-6,54.141625E-6,55.652136E-6,57.199131E-6,58.783263E-6,60.405189E-6,62.065570E-6,63.765068E-6,65.504350E-6,67.284088E-6,69.104955E-6,70.967627E-6,72.872783E-6,74.821104E-6,76.813274E-6,78.849979E-6,80.931907E-6,83.059747E-6,85.234190E-6,87.455928E-6,89.725656E-6,92.044067E-6,94.411857E-6,96.829721E-6,99.298356E-6,101.81846E-6,104.39073E-6,107.01585E-6,109.69454E-6,112.42747E-6
350E-3,11.616979E-6,11.984638E-6,12.363419E-6,12.753630E-6,13.155583E-6,13.569599E-6,13.996005E-6,14.435137E-6,14.887336E-6,15.352950E-6,15.832336E-6,16.325858E-6,16.833885E-6,17.356797E-6,17.894978E-6,18.448822E-6,19.018729E-6,19.605107E-6,20.208372E-6,20.828946E-6,21.467262E-6,22.123755E-6,22.798873E-6,23.493068E-6,24.206802E-6,24.940542E-6,25.694764E-6,26.469951E-6,27.266594E-6,28.085191E-6,28.926246E-6,29.790273E-6,30.677791E-6,31.589326E-6,32.525412E-6,33.486589E-6,34.473406E-6,35.486416E-6,36.526179E-6,37.593264E-6,38.688245E-6,39.811700E-6,40.964216E-6,42.146386E-6,43.358807E-6,44.602084E-6,45.876825E-6,47.183647E-6,48.523168E-6,49.896015E-6,51.302818E-6,52.744213E-6,54.220838E-6,55.733338E-6,57.282363E-6,58.868564E-6,60.492599E-6,62.155128E-6,63.856815E-6,65.598329E-6,67.380338E-6,69.203518E-6,71.068545E-6,72.976098E-6,74.926859E-6,76.921511E-6,78.960742E-6,81.045240E-6,83.175693E-6,85.352793E-6,87.577233E-6,89.849707E-6,92.170909E-6,94.541535E-6,96.962281E-6,99.433844E-6,101.95692E-6,104.53221E-6,107.16040E-6,109.84219E-6,112.57829E-6
352E-3,11.635645E-6,12.003874E-6,12.383241E-6,12.774054E-6,13.176627E-6,13.591280E-6,14.018341E-6,14.458146E-6,14.911036E-6,15.377360E-6,15.857476E-6,16.351746E-6,16.860543E-6,17.384244E-6,17.923237E-6,18.477913E-6,19.048675E-6,19.635930E-6,20.240094E-6,20.861592E-6,21.500854E-6,22.158319E-6,22.834432E-6,23.529648E-6,24.244428E-6,24.979241E-6,25.734562E-6,26.510875E-6,27.308672E-6,28.128450E-6,28.970716E-6,29.835982E-6,30.724767E-6,31.637600E-6,32.575015E-6,33.537552E-6,34.525759E-6,35.540191E-6,36.581409E-6,37.649981E-6,38.746481E-6,39.871490E-6,41.025594E-6,42.209386E-6,43.423464E-6,44.668433E-6,45.944902E-6,47.253488E-6,48.594810E-6,49.969495E-6,51.378173E-6,52.821480E-6,54.300056E-6,55.814546E-6,57.365600E-6,58.953869E-6,60.580012E-6,62.244689E-6,63.948565E-6,65.692307E-6,67.476587E-6,69.302079E-6,71.169459E-6,73.079408E-6,75.032608E-6,77.029742E-6,79.071498E-6,81.158563E-6,83.291627E-6,85.471383E-6,87.698523E-6,89.973741E-6,92.297733E-6,94.671193E-6,97.094818E-6,99.569306E-6,102.09535E-6,104.67365E-6,107.30491E-6,109.98982E-6,112.72907E-6
354E-3,11.654318E-6,12.023118E-6,12.403072E-6,12.794488E-6,13.197680E-6,13.612970E-6,14.040686E-6,14.481164E-6,14.934745E-6,15.401780E-6,15.882625E-6,16.377645E-6,16.887211E-6,17.411703E-6,17.951506E-6,18.507015E-6,19.078631E-6,19.666764E-6,20.271828E-6,20.894249E-6,21.534458E-6,22.192894E-6,22.870003E-6,23.566240E-6,24.282067E-6,25.017952E-6,25.774372E-6,26.551812E-6,27.350762E-6,28.171722E-6,29.015198E-6,29.881702E-6,30.771756E-6,31.685888E-6,32.624630E-6,33.588526E-6,34.578124E-6,35.593978E-6,36.636650E-6,37.706709E-6,38.804729E-6,39.931291E-6,41.086983E-6,42.272396E-6,43.488131E-6,44.734792E-6,46.012989E-6,47.323338E-6,48.666461E-6,50.042982E-6,51.453535E-6,52.898754E-6,54.379281E-6,55.895761E-6,57.448842E-6,59.039179E-6,60.667429E-6,62.334253E-6,64.040316E-6,65.786287E-6,67.572836E-6,69.400639E-6,71.270372E-6,73.182716E-6,75.138353E-6,77.137967E-6,79.182246E-6,81.271877E-6,83.407552E-6,85.589962E-6,87.819800E-6,90.097760E-6,92.424539E-6,94.800831E-6,97.227334E-6,99.704744E-6,102.23376E-6,104.81508E-6,107.44939E-6,110.13740E-6,112.87981E-6
356E-3,11.673001E-6,12.042371E-6,12.422911E-6,12.814931E-6,13.218743E-6,13.634670E-6,14.063041E-6,14.504191E-6,14.958464E-6,15.426209E-6,15.907784E-6,16.403554E-6,16.913890E-6,17.439172E-6,17.979786E-6,18.536128E-6,19.108599E-6,19.697609E-6,20.303573E-6,20.926918E-6,21.568073E-6,22.227481E-6,22.905586E-6,23.602844E-6,24.319717E-6,25.056675E-6,25.814195E-6,26.592760E-6,27.392865E-6,28.215006E-6,29.059692E-6,29.927436E-6,30.818758E-6,31.734187E-6,32.674259E-6,33.639514E-6,34.630502E-6,35.647778E-6,36.691904E-6,37.763450E-6,38.862990E-6,39.991105E-6,41.148383E-6,42.335418E-6,43.552809E-6,44.801162E-6,46.081086E-6,47.393199E-6,48.738121E-6,50.116480E-6,51.528906E-6,52.976038E-6,54.458514E-6,55.976982E-6,57.532091E-6,59.124494E-6,60.754850E-6,62.423821E-6,64.132071E-6,65.880269E-6,67.669087E-6,69.499200E-6,71.371285E-6,73.286022E-6,75.244095E-6,77.246188E-6,79.292988E-6,81.385185E-6,83.523468E-6,85.708530E-6,87.941064E-6,90.221766E-6,92.551330E-6,94.930452E-6,97.359830E-6,99.840161E-6,102.37214E-6,104.95647E-6,107.59385E-6,110.28496E-6,113.03052E-6
