dc (V),id@Vgs 0.25  (A),id@Vgs 0.251  (A),id@Vgs 0.252  (A),id@Vgs 0.253  (A),id@Vgs 0.254  (A),id@Vgs 0.255  (A),id@Vgs 0.256  (A),id@Vgs 0.257  (A),id@Vgs 0.258  (A),id@Vgs 0.259  (A),id@Vgs 0.26  (A),id@Vgs 0.261  (A),id@Vgs 0.262  (A),id@Vgs 0.263  (A),id@Vgs 0.264  (A),id@Vgs 0.265  (A),id@Vgs 0.266  (A),id@Vgs 0.267  (A),id@Vgs 0.268  (A),id@Vgs 0.269  (A),id@Vgs 0.27  (A),id@Vgs 0.271  (A),id@Vgs 0.272  (A),id@Vgs 0.273  (A),id@Vgs 0.274  (A),id@Vgs 0.275  (A),id@Vgs 0.276  (A),id@Vgs 0.277  (A),id@Vgs 0.278  (A),id@Vgs 0.279  (A),id@Vgs 0.28  (A),id@Vgs 0.281  (A),id@Vgs 0.282  (A),id@Vgs 0.283  (A),id@Vgs 0.284  (A),id@Vgs 0.285  (A),id@Vgs 0.286  (A),id@Vgs 0.287  (A),id@Vgs 0.288  (A),id@Vgs 0.289  (A),id@Vgs 0.29  (A),id@Vgs 0.291  (A),id@Vgs 0.292  (A),id@Vgs 0.293  (A),id@Vgs 0.294  (A),id@Vgs 0.295  (A),id@Vgs 0.296  (A),id@Vgs 0.297  (A),id@Vgs 0.298  (A),id@Vgs 0.299  (A),id@Vgs 0.3  (A),id@Vgs 0.301  (A),id@Vgs 0.302  (A),id@Vgs 0.303  (A),id@Vgs 0.304  (A),id@Vgs 0.305  (A),id@Vgs 0.306  (A),id@Vgs 0.307  (A),id@Vgs 0.308  (A),id@Vgs 0.309  (A),id@Vgs 0.31  (A),id@Vgs 0.311  (A),id@Vgs 0.312  (A),id@Vgs 0.313  (A),id@Vgs 0.314  (A),id@Vgs 0.315  (A),id@Vgs 0.316  (A),id@Vgs 0.317  (A),id@Vgs 0.318  (A),id@Vgs 0.319  (A),id@Vgs 0.32  (A),id@Vgs 0.321  (A),id@Vgs 0.322  (A),id@Vgs 0.323  (A),id@Vgs 0.324  (A),id@Vgs 0.325  (A),id@Vgs 0.326  (A),id@Vgs 0.327  (A),id@Vgs 0.328  (A),id@Vgs 0.329  (A),id@Vgs 0.33  (A)
358E-3,11.691692E-6,12.061632E-6,12.442760E-6,12.835382E-6,13.239815E-6,13.656379E-6,14.085406E-6,14.527229E-6,14.982193E-6,15.450649E-6,15.932954E-6,16.429473E-6,16.940579E-6,17.466652E-6,18.008078E-6,18.565253E-6,19.138579E-6,19.728466E-6,20.335330E-6,20.959598E-6,21.601701E-6,22.262080E-6,22.941181E-6,23.639461E-6,24.357380E-6,25.095411E-6,25.854030E-6,26.633722E-6,27.434980E-6,28.258304E-6,29.104200E-6,29.973182E-6,30.865773E-6,31.782500E-6,32.723900E-6,33.690514E-6,34.682892E-6,35.701590E-6,36.747171E-6,37.820203E-6,38.921262E-6,40.050931E-6,41.209796E-6,42.398453E-6,43.617500E-6,44.867543E-6,46.149195E-6,47.463070E-6,48.809792E-6,50.189987E-6,51.604287E-6,53.053330E-6,54.537756E-6,56.058212E-6,57.615347E-6,59.209817E-6,60.842278E-6,62.513394E-6,64.223830E-6,65.974255E-6,67.765341E-6,69.597762E-6,71.472198E-6,73.389328E-6,75.349835E-6,77.354406E-6,79.403726E-6,81.498486E-6,83.639377E-6,85.827089E-6,88.062319E-6,90.345759E-6,92.678107E-6,95.060058E-6,97.492309E-6,99.975559E-6,102.51050E-6,105.09784E-6,107.73827E-6,110.43249E-6,113.18119E-6
360E-3,11.710392E-6,12.080903E-6,12.462617E-6,12.855843E-6,13.260896E-6,13.678098E-6,14.107780E-6,14.550277E-6,15.005933E-6,15.475100E-6,15.958135E-6,16.455404E-6,16.967280E-6,17.494143E-6,18.036381E-6,18.594389E-6,19.168570E-6,19.759335E-6,20.367100E-6,20.992291E-6,21.635342E-6,22.296692E-6,22.976789E-6,23.676090E-6,24.395057E-6,25.134160E-6,25.893879E-6,26.674698E-6,27.477109E-6,28.301615E-6,29.148721E-6,30.018942E-6,30.912801E-6,31.830827E-6,32.773555E-6,33.741528E-6,34.735297E-6,35.755417E-6,36.802451E-6,37.876970E-6,38.979549E-6,40.110770E-6,41.271222E-6,42.461500E-6,43.682203E-6,44.933937E-6,46.217315E-6,47.532953E-6,48.881474E-6,50.263505E-6,51.679679E-6,53.130632E-6,54.617007E-6,56.139450E-6,57.698612E-6,59.295147E-6,60.929713E-6,62.602974E-6,64.315595E-6,66.068246E-6,67.861598E-6,69.696327E-6,71.573112E-6,73.492634E-6,75.455575E-6,77.462622E-6,79.514462E-6,81.611784E-6,83.755280E-6,85.945642E-6,88.183564E-6,90.469742E-6,92.804872E-6,95.189649E-6,97.624772E-6,100.11094E-6,102.64885E-6,105.23919E-6,107.88268E-6,110.57999E-6,113.33184E-6
362E-3,11.729100E-6,12.100183E-6,12.482484E-6,12.876314E-6,13.281987E-6,13.699827E-6,14.130164E-6,14.573335E-6,15.029683E-6,15.499561E-6,15.983326E-6,16.481345E-6,16.993991E-6,17.521645E-6,18.064695E-6,18.623537E-6,19.198574E-6,19.790216E-6,20.398881E-6,21.024996E-6,21.668995E-6,22.331316E-6,23.012410E-6,23.712733E-6,24.432746E-6,25.172923E-6,25.933741E-6,26.715687E-6,27.519252E-6,28.344940E-6,29.193256E-6,30.064717E-6,30.959844E-6,31.879168E-6,32.823224E-6,33.792557E-6,34.787715E-6,35.809257E-6,36.857745E-6,37.933751E-6,39.037849E-6,40.170623E-6,41.332662E-6,42.524560E-6,43.746919E-6,45.000344E-6,46.285448E-6,47.602849E-6,48.953169E-6,50.337035E-6,51.755082E-6,53.207946E-6,54.696269E-6,56.220699E-6,57.781886E-6,59.380486E-6,61.017157E-6,62.692562E-6,64.407367E-6,66.162242E-6,67.957860E-6,69.794897E-6,71.674030E-6,73.595942E-6,75.561316E-6,77.570838E-6,79.625195E-6,81.725078E-6,83.871179E-6,86.064189E-6,88.304803E-6,90.593716E-6,92.931626E-6,95.319228E-6,97.757221E-6,100.24630E-6,102.78717E-6,105.38052E-6,108.02705E-6,110.72747E-6,113.48246E-6
364E-3,11.747818E-6,12.119472E-6,12.502361E-6,12.896794E-6,13.303088E-6,13.721566E-6,14.152559E-6,14.596403E-6,15.053444E-6,15.524033E-6,16.008529E-6,16.507298E-6,17.020715E-6,17.549160E-6,18.093022E-6,18.652697E-6,19.228589E-6,19.821109E-6,20.430676E-6,21.057715E-6,21.702661E-6,22.365954E-6,23.048045E-6,23.749389E-6,24.470450E-6,25.211700E-6,25.973618E-6,26.756690E-6,27.561410E-6,28.388279E-6,29.237805E-6,30.110505E-6,31.006901E-6,31.927523E-6,32.872908E-6,33.843600E-6,34.840149E-6,35.863112E-6,36.913054E-6,37.990546E-6,39.096163E-6,40.230490E-6,41.394116E-6,42.587635E-6,43.811649E-6,45.066765E-6,46.353595E-6,47.672758E-6,49.024876E-6,50.410578E-6,51.830497E-6,53.285271E-6,54.775542E-6,56.301958E-6,57.865170E-6,59.465834E-6,61.104609E-6,62.782157E-6,64.499146E-6,66.256245E-6,68.054128E-6,69.893471E-6,71.774952E-6,73.699254E-6,75.667059E-6,77.679055E-6,79.735929E-6,81.838372E-6,83.987074E-6,86.182731E-6,88.426035E-6,90.717683E-6,93.058371E-6,95.448796E-6,97.889657E-6,100.38165E-6,102.92548E-6,105.52183E-6,108.17141E-6,110.87492E-6,113.63305E-6
366E-3,11.766545E-6,12.138770E-6,12.522247E-6,12.917284E-6,13.324199E-6,13.743316E-6,14.174964E-6,14.619482E-6,15.077216E-6,15.548516E-6,16.033743E-6,16.533262E-6,17.047450E-6,17.576686E-6,18.121361E-6,18.681870E-6,19.258618E-6,19.852016E-6,20.462483E-6,21.090446E-6,21.736340E-6,22.400606E-6,23.083693E-6,23.786059E-6,24.508167E-6,25.250491E-6,26.013508E-6,26.797707E-6,27.603581E-6,28.431633E-6,29.282370E-6,30.156309E-6,31.053974E-6,31.975894E-6,32.922607E-6,33.894658E-6,34.892597E-6,35.916982E-6,36.968378E-6,38.047356E-6,39.154493E-6,40.290372E-6,41.455584E-6,42.650724E-6,43.876393E-6,45.133200E-6,46.421756E-6,47.742681E-6,49.096597E-6,50.484134E-6,51.905925E-6,53.362608E-6,54.854827E-6,56.383229E-6,57.948466E-6,59.551193E-6,61.192071E-6,62.871762E-6,64.590934E-6,66.350257E-6,68.150404E-6,69.992052E-6,71.875879E-6,73.802569E-6,75.772805E-6,77.787274E-6,79.846663E-6,81.951664E-6,84.102969E-6,86.301270E-6,88.547263E-6,90.841644E-6,93.185109E-6,95.578356E-6,98.022082E-6,100.51699E-6,103.06377E-6,105.66312E-6,108.31575E-6,111.02236E-6,113.78363E-6
368E-3,11.785282E-6,12.158078E-6,12.542142E-6,12.937784E-6,13.345320E-6,13.765075E-6,14.197380E-6,14.642573E-6,15.100999E-6,15.573010E-6,16.058968E-6,16.559239E-6,17.074197E-6,17.604225E-6,18.149712E-6,18.711055E-6,19.288659E-6,19.882935E-6,20.494304E-6,21.123191E-6,21.770033E-6,22.435271E-6,23.119355E-6,23.822743E-6,24.545899E-6,25.289296E-6,26.053414E-6,26.838740E-6,27.645768E-6,28.475002E-6,29.326949E-6,30.202128E-6,31.101061E-6,32.024280E-6,32.972322E-6,33.945732E-6,34.945061E-6,35.970868E-6,37.023718E-6,38.104182E-6,39.212838E-6,40.350270E-6,41.517068E-6,42.713828E-6,43.941153E-6,45.199650E-6,46.489932E-6,47.812618E-6,49.168332E-6,50.557703E-6,51.981366E-6,53.439959E-6,54.934125E-6,56.464512E-6,58.031773E-6,59.636564E-6,61.279544E-6,62.961377E-6,64.682731E-6,66.444277E-6,68.246687E-6,70.090639E-6,71.976813E-6,73.905890E-6,75.878556E-6,77.895496E-6,79.957400E-6,82.064958E-6,84.218863E-6,86.419808E-6,88.668489E-6,90.965601E-6,93.311841E-6,95.707907E-6,98.154498E-6,100.65231E-6,103.20205E-6,105.80440E-6,108.46008E-6,111.16977E-6,113.93418E-6
370E-3,11.804028E-6,12.177396E-6,12.562048E-6,12.958294E-6,13.366452E-6,13.786846E-6,14.219807E-6,14.665674E-6,15.124793E-6,15.597516E-6,16.084205E-6,16.585227E-6,17.100956E-6,17.631776E-6,18.178076E-6,18.740253E-6,19.318713E-6,19.913868E-6,20.526138E-6,21.155950E-6,21.803740E-6,22.469951E-6,23.155032E-6,23.859442E-6,24.583646E-6,25.328116E-6,26.093334E-6,26.879787E-6,27.687970E-6,28.518386E-6,29.371545E-6,30.247963E-6,31.148165E-6,32.072682E-6,33.022052E-6,33.996821E-6,34.997541E-6,36.024770E-6,37.079074E-6,38.161025E-6,39.271200E-6,40.410184E-6,41.578568E-6,42.776949E-6,44.005929E-6,45.266115E-6,46.558123E-6,47.882570E-6,49.240082E-6,50.631288E-6,52.056822E-6,53.517324E-6,55.013437E-6,56.545809E-6,58.115094E-6,59.721947E-6,61.367028E-6,63.051003E-6,64.774539E-6,66.538306E-6,68.342979E-6,70.189235E-6,72.077754E-6,74.009218E-6,75.984312E-6,78.003723E-6,80.068140E-6,82.178255E-6,84.334758E-6,86.538346E-6,88.789712E-6,91.089554E-6,93.438568E-6,95.837453E-6,98.286906E-6,100.78763E-6,103.34031E-6,105.94567E-6,108.60439E-6,111.31717E-6,114.08471E-6
372E-3,11.822783E-6,12.196724E-6,12.581964E-6,12.978815E-6,13.387595E-6,13.808627E-6,14.242245E-6,14.688786E-6,15.148599E-6,15.622034E-6,16.109455E-6,16.611227E-6,17.127728E-6,17.659340E-6,18.206453E-6,18.769464E-6,19.348781E-6,19.944814E-6,20.557986E-6,21.188723E-6,21.837461E-6,22.504645E-6,23.190723E-6,23.896156E-6,24.621407E-6,25.366952E-6,26.133270E-6,26.920850E-6,27.730188E-6,28.561787E-6,29.416156E-6,30.293814E-6,31.195285E-6,32.121100E-6,33.071799E-6,34.047928E-6,35.050038E-6,36.078689E-6,37.134447E-6,38.217883E-6,39.329578E-6,40.470115E-6,41.640085E-6,42.840086E-6,44.070721E-6,45.332597E-6,46.626330E-6,47.952539E-6,49.311848E-6,50.704888E-6,52.132293E-6,53.594703E-6,55.092763E-6,56.627120E-6,58.198427E-6,59.807342E-6,61.454526E-6,63.140642E-6,64.866358E-6,66.632347E-6,68.439282E-6,70.287841E-6,72.178704E-6,74.112553E-6,76.090075E-6,78.111956E-6,80.178885E-6,82.291554E-6,84.450656E-6,86.656885E-6,88.910936E-6,91.213506E-6,93.565292E-6,95.966993E-6,98.419308E-6,100.92293E-6,103.47857E-6,106.08692E-6,108.74868E-6,111.46455E-6,114.23522E-6
374E-3,11.841549E-6,12.216062E-6,12.601891E-6,12.999347E-6,13.408748E-6,13.830419E-6,14.264694E-6,14.711910E-6,15.172416E-6,15.646564E-6,16.134716E-6,16.637240E-6,17.154513E-6,17.686916E-6,18.234843E-6,18.798689E-6,19.378862E-6,19.975775E-6,20.589848E-6,21.221510E-6,21.871197E-6,22.539353E-6,23.226430E-6,23.932884E-6,24.659184E-6,25.405803E-6,26.173222E-6,26.961930E-6,27.772422E-6,28.605203E-6,29.460784E-6,30.339681E-6,31.242421E-6,32.169535E-6,33.121564E-6,34.099051E-6,35.102552E-6,36.132625E-6,37.189837E-6,38.274760E-6,39.387973E-6,40.530062E-6,41.701619E-6,42.903240E-6,44.135529E-6,45.399096E-6,46.694554E-6,48.022524E-6,49.383630E-6,50.778504E-6,52.207780E-6,53.672099E-6,55.172104E-6,56.708445E-6,58.281776E-6,59.892752E-6,61.542037E-6,63.230293E-6,64.958190E-6,66.726399E-6,68.535595E-6,70.386456E-6,72.279663E-6,74.215897E-6,76.195846E-6,78.220195E-6,80.289636E-6,82.404859E-6,84.566557E-6,86.775426E-6,89.032160E-6,91.337458E-6,93.692015E-6,96.096531E-6,98.551705E-6,101.05824E-6,103.61682E-6,106.22816E-6,108.89296E-6,111.61191E-6,114.38571E-6
376E-3,11.860324E-6,12.235410E-6,12.621828E-6,13.019889E-6,13.429912E-6,13.852223E-6,14.287154E-6,14.735046E-6,15.196245E-6,15.671106E-6,16.159990E-6,16.663266E-6,17.181310E-6,17.714506E-6,18.263246E-6,18.827927E-6,19.408957E-6,20.006749E-6,20.621724E-6,21.254312E-6,21.904948E-6,22.574077E-6,23.262151E-6,23.969629E-6,24.696977E-6,25.444670E-6,26.213190E-6,27.003025E-6,27.814673E-6,28.648637E-6,29.505428E-6,30.385566E-6,31.289575E-6,32.217988E-6,33.171345E-6,34.150192E-6,35.155083E-6,36.186578E-6,37.245244E-6,38.331653E-6,39.446386E-6,40.590028E-6,41.763170E-6,42.966412E-6,44.200356E-6,45.465612E-6,46.762795E-6,48.092526E-6,49.455430E-6,50.852137E-6,52.283284E-6,53.749510E-6,55.251461E-6,56.789787E-6,58.365139E-6,59.978177E-6,61.629562E-6,63.319958E-6,65.050035E-6,66.820464E-6,68.631921E-6,70.485084E-6,72.380632E-6,74.319251E-6,76.301625E-6,78.328443E-6,80.400393E-6,82.518169E-6,84.682464E-6,86.893971E-6,89.153387E-6,91.461410E-6,93.818737E-6,96.226067E-6,98.684099E-6,101.19353E-6,103.75507E-6,106.36940E-6,109.03723E-6,111.75927E-6,114.53620E-6
378E-3,11.879110E-6,12.254769E-6,12.641775E-6,13.040441E-6,13.451087E-6,13.874038E-6,14.309627E-6,14.758194E-6,15.220087E-6,15.695660E-6,16.185276E-6,16.689304E-6,17.208121E-6,17.742110E-6,18.291663E-6,18.857179E-6,19.439066E-6,20.037738E-6,20.653615E-6,21.287128E-6,21.938714E-6,22.608816E-6,23.297888E-6,24.006389E-6,24.734786E-6,25.483553E-6,26.253174E-6,27.044137E-6,27.856940E-6,28.692087E-6,29.550090E-6,30.431468E-6,31.336746E-6,32.266458E-6,33.221144E-6,34.201351E-6,35.207633E-6,36.240550E-6,37.300670E-6,38.388565E-6,39.504817E-6,40.650011E-6,41.824740E-6,43.029602E-6,44.265201E-6,45.532146E-6,46.831055E-6,48.162546E-6,49.527247E-6,50.925787E-6,52.358805E-6,53.826939E-6,55.330835E-6,56.871144E-6,58.448519E-6,60.063618E-6,61.717102E-6,63.409638E-6,65.141894E-6,66.914543E-6,68.728260E-6,70.583723E-6,72.481614E-6,74.422615E-6,76.407415E-6,78.436699E-6,80.511159E-6,82.631487E-6,84.798376E-6,87.012521E-6,89.274618E-6,91.585365E-6,93.945461E-6,96.355603E-6,98.816491E-6,101.32882E-6,103.89330E-6,106.51063E-6,109.18150E-6,111.90661E-6,114.68667E-6
380E-3,11.897906E-6,12.274138E-6,12.661733E-6,13.061005E-6,13.472274E-6,13.895864E-6,14.332111E-6,14.781353E-6,15.243941E-6,15.720227E-6,16.210576E-6,16.715356E-6,17.234944E-6,17.769726E-6,18.320094E-6,18.886446E-6,19.469190E-6,20.068741E-6,20.685521E-6,21.319960E-6,21.972495E-6,22.643571E-6,23.333641E-6,24.043165E-6,24.772611E-6,25.522453E-6,26.293175E-6,27.085266E-6,27.899225E-6,28.735555E-6,29.594769E-6,30.477387E-6,31.383935E-6,32.314946E-6,33.270961E-6,34.252528E-6,35.260201E-6,36.294540E-6,37.356114E-6,38.445496E-6,39.563267E-6,40.710014E-6,41.886329E-6,43.092810E-6,44.330064E-6,45.598699E-6,46.899332E-6,48.232584E-6,49.599082E-6,50.999456E-6,52.434343E-6,53.904385E-6,55.410227E-6,56.952519E-6,58.531915E-6,60.149074E-6,61.804658E-6,63.499333E-6,65.233768E-6,67.008636E-6,68.824612E-6,70.682375E-6,72.582607E-6,74.525992E-6,76.513215E-6,78.544966E-6,80.621934E-6,82.744813E-6,84.914295E-6,87.131077E-6,89.395854E-6,91.709324E-6,94.072186E-6,96.485139E-6,98.948882E-6,101.46412E-6,104.03154E-6,106.65185E-6,109.32575E-6,112.05395E-6,114.83712E-6
382E-3,11.916713E-6,12.293518E-6,12.681703E-6,13.081581E-6,13.493472E-6,13.917702E-6,14.354606E-6,14.804525E-6,15.267807E-6,15.744807E-6,16.235888E-6,16.741421E-6,17.261782E-6,17.797357E-6,18.348538E-6,18.915726E-6,19.499328E-6,20.099759E-6,20.717442E-6,21.352807E-6,22.006291E-6,22.678342E-6,23.369410E-6,24.079958E-6,24.810452E-6,25.561370E-6,26.333193E-6,27.126413E-6,27.941527E-6,28.779041E-6,29.639467E-6,30.523325E-6,31.431142E-6,32.363453E-6,33.320797E-6,34.303724E-6,35.312788E-6,36.348549E-6,37.411577E-6,38.502446E-6,39.621736E-6,40.770035E-6,41.947936E-6,43.156038E-6,44.394947E-6,45.665272E-6,46.967629E-6,48.302642E-6,49.670936E-6,51.073143E-6,52.509901E-6,53.981850E-6,55.489637E-6,57.033911E-6,58.615329E-6,60.234548E-6,61.892232E-6,63.589045E-6,65.325658E-6,67.102744E-6,68.920979E-6,70.781042E-6,72.683615E-6,74.629381E-6,76.619028E-6,78.653244E-6,80.732719E-6,82.858148E-6,85.030223E-6,87.249640E-6,89.517096E-6,91.833288E-6,94.198916E-6,96.614678E-6,99.081275E-6,101.59941E-6,104.16977E-6,106.79307E-6,109.47000E-6,112.20127E-6,114.98757E-6
384E-3,11.935530E-6,12.312908E-6,12.701683E-6,13.102167E-6,13.514681E-6,13.939552E-6,14.377115E-6,14.827710E-6,15.291686E-6,15.769400E-6,16.261214E-6,16.767499E-6,17.288633E-6,17.825002E-6,18.376998E-6,18.945021E-6,19.529481E-6,20.130792E-6,20.749378E-6,21.385669E-6,22.040104E-6,22.713128E-6,23.405196E-6,24.116767E-6,24.848311E-6,25.600303E-6,26.373228E-6,27.167577E-6,27.983847E-6,28.822544E-6,29.684182E-6,30.569281E-6,31.478368E-6,32.411978E-6,33.370652E-6,34.354939E-6,35.365394E-6,36.402578E-6,37.467060E-6,38.559416E-6,39.680225E-6,40.830077E-6,42.009564E-6,43.219286E-6,44.459849E-6,45.731864E-6,47.035946E-6,48.372719E-6,49.742810E-6,51.146850E-6,52.585477E-6,54.059334E-6,55.569065E-6,57.115323E-6,58.698761E-6,60.320040E-6,61.979822E-6,63.678774E-6,65.417565E-6,67.196869E-6,69.017362E-6,70.879724E-6,72.784636E-6,74.732784E-6,76.724853E-6,78.761534E-6,80.843516E-6,82.971493E-6,85.146160E-6,87.368211E-6,89.638345E-6,91.957258E-6,94.325650E-6,96.744221E-6,99.213669E-6,101.73470E-6,104.30800E-6,106.93429E-6,109.61425E-6,112.34859E-6,115.13802E-6
386E-3,11.954358E-6,12.332310E-6,12.721675E-6,13.122765E-6,13.535903E-6,13.961414E-6,14.399635E-6,14.850906E-6,15.315578E-6,15.794005E-6,16.286553E-6,16.793591E-6,17.315498E-6,17.852660E-6,18.405471E-6,18.974331E-6,19.559649E-6,20.161841E-6,20.781330E-6,21.418548E-6,22.073933E-6,22.747931E-6,23.440998E-6,24.153593E-6,24.886186E-6,25.639255E-6,26.413281E-6,27.208759E-6,28.026185E-6,28.866066E-6,29.728916E-6,30.615256E-6,31.525613E-6,32.460523E-6,33.420527E-6,34.406174E-6,35.418020E-6,36.456626E-6,37.522563E-6,38.616405E-6,39.738734E-6,40.890139E-6,42.071212E-6,43.282554E-6,44.524772E-6,45.798476E-6,47.104283E-6,48.442817E-6,49.814704E-6,51.220577E-6,52.661074E-6,54.136837E-6,55.648513E-6,57.196753E-6,58.782213E-6,60.405551E-6,62.067431E-6,63.768521E-6,65.509489E-6,67.291011E-6,69.113762E-6,70.978422E-6,72.885674E-6,74.836201E-6,76.830693E-6,78.869837E-6,80.954325E-6,83.084851E-6,85.262108E-6,87.486793E-6,89.759603E-6,92.081236E-6,94.452391E-6,96.873768E-6,99.346068E-6,101.86999E-6,104.44624E-6,107.07550E-6,109.75850E-6,112.49591E-6,115.28845E-6
388E-3,11.973197E-6,12.351723E-6,12.741678E-6,13.143375E-6,13.557136E-6,13.983289E-6,14.422168E-6,14.874116E-6,15.339483E-6,15.818624E-6,16.311905E-6,16.819696E-6,17.342377E-6,17.880334E-6,18.433960E-6,19.003656E-6,19.589833E-6,20.192905E-6,20.813298E-6,21.451442E-6,22.107778E-6,22.782751E-6,23.476817E-6,24.190436E-6,24.924080E-6,25.678224E-6,26.453353E-6,27.249959E-6,28.068541E-6,28.909607E-6,29.773670E-6,30.661250E-6,31.572878E-6,32.509087E-6,33.470421E-6,34.457428E-6,35.470666E-6,36.510695E-6,37.578086E-6,38.673415E-6,39.797264E-6,40.950221E-6,42.132881E-6,43.345844E-6,44.589716E-6,45.865109E-6,47.172641E-6,48.512935E-6,49.886619E-6,51.294325E-6,52.736691E-6,54.214361E-6,55.727981E-6,57.278204E-6,58.865684E-6,60.491081E-6,62.155060E-6,63.858286E-6,65.601432E-6,67.385170E-6,69.210179E-6,71.077137E-6,72.986727E-6,74.939635E-6,76.936547E-6,78.978155E-6,81.065148E-6,83.198221E-6,85.378067E-6,87.605385E-6,89.880870E-6,92.205222E-6,94.579139E-6,97.003322E-6,99.478471E-6,102.00529E-6,104.58447E-6,107.21672E-6,109.90274E-6,112.64323E-6,115.43888E-6
390E-3,11.992047E-6,12.371147E-6,12.761692E-6,13.163996E-6,13.578381E-6,14.005175E-6,14.444713E-6,14.897339E-6,15.363401E-6,15.843257E-6,16.337271E-6,16.845816E-6,17.369271E-6,17.908022E-6,18.462463E-6,19.032996E-6,19.620032E-6,20.223985E-6,20.845282E-6,21.484353E-6,22.141640E-6,22.817588E-6,23.512653E-6,24.227297E-6,24.961991E-6,25.717211E-6,26.493442E-6,27.291178E-6,28.110917E-6,28.953167E-6,29.818442E-6,30.707264E-6,31.620162E-6,32.557672E-6,33.520335E-6,34.508703E-6,35.523332E-6,36.564784E-6,37.633631E-6,38.730447E-6,39.855815E-6,41.010325E-6,42.194571E-6,43.409154E-6,44.654681E-6,45.931764E-6,47.241021E-6,48.583075E-6,49.958555E-6,51.368093E-6,52.812330E-6,54.291906E-6,55.807471E-6,57.359675E-6,58.949175E-6,60.576632E-6,62.242708E-6,63.948072E-6,65.693394E-6,67.479349E-6,69.306614E-6,71.175869E-6,73.087798E-6,75.043085E-6,77.042418E-6,79.086487E-6,81.175985E-6,83.311604E-6,85.494040E-6,87.723989E-6,90.002148E-6,92.329218E-6,94.705896E-6,97.132884E-6,99.610881E-6,102.14059E-6,104.72271E-6,107.35794E-6,110.04698E-6,112.79054E-6,115.58931E-6
392E-3,12.010908E-6,12.390583E-6,12.781718E-6,13.184630E-6,13.599639E-6,14.027074E-6,14.467272E-6,14.920574E-6,15.387332E-6,15.867903E-6,16.362652E-6,16.871950E-6,17.396179E-6,17.935724E-6,18.490981E-6,19.062352E-6,19.650246E-6,20.255081E-6,20.877282E-6,21.517281E-6,22.175519E-6,22.852442E-6,23.548507E-6,24.264176E-6,24.999920E-6,25.756216E-6,26.533550E-6,27.332415E-6,28.153311E-6,28.996746E-6,29.863234E-6,30.753298E-6,31.667466E-6,32.606276E-6,33.570270E-6,34.559999E-6,35.576020E-6,36.618895E-6,37.689196E-6,38.787499E-6,39.914388E-6,41.070450E-6,42.256283E-6,43.472486E-6,44.719668E-6,45.998441E-6,47.309422E-6,48.653237E-6,50.030513E-6,51.441884E-6,52.887990E-6,54.369473E-6,55.886981E-6,57.441167E-6,59.032688E-6,60.662203E-6,62.330377E-6,64.037877E-6,65.785376E-6,67.573547E-6,69.403068E-6,71.274620E-6,73.188886E-6,75.146552E-6,77.148305E-6,79.194837E-6,81.286838E-6,83.425002E-6,85.610026E-6,87.842606E-6,90.123439E-6,92.453225E-6,94.832663E-6,97.262454E-6,99.743298E-6,102.27590E-6,104.86095E-6,107.49916E-6,110.19123E-6,112.93786E-6,115.73974E-6
394E-3,12.029780E-6,12.410030E-6,12.801756E-6,13.205276E-6,13.620909E-6,14.048986E-6,14.489843E-6,14.943823E-6,15.411277E-6,15.892563E-6,16.388046E-6,16.898099E-6,17.423102E-6,17.963442E-6,18.519515E-6,19.091723E-6,19.680477E-6,20.286193E-6,20.909299E-6,21.550226E-6,22.209414E-6,22.887314E-6,23.584379E-6,24.301073E-6,25.037867E-6,25.795240E-6,26.573677E-6,27.373672E-6,28.195725E-6,29.040345E-6,29.908046E-6,30.799352E-6,31.714791E-6,32.654902E-6,33.620226E-6,34.611316E-6,35.628728E-6,36.673027E-6,37.744783E-6,38.844574E-6,39.972982E-6,41.130598E-6,42.318017E-6,43.535841E-6,44.784678E-6,46.065140E-6,47.377846E-6,48.723421E-6,50.102493E-6,51.515697E-6,52.963672E-6,54.447062E-6,55.966514E-6,57.522682E-6,59.116222E-6,60.747796E-6,62.418067E-6,64.127704E-6,65.877378E-6,67.667765E-6,69.499542E-6,71.373391E-6,73.289994E-6,75.250038E-6,77.254211E-6,79.303203E-6,81.397707E-6,83.538416E-6,85.726027E-6,87.961236E-6,90.244742E-6,92.577244E-6,94.959441E-6,97.392034E-6,99.875724E-6,102.41121E-6,104.99920E-6,107.64039E-6,110.33548E-6,113.08517E-6,115.89017E-6
