time (s),VT("/out") -  VDC("/out") (V)
1.1000E-6,-6.0051991E-3
1.1005E-6,-5.7698778E-3
1.1010E-6,-5.5397169E-3
1.1015E-6,-5.2984114E-3
1.1020E-6,-5.0373038E-3
1.1025E-6,-4.7792362E-3
1.1030E-6,-4.5309657E-3
1.1035E-6,-4.2710154E-3
1.1040E-6,-4.0211731E-3
1.1045E-6,-3.7590416E-3
1.1050E-6,-3.4835321E-3
1.1055E-6,-3.2086906E-3
1.1060E-6,-2.9292197E-3
1.1065E-6,-2.6476410E-3
1.1070E-6,-2.3622525E-3
1.1075E-6,-2.0748248E-3
1.1080E-6,-1.7850252E-3
1.1085E-6,-1.4943249E-3
1.1090E-6,-1.2022916E-3
1.1095E-6,-908.87215E-6
1.1100E-6,-614.38071E-6
1.1105E-6,-319.34657E-6
1.1110E-6,-23.882956E-6
1.1115E-6,271.56374E-6
1.1120E-6,565.83717E-6
1.1125E-6,859.43043E-6
1.1130E-6,1.1527635E-3
1.1135E-6,1.4445765E-3
1.1140E-6,1.7350019E-3
1.1145E-6,2.0221973E-3
1.1150E-6,2.3072660E-3
1.1155E-6,2.5909083E-3
1.1160E-6,2.8713448E-3
1.1165E-6,3.1481289E-3
1.1170E-6,3.4214311E-3
1.1175E-6,3.6917685E-3
1.1180E-6,3.9579102E-3
1.1185E-6,4.2200132E-3
1.1190E-6,4.4764697E-3
1.1195E-6,4.7282340E-3
1.1200E-6,4.9758742E-3
1.1205E-6,5.2178697E-3
1.1210E-6,5.4545484E-3
1.1215E-6,5.6844390E-3
1.1220E-6,5.9083918E-3
1.1225E-6,6.1268441E-3
1.1230E-6,6.3385088E-3
1.1235E-6,6.5436520E-3
1.1240E-6,6.7418294E-3
1.1245E-6,6.9329369E-3
1.1250E-6,7.1167235E-3
1.1255E-6,7.2914209E-3
1.1260E-6,7.4586427E-3
1.1265E-6,7.6194228E-3
1.1270E-6,7.7715385E-3
1.1275E-6,7.9157804E-3
1.1280E-6,8.0515549E-3
1.1285E-6,8.1789230E-3
1.1290E-6,8.2969769E-3
1.1295E-6,8.4955686E-3
1.1300E-6,8.6469718E-3
1.1305E-6,8.7183174E-3
1.1310E-6,8.8134870E-3
1.1315E-6,8.8839576E-3
1.1320E-6,8.8571759E-3
1.1325E-6,8.8595105E-3
1.1330E-6,8.9301507E-3
1.1335E-6,8.9554421E-3
1.1340E-6,8.9879947E-3
1.1345E-6,9.0033804E-3
1.1350E-6,9.0128877E-3
1.1355E-6,9.0112677E-3
1.1360E-6,9.0009498E-3
1.1365E-6,8.9808199E-3
1.1370E-6,8.9514207E-3
1.1375E-6,8.9125416E-3
1.1380E-6,8.8643357E-3
1.1385E-6,8.8068022E-3
1.1390E-6,8.7400258E-3
1.1395E-6,8.6640661E-3
1.1400E-6,8.5790086E-3
1.1405E-6,8.4849407E-3
1.1410E-6,8.3819632E-3
1.1415E-6,8.2701843E-3
1.1420E-6,8.1497226E-3
1.1425E-6,8.0207052E-3
1.1430E-6,7.8829347E-3
1.1435E-6,7.7367930E-3
1.1440E-6,7.5828243E-3
1.1445E-6,7.4207450E-3
1.1450E-6,7.2509335E-3
1.1455E-6,7.0734733E-3
1.1460E-6,6.8885966E-3
1.1465E-6,6.6958863E-3
1.1470E-6,6.4960282E-3
1.1475E-6,6.2898148E-3
1.1480E-6,6.0767631E-3
1.1485E-6,5.8574235E-3
1.1490E-6,5.6314263E-3
1.1495E-6,5.3993651E-3
1.1500E-6,5.1619324E-3
1.1505E-6,4.9189199E-3
1.1510E-6,4.6707977E-3
1.1515E-6,4.4177293E-3
1.1520E-6,4.1590902E-3
1.1525E-6,3.8958849E-3
1.1530E-6,3.6293198E-3
1.1535E-6,3.3585829E-3
1.1540E-6,3.0840193E-3
1.1545E-6,2.8059137E-3
1.1550E-6,2.5251695E-3
1.1555E-6,2.2416124E-3
1.1560E-6,1.9557609E-3
1.1565E-6,1.6669737E-3
1.1570E-6,1.3762119E-3
1.1575E-6,1.0846187E-3
1.1580E-6,791.59133E-6
1.1585E-6,497.32755E-6
1.1590E-6,202.23532E-6
1.1595E-6,-92.690780E-6
1.1600E-6,-387.69532E-6
1.1605E-6,-682.74943E-6
1.1610E-6,-977.36077E-6
1.1615E-6,-1.2705624E-3
1.1620E-6,-1.5625942E-3
1.1625E-6,-1.8534180E-3
1.1630E-6,-2.1425530E-3
1.1635E-6,-2.4290510E-3
1.1640E-6,-2.7131479E-3
1.1645E-6,-2.9947832E-3
1.1650E-6,-3.2735058E-3
1.1655E-6,-3.5484125E-3
1.1660E-6,-3.8197192E-3
1.1665E-6,-4.0869036E-3
1.1670E-6,-4.3505164E-3
1.1675E-6,-4.6096976E-3
1.1680E-6,-4.8634333E-3
1.1685E-6,-5.1122668E-3
1.1690E-6,-5.3559104E-3
1.1695E-6,-5.5941012E-3
1.1700E-6,-5.8260858E-3
1.1705E-6,-6.0520080E-3
1.1710E-6,-6.2714478E-3
1.1715E-6,-6.4842574E-3
1.1720E-6,-6.6901726E-3
1.1725E-6,-6.8899296E-3
1.1730E-6,-7.0824528E-3
1.1735E-6,-7.2666067E-3
1.1740E-6,-7.4434263E-3
1.1745E-6,-7.6121525E-3
1.1750E-6,-7.7728730E-3
1.1755E-6,-7.9256598E-3
1.1760E-6,-8.0701204E-3
1.1765E-6,-8.2056612E-3
1.1770E-6,-8.3326266E-3
1.1775E-6,-8.4506554E-3
1.1780E-6,-8.5597285E-3
1.1785E-6,-8.6596812E-3
1.1790E-6,-8.7504308E-3
1.1795E-6,-8.8318706E-3
1.1800E-6,-8.9039196E-3
1.1805E-6,-8.9664991E-3
1.1810E-6,-9.0195442E-3
1.1815E-6,-9.0629982E-3
1.1820E-6,-9.0968153E-3
1.1825E-6,-9.1209598E-3
1.1830E-6,-9.1354061E-3
1.1835E-6,-9.1401390E-3
1.1840E-6,-9.1351534E-3
1.1845E-6,-9.1204546E-3
1.1850E-6,-9.0960581E-3
1.1855E-6,-9.0619898E-3
1.1860E-6,-9.0182857E-3
1.1865E-6,-8.9649920E-3
1.1870E-6,-8.9021650E-3
1.1875E-6,-8.8298712E-3
1.1880E-6,-8.7481871E-3
1.1885E-6,-8.6571990E-3
1.1890E-6,-8.5570031E-3
1.1895E-6,-8.4477054E-3
1.1900E-6,-8.3294215E-3
1.1905E-6,-8.2022765E-3
1.1910E-6,-8.0664047E-3
1.1915E-6,-7.9219500E-3
1.1920E-6,-7.7690650E-3
1.1925E-6,-7.6079114E-3
1.1930E-6,-7.4386597E-3
1.1935E-6,-7.2614888E-3
1.1940E-6,-7.0378342E-3
1.1945E-6,-6.8262296E-3
1.1950E-6,-6.6396349E-3
1.1955E-6,-6.4310778E-3
1.1960E-6,-6.2545227E-3
1.1965E-6,-6.0518241E-3
1.1970E-6,-5.8175004E-3
1.1975E-6,-5.5887118E-3
1.1980E-6,-5.3485283E-3
1.1985E-6,-5.0876155E-3
1.1990E-6,-4.8301119E-3
1.1995E-6,-4.5831683E-3
1.2000E-6,-4.3241111E-3
1.2005E-6,-4.0760844E-3
1.2010E-6,-3.8152220E-3
1.2015E-6,-3.5402936E-3
1.2020E-6,-3.2662650E-3
1.2025E-6,-2.9874070E-3
1.2030E-6,-2.7064415E-3
1.2035E-6,-2.4215769E-3
1.2040E-6,-2.1346226E-3
1.2045E-6,-1.8449876E-3
1.2050E-6,-1.5545515E-3
1.2055E-6,-1.2629395E-3
1.2060E-6,-969.77487E-6
1.2065E-6,-675.53778E-6
1.2070E-6,-380.60620E-6
1.2075E-6,-85.149186E-6
1.2080E-6,210.34132E-6
1.2085E-6,504.72994E-6
1.2090E-6,798.49983E-6
1.2095E-6,1.0920753E-3
1.2100E-6,1.3841942E-3
1.2105E-6,1.6749897E-3
1.2110E-6,1.9626159E-3
1.2115E-6,2.2481781E-3
1.2120E-6,2.5323777E-3
1.2125E-6,2.8134326E-3
1.2130E-6,3.0908934E-3
1.2135E-6,3.3649319E-3
1.2140E-6,3.6360671E-3
1.2145E-6,3.9030643E-3
1.2150E-6,4.1660810E-3
1.2155E-6,4.4235011E-3
1.2160E-6,4.6762843E-3
1.2165E-6,4.9250029E-3
1.2170E-6,5.1681278E-3
1.2175E-6,5.4059893E-3
1.2180E-6,5.6380634E-3
1.2185E-6,5.8642310E-3
1.2190E-6,6.0824979E-3
1.2195E-6,6.2945115E-3
1.2200E-6,6.5013356E-3
1.2205E-6,6.7006483E-3
1.2210E-6,6.8932140E-3
1.2215E-6,7.0783769E-3
1.2220E-6,7.2561508E-3
1.2225E-6,7.4262506E-3
1.2230E-6,7.5885415E-3
1.2235E-6,7.7411393E-3
1.2240E-6,7.8858546E-3
1.2245E-6,8.0237978E-3
1.2250E-6,8.1526008E-3
1.2255E-6,8.2731575E-3
1.2260E-6,8.3848629E-3
1.2265E-6,8.4878202E-3
1.2270E-6,8.5818179E-3
1.2275E-6,8.6668043E-3
1.2280E-6,8.7426674E-3
1.2285E-6,8.8093371E-3
1.2290E-6,8.8659210E-3
1.2295E-6,8.9133842E-3
1.2300E-6,8.9522564E-3
1.2305E-6,8.9813682E-3
1.2310E-6,9.0012119E-3
1.2315E-6,9.0115240E-3
1.2320E-6,9.0124059E-3
1.2325E-6,9.0038048E-3
1.2330E-6,8.9857537E-3
1.2335E-6,8.9582607E-3
1.2340E-6,8.9213600E-3
1.2345E-6,8.8750881E-3
1.2350E-6,8.8194951E-3
1.2355E-6,8.7546394E-3
1.2360E-6,8.6805897E-3
1.2365E-6,8.5974242E-3
1.2370E-6,8.5052310E-3
1.2375E-6,8.4041074E-3
1.2380E-6,8.2941605E-3
1.2385E-6,8.1755065E-3
1.2390E-6,8.0482708E-3
1.2395E-6,7.9125881E-3
1.2400E-6,7.7686018E-3
1.2405E-6,7.6164641E-3
1.2410E-6,7.4553919E-3
1.2415E-6,7.2864759E-3
1.2420E-6,7.1107336E-3
1.2425E-6,6.9271288E-3
1.2430E-6,6.7364221E-3
1.2435E-6,6.5385527E-3
1.2440E-6,6.3333362E-3
1.2445E-6,6.1213082E-3
1.2450E-6,5.9032456E-3
1.2455E-6,5.6787828E-3
1.2460E-6,5.4484336E-3
1.2465E-6,5.2123135E-3
1.2470E-6,4.9707316E-3
1.2475E-6,4.7227625E-3
1.2480E-6,4.4696847E-3
1.2485E-6,4.2128518E-3
1.2490E-6,3.9511378E-3
1.2495E-6,3.6850533E-3
1.2500E-6,3.4147845E-3
1.2505E-6,3.1412222E-3
1.2510E-6,2.8642053E-3
1.2515E-6,2.5842358E-3
1.2520E-6,2.3007096E-3
1.2525E-6,2.0145466E-3
1.2530E-6,1.7268476E-3
1.2535E-6,1.4370518E-3
1.2540E-6,1.1453442E-3
1.2545E-6,852.13059E-6
1.2550E-6,558.38524E-6
1.2555E-6,263.87886E-6
1.2560E-6,-30.826410E-6
1.2565E-6,-326.43795E-6
1.2570E-6,-621.92500E-6
1.2575E-6,-916.07938E-6
1.2580E-6,-1.2095783E-3
1.2585E-6,-1.5021847E-3
1.2590E-6,-1.7935071E-3
1.2595E-6,-2.0825452E-3
1.2600E-6,-2.3695578E-3
1.2605E-6,-2.6539790E-3
1.2610E-6,-2.9364635E-3
1.2615E-6,-3.2160402E-3
1.2620E-6,-3.4915759E-3
1.2625E-6,-3.7637051E-3
1.2630E-6,-4.0321499E-3
1.2635E-6,-4.2965893E-3
1.2640E-6,-4.5561441E-3
1.2645E-6,-4.8110181E-3
1.2650E-6,-5.0607193E-3
1.2655E-6,-5.3057081E-3
1.2660E-6,-5.5452280E-3
1.2665E-6,-5.7783809E-3
1.2670E-6,-6.0056212E-3
1.2675E-6,-6.2263827E-3
1.2680E-6,-6.4410509E-3
1.2685E-6,-6.6490005E-3
1.2690E-6,-6.8495232E-3
1.2695E-6,-7.0429345E-3
1.2700E-6,-7.2287846E-3
1.2705E-6,-7.4069911E-3
1.2710E-6,-7.5773123E-3
1.2715E-6,-7.7395929E-3
1.2720E-6,-7.8944656E-3
1.2725E-6,-8.0409842E-3
1.2730E-6,-8.1781728E-3
1.2735E-6,-8.3070210E-3
1.2740E-6,-8.4268644E-3
1.2745E-6,-8.5378220E-3
1.2750E-6,-8.6396622E-3
1.2755E-6,-8.7323305E-3
1.2760E-6,-8.8157041E-3
1.2765E-6,-8.8897064E-3
1.2770E-6,-8.9542537E-3
1.2775E-6,-9.0092803E-3
1.2780E-6,-9.0547268E-3
1.2785E-6,-9.0905458E-3
1.2790E-6,-9.1166991E-3
1.2795E-6,-9.1331591E-3
1.2800E-6,-9.1399084E-3
1.2805E-6,-9.1369399E-3
1.2810E-6,-9.1242567E-3
1.2815E-6,-9.1018722E-3
1.2820E-6,-9.0698101E-3
1.2825E-6,-9.0281043E-3
1.2830E-6,-8.9767990E-3
1.2835E-6,-8.9159482E-3
1.2840E-6,-8.8456165E-3
1.2845E-6,-8.7658782E-3
1.2850E-6,-8.6768176E-3
1.2855E-6,-8.5785288E-3
1.2860E-6,-8.4711159E-3
1.2865E-6,-8.3546924E-3
1.2870E-6,-8.2293814E-3
1.2875E-6,-8.0953155E-3
1.2880E-6,-7.9526363E-3
1.2885E-6,-7.8014949E-3
1.2890E-6,-7.6420510E-3
1.2895E-6,-7.4744732E-3
1.2900E-6,-7.2563027E-3
1.2905E-6,-7.0515977E-3
1.2910E-6,-6.8747912E-3
1.2915E-6,-6.6743251E-3
1.2920E-6,-6.5098806E-3
1.2925E-6,-6.3170499E-3
1.2930E-6,-6.0895534E-3
1.2935E-6,-5.8685853E-3
1.2940E-6,-5.6353259E-3
1.2945E-6,-5.3780768E-3
1.2950E-6,-5.1253134E-3
1.2955E-6,-4.8855061E-3
1.2960E-6,-4.6320099E-3
1.2965E-6,-4.3970371E-3
1.2970E-6,-4.1109982E-3
1.2975E-6,-3.8580272E-3
1.2980E-6,-3.5836166E-3
1.2985E-6,-3.3213097E-3
1.2990E-6,-3.0470197E-3
1.2995E-6,-2.7641272E-3
1.3000E-6,-2.4807991E-3
1.3005E-6,-2.1945347E-3
1.3010E-6,-1.9065399E-3
1.3015E-6,-1.6156766E-3
1.3020E-6,-1.3234949E-3
1.3025E-6,-1.0305510E-3
1.3030E-6,-736.87151E-6
1.3035E-6,-441.88778E-6
1.3040E-6,-146.68035E-6
1.3045E-6,148.55175E-6
1.3050E-6,443.32250E-6
1.3055E-6,737.93291E-6
1.3060E-6,1.0316196E-3
1.3065E-6,1.3233823E-3
1.3070E-6,1.6136448E-3
1.3075E-6,1.9028572E-3
1.3080E-6,2.1897545E-3
1.3085E-6,2.4744787E-3
1.3090E-6,2.7552310E-3
1.3095E-6,3.0330885E-3
1.3100E-6,3.3087261E-3
1.3105E-6,3.5804151E-3
1.3110E-6,3.8477419E-3
1.3115E-6,4.1108605E-3
1.3120E-6,4.3702581E-3
1.3125E-6,4.6247609E-3
1.3130E-6,4.8745171E-3
1.3135E-6,5.1180294E-3
1.3140E-6,5.3561805E-3
1.3145E-6,5.5894833E-3
1.3150E-6,5.8165278E-3
1.3155E-6,6.0376134E-3
1.3160E-6,6.2514092E-3
1.3165E-6,6.4586758E-3
1.3170E-6,6.6597884E-3
1.3175E-6,6.8535913E-3
1.3180E-6,7.0403167E-3
1.3185E-6,7.2195645E-3
1.3190E-6,7.3912391E-3
1.3195E-6,7.5551154E-3
1.3200E-6,7.7097072E-3
1.3205E-6,7.8563665E-3
1.3210E-6,7.9959405E-3
1.3215E-6,8.1265628E-3
1.3220E-6,8.2488920E-3
1.3225E-6,8.3624295E-3
1.3230E-6,8.4672263E-3
1.3235E-6,8.5630924E-3
1.3240E-6,8.6499630E-3
1.3245E-6,8.7277293E-3
1.3250E-6,8.7963170E-3
1.3255E-6,8.8556498E-3
1.3260E-6,8.9056668E-3
1.3265E-6,8.9453507E-3
1.3270E-6,8.9758885E-3
1.3275E-6,8.9979328E-3
1.3280E-6,9.0100943E-3
1.3285E-6,9.0129932E-3
1.3290E-6,9.0063330E-3
1.3295E-6,8.9902568E-3
1.3300E-6,8.9647186E-3
1.3305E-6,8.9297745E-3
1.3310E-6,8.8854480E-3
1.3315E-6,8.8317921E-3
1.3320E-6,8.7688609E-3
1.3325E-6,8.6967221E-3
1.3330E-6,8.6154514E-3
1.3335E-6,8.5251350E-3
1.3340E-6,8.4258684E-3
1.3345E-6,8.3177565E-3
1.3350E-6,8.2009137E-3
1.3355E-6,8.0754634E-3
1.3360E-6,7.9415385E-3
1.3365E-6,7.7992804E-3
1.3370E-6,7.6488397E-3
1.3375E-6,7.4903754E-3
1.3380E-6,7.3227881E-3
1.3385E-6,7.1475375E-3
1.3390E-6,6.9659142E-3
1.3395E-6,6.7764370E-3
1.3400E-6,6.5800819E-3
1.3405E-6,6.3766969E-3
1.3410E-6,6.1661125E-3
1.3415E-6,5.9488805E-3
1.3420E-6,5.7258268E-3
1.3425E-6,5.4965439E-3
1.3430E-6,5.2615726E-3
1.3435E-6,5.0210231E-3
1.3440E-6,4.7752137E-3
1.3445E-6,4.5231718E-3
1.3450E-6,4.2662291E-3
1.3455E-6,4.0057875E-3
1.3460E-6,3.7406626E-3
1.3465E-6,3.4713847E-3
1.3470E-6,3.1981390E-3
1.3475E-6,2.9218385E-3
1.3480E-6,2.6423092E-3
1.3485E-6,2.3600629E-3
1.3490E-6,2.0744798E-3
1.3495E-6,1.7864963E-3
1.3500E-6,1.4972290E-3
1.3505E-6,1.2061015E-3
1.3510E-6,913.30317E-6
1.3515E-6,619.24110E-6
1.3520E-6,324.89780E-6
1.3525E-6,30.037934E-6
1.3530E-6,-265.31474E-6
1.3535E-6,-560.66601E-6
1.3540E-6,-855.04971E-6
1.3545E-6,-1.1487030E-3
1.3550E-6,-1.4415945E-3
1.3555E-6,-1.7332363E-3
1.3560E-6,-2.0226710E-3
1.3565E-6,-2.3101375E-3
1.3570E-6,-2.5955837E-3
1.3575E-6,-2.8785463E-3
1.3580E-6,-3.1581034E-3
1.3585E-6,-3.4344795E-3
1.3590E-6,-3.7071406E-3
1.3595E-6,-3.9766685E-3
1.3600E-6,-4.2421691E-3
1.3605E-6,-4.5025909E-3
1.3610E-6,-4.7585060E-3
1.3615E-6,-5.0096281E-3
1.3620E-6,-5.2556778E-3
1.3625E-6,-5.4958642E-3
1.3630E-6,-5.7303486E-3
1.3635E-6,-5.9586900E-3
1.3640E-6,-6.1807367E-3
1.3645E-6,-6.3962120E-3
1.3650E-6,-6.6059347E-3
1.3655E-6,-6.8087319E-3
1.3660E-6,-7.0033749E-3
1.3665E-6,-7.1910011E-3
1.3670E-6,-7.3707872E-3
1.3675E-6,-7.5428338E-3
1.3680E-6,-7.7072501E-3
1.3685E-6,-7.8635836E-3
1.3690E-6,-8.0111675E-3
1.3695E-6,-8.1504081E-3
1.3700E-6,-8.2808966E-3
1.3705E-6,-8.4026166E-3
1.3710E-6,-8.5153829E-3
1.3715E-6,-8.6191025E-3
1.3720E-6,-8.7136535E-3
1.3725E-6,-8.7989416E-3
1.3730E-6,-8.8748739E-3
1.3735E-6,-8.9413715E-3
1.3740E-6,-8.9983633E-3
1.3745E-6,-9.0457895E-3
1.3750E-6,-9.0835997E-3
1.3755E-6,-9.1117539E-3
1.3760E-6,-9.1302225E-3
1.3765E-6,-9.1389859E-3
1.3770E-6,-9.1380347E-3
1.3775E-6,-9.1273701E-3
1.3780E-6,-9.1070033E-3
1.3785E-6,-9.0769558E-3
1.3790E-6,-9.0372594E-3
1.3795E-6,-8.9879561E-3
1.3800E-6,-8.9290980E-3
1.3805E-6,-8.8607474E-3
1.3810E-6,-8.7829766E-3
1.3815E-6,-8.6958677E-3
1.3820E-6,-8.5995129E-3
1.3825E-6,-8.4940141E-3
1.3830E-6,-8.3794829E-3
1.3835E-6,-8.2560403E-3
1.3840E-6,-8.1238170E-3
1.3845E-6,-7.9829527E-3
1.3850E-6,-7.8335964E-3
1.3855E-6,-7.6759060E-3
1.3860E-6,-7.5100483E-3
1.3865E-6,-7.3361987E-3
1.3870E-6,-7.1545410E-3
1.3875E-6,-6.9652674E-3
1.3880E-6,-6.7322173E-3
1.3885E-6,-6.5105684E-3
1.3890E-6,-6.3123712E-3
1.3895E-6,-6.0934342E-3
1.3900E-6,-5.8745768E-3
1.3905E-6,-5.6464842E-3
1.3910E-6,-5.4394247E-3
1.3915E-6,-5.2125602E-3
1.3920E-6,-4.9587132E-3
1.3925E-6,-4.7095721E-3
1.3930E-6,-4.4507866E-3
1.3935E-6,-4.1904694E-3
1.3940E-6,-3.9247012E-3
1.3945E-6,-3.6544566E-3
1.3950E-6,-3.3804775E-3
1.3955E-6,-3.0978010E-3
1.3960E-6,-2.8156404E-3
1.3965E-6,-2.5352170E-3
1.3970E-6,-2.2499252E-3
1.3975E-6,-1.9654926E-3
1.3980E-6,-1.6768543E-3
1.3985E-6,-1.3842999E-3
1.3990E-6,-1.0912725E-3
1.3995E-6,-797.51919E-6
1.4000E-6,-503.20670E-6
1.4005E-6,-207.63000E-6
1.4010E-6,87.826980E-6
1.4015E-6,383.34949E-6
1.4020E-6,677.03613E-6
1.4025E-6,970.01407E-6
1.4030E-6,1.2629932E-3
1.4035E-6,1.5541602E-3
1.4040E-6,1.8430157E-3
1.4045E-6,2.1297536E-3
1.4050E-6,2.4149236E-3
1.4055E-6,2.6972260E-3
1.4060E-6,2.9768256E-3
1.4065E-6,3.2519579E-3
1.4070E-6,3.5236770E-3
1.4075E-6,3.7926318E-3
1.4080E-6,4.0571418E-3
1.4085E-6,4.3168172E-3
1.4090E-6,4.5717993E-3
1.4095E-6,4.8225505E-3
1.4100E-6,5.0679437E-3
1.4105E-6,5.3081193E-3
1.4110E-6,5.5426377E-3
1.4115E-6,5.7700086E-3
1.4120E-6,5.9913568E-3
1.4125E-6,6.2074898E-3
1.4130E-6,6.4165782E-3
1.4135E-6,6.6191432E-3
1.4140E-6,6.8138957E-3
1.4145E-6,7.0015496E-3
1.4150E-6,7.1823863E-3
1.4155E-6,7.3554108E-3
1.4160E-6,7.5208127E-3
1.4165E-6,7.6782444E-3
1.4170E-6,7.8276195E-3
1.4175E-6,7.9687428E-3
1.4180E-6,8.1014825E-3
1.4185E-6,8.2256901E-3
1.4190E-6,8.3412379E-3
1.4195E-6,8.4463705E-3
1.4200E-6,8.5429481E-3
1.4205E-6,8.6320726E-3
1.4210E-6,8.7114210E-3
1.4215E-6,8.7819423E-3
1.4220E-6,8.8430831E-3
1.4225E-6,8.8950009E-3
1.4230E-6,8.9375377E-3
1.4235E-6,8.9706963E-3
1.4240E-6,8.9944195E-3
1.4245E-6,9.0086925E-3
1.4250E-6,9.0134955E-3
1.4255E-6,9.0088254E-3
1.4260E-6,8.9946864E-3
1.4265E-6,8.9710938E-3
1.4270E-6,8.9380723E-3
1.4275E-6,8.8956569E-3
1.4280E-6,8.8438925E-3
1.4285E-6,8.7828338E-3
1.4290E-6,8.7125454E-3
1.4295E-6,8.6331016E-3
1.4300E-6,8.5445865E-3
1.4305E-6,8.4470935E-3
1.4310E-6,8.3407259E-3
1.4315E-6,8.2255960E-3
1.4320E-6,8.1018258E-3
1.4325E-6,7.9695459E-3
1.4330E-6,7.8288964E-3
1.4335E-6,7.6800259E-3
1.4340E-6,7.5230919E-3
1.4345E-6,7.3582603E-3
1.4350E-6,7.1849427E-3
1.4355E-6,7.0040221E-3
1.4360E-6,6.8163786E-3
1.4365E-6,6.6212696E-3
1.4370E-6,6.4193376E-3
1.4375E-6,6.2105940E-3
1.4380E-6,5.9947647E-3
1.4385E-6,5.7724737E-3
1.4390E-6,5.5445708E-3
1.4395E-6,5.3106171E-3
1.4400E-6,5.0711752E-3
1.4405E-6,4.8263523E-3
1.4410E-6,4.5764749E-3
1.4415E-6,4.3205240E-3
1.4420E-6,4.0598834E-3
1.4425E-6,3.7960027E-3
1.4430E-6,3.5276396E-3
1.4435E-6,3.2553443E-3
1.4440E-6,2.9793004E-3
1.4445E-6,2.7004424E-3
1.4450E-6,2.4185837E-3
1.4455E-6,2.1342459E-3
1.4460E-6,1.8467938E-3
1.4465E-6,1.5571795E-3
1.4470E-6,1.2665344E-3
1.4475E-6,974.26720E-6
1.4480E-6,680.57185E-6
1.4485E-6,385.85612E-6
1.4490E-6,91.109716E-6
1.4495E-6,-203.90810E-6
1.4500E-6,-499.17081E-6
1.4505E-6,-794.18502E-6
1.4510E-6,-1.0879837E-3
1.4515E-6,-1.3808058E-3
1.4520E-6,-1.6726161E-3
1.4525E-6,-1.9629306E-3
1.4530E-6,-2.2507966E-3
1.4535E-6,-2.5364514E-3
1.4540E-6,-2.8198384E-3
1.4545E-6,-3.1005010E-3
1.4550E-6,-3.3775272E-3
1.4555E-6,-3.6511370E-3
1.4560E-6,-3.9208027E-3
1.4565E-6,-4.1870891E-3
1.4570E-6,-4.4491207E-3
1.4575E-6,-4.7058667E-3
1.4580E-6,-4.9578834E-3
1.4585E-6,-5.2048835E-3
1.4590E-6,-5.4465969E-3
1.4595E-6,-5.6822535E-3
1.4600E-6,-5.9120047E-3
1.4605E-6,-6.1354212E-3
1.4610E-6,-6.3523535E-3
1.4615E-6,-6.5625318E-3
1.4620E-6,-6.7667286E-3
1.4625E-6,-6.9638254E-3
1.4630E-6,-7.1526456E-3
1.4635E-6,-7.3342692E-3
1.4640E-6,-7.5079088E-3
1.4645E-6,-7.6736577E-3
1.4650E-6,-7.8316041E-3
1.4655E-6,-7.9813292E-3
1.4660E-6,-8.1222073E-3
1.4665E-6,-8.2546098E-3
1.4670E-6,-8.3781547E-3
1.4675E-6,-8.4928238E-3
1.4680E-6,-8.5984435E-3
1.4685E-6,-8.6949265E-3
1.4690E-6,-8.7821595E-3
1.4695E-6,-8.8600554E-3
1.4700E-6,-8.9285295E-3
1.4705E-6,-8.9875105E-3
1.4710E-6,-9.0369354E-3
1.4715E-6,-9.0767522E-3
1.4720E-6,-9.1074940E-3
1.4725E-6,-9.1284606E-3
1.4730E-6,-9.1390534E-3
1.4735E-6,-9.1402165E-3
1.4740E-6,-9.1315037E-3
1.4745E-6,-9.1131315E-3
1.4750E-6,-9.0850229E-3
1.4755E-6,-9.0472524E-3
1.4760E-6,-8.9998392E-3
1.4765E-6,-8.9428430E-3
1.4770E-6,-8.8763196E-3
1.4775E-6,-8.8003415E-3
1.4780E-6,-8.7149880E-3
1.4785E-6,-8.6203499E-3
1.4790E-6,-8.5165270E-3
1.4795E-6,-8.4036292E-3
1.4800E-6,-8.2817759E-3
1.4805E-6,-8.1510959E-3
1.4810E-6,-8.0117274E-3
1.4815E-6,-7.8638178E-3
1.4820E-6,-7.7075236E-3
1.4825E-6,-7.5430099E-3
1.4830E-6,-7.3723481E-3
1.4835E-6,-7.1935568E-3
1.4840E-6,-7.0054348E-3
1.4845E-6,-6.8106409E-3
1.4850E-6,-6.6082364E-3
1.4855E-6,-6.3989680E-3
1.4860E-6,-6.1837283E-3
1.4865E-6,-5.9619214E-3
1.4870E-6,-5.7330372E-3
1.4875E-6,-5.4984034E-3
1.4880E-6,-5.2577631E-3
1.4885E-6,-5.0116057E-3
1.4890E-6,-4.7600822E-3
1.4895E-6,-4.5052253E-3
1.4900E-6,-4.2454873E-3
1.4905E-6,-3.9798308E-3
1.4910E-6,-3.7106052E-3
1.4915E-6,-3.4378900E-3
1.4920E-6,-3.1617266E-3
1.4925E-6,-2.8816104E-3
1.4930E-6,-2.5987157E-3
1.4935E-6,-2.3129335E-3
1.4940E-6,-2.0260058E-3
1.4945E-6,-1.7369303E-3
1.4950E-6,-1.4450733E-3
1.4955E-6,-1.1521220E-3
1.4960E-6,-858.63441E-6
1.4965E-6,-564.40390E-6
1.4970E-6,-268.90242E-6
1.4975E-6,26.571173E-6
1.4980E-6,321.25650E-6
1.4985E-6,615.46167E-6
1.4990E-6,909.69111E-6
1.4995E-6,1.2026450E-3
1.5000E-6,1.4935757E-3
