time (s),VT("/out") -  VDC("/out") (V)
4.0795E-6,-9.0539542E-3
4.0800E-6,-9.0899551E-3
4.0805E-6,-9.1162909E-3
4.0810E-6,-9.1329339E-3
4.0815E-6,-9.1398665E-3
4.0820E-6,-9.1370814E-3
4.0825E-6,-9.1245814E-3
4.0830E-6,-9.1023799E-3
4.0835E-6,-9.0705003E-3
4.0840E-6,-9.0289763E-3
4.0845E-6,-8.9778518E-3
4.0850E-6,-8.9171808E-3
4.0855E-6,-8.8470276E-3
4.0860E-6,-8.7674664E-3
4.0865E-6,-8.6785812E-3
4.0870E-6,-8.5804660E-3
4.0875E-6,-8.4732247E-3
4.0880E-6,-8.3569706E-3
4.0885E-6,-8.2318266E-3
4.0890E-6,-8.0979251E-3
4.0895E-6,-7.9554077E-3
4.0900E-6,-7.8044252E-3
4.0905E-6,-7.6451370E-3
4.0910E-6,-7.4777118E-3
4.0915E-6,-7.2595674E-3
4.0920E-6,-7.0549395E-3
4.0925E-6,-6.8783062E-3
4.0930E-6,-6.6779634E-3
4.0935E-6,-6.5137720E-3
4.0940E-6,-6.3211277E-3
4.0945E-6,-6.0937269E-3
4.0950E-6,-5.8728902E-3
4.0955E-6,-5.6397390E-3
4.0960E-6,-5.3825069E-3
4.0965E-6,-5.1297971E-3
4.0970E-6,-4.8901186E-3
4.0975E-6,-4.6367093E-3
4.0980E-6,-4.4019285E-3
4.0985E-6,-4.1158488E-3
4.0990E-6,-3.8630213E-3
4.0995E-6,-3.5886612E-3
4.1000E-6,-3.3265008E-3
4.1005E-6,-3.0523012E-3
4.1010E-6,-2.7694512E-3
4.1015E-6,-2.4861796E-3
4.1020E-6,-2.1999567E-3
4.1025E-6,-1.9120018E-3
4.1030E-6,-1.6211708E-3
4.1035E-6,-1.3290163E-3
4.1040E-6,-1.0360871E-3
4.1045E-6,-742.42453E-6
4.1050E-6,-447.45957E-6
4.1055E-6,-152.26142E-6
4.1060E-6,142.97986E-6
4.1065E-6,437.76529E-6
4.1070E-6,732.38705E-6
4.1075E-6,1.0260953E-3
4.1080E-6,1.3178832E-3
4.1085E-6,1.6081777E-3
4.1090E-6,1.8974275E-3
4.1095E-6,2.1843681E-3
4.1100E-6,2.4691411E-3
4.1105E-6,2.7499475E-3
4.1110E-6,3.0278648E-3
4.1115E-6,3.3035678E-3
4.1120E-6,3.5753276E-3
4.1125E-6,3.8427303E-3
4.1130E-6,4.1059299E-3
4.1135E-6,4.3654139E-3
4.1140E-6,4.6200082E-3
4.1145E-6,4.8698610E-3
4.1150E-6,5.1134739E-3
4.1155E-6,5.3517305E-3
4.1160E-6,5.5851438E-3
4.1165E-6,5.8123032E-3
4.1170E-6,6.0335083E-3
4.1175E-6,6.2474270E-3
4.1180E-6,6.4548208E-3
4.1185E-6,6.6560651E-3
4.1190E-6,6.8500033E-3
4.1195E-6,7.0368679E-3
4.1200E-6,7.2162584E-3
4.1205E-6,7.3880793E-3
4.1210E-6,7.5521051E-3
4.1215E-6,7.7068477E-3
4.1220E-6,7.8536609E-3
4.1225E-6,7.9933933E-3
4.1230E-6,8.1241759E-3
4.1235E-6,8.2466682E-3
4.1240E-6,8.3603710E-3
4.1245E-6,8.4653353E-3
4.1250E-6,8.5613708E-3
4.1255E-6,8.6484126E-3
4.1260E-6,8.7263518E-3
4.1265E-6,8.7951137E-3
4.1270E-6,8.8546220E-3
4.1275E-6,8.9048155E-3
4.1280E-6,8.9446736E-3
4.1285E-6,8.9753869E-3
4.1290E-6,8.9976103E-3
4.1295E-6,9.0099499E-3
4.1300E-6,9.0130276E-3
4.1305E-6,9.0065459E-3
4.1310E-6,8.9906481E-3
4.1315E-6,8.9652877E-3
4.1320E-6,8.9305209E-3
4.1325E-6,8.8863709E-3
4.1330E-6,8.8328906E-3
4.1335E-6,8.7701337E-3
4.1340E-6,8.6981678E-3
4.1345E-6,8.6170686E-3
4.1350E-6,8.5269220E-3
4.1355E-6,8.4278232E-3
4.1360E-6,8.3198770E-3
4.1365E-6,8.2031977E-3
4.1370E-6,8.0779085E-3
4.1375E-6,7.9441421E-3
4.1380E-6,7.8020397E-3
4.1385E-6,7.6517518E-3
4.1390E-6,7.4934372E-3
4.1395E-6,7.3260028E-3
4.1400E-6,7.1509009E-3
4.1405E-6,6.9694167E-3
4.1410E-6,6.7800776E-3
4.1415E-6,6.5838557E-3
4.1420E-6,6.3806005E-3
4.1425E-6,6.1701424E-3
4.1430E-6,5.9530326E-3
4.1435E-6,5.7300962E-3
4.1440E-6,5.5009263E-3
4.1445E-6,5.2660633E-3
4.1450E-6,5.0256174E-3
4.1455E-6,4.7799069E-3
4.1460E-6,4.5279600E-3
4.1465E-6,4.2711074E-3
4.1470E-6,4.0107498E-3
4.1475E-6,3.7457041E-3
4.1480E-6,3.4765002E-3
4.1485E-6,3.2033233E-3
4.1490E-6,2.9270859E-3
4.1495E-6,2.6476142E-3
4.1500E-6,2.3654201E-3
4.1505E-6,2.0798838E-3
4.1510E-6,1.7919414E-3
4.1515E-6,1.5027092E-3
4.1520E-6,1.2116112E-3
4.1525E-6,918.83659E-6
4.1530E-6,624.79246E-6
4.1535E-6,330.46113E-6
4.1540E-6,35.607413E-6
4.1545E-6,-259.74501E-6
4.1550E-6,-555.10191E-6
4.1555E-6,-849.49714E-6
4.1560E-6,-1.1431679E-3
4.1565E-6,-1.4360827E-3
4.1570E-6,-1.7277538E-3
4.1575E-6,-2.0172235E-3
4.1580E-6,-2.3047307E-3
4.1585E-6,-2.5902236E-3
4.1590E-6,-2.8732387E-3
4.1595E-6,-3.1528537E-3
4.1600E-6,-3.4292934E-3
4.1605E-6,-3.7020236E-3
4.1610E-6,-3.9716265E-3
4.1615E-6,-4.2372074E-3
4.1620E-6,-4.4977146E-3
4.1625E-6,-4.7537205E-3
4.1630E-6,-5.0049387E-3
4.1635E-6,-5.2510895E-3
4.1640E-6,-5.4913818E-3
4.1645E-6,-5.7259770E-3
4.1650E-6,-5.9544338E-3
4.1655E-6,-6.1766004E-3
4.1660E-6,-6.3922001E-3
4.1665E-6,-6.6020526E-3
4.1670E-6,-6.8049838E-3
4.1675E-6,-6.9997639E-3
4.1680E-6,-7.1875315E-3
4.1685E-6,-7.3674624E-3
4.1690E-6,-7.5396575E-3
4.1695E-6,-7.7042264E-3
4.1700E-6,-7.8607161E-3
4.1705E-6,-8.0084583E-3
4.1710E-6,-8.1478607E-3
4.1715E-6,-8.2785134E-3
4.1720E-6,-8.4004003E-3
4.1725E-6,-8.5133358E-3
4.1730E-6,-8.6172268E-3
4.1735E-6,-8.7119512E-3
4.1740E-6,-8.7974146E-3
4.1745E-6,-8.8735239E-3
4.1750E-6,-8.9401999E-3
4.1755E-6,-8.9973714E-3
4.1760E-6,-9.0449783E-3
4.1765E-6,-9.0829702E-3
4.1770E-6,-9.1113068E-3
4.1775E-6,-9.1299583E-3
4.1780E-6,-9.1389048E-3
4.1785E-6,-9.1381370E-3
4.1790E-6,-9.1276556E-3
4.1795E-6,-9.1074718E-3
4.1800E-6,-9.0776069E-3
4.1805E-6,-9.0380923E-3
4.1810E-6,-8.9889701E-3
4.1815E-6,-8.9302920E-3
4.1820E-6,-8.8621202E-3
4.1825E-6,-8.7845267E-3
4.1830E-6,-8.6975935E-3
4.1835E-6,-8.6014127E-3
4.1840E-6,-8.4960860E-3
4.1845E-6,-8.3817246E-3
4.1850E-6,-8.2584495E-3
4.1855E-6,-8.1263912E-3
4.1860E-6,-7.9856892E-3
4.1865E-6,-7.8364923E-3
4.1870E-6,-7.6789584E-3
4.1875E-6,-7.5132540E-3
4.1880E-6,-7.3395543E-3
4.1885E-6,-7.1580430E-3
4.1890E-6,-6.9689121E-3
4.1895E-6,-6.7358785E-3
4.1900E-6,-6.5142961E-3
4.1905E-6,-6.3162616E-3
4.1910E-6,-6.0974367E-3
4.1915E-6,-5.8787087E-3
4.1920E-6,-5.6507312E-3
4.1925E-6,-5.4438879E-3
4.1930E-6,-5.2171842E-3
4.1935E-6,-4.9634116E-3
4.1940E-6,-4.7143777E-3
4.1945E-6,-4.4556768E-3
4.1950E-6,-4.1954465E-3
4.1955E-6,-3.9297560E-3
4.1960E-6,-3.6595860E-3
4.1965E-6,-3.3856750E-3
4.1970E-6,-3.1030084E-3
4.1975E-6,-2.8208801E-3
4.1980E-6,-2.5405288E-3
4.1985E-6,-2.2552824E-3
4.1990E-6,-1.9709335E-3
4.1995E-6,-1.6823483E-3
4.2000E-6,-1.3898132E-3
4.2005E-6,-1.0968123E-3
4.2010E-6,-803.07341E-6
4.2015E-6,-508.77225E-6
4.2020E-6,-213.19979E-6
4.2025E-6,82.258281E-6
4.2030E-6,377.78805E-6
4.2035E-6,671.48772E-6
4.2040E-6,964.48459E-6
4.2045E-6,1.2574885E-3
4.2050E-6,1.5486861E-3
4.2055E-6,1.8375777E-3
4.2060E-6,2.1243575E-3
4.2065E-6,2.4095752E-3
4.2070E-6,2.6919309E-3
4.2075E-6,2.9715894E-3
4.2080E-6,3.2467856E-3
4.2085E-6,3.5185741E-3
4.2090E-6,3.7876040E-3
4.2095E-6,4.0521943E-3
4.2100E-6,4.3119547E-3
4.2105E-6,4.5670270E-3
4.2110E-6,4.8178736E-3
4.2115E-6,5.0633669E-3
4.2120E-6,5.3036476E-3
4.2125E-6,5.5382757E-3
4.2130E-6,5.7657599E-3
4.2135E-6,5.9872259E-3
4.2140E-6,6.2034817E-3
4.2145E-6,6.4126968E-3
4.2150E-6,6.6153927E-3
4.2155E-6,6.8102792E-3
4.2160E-6,6.9980709E-3
4.2165E-6,7.1790496E-3
4.2170E-6,7.3522193E-3
4.2175E-6,7.5177699E-3
4.2180E-6,7.6753533E-3
4.2185E-6,7.8248833E-3
4.2190E-6,7.9661643E-3
4.2195E-6,8.0990644E-3
4.2200E-6,8.2234348E-3
4.2205E-6,8.3391479E-3
4.2210E-6,8.4444447E-3
4.2215E-6,8.5411890E-3
4.2220E-6,8.6304850E-3
4.2225E-6,8.7100051E-3
4.2230E-6,8.7807002E-3
4.2235E-6,8.8420160E-3
4.2240E-6,8.8941098E-3
4.2245E-6,8.9368235E-3
4.2250E-6,8.9701598E-3
4.2255E-6,8.9940613E-3
4.2260E-6,9.0085129E-3
4.2265E-6,9.0134945E-3
4.2270E-6,9.0090033E-3
4.2275E-6,8.9950427E-3
4.2280E-6,8.9716282E-3
4.2285E-6,8.9387842E-3
4.2290E-6,8.8965456E-3
4.2295E-6,8.8449569E-3
4.2300E-6,8.7840729E-3
4.2305E-6,8.7139577E-3
4.2310E-6,8.6346857E-3
4.2315E-6,8.5463406E-3
4.2320E-6,8.4490158E-3
4.2325E-6,8.3428143E-3
4.2330E-6,8.2278483E-3
4.2335E-6,8.1042395E-3
4.2340E-6,7.9721185E-3
4.2345E-6,7.8316252E-3
4.2350E-6,7.6829079E-3
4.2355E-6,7.5261241E-3
4.2360E-6,7.3614394E-3
4.2365E-6,7.1882721E-3
4.2370E-6,7.0074976E-3
4.2375E-6,6.8199903E-3
4.2380E-6,6.6250166E-3
4.2385E-6,6.4232147E-3
4.2390E-6,6.2145977E-3
4.2395E-6,5.9988914E-3
4.2400E-6,5.7767193E-3
4.2405E-6,5.5489301E-3
4.2410E-6,5.3150858E-3
4.2415E-6,5.0757486E-3
4.2420E-6,4.8310256E-3
4.2425E-6,4.5812432E-3
4.2430E-6,4.3253834E-3
4.2435E-6,4.0648290E-3
4.2440E-6,3.8010281E-3
4.2445E-6,3.5327401E-3
4.2450E-6,3.2605146E-3
4.2455E-6,2.9845352E-3
4.2460E-6,2.7057360E-3
4.2465E-6,2.4239307E-3
4.2470E-6,2.1396405E-3
4.2475E-6,1.8522307E-3
4.2480E-6,1.5626530E-3
4.2485E-6,1.2720385E-3
4.2490E-6,979.79617E-6
4.2495E-6,686.11991E-6
4.2500E-6,391.41748E-6
4.2505E-6,96.678406E-6
4.2510E-6,-198.33793E-6
4.2515E-6,-493.60506E-6
4.2520E-6,-788.62959E-6
4.2525E-6,-1.0824444E-3
4.2530E-6,-1.3752886E-3
4.2535E-6,-1.6671270E-3
4.2540E-6,-1.9574753E-3
4.2545E-6,-2.2453809E-3
4.2550E-6,-2.5310810E-3
4.2555E-6,-2.8145194E-3
4.2560E-6,-3.0952389E-3
4.2565E-6,-3.3723275E-3
4.2570E-6,-3.6460053E-3
4.2575E-6,-3.9157445E-3
4.2580E-6,-4.1821102E-3
4.2585E-6,-4.4442264E-3
4.2590E-6,-4.7010620E-3
4.2595E-6,-4.9531735E-3
4.2600E-6,-5.2002738E-3
4.2605E-6,-5.4420923E-3
4.2610E-6,-5.6778586E-3
4.2615E-6,-5.9077243E-3
4.2620E-6,-6.1312599E-3
4.2625E-6,-6.3483157E-3
4.2630E-6,-6.5586218E-3
4.2635E-6,-6.7629518E-3
4.2640E-6,-6.9601859E-3
4.2645E-6,-7.1491462E-3
4.2650E-6,-7.3309142E-3
4.2655E-6,-7.5047016E-3
4.2660E-6,-7.6706018E-3
4.2665E-6,-7.8287035E-3
4.2670E-6,-7.9785871E-3
4.2675E-6,-8.1196261E-3
4.2680E-6,-8.2521925E-3
4.2685E-6,-8.3759037E-3
4.2690E-6,-8.4907416E-3
4.2695E-6,-8.5965324E-3
4.2700E-6,-8.6931885E-3
4.2705E-6,-8.7805964E-3
4.2710E-6,-8.8586690E-3
4.2715E-6,-8.9273213E-3
4.2720E-6,-8.9864817E-3
4.2725E-6,-9.0360872E-3
4.2730E-6,-9.0760856E-3
4.2735E-6,-9.1070123E-3
4.2740E-6,-9.1281640E-3
4.2745E-6,-9.1389395E-3
4.2750E-6,-9.1402867E-3
4.2755E-6,-9.1317574E-3
4.2760E-6,-9.1135686E-3
4.2765E-6,-9.0856428E-3
4.2770E-6,-9.0480546E-3
4.2775E-6,-9.0008228E-3
4.2780E-6,-8.9440070E-3
4.2785E-6,-8.8776627E-3
4.2790E-6,-8.8018624E-3
4.2795E-6,-8.7166851E-3
4.2800E-6,-8.6222213E-3
4.2805E-6,-8.5185708E-3
4.2810E-6,-8.4058432E-3
4.2815E-6,-8.2841578E-3
4.2820E-6,-8.1536432E-3
4.2825E-6,-8.0144374E-3
4.2830E-6,-7.8666876E-3
4.2835E-6,-7.7105501E-3
4.2840E-6,-7.5461900E-3
4.2845E-6,-7.3756711E-3
4.2850E-6,-7.1970203E-3
4.2855E-6,-7.0090421E-3
4.2860E-6,-6.8143849E-3
4.2865E-6,-6.6121147E-3
4.2870E-6,-6.4029757E-3
4.2875E-6,-6.1878604E-3
4.2880E-6,-5.9661732E-3
4.2885E-6,-5.7374052E-3
4.2890E-6,-5.5028825E-3
4.2895E-6,-5.2623487E-3
4.2900E-6,-5.0162928E-3
4.2905E-6,-4.7648659E-3
4.2910E-6,-4.5100991E-3
4.2915E-6,-4.2504460E-3
4.2920E-6,-3.9848703E-3
4.2925E-6,-3.7157197E-3
4.2930E-6,-3.4430738E-3
4.2935E-6,-3.1669740E-3
4.2940E-6,-2.8869163E-3
4.2945E-6,-2.6040742E-3
4.2950E-6,-2.3183390E-3
4.2955E-6,-2.0314521E-3
4.2960E-6,-1.7424116E-3
4.2965E-6,-1.4505841E-3
4.2970E-6,-1.1576563E-3
4.2975E-6,-864.18633E-6
4.2980E-6,-569.96746E-6
4.2985E-6,-274.47188E-6
4.2990E-6,21.001789E-6
4.2995E-6,315.69308E-6
4.3000E-6,609.91010E-6
4.3005E-6,904.15723E-6
4.3010E-6,1.1971347E-3
4.3015E-6,1.4880947E-3
4.3020E-6,1.7773448E-3
4.3025E-6,2.0653874E-3
4.3030E-6,2.3509363E-3
4.3035E-6,2.6332840E-3
4.3040E-6,2.9127215E-3
4.3045E-6,3.1897306E-3
4.3050E-6,3.4630720E-3
4.3055E-6,3.7328960E-3
4.3060E-6,3.9975301E-3
4.3065E-6,4.2579712E-3
4.3070E-6,4.5148241E-3
4.3075E-6,4.7664969E-3
4.3080E-6,5.0126399E-3
4.3085E-6,5.2533729E-3
4.3090E-6,5.4891145E-3
4.3095E-6,5.7188194E-3
4.3100E-6,5.9426139E-3
4.3105E-6,6.1600902E-3
4.3110E-6,6.3710977E-3
4.3115E-6,6.5738616E-3
4.3120E-6,6.7698479E-3
4.3125E-6,6.9599974E-3
4.3130E-6,7.1422249E-3
4.3135E-6,7.3172114E-3
4.3140E-6,7.4843668E-3
4.3145E-6,7.6429414E-3
4.3150E-6,7.7935167E-3
4.3155E-6,7.9365400E-3
4.3160E-6,8.0709203E-3
4.3165E-6,8.1969512E-3
4.3170E-6,8.3142975E-3
4.3175E-6,8.4229286E-3
4.3180E-6,8.5226863E-3
4.3185E-6,8.6134853E-3
4.3190E-6,8.6952201E-3
4.3195E-6,8.7678087E-3
4.3200E-6,8.8302710E-3
4.3205E-6,8.8836631E-3
4.3210E-6,8.9285738E-3
4.3215E-6,8.9637123E-3
4.3220E-6,8.9896176E-3
4.3225E-6,9.0059953E-3
4.3230E-6,9.0129518E-3
4.3235E-6,9.0104225E-3
4.3240E-6,8.9984366E-3
4.3245E-6,8.9769944E-3
4.3250E-6,8.9461243E-3
4.3255E-6,8.9058563E-3
4.3260E-6,8.8562343E-3
4.3265E-6,8.7973101E-3
4.3270E-6,8.7291463E-3
4.3275E-6,8.6518149E-3
4.3280E-6,8.5653977E-3
4.3285E-6,8.4699861E-3
4.3290E-6,8.3656809E-3
4.3295E-6,8.2525925E-3
4.3300E-6,8.1308404E-3
4.3305E-6,8.0005535E-3
4.3310E-6,7.8618694E-3
4.3315E-6,7.7149349E-3
4.3320E-6,7.5599053E-3
4.3325E-6,7.3969446E-3
4.3330E-6,7.2249740E-3
4.3335E-6,7.0454339E-3
4.3340E-6,6.8596039E-3
4.3345E-6,6.6660423E-3
4.3350E-6,6.4657132E-3
4.3355E-6,6.2584765E-3
4.3360E-6,6.0441368E-3
4.3365E-6,5.8232746E-3
4.3370E-6,5.5967433E-3
4.3375E-6,5.3641083E-3
4.3380E-6,5.1259283E-3
4.3385E-6,4.8823101E-3
4.3390E-6,4.6335786E-3
4.3395E-6,4.3787277E-3
4.3400E-6,4.1191265E-3
4.3405E-6,3.8562109E-3
4.3410E-6,3.5887552E-3
4.3415E-6,3.3173040E-3
4.3420E-6,3.0420412E-3
4.3425E-6,2.7638954E-3
4.3430E-6,2.4826834E-3
4.3435E-6,2.1989242E-3
4.3440E-6,1.9119868E-3
4.3445E-6,1.6228190E-3
4.3450E-6,1.3325481E-3
4.3455E-6,1.0405868E-3
4.3460E-6,747.12798E-6
4.3465E-6,452.57909E-6
4.3470E-6,157.92795E-6
4.3475E-6,-137.06471E-6
4.3480E-6,-432.37318E-6
4.3485E-6,-727.50378E-6
4.3490E-6,-1.0214896E-3
4.3495E-6,-1.3145691E-3
4.3500E-6,-1.6067083E-3
4.3505E-6,-1.8974219E-3
4.3510E-6,-2.1857558E-3
4.3515E-6,-2.4719479E-3
4.3520E-6,-2.7559428E-3
4.3525E-6,-3.0372818E-3
4.3530E-6,-3.3150502E-3
4.3535E-6,-3.5894694E-3
4.3540E-6,-3.8600096E-3
4.3545E-6,-4.1272406E-3
4.3550E-6,-4.3902815E-3
4.3555E-6,-4.6480956E-3
4.3560E-6,-4.9012437E-3
4.3565E-6,-5.1494388E-3
4.3570E-6,-5.3924081E-3
4.3575E-6,-5.6293754E-3
4.3580E-6,-5.8604951E-3
4.3585E-6,-6.0853344E-3
4.3590E-6,-6.3037432E-3
4.3595E-6,-6.5154498E-3
4.3600E-6,-6.7212398E-3
4.3605E-6,-6.9199792E-3
4.3610E-6,-7.1104764E-3
4.3615E-6,-7.2938280E-3
4.3620E-6,-7.4692361E-3
4.3625E-6,-7.6367962E-3
4.3630E-6,-7.7966024E-3
4.3635E-6,-7.9482262E-3
4.3640E-6,-8.0910304E-3
4.3645E-6,-8.2253962E-3
4.3650E-6,-8.3509339E-3
4.3655E-6,-8.4676259E-3
4.3660E-6,-8.5752952E-3
4.3665E-6,-8.6738529E-3
4.3670E-6,-8.7631832E-3
4.3675E-6,-8.8431971E-3
4.3680E-6,-8.9138073E-3
4.3685E-6,-8.9749403E-3
4.3690E-6,-9.0265311E-3
4.3695E-6,-9.0685253E-3
4.3700E-6,-9.1008784E-3
4.3705E-6,-9.1235561E-3
4.3710E-6,-9.1365346E-3
4.3715E-6,-9.1398000E-3
4.3720E-6,-9.1333490E-3
4.3725E-6,-9.1171883E-3
4.3730E-6,-9.0913351E-3
4.3735E-6,-9.0558166E-3
4.3740E-6,-9.0106705E-3
4.3745E-6,-8.9559445E-3
4.3750E-6,-8.8916964E-3
4.3755E-6,-8.8179943E-3
4.3760E-6,-8.7349159E-3
4.3765E-6,-8.6425493E-3
4.3770E-6,-8.5409920E-3
4.3775E-6,-8.4303515E-3
4.3780E-6,-8.3107448E-3
4.3785E-6,-8.1822983E-3
4.3790E-6,-8.0451478E-3
4.3795E-6,-7.8994385E-3
4.3800E-6,-7.7453244E-3
4.3805E-6,-7.5829684E-3
4.3810E-6,-7.4125423E-3
4.3815E-6,-7.2342262E-3
4.3820E-6,-7.0102659E-3
4.3825E-6,-6.7979804E-3
4.3830E-6,-6.6100854E-3
4.3835E-6,-6.4005600E-3
4.3840E-6,-6.2220699E-3
4.3845E-6,-6.0179413E-3
4.3850E-6,-5.7828920E-3
4.3855E-6,-5.5531039E-3
4.3860E-6,-5.3121034E-3
4.3865E-6,-5.0510501E-3
4.3870E-6,-4.7931366E-3
4.3875E-6,-4.5452262E-3
4.3880E-6,-4.2855186E-3
4.3885E-6,-4.0361677E-3
4.3890E-6,-3.7743797E-3
4.3895E-6,-3.4990281E-3
4.3900E-6,-3.2244067E-3
4.3905E-6,-2.9451019E-3
4.3910E-6,-2.6636891E-3
4.3915E-6,-2.3784422E-3
4.3920E-6,-2.0911422E-3
4.3925E-6,-1.8013891E-3
4.3930E-6,-1.5107612E-3
4.3935E-6,-1.2188408E-3
4.3940E-6,-925.48987E-6
4.3945E-6,-631.06330E-6
4.3950E-6,-336.05423E-6
4.3955E-6,-40.591809E-6
4.3960E-6,254.86851E-6
4.3965E-6,549.17453E-6
4.3970E-6,842.81735E-6
4.3975E-6,1.1362178E-3
4.3980E-6,1.4281156E-3
4.3985E-6,1.7186432E-3
4.3990E-6,2.0059574E-3
4.3995E-6,2.2911620E-3
4.4000E-6,2.5749575E-3
4.4005E-6,2.8555639E-3
4.4010E-6,3.1325338E-3
4.4015E-6,3.4060381E-3
4.4020E-6,3.6765942E-3
4.4025E-6,3.9429704E-3
4.4030E-6,4.2053238E-3
4.4035E-6,4.4620442E-3
4.4040E-6,4.7140875E-3
4.4045E-6,4.9620229E-3
4.4050E-6,5.2043275E-3
4.4055E-6,5.4413298E-3
4.4060E-6,5.6725080E-3
4.4065E-6,5.8977435E-3
4.4070E-6,6.1150544E-3
4.4075E-6,6.3260776E-3
4.4080E-6,6.5318689E-3
4.4085E-6,6.7301210E-3
4.4090E-6,6.9215934E-3
4.4095E-6,7.1056341E-3
4.4100E-6,7.2822571E-3
4.4105E-6,7.4511787E-3
4.4110E-6,7.6122653E-3
4.4115E-6,7.7636533E-3
4.4120E-6,7.9071333E-3
4.4125E-6,8.0438020E-3
4.4130E-6,8.1713175E-3
4.4135E-6,8.2905635E-3
4.4140E-6,8.4009418E-3
4.4145E-6,8.5025546E-3
4.4150E-6,8.5951928E-3
4.4155E-6,8.6788056E-3
4.4160E-6,8.7532828E-3
4.4165E-6,8.8178268E-3
4.4170E-6,8.8732671E-3
4.4175E-6,8.9200651E-3
4.4180E-6,8.9571794E-3
4.4185E-6,8.9850303E-3
4.4190E-6,9.0033754E-3
4.4195E-6,9.0122940E-3
4.4200E-6,9.0117309E-3
4.4205E-6,9.0017080E-3
4.4210E-6,8.9822259E-3
4.4215E-6,8.9533099E-3
4.4220E-6,8.9149885E-3
4.4225E-6,8.8673030E-3
4.4230E-6,8.8103035E-3
4.4235E-6,8.7440506E-3
4.4240E-6,8.6686140E-3
4.4245E-6,8.5840738E-3
4.4250E-6,8.4905191E-3
4.4255E-6,8.3880491E-3
4.4260E-6,8.2767720E-3
4.4265E-6,8.1568055E-3
4.4270E-6,8.0282765E-3
4.4275E-6,7.8913209E-3
4.4280E-6,7.7460835E-3
4.4285E-6,7.5920196E-3
4.4290E-6,7.4299423E-3
4.4295E-6,7.2606579E-3
4.4300E-6,7.0834612E-3
4.4305E-6,6.8989494E-3
4.4310E-6,6.7071276E-3
4.4315E-6,6.5078100E-3
4.4320E-6,6.3015082E-3
4.4325E-6,6.0889496E-3
4.4330E-6,5.8698119E-3
4.4335E-6,5.6445804E-3
4.4340E-6,5.4133758E-3
4.4345E-6,5.1764970E-3
4.4350E-6,4.9330699E-3
4.4355E-6,4.6843154E-3
4.4360E-6,4.4315342E-3
4.4365E-6,4.1736639E-3
4.4370E-6,3.9111934E-3
4.4375E-6,3.6443101E-3
4.4380E-6,3.3738799E-3
4.4385E-6,3.0997561E-3
4.4390E-6,2.8224292E-3
4.4395E-6,2.5413138E-3
4.4400E-6,2.2573104E-3
4.4405E-6,1.9715015E-3
4.4410E-6,1.6833444E-3
4.4415E-6,1.3930193E-3
4.4420E-6,1.1009301E-3
4.4425E-6,808.04093E-6
4.4430E-6,514.12974E-6
4.4435E-6,219.75427E-6
4.4440E-6,-75.789155E-6
4.4445E-6,-371.47336E-6
4.4450E-6,-666.09253E-6
4.4455E-6,-960.31954E-6
4.4460E-6,-1.2539221E-3
4.4465E-6,-1.5465047E-3
4.4470E-6,-1.8370631E-3
4.4475E-6,-2.1258570E-3
4.4480E-6,-2.4123175E-3
4.4485E-6,-2.6971112E-3
4.4490E-6,-2.9792538E-3
4.4495E-6,-3.2575978E-3
4.4500E-6,-3.5327882E-3
4.4505E-6,-3.8045499E-3
4.4510E-6,-4.0725533E-3
4.4515E-6,-4.3359022E-3
4.4520E-6,-4.5948086E-3
4.4525E-6,-4.8487706E-3
4.4530E-6,-5.0982710E-3
4.4535E-6,-5.3425281E-3
4.4540E-6,-5.5806165E-3
4.4545E-6,-5.8130115E-3
4.4550E-6,-6.0391293E-3
4.4555E-6,-6.2593821E-3
4.4560E-6,-6.4731150E-3
4.4565E-6,-6.6795892E-3
4.4570E-6,-6.8791428E-3
4.4575E-6,-7.0713060E-3
4.4580E-6,-7.2559960E-3
4.4585E-6,-7.4329613E-3
4.4590E-6,-7.6020411E-3
4.4595E-6,-7.7639288E-3
4.4600E-6,-7.9176032E-3
4.4605E-6,-8.0620183E-3
4.4610E-6,-8.1982459E-3
4.4615E-6,-8.3255722E-3
4.4620E-6,-8.4441276E-3
4.4625E-6,-8.5536635E-3
4.4630E-6,-8.6541214E-3
4.4635E-6,-8.7453683E-3
4.4640E-6,-8.8273202E-3
4.4645E-6,-8.8998846E-3
4.4650E-6,-8.9629875E-3
4.4655E-6,-9.0165610E-3
4.4660E-6,-9.0605489E-3
4.4665E-6,-9.0949044E-3
4.4670E-6,-9.1195914E-3
4.4675E-6,-9.1345837E-3
4.4680E-6,-9.1398655E-3
4.4685E-6,-9.1354311E-3
4.4690E-6,-9.1212852E-3
4.4695E-6,-9.0974429E-3
4.4700E-6,-9.0639293E-3
4.4705E-6,-9.0207799E-3
4.4710E-6,-8.9680403E-3
4.4715E-6,-8.9057662E-3
4.4720E-6,-8.8340236E-3
4.4725E-6,-8.7528882E-3
4.4730E-6,-8.6624460E-3
4.4735E-6,-8.5627924E-3
4.4740E-6,-8.4540330E-3
4.4745E-6,-8.3362827E-3
4.4750E-6,-8.2096661E-3
4.4755E-6,-8.0743169E-3
4.4760E-6,-7.9303785E-3
4.4765E-6,-7.7780029E-3
4.4770E-6,-7.6173513E-3
4.4775E-6,-7.4485937E-3
4.4780E-6,-7.2719084E-3
4.4785E-6,-7.0482113E-3
4.4790E-6,-6.8367360E-3
4.4795E-6,-6.6506891E-3
