Vds ,gm@Vgs 0.35 ,gm@Vgs 0.351 ,gm@Vgs 0.352 ,gm@Vgs 0.353 ,gm@Vgs 0.354 ,gm@Vgs 0.355 ,gm@Vgs 0.356 ,gm@Vgs 0.357 ,gm@Vgs 0.358 ,gm@Vgs 0.359 ,gm@Vgs 0.36 ,gm@Vgs 0.361 ,gm@Vgs 0.362 ,gm@Vgs 0.363 ,gm@Vgs 0.364 ,gm@Vgs 0.365 ,gm@Vgs 0.366 ,gm@Vgs 0.367 ,gm@Vgs 0.368 ,gm@Vgs 0.369 ,gm@Vgs 0.37 ,gm@Vgs 0.371 ,gm@Vgs 0.372 ,gm@Vgs 0.373 ,gm@Vgs 0.374 ,gm@Vgs 0.375 ,gm@Vgs 0.376 ,gm@Vgs 0.377 ,gm@Vgs 0.378 ,gm@Vgs 0.379 ,gm@Vgs 0.38 ,gm@Vgs 0.381 ,gm@Vgs 0.382 ,gm@Vgs 0.383 ,gm@Vgs 0.384 ,gm@Vgs 0.385 ,gm@Vgs 0.386 ,gm@Vgs 0.387 ,gm@Vgs 0.388 ,gm@Vgs 0.389 ,gm@Vgs 0.39 ,gm@Vgs 0.391 ,gm@Vgs 0.392 ,gm@Vgs 0.393 ,gm@Vgs 0.394 ,gm@Vgs 0.395 ,gm@Vgs 0.396 ,gm@Vgs 0.397 ,gm@Vgs 0.398 ,gm@Vgs 0.399 ,gm@Vgs 0.4 
40.0E-3,40.902144E-6,41.837040E-6,42.785076E-6,43.746162E-6,44.720202E-6,45.707093E-6,46.706724E-6,47.718980E-6,48.743736E-6,49.780863E-6,50.830225E-6,51.891682E-6,52.965085E-6,54.050283E-6,55.147119E-6,56.255430E-6,57.375049E-6,58.505805E-6,59.647523E-6,60.800024E-6,61.963124E-6,63.136637E-6,64.320373E-6,65.514141E-6,66.717745E-6,67.930987E-6,69.153667E-6,70.385583E-6,71.626531E-6,72.876305E-6,74.134699E-6,75.401504E-6,76.676511E-6,77.959509E-6,79.250288E-6,80.548637E-6,81.854344E-6,83.167199E-6,84.486988E-6,85.813503E-6,87.146531E-6,88.485864E-6,89.831293E-6,91.182609E-6,92.539606E-6,93.902079E-6,95.269824E-6,96.642639E-6,98.020322E-6,99.402677E-6,100.78951E-6
42.0E-3,42.015507E-6,42.981319E-6,43.960938E-6,44.954279E-6,45.961251E-6,46.981754E-6,48.015682E-6,49.062921E-6,50.123353E-6,51.196849E-6,52.283275E-6,53.382494E-6,54.494358E-6,55.618716E-6,56.755412E-6,57.904282E-6,59.065160E-6,60.237874E-6,61.422246E-6,62.618095E-6,63.825236E-6,65.043480E-6,66.272634E-6,67.512502E-6,68.762884E-6,70.023579E-6,71.294380E-6,72.575081E-6,73.865473E-6,75.165342E-6,76.474476E-6,77.792660E-6,79.119676E-6,80.455309E-6,81.799338E-6,83.151545E-6,84.511709E-6,85.879612E-6,87.255032E-6,88.637750E-6,90.027546E-6,91.424201E-6,92.827497E-6,94.237215E-6,95.653140E-6,97.075055E-6,98.502747E-6,99.936004E-6,101.37462E-6,102.81837E-6,104.26707E-6
44.0E-3,43.065648E-6,44.060971E-6,45.070755E-6,46.094920E-6,47.133379E-6,48.186040E-6,49.252801E-6,50.333551E-6,51.428176E-6,52.536550E-6,53.658544E-6,54.794021E-6,55.942838E-6,57.104843E-6,58.279883E-6,59.467795E-6,60.668412E-6,61.881563E-6,63.107069E-6,64.344748E-6,65.594415E-6,66.855877E-6,68.128940E-6,69.413405E-6,70.709068E-6,72.015725E-6,73.333166E-6,74.661179E-6,75.999550E-6,77.348061E-6,78.706494E-6,80.074626E-6,81.452236E-6,82.839099E-6,84.234989E-6,85.639680E-6,87.052944E-6,88.474553E-6,89.904279E-6,91.341893E-6,92.787167E-6,94.239872E-6,95.699782E-6,97.166669E-6,98.640307E-6,100.12047E-6,101.60694E-6,103.09948E-6,104.59789E-6,106.10194E-6,107.61141E-6
46.0E-3,44.055598E-6,45.079062E-6,46.117625E-6,47.171216E-6,48.239752E-6,49.323147E-6,50.421304E-6,51.534119E-6,52.661479E-6,53.803266E-6,54.959352E-6,56.129605E-6,57.313884E-6,58.512041E-6,59.723924E-6,60.949372E-6,62.188220E-6,63.440296E-6,64.705423E-6,65.983420E-6,67.274099E-6,68.577268E-6,69.892730E-6,71.220285E-6,72.559728E-6,73.910850E-6,75.273439E-6,76.647280E-6,78.032154E-6,79.427839E-6,80.834111E-6,82.250744E-6,83.677510E-6,85.114178E-6,86.560516E-6,88.016291E-6,89.481269E-6,90.955214E-6,92.437890E-6,93.929060E-6,95.428489E-6,96.935939E-6,98.451174E-6,99.973959E-6,101.50406E-6,103.04124E-6,104.58526E-6,106.13591E-6,107.69293E-6,109.25612E-6,110.82523E-6
48.0E-3,44.988280E-6,46.038552E-6,47.104546E-6,48.186198E-6,49.283434E-6,50.396172E-6,51.524320E-6,52.667782E-6,53.826449E-6,55.000208E-6,56.188938E-6,57.392507E-6,58.610780E-6,59.843614E-6,61.090857E-6,62.352352E-6,63.627936E-6,64.917440E-6,66.220687E-6,67.537497E-6,68.867682E-6,70.211051E-6,71.567406E-6,72.936547E-6,74.318266E-6,75.712354E-6,77.118595E-6,78.536773E-6,79.966664E-6,81.408044E-6,82.860685E-6,84.324356E-6,85.798824E-6,87.283854E-6,88.779208E-6,90.284646E-6,91.799929E-6,93.324814E-6,94.859058E-6,96.402417E-6,97.954648E-6,99.515506E-6,101.08475E-6,102.66213E-6,104.24740E-6,105.84033E-6,107.44066E-6,109.04817E-6,110.66260E-6,112.28373E-6,113.91131E-6
50.0E-3,45.866511E-6,46.942296E-6,48.034410E-6,49.142797E-6,50.267389E-6,51.408112E-6,52.564881E-6,53.737604E-6,54.926181E-6,56.130502E-6,57.350452E-6,58.585905E-6,59.836730E-6,61.102786E-6,62.383929E-6,63.680003E-6,64.990848E-6,66.316297E-6,67.656177E-6,69.010308E-6,70.378505E-6,71.760577E-6,73.156327E-6,74.565553E-6,75.988049E-6,77.423604E-6,78.872001E-6,80.333022E-6,81.806441E-6,83.292031E-6,84.789562E-6,86.298798E-6,87.819504E-6,89.351438E-6,90.894359E-6,92.448023E-6,94.012183E-6,95.586591E-6,97.170999E-6,98.765156E-6,100.36881E-6,101.98171E-6,103.60361E-6,105.23425E-6,106.87338E-6,108.52075E-6,110.17612E-6,111.83922E-6,113.50981E-6,115.18765E-6,116.87248E-6
52.0E-3,46.693002E-6,47.793043E-6,48.910005E-6,50.043837E-6,51.194480E-6,52.361867E-6,53.545919E-6,54.746553E-6,55.963673E-6,57.197178E-6,58.446956E-6,59.712889E-6,60.994850E-6,62.292704E-6,63.606309E-6,64.935516E-6,66.280167E-6,67.640100E-6,69.015144E-6,70.405122E-6,71.809850E-6,73.229140E-6,74.662796E-6,76.110618E-6,77.572399E-6,79.047928E-6,80.536988E-6,82.039360E-6,83.554817E-6,85.083131E-6,86.624067E-6,88.177391E-6,89.742860E-6,91.320232E-6,92.909261E-6,94.509698E-6,96.121292E-6,97.743791E-6,99.376940E-6,101.02048E-6,102.67416E-6,104.33772E-6,106.01090E-6,107.69344E-6,109.38509E-6,111.08557E-6,112.79464E-6,114.51204E-6,116.23751E-6,117.97080E-6,119.71164E-6
54.0E-3,47.470360E-6,48.593442E-6,49.734018E-6,50.892044E-6,52.067471E-6,53.260236E-6,54.470273E-6,55.697501E-6,56.941834E-6,58.203176E-6,59.481423E-6,60.776462E-6,62.088173E-6,63.416426E-6,64.761085E-6,66.122004E-6,67.499032E-6,68.892009E-6,70.300768E-6,71.725137E-6,73.164935E-6,74.619974E-6,76.090063E-6,77.575002E-6,79.074586E-6,80.588605E-6,82.116843E-6,83.659079E-6,85.215088E-6,86.784640E-6,88.367499E-6,89.963428E-6,91.572184E-6,93.193522E-6,94.827191E-6,96.472941E-6,98.130516E-6,99.799659E-6,101.48011E-6,103.17161E-6,104.87390E-6,106.58671E-6,108.30978E-6,110.04284E-6,111.78562E-6,113.53787E-6,115.29931E-6,117.06968E-6,118.84871E-6,120.63615E-6,122.43172E-6
56.0E-3,48.201087E-6,49.346036E-6,50.509032E-6,51.690042E-6,52.889023E-6,54.105922E-6,55.340679E-6,56.593222E-6,57.863472E-6,59.151341E-6,60.456731E-6,61.779536E-6,63.119643E-6,64.476927E-6,65.851258E-6,67.242498E-6,68.650498E-6,70.075105E-6,71.516156E-6,72.973482E-6,74.446907E-6,75.936247E-6,77.441312E-6,78.961906E-6,80.497826E-6,82.048863E-6,83.614803E-6,85.195427E-6,86.790508E-6,88.399818E-6,90.023120E-6,91.660176E-6,93.310741E-6,94.974569E-6,96.651408E-6,98.341004E-6,100.04310E-6,101.75743E-6,103.48374E-6,105.22176E-6,106.97122E-6,108.73186E-6,110.50340E-6,112.28558E-6,114.07811E-6,115.88074E-6,117.69319E-6,119.51518E-6,121.34644E-6,123.18670E-6,125.03570E-6
58.0E-3,48.887590E-6,50.053271E-6,51.237535E-6,52.440357E-6,53.661703E-6,54.901528E-6,56.159780E-6,57.436397E-6,58.731305E-6,60.044426E-6,61.375668E-6,62.724933E-6,64.092114E-6,65.477094E-6,66.879749E-6,68.299946E-6,69.737544E-6,71.192393E-6,72.664338E-6,74.153212E-6,75.658846E-6,77.181058E-6,78.719663E-6,80.274468E-6,81.845274E-6,83.431873E-6,85.034054E-6,86.651599E-6,88.284284E-6,89.931880E-6,91.594152E-6,93.270860E-6,94.961761E-6,96.666607E-6,98.385145E-6,100.11712E-6,101.86227E-6,103.62033E-6,105.39104E-6,107.17413E-6,108.96932E-6,110.77635E-6,112.59494E-6,114.42482E-6,116.26570E-6,118.11731E-6,119.97938E-6,121.85161E-6,123.73374E-6,125.62549E-6,127.52657E-6
60.0E-3,49.532176E-6,50.717495E-6,51.921915E-6,53.145418E-6,54.387979E-6,55.649563E-6,56.930125E-6,58.229611E-6,59.547957E-6,60.885091E-6,62.240931E-6,63.615385E-6,65.008354E-6,66.419728E-6,67.849390E-6,69.297213E-6,70.763064E-6,72.246798E-6,73.748266E-6,75.267307E-6,76.803755E-6,78.357436E-6,79.928168E-6,81.515762E-6,83.120022E-6,84.740746E-6,86.377723E-6,88.030739E-6,89.699571E-6,91.383993E-6,93.083771E-6,94.798667E-6,96.528436E-6,98.272832E-6,100.03160E-6,101.80448E-6,103.59122E-6,105.39155E-6,107.20520E-6,109.03190E-6,110.87138E-6,112.72336E-6,114.58757E-6,116.46371E-6,118.35152E-6,120.25070E-6,122.16098E-6,124.08207E-6,126.01369E-6,127.95555E-6,129.90736E-6
62.0E-3,50.137058E-6,51.340964E-6,52.564468E-6,53.807561E-6,55.070229E-6,56.352443E-6,57.654169E-6,58.975360E-6,60.315961E-6,61.675908E-6,63.055128E-6,64.453537E-6,65.871042E-6,67.307543E-6,68.762929E-6,70.237081E-6,71.729872E-6,73.241164E-6,74.770814E-6,76.318669E-6,77.884567E-6,79.468339E-6,81.069809E-6,82.688793E-6,84.325099E-6,85.978529E-6,87.648877E-6,89.335931E-6,91.039471E-6,92.759274E-6,94.495108E-6,96.246736E-6,98.013917E-6,99.796401E-6,101.59394E-6,103.40627E-6,105.23314E-6,107.07427E-6,108.92940E-6,110.79826E-6,112.68057E-6,114.57605E-6,116.48442E-6,118.40540E-6,120.33870E-6,122.28403E-6,124.24112E-6,126.20965E-6,128.18936E-6,130.17994E-6,132.18111E-6
64.0E-3,50.704361E-6,51.925842E-6,53.167398E-6,54.429032E-6,55.710736E-6,57.012493E-6,58.334275E-6,59.676046E-6,61.037759E-6,62.419358E-6,63.820778E-6,65.241944E-6,66.682772E-6,68.143169E-6,69.623032E-6,71.122249E-6,72.640700E-6,74.178257E-6,75.734781E-6,77.310125E-6,78.904136E-6,80.516650E-6,82.147497E-6,83.796498E-6,85.463466E-6,87.148208E-6,88.850522E-6,90.570201E-6,92.307029E-6,94.060785E-6,95.831240E-6,97.618160E-6,99.421306E-6,101.24043E-6,103.07528E-6,104.92561E-6,106.79115E-6,108.67163E-6,110.56679E-6,112.47635E-6,114.40003E-6,116.33756E-6,118.28865E-6,120.25302E-6,122.23037E-6,124.22042E-6,126.22288E-6,128.23745E-6,130.26383E-6,132.30174E-6,134.35088E-6
66.0E-3,51.236120E-6,52.474204E-6,53.732822E-6,55.011987E-6,56.311699E-6,57.631951E-6,58.972722E-6,60.333987E-6,61.715707E-6,63.117835E-6,64.540315E-6,65.983079E-6,67.446053E-6,68.929151E-6,70.432279E-6,71.955333E-6,73.498201E-6,75.060761E-6,76.642883E-6,78.244426E-6,79.865245E-6,81.505182E-6,83.164073E-6,84.841744E-6,86.538017E-6,88.252702E-6,89.985602E-6,91.736516E-6,93.505231E-6,95.291531E-6,97.095191E-6,98.915980E-6,100.75366E-6,102.60799E-6,104.47872E-6,106.36559E-6,108.26835E-6,110.18673E-6,112.12046E-6,114.06927E-6,116.03288E-6,118.01101E-6,120.00337E-6,122.00968E-6,124.02965E-6,126.06297E-6,128.10937E-6,130.16854E-6,132.24019E-6,134.32401E-6,136.41970E-6
68.0E-3,51.734286E-6,52.988041E-6,54.262771E-6,55.558497E-6,56.875228E-6,58.212966E-6,59.571701E-6,60.951413E-6,62.352076E-6,63.773649E-6,65.216085E-6,66.679328E-6,68.163309E-6,69.667951E-6,71.193170E-6,72.738870E-6,74.304945E-6,75.891283E-6,77.497761E-6,79.124247E-6,80.770600E-6,82.436671E-6,84.122304E-6,85.827331E-6,87.551578E-6,89.294864E-6,91.056997E-6,92.837779E-6,94.637006E-6,96.454463E-6,98.289932E-6,100.14319E-6,102.01399E-6,103.90210E-6,105.80728E-6,107.72927E-6,109.66782E-6,111.62266E-6,113.59352E-6,115.58013E-6,117.58222E-6,119.59950E-6,121.63168E-6,123.67849E-6,125.73962E-6,127.81479E-6,129.90369E-6,132.00603E-6,134.12150E-6,136.24981E-6,138.39065E-6
70.0E-3,52.200726E-6,53.469261E-6,54.759192E-6,56.070549E-6,57.403351E-6,58.757607E-6,60.133317E-6,61.530471E-6,62.949050E-6,64.389025E-6,65.850356E-6,67.332994E-6,68.836882E-6,70.361951E-6,71.908124E-6,73.475314E-6,75.063425E-6,76.672352E-6,78.301979E-6,79.952184E-6,81.622833E-6,83.313784E-6,85.024888E-6,86.755985E-6,88.506908E-6,90.277481E-6,92.067519E-6,93.876832E-6,95.705219E-6,97.552472E-6,99.418377E-6,101.30271E-6,103.20525E-6,105.12574E-6,107.06396E-6,109.01966E-6,110.99257E-6,112.98243E-6,114.98899E-6,117.01197E-6,119.05110E-6,121.10609E-6,123.17665E-6,125.26251E-6,127.36337E-6,129.47893E-6,131.60890E-6,133.75297E-6,135.91084E-6,138.08221E-6,140.26677E-6
72.0E-3,52.637231E-6,53.919692E-6,55.223953E-6,56.550050E-6,57.898012E-6,59.267858E-6,60.659596E-6,62.073226E-6,63.508736E-6,64.966107E-6,66.445308E-6,67.946300E-6,69.469034E-6,71.013449E-6,72.579478E-6,74.167042E-6,75.776054E-6,77.406417E-6,79.058024E-6,80.730760E-6,82.424501E-6,84.139112E-6,85.874450E-6,87.630365E-6,89.406695E-6,91.203273E-6,93.019921E-6,94.856453E-6,96.712676E-6,98.588389E-6,100.48338E-6,102.39744E-6,104.33033E-6,106.28183E-6,108.25171E-6,110.23970E-6,112.24557E-6,114.26906E-6,116.30990E-6,118.36782E-6,120.44256E-6,122.53382E-6,124.64134E-6,126.76481E-6,128.90395E-6,131.05847E-6,133.22806E-6,135.41243E-6,137.61126E-6,139.82426E-6,142.05110E-6
74.0E-3,53.045511E-6,54.341085E-6,55.658842E-6,56.998828E-6,58.361080E-6,59.745627E-6,61.152485E-6,62.581662E-6,64.033158E-6,65.506960E-6,67.003047E-6,68.521390E-6,70.061946E-6,71.624667E-6,73.209492E-6,74.816352E-6,76.445169E-6,78.095853E-6,79.768307E-6,81.462424E-6,83.178088E-6,84.915172E-6,86.673543E-6,88.453057E-6,90.253560E-6,92.074893E-6,93.916884E-6,95.779356E-6,97.662121E-6,99.564985E-6,101.48774E-6,103.43019E-6,105.39210E-6,107.37325E-6,109.37340E-6,111.39233E-6,113.42977E-6,115.48548E-6,117.55920E-6,119.65066E-6,121.75959E-6,123.88571E-6,126.02874E-6,128.18841E-6,130.36440E-6,132.55644E-6,134.76422E-6,136.98745E-6,139.22581E-6,141.47900E-6,143.74671E-6
76.0E-3,53.427204E-6,54.735114E-6,56.065572E-6,57.418633E-6,58.794344E-6,60.192741E-6,61.613849E-6,63.057687E-6,64.524260E-6,66.013568E-6,67.525597E-6,69.060326E-6,70.617723E-6,72.197747E-6,73.800348E-6,75.425465E-6,77.073027E-6,78.742956E-6,80.435162E-6,82.149546E-6,83.886002E-6,85.644412E-6,87.424649E-6,89.226578E-6,91.050054E-6,92.894925E-6,94.761027E-6,96.648190E-6,98.556233E-6,100.48497E-6,102.43420E-6,104.40373E-6,106.39334E-6,108.40280E-6,110.43190E-6,112.48040E-6,114.54805E-6,116.63461E-6,118.73982E-6,120.86342E-6,123.00514E-6,125.16472E-6,127.34186E-6,129.53629E-6,131.74772E-6,133.97586E-6,136.22041E-6,138.48106E-6,140.75751E-6,143.04946E-6,145.35660E-6
78.0E-3,53.783874E-6,55.103379E-6,56.445781E-6,57.811142E-6,59.199518E-6,60.610952E-6,62.045481E-6,63.503129E-6,64.983913E-6,66.487839E-6,68.014904E-6,69.565095E-6,71.138389E-6,72.734755E-6,74.354150E-6,75.996522E-6,77.661812E-6,79.349947E-6,81.060848E-6,82.794425E-6,84.550580E-6,86.329202E-6,88.130176E-6,89.953373E-6,91.798658E-6,93.665884E-6,95.554899E-6,97.465537E-6,99.397629E-6,101.35099E-6,103.32544E-6,105.32077E-6,107.33678E-6,109.37326E-6,111.42998E-6,113.50672E-6,115.60324E-6,117.71930E-6,119.85464E-6,122.00902E-6,124.18215E-6,126.37379E-6,128.58365E-6,130.81144E-6,133.05690E-6,135.31972E-6,137.59960E-6,139.89626E-6,142.20939E-6,144.53867E-6,146.88381E-6
80.0E-3,54.117013E-6,55.447411E-6,56.801036E-6,58.177958E-6,59.578242E-6,61.001940E-6,62.449096E-6,63.919744E-6,65.413909E-6,66.931606E-6,68.472840E-6,70.037608E-6,71.625895E-6,73.237678E-6,74.872925E-6,76.531592E-6,78.213628E-6,79.918971E-6,81.647550E-6,83.399283E-6,85.174081E-6,86.971843E-6,88.792461E-6,90.635816E-6,92.501780E-6,94.390217E-6,96.300981E-6,98.233916E-6,100.18886E-6,102.16563E-6,104.16406E-6,106.18396E-6,108.22512E-6,110.28733E-6,112.37039E-6,114.47407E-6,116.59815E-6,118.74237E-6,120.90651E-6,123.09030E-6,125.29349E-6,127.51582E-6,129.75701E-6,132.01679E-6,134.29487E-6,136.59097E-6,138.90479E-6,141.23604E-6,143.58442E-6,145.94962E-6,148.33133E-6
82.0E-3,54.428047E-6,55.768669E-6,57.132831E-6,58.520613E-6,59.932086E-6,61.367310E-6,62.826338E-6,64.309213E-6,65.815967E-6,67.346625E-6,68.901200E-6,70.479698E-6,72.082112E-6,73.708429E-6,75.358625E-6,77.032665E-6,78.730507E-6,80.452098E-6,82.197375E-6,83.966267E-6,85.758691E-6,87.574558E-6,89.413767E-6,91.276207E-6,93.161761E-6,95.070300E-6,97.001686E-6,98.955772E-6,100.93240E-6,102.93141E-6,104.95263E-6,106.99588E-6,109.06095E-6,111.14766E-6,113.25580E-6,115.38515E-6,117.53549E-6,119.70659E-6,121.89820E-6,124.11009E-6,126.34200E-6,128.59367E-6,130.86483E-6,133.15522E-6,135.46456E-6,137.79255E-6,140.13892E-6,142.50336E-6,144.88559E-6,147.28529E-6,149.70217E-6
84.0E-3,54.718333E-6,56.068545E-6,57.442595E-6,58.840569E-6,60.262546E-6,61.708595E-6,63.178777E-6,64.673143E-6,66.191733E-6,67.734580E-6,69.301706E-6,70.893125E-6,72.508840E-6,74.148846E-6,75.813126E-6,77.501657E-6,79.214403E-6,80.951321E-6,82.712358E-6,84.497449E-6,86.306524E-6,88.139498E-6,89.996283E-6,91.876775E-6,93.780866E-6,95.708436E-6,97.659355E-6,99.633485E-6,101.63068E-6,103.65078E-6,105.69363E-6,107.75905E-6,109.84685E-6,111.95684E-6,114.08883E-6,116.24261E-6,118.41796E-6,120.61465E-6,122.83246E-6,125.07115E-6,127.33046E-6,129.61015E-6,131.90996E-6,134.22961E-6,136.56884E-6,138.92736E-6,141.30490E-6,143.70115E-6,146.11584E-6,148.54865E-6,150.99928E-6
86.0E-3,54.989162E-6,56.348365E-6,57.731685E-6,59.139219E-6,60.571052E-6,62.027261E-6,63.507915E-6,65.013071E-6,66.542780E-6,68.097081E-6,69.676006E-6,71.279576E-6,72.907804E-6,74.560691E-6,76.238231E-6,77.940408E-6,79.667196E-6,81.418560E-6,83.194456E-6,84.994828E-6,86.819614E-6,88.668740E-6,90.542124E-6,92.439674E-6,94.361288E-6,96.306856E-6,98.276258E-6,100.26936E-6,102.28603E-6,104.32612E-6,106.38947E-6,108.47592E-6,110.58529E-6,112.71739E-6,114.87204E-6,117.04904E-6,119.24817E-6,121.46923E-6,123.71198E-6,125.97619E-6,128.26162E-6,130.56804E-6,132.89517E-6,135.24276E-6,137.61055E-6,139.99826E-6,142.40561E-6,144.83231E-6,147.27808E-6,149.74262E-6,152.22562E-6
88.0E-3,55.241763E-6,56.609389E-6,58.001398E-6,59.417892E-6,60.858966E-6,62.324704E-6,63.815181E-6,65.330464E-6,66.870611E-6,68.435669E-6,70.025677E-6,71.640665E-6,73.280653E-6,74.945653E-6,76.635666E-6,78.350684E-6,80.090690E-6,81.855658E-6,83.645551E-6,85.460325E-6,87.299924E-6,89.164284E-6,91.053331E-6,92.966983E-6,94.905147E-6,96.867720E-6,98.854592E-6,100.86564E-6,102.90074E-6,104.95975E-6,107.04252E-6,109.14889E-6,111.27870E-6,113.43178E-6,115.60793E-6,117.80697E-6,120.02870E-6,122.27290E-6,124.53937E-6,126.82787E-6,129.13817E-6,131.47004E-6,133.82322E-6,136.19746E-6,138.59250E-6,141.00807E-6,143.44390E-6,145.89971E-6,148.37521E-6,150.87010E-6,153.38410E-6
90.0E-3,55.477304E-6,56.852815E-6,58.252961E-6,59.677850E-6,61.127584E-6,62.602253E-6,64.101941E-6,65.626721E-6,67.176660E-6,68.751811E-6,70.352223E-6,71.977933E-6,73.628968E-6,75.305349E-6,77.007085E-6,78.734177E-6,80.486616E-6,82.264384E-6,84.067453E-6,85.895787E-6,87.749340E-6,89.628055E-6,91.531869E-6,93.460707E-6,95.414485E-6,97.393110E-6,99.396480E-6,101.42448E-6,103.47700E-6,105.55389E-6,107.65503E-6,109.78027E-6,111.92944E-6,114.10238E-6,116.29891E-6,118.51886E-6,120.76203E-6,123.02821E-6,125.31720E-6,127.62879E-6,129.96274E-6,132.31882E-6,134.69680E-6,137.09642E-6,139.51743E-6,141.95957E-6,144.42258E-6,146.90617E-6,149.41007E-6,151.93398E-6,154.47763E-6
92.0E-3,55.696890E-6,57.079781E-6,58.487544E-6,59.920293E-6,61.378136E-6,62.861172E-6,64.369491E-6,65.903173E-6,67.462291E-6,69.046909E-6,70.657080E-6,72.292850E-6,73.954256E-6,75.641323E-6,77.354070E-6,79.092506E-6,80.856629E-6,82.646432E-6,84.461893E-6,86.302986E-6,88.169672E-6,90.061905E-6,91.979627E-6,93.922775E-6,95.891272E-6,97.885035E-6,99.903970E-6,101.94797E-6,104.01693E-6,106.11073E-6,108.22923E-6,110.37230E-6,112.53978E-6,114.73153E-6,116.94736E-6,119.18711E-6,121.45060E-6,123.73762E-6,126.04799E-6,128.38149E-6,130.73789E-6,133.11699E-6,135.51854E-6,137.94231E-6,140.38804E-6,142.85549E-6,145.34439E-6,147.85447E-6,150.38546E-6,152.93708E-6,155.50904E-6
94.0E-3,55.901569E-6,57.291364E-6,58.706253E-6,60.146358E-6,61.611792E-6,63.102662E-6,64.619063E-6,66.161084E-6,67.728804E-6,69.322294E-6,70.941615E-6,72.586820E-6,74.257952E-6,75.955046E-6,77.678128E-6,79.427215E-6,81.202314E-6,83.003423E-6,84.830531E-6,86.683618E-6,88.562656E-6,90.467605E-6,92.398419E-6,94.355039E-6,96.337400E-6,98.345426E-6,100.37903E-6,102.43813E-6,104.52260E-6,106.63235E-6,108.76724E-6,110.92715E-6,113.11194E-6,115.32146E-6,117.55555E-6,119.81405E-6,122.09677E-6,124.40354E-6,126.73416E-6,129.08844E-6,131.46615E-6,133.86709E-6,136.29103E-6,138.73774E-6,141.20698E-6,143.69850E-6,146.21204E-6,148.74735E-6,151.30416E-6,153.88219E-6,156.48116E-6
96.0E-3,56.092333E-6,57.488584E-6,58.910137E-6,60.357122E-6,61.829659E-6,63.327860E-6,64.851827E-6,66.401656E-6,67.977431E-6,69.579232E-6,71.207126E-6,72.861173E-6,74.541425E-6,76.247922E-6,77.980699E-6,79.739780E-6,81.525179E-6,83.336903E-6,85.174950E-6,87.039306E-6,88.929952E-6,90.846857E-6,92.789981E-6,94.759276E-6,96.754684E-6,98.776138E-6,100.82356E-6,102.89687E-6,104.99597E-6,107.12076E-6,109.27112E-6,111.44693E-6,113.64806E-6,115.87437E-6,118.12571E-6,120.40192E-6,122.70284E-6,125.02829E-6,127.37809E-6,129.75205E-6,132.14995E-6,134.57161E-6,137.01679E-6,139.48527E-6,141.97683E-6,144.49121E-6,147.02819E-6,149.58749E-6,152.16887E-6,154.77205E-6,157.39676E-6
98.0E-3,56.270119E-6,57.672403E-6,59.100187E-6,60.553606E-6,62.032785E-6,63.537844E-6,65.068890E-6,66.626025E-6,68.209342E-6,69.818924E-6,71.454847E-6,73.117178E-6,74.805973E-6,76.521284E-6,78.263150E-6,80.031602E-6,81.826663E-6,83.648348E-6,85.496661E-6,87.371598E-6,89.273145E-6,91.201281E-6,93.155975E-6,95.137185E-6,97.144863E-6,99.178950E-6,101.23938E-6,103.32607E-6,105.43894E-6,107.57790E-6,109.74283E-6,111.93363E-6,114.15018E-6,116.39233E-6,118.65996E-6,120.95291E-6,123.27102E-6,125.61414E-6,127.98207E-6,130.37465E-6,132.79167E-6,135.23294E-6,137.69824E-6,140.18737E-6,142.70010E-6,145.23619E-6,147.79541E-6,150.37752E-6,152.98225E-6,155.60934E-6,158.25854E-6
100E-3,56.435809E-6,57.843730E-6,59.277338E-6,60.736771E-6,62.222161E-6,63.733632E-6,65.271299E-6,66.835270E-6,68.425642E-6,70.042507E-6,71.685946E-6,73.356032E-6,75.052831E-6,76.776397E-6,78.526779E-6,80.304015E-6,82.108135E-6,83.939160E-6,85.797103E-6,87.681967E-6,89.593747E-6,91.532428E-6,93.497986E-6,95.490391E-6,97.509599E-6,99.555562E-6,101.62822E-6,103.72750E-6,105.85333E-6,108.00563E-6,110.18429E-6,112.38921E-6,114.62028E-6,116.87738E-6,119.16037E-6,121.46911E-6,123.80345E-6,126.16325E-6,128.54832E-6,130.95850E-6,133.39360E-6,135.85343E-6,138.33778E-6,140.84646E-6,143.37925E-6,145.93592E-6,148.51624E-6,151.11998E-6,153.74688E-6,156.39671E-6,159.06918E-6
102E-3,56.590236E-6,58.003424E-6,59.442472E-6,60.907525E-6,62.398719E-6,63.916185E-6,65.460043E-6,67.030406E-6,68.627378E-6,70.251057E-6,71.901529E-6,73.578874E-6,75.283164E-6,77.014461E-6,78.772819E-6,80.558284E-6,82.370892E-6,84.210672E-6,86.077644E-6,87.971817E-6,89.893195E-6,91.841770E-6,93.817527E-6,95.820441E-6,97.850478E-6,99.907597E-6,101.99175E-6,104.10287E-6,106.24089E-6,108.40573E-6,110.59730E-6,112.81552E-6,115.06027E-6,117.33144E-6,119.62891E-6,121.95254E-6,124.30220E-6,126.67773E-6,129.07898E-6,131.50578E-6,133.95796E-6,136.43533E-6,138.93771E-6,141.46489E-6,144.01666E-6,146.59282E-6,149.19313E-6,151.81738E-6,154.46531E-6,157.13670E-6,159.83128E-6
