Vds ,id@Vgs 0.275  (A),id@Vgs 0.276  (A),id@Vgs 0.277  (A),id@Vgs 0.278  (A),id@Vgs 0.279  (A),id@Vgs 0.28  (A),id@Vgs 0.281  (A),id@Vgs 0.282  (A),id@Vgs 0.283  (A),id@Vgs 0.284  (A),id@Vgs 0.285  (A),id@Vgs 0.286  (A),id@Vgs 0.287  (A),id@Vgs 0.288  (A),id@Vgs 0.289  (A),id@Vgs 0.29  (A),id@Vgs 0.291  (A),id@Vgs 0.292  (A),id@Vgs 0.293  (A),id@Vgs 0.294  (A),id@Vgs 0.295  (A),id@Vgs 0.296  (A),id@Vgs 0.297  (A),id@Vgs 0.298  (A),id@Vgs 0.299  (A),id@Vgs 0.3  (A),id@Vgs 0.301  (A),id@Vgs 0.302  (A),id@Vgs 0.303  (A),id@Vgs 0.304  (A),id@Vgs 0.305  (A),id@Vgs 0.306  (A),id@Vgs 0.307  (A),id@Vgs 0.308  (A),id@Vgs 0.309  (A),id@Vgs 0.31  (A),id@Vgs 0.311  (A),id@Vgs 0.312  (A),id@Vgs 0.313  (A),id@Vgs 0.314  (A),id@Vgs 0.315  (A),id@Vgs 0.316  (A),id@Vgs 0.317  (A),id@Vgs 0.318  (A),id@Vgs 0.319  (A),id@Vgs 0.32  (A),id@Vgs 0.321  (A),id@Vgs 0.322  (A),id@Vgs 0.323  (A),id@Vgs 0.324  (A),id@Vgs 0.325  (A)
200E-3,605.74252E-9,626.25743E-9,647.44996E-9,669.34077E-9,691.95098E-9,715.30224E-9,739.41668E-9,764.31694E-9,790.02617E-9,816.56802E-9,843.96664E-9,872.24671E-9,901.43339E-9,931.55236E-9,962.62982E-9,994.69245E-9,1.0277674E-6,1.0618825E-6,1.0970658E-6,1.1333461E-6,1.1707524E-6,1.2093146E-6,1.2490626E-6,1.2900272E-6,1.3322394E-6,1.3757307E-6,1.4205332E-6,1.4666793E-6,1.5142019E-6,1.5631344E-6,1.6135104E-6,1.6653642E-6,1.7187303E-6,1.7736438E-6,1.8301400E-6,1.8882546E-6,1.9480238E-6,2.0094841E-6,2.0726724E-6,2.1376258E-6,2.2043818E-6,2.2729784E-6,2.3434536E-6,2.4158460E-6,2.4901944E-6,2.5665377E-6,2.6449154E-6,2.7253671E-6,2.8079325E-6,2.8926518E-6,2.9795653E-6
202E-3,606.47618E-9,627.01531E-9,648.23282E-9,670.14939E-9,692.78616E-9,716.16479E-9,740.30746E-9,765.23681E-9,790.97601E-9,817.54874E-9,844.97918E-9,873.29202E-9,902.51245E-9,932.66618E-9,963.77941E-9,995.87887E-9,1.0289918E-6,1.0631458E-6,1.0983693E-6,1.1346908E-6,1.1721396E-6,1.2107454E-6,1.2505383E-6,1.2915490E-6,1.3338086E-6,1.3773486E-6,1.4222011E-6,1.4683986E-6,1.5159740E-6,1.5649606E-6,1.6153923E-6,1.6673031E-6,1.7207278E-6,1.7757013E-6,1.8322591E-6,1.8904369E-6,1.9502709E-6,2.0117976E-6,2.0750538E-6,2.1400769E-6,2.2069043E-6,2.2755740E-6,2.3461241E-6,2.4185932E-6,2.4930200E-6,2.5694436E-6,2.6479035E-6,2.7284391E-6,2.8110905E-6,2.8958976E-6,2.9829010E-6
204E-3,607.21097E-9,627.77435E-9,649.01688E-9,670.95923E-9,693.62260E-9,717.02865E-9,741.19958E-9,766.15806E-9,791.92728E-9,818.53094E-9,845.99324E-9,874.33889E-9,903.59312E-9,933.78164E-9,964.93070E-9,997.06704E-9,1.0302179E-6,1.0644110E-6,1.0996746E-6,1.1360375E-6,1.1735288E-6,1.2121783E-6,1.2520161E-6,1.2930730E-6,1.3353800E-6,1.3789688E-6,1.4238715E-6,1.4701204E-6,1.5177486E-6,1.5667894E-6,1.6172767E-6,1.6692447E-6,1.7227280E-6,1.7777617E-6,1.8343811E-6,1.8926221E-6,1.9525210E-6,2.0141141E-6,2.0774384E-6,2.1425313E-6,2.2094302E-6,2.2781730E-6,2.3487981E-6,2.4213439E-6,2.4958492E-6,2.5723532E-6,2.6508952E-6,2.7315150E-6,2.8142523E-6,2.8991474E-6,2.9862407E-6
206E-3,607.94682E-9,628.53449E-9,649.80207E-9,671.77026E-9,694.46026E-9,717.89377E-9,742.09300E-9,767.08064E-9,792.87992E-9,819.51455E-9,847.00875E-9,875.38726E-9,904.67533E-9,934.89870E-9,966.08363E-9,998.25690E-9,1.0314458E-6,1.0656780E-6,1.1009818E-6,1.1373860E-6,1.1749199E-6,1.2136132E-6,1.2534960E-6,1.2945991E-6,1.3369536E-6,1.3805913E-6,1.4255440E-6,1.4718445E-6,1.5195256E-6,1.5686207E-6,1.6191637E-6,1.6711889E-6,1.7247309E-6,1.7798247E-6,1.8365059E-6,1.8948102E-6,1.9547739E-6,2.0164336E-6,2.0798261E-6,2.1449887E-6,2.2119592E-6,2.2807753E-6,2.3514754E-6,2.4240979E-6,2.4986818E-6,2.5752663E-6,2.6538906E-6,2.7345945E-6,2.8174179E-6,2.9024010E-6,2.9895842E-6
208E-3,608.68372E-9,629.29571E-9,650.58837E-9,672.58242E-9,695.29908E-9,718.76009E-9,742.98765E-9,768.00451E-9,793.83388E-9,820.49952E-9,848.02566E-9,876.43708E-9,905.75903E-9,936.01729E-9,967.23814E-9,999.44837E-9,1.0326753E-6,1.0669466E-6,1.1022908E-6,1.1387364E-6,1.1763129E-6,1.2150499E-6,1.2549778E-6,1.2961272E-6,1.3385293E-6,1.3822158E-6,1.4272188E-6,1.4735708E-6,1.5213048E-6,1.5704543E-6,1.6210531E-6,1.6731356E-6,1.7267363E-6,1.7818904E-6,1.8386333E-6,1.8970010E-6,1.9570297E-6,2.0187559E-6,2.0822166E-6,2.1474492E-6,2.2144912E-6,2.2833806E-6,2.3541558E-6,2.4268552E-6,2.5015178E-6,2.5781827E-6,2.6568893E-6,2.7376775E-6,2.8205870E-6,2.9056582E-6,2.9929315E-6
210E-3,609.42161E-9,630.05795E-9,651.37572E-9,673.39567E-9,696.13904E-9,719.62757E-9,743.88351E-9,768.92960E-9,794.78911E-9,821.48579E-9,849.04392E-9,877.48828E-9,906.84415E-9,937.13734E-9,968.39415E-9,1.0006414E-6,1.0339064E-6,1.0682170E-6,1.1036014E-6,1.1400885E-6,1.1777077E-6,1.2164886E-6,1.2564615E-6,1.2976573E-6,1.3401070E-6,1.3838424E-6,1.4288956E-6,1.4752993E-6,1.5230863E-6,1.5722902E-6,1.6229448E-6,1.6750846E-6,1.7287441E-6,1.7839585E-6,1.8407633E-6,1.8991944E-6,1.9592881E-6,2.0210809E-6,2.0846099E-6,2.1499125E-6,2.2170261E-6,2.2859890E-6,2.3568392E-6,2.4296156E-6,2.5043569E-6,2.5811023E-6,2.6598914E-6,2.7407638E-6,2.8237595E-6,2.9089189E-6,2.9962822E-6
212E-3,610.16046E-9,630.82118E-9,652.16410E-9,674.20998E-9,696.98008E-9,720.49617E-9,744.78052E-9,769.85589E-9,795.74557E-9,822.47333E-9,850.06348E-9,878.54082E-9,907.93065E-9,938.25881E-9,969.55163E-9,1.0018359E-6,1.0351391E-6,1.0694889E-6,1.1049137E-6,1.1414423E-6,1.1791042E-6,1.2179290E-6,1.2579471E-6,1.2991892E-6,1.3416866E-6,1.3854710E-6,1.4305745E-6,1.4770298E-6,1.5248699E-6,1.5741282E-6,1.6248388E-6,1.6770359E-6,1.7307542E-6,1.7860290E-6,1.8428957E-6,1.9013903E-6,1.9615490E-6,2.0234086E-6,2.0870059E-6,2.1523785E-6,2.2195639E-6,2.2886001E-6,2.3595256E-6,2.4323789E-6,2.5071990E-6,2.5840250E-6,2.6628966E-6,2.7438533E-6,2.8269353E-6,2.9121828E-6,2.9996364E-6
214E-3,610.90023E-9,631.58537E-9,652.95346E-9,675.02530E-9,697.82217E-9,721.36585E-9,745.67864E-9,770.78332E-9,796.70320E-9,823.46208E-9,851.08429E-9,879.59464E-9,909.01848E-9,939.38165E-9,970.71050E-9,1.0030319E-6,1.0363732E-6,1.0707623E-6,1.1062275E-6,1.1427977E-6,1.1805023E-6,1.2193711E-6,1.2594343E-6,1.3007229E-6,1.3432680E-6,1.3871014E-6,1.4322553E-6,1.4787623E-6,1.5266555E-6,1.5759684E-6,1.6267349E-6,1.6789894E-6,1.7327666E-6,1.7881018E-6,1.8450305E-6,1.9035886E-6,1.9638125E-6,2.0257388E-6,2.0894045E-6,2.1548471E-6,2.2221043E-6,2.2912140E-6,2.3622147E-6,2.4351451E-6,2.5100440E-6,2.5869507E-6,2.6659048E-6,2.7469459E-6,2.8301143E-6,2.9154500E-6,3.0029937E-6
216E-3,611.64091E-9,632.35048E-9,653.74378E-9,675.84160E-9,698.66527E-9,722.23657E-9,746.57783E-9,771.71186E-9,797.66197E-9,824.45201E-9,852.10630E-9,880.64971E-9,910.10759E-9,940.50580E-9,971.87073E-9,1.0042293E-6,1.0376088E-6,1.0720372E-6,1.1075429E-6,1.1441547E-6,1.1819021E-6,1.2208148E-6,1.2609233E-6,1.3022583E-6,1.3448512E-6,1.3887337E-6,1.4339380E-6,1.4804967E-6,1.5284431E-6,1.5778105E-6,1.6286330E-6,1.6809450E-6,1.7347812E-6,1.7901769E-6,1.8471675E-6,1.9057892E-6,1.9660783E-6,2.0280714E-6,2.0918056E-6,2.1573183E-6,2.2246473E-6,2.2938306E-6,2.3649066E-6,2.4379140E-6,2.5128918E-6,2.5898792E-6,2.6689159E-6,2.7500415E-6,2.8332962E-6,2.9187202E-6,3.0063542E-6
218E-3,612.38244E-9,633.11648E-9,654.53501E-9,676.65885E-9,699.50934E-9,723.10830E-9,747.47806E-9,772.64146E-9,798.62184E-9,825.44306E-9,853.12948E-9,881.70597E-9,911.19792E-9,941.63122E-9,973.03227E-9,1.0054280E-6,1.0388458E-6,1.0733135E-6,1.1088597E-6,1.1455132E-6,1.1833033E-6,1.2222601E-6,1.2624139E-6,1.3037954E-6,1.3464361E-6,1.3903677E-6,1.4356225E-6,1.4822330E-6,1.5302325E-6,1.5796546E-6,1.6305331E-6,1.6829026E-6,1.7367978E-6,1.7922540E-6,1.8493068E-6,1.9079921E-6,1.9683463E-6,2.0304063E-6,2.0942090E-6,2.1597919E-6,2.2271927E-6,2.2964496E-6,2.3676010E-6,2.4406855E-6,2.5157423E-6,2.5928105E-6,2.6719297E-6,2.7531399E-6,2.8364810E-6,2.9219934E-6,3.0097177E-6
220E-3,613.12481E-9,633.88334E-9,655.32713E-9,677.47702E-9,700.35435E-9,723.98099E-9,748.37929E-9,773.57209E-9,799.58277E-9,826.43521E-9,854.15378E-9,882.76339E-9,912.28945E-9,942.75786E-9,974.19506E-9,1.0066280E-6,1.0400840E-6,1.0745912E-6,1.1101779E-6,1.1468731E-6,1.1847061E-6,1.2237070E-6,1.2639060E-6,1.3053341E-6,1.3480227E-6,1.3920034E-6,1.4373087E-6,1.4839711E-6,1.5320238E-6,1.5815005E-6,1.6324352E-6,1.6848622E-6,1.7388165E-6,1.7943332E-6,1.8514481E-6,1.9101971E-6,1.9706166E-6,2.0327434E-6,2.0966147E-6,2.1622678E-6,2.2297406E-6,2.2990711E-6,2.3702979E-6,2.4434596E-6,2.5185953E-6,2.5957444E-6,2.6749463E-6,2.7562410E-6,2.8396685E-6,2.9252693E-6,3.0130840E-6
222E-3,613.86798E-9,634.65103E-9,656.12010E-9,678.29606E-9,701.20028E-9,724.85463E-9,749.28148E-9,774.50372E-9,800.54473E-9,827.42841E-9,855.17917E-9,883.82193E-9,913.38212E-9,943.88568E-9,975.35906E-9,1.0078292E-6,1.0413236E-6,1.0758702E-6,1.1114975E-6,1.1482343E-6,1.1861103E-6,1.2251553E-6,1.2653997E-6,1.3068744E-6,1.3496108E-6,1.3936408E-6,1.4389965E-6,1.4857108E-6,1.5338169E-6,1.5833482E-6,1.6343390E-6,1.6868237E-6,1.7408370E-6,1.7964144E-6,1.8535914E-6,1.9124041E-6,1.9728889E-6,2.0350827E-6,2.0990226E-6,2.1647459E-6,2.2322907E-6,2.3016949E-6,2.3729972E-6,2.4462361E-6,2.5214509E-6,2.5986807E-6,2.6779654E-6,2.7593447E-6,2.8428587E-6,2.9285480E-6,3.0164530E-6
224E-3,614.61194E-9,635.41953E-9,656.91390E-9,679.11596E-9,702.04708E-9,725.72916E-9,750.18460E-9,775.43630E-9,801.50767E-9,828.42262E-9,856.20560E-9,884.88155E-9,914.47591E-9,945.01465E-9,976.52424E-9,1.0090317E-6,1.0425644E-6,1.0771505E-6,1.1128183E-6,1.1495970E-6,1.1875159E-6,1.2266050E-6,1.2668948E-6,1.3084161E-6,1.3512005E-6,1.3952797E-6,1.4406860E-6,1.4874522E-6,1.5356116E-6,1.5851977E-6,1.6362447E-6,1.6887869E-6,1.7428594E-6,1.7984974E-6,1.8557366E-6,1.9146131E-6,1.9751633E-6,2.0374241E-6,2.1014326E-6,2.1672263E-6,2.2348430E-6,2.3043210E-6,2.3756987E-6,2.4490149E-6,2.5243088E-6,2.6016195E-6,2.6809869E-6,2.7624509E-6,2.8460515E-6,2.9318292E-6,3.0198247E-6
226E-3,615.35665E-9,636.18880E-9,657.70851E-9,679.93668E-9,702.89474E-9,726.60458E-9,751.08863E-9,776.36981E-9,802.47157E-9,829.41783E-9,857.23305E-9,885.94220E-9,915.57076E-9,946.14471E-9,977.69055E-9,1.0102353E-6,1.0438064E-6,1.0784320E-6,1.1141405E-6,1.1509609E-6,1.1889228E-6,1.2280561E-6,1.2683913E-6,1.3099593E-6,1.3527916E-6,1.3969201E-6,1.4423770E-6,1.4891952E-6,1.5374079E-6,1.5870488E-6,1.6381520E-6,1.6907519E-6,1.7448836E-6,1.8005823E-6,1.8578837E-6,1.9168240E-6,1.9774397E-6,2.0397674E-6,2.1038446E-6,2.1697086E-6,2.2373974E-6,2.3069492E-6,2.3784025E-6,2.4517960E-6,2.5271689E-6,2.6045607E-6,2.6840109E-6,2.7655595E-6,2.8492467E-6,2.9351129E-6,3.0231989E-6
228E-3,616.10209E-9,636.95883E-9,658.50389E-9,680.75821E-9,703.74321E-9,727.48084E-9,751.99353E-9,777.30423E-9,803.43639E-9,830.41398E-9,858.26148E-9,887.00387E-9,916.66665E-9,947.27584E-9,978.85796E-9,1.0114400E-6,1.0450496E-6,1.0797147E-6,1.1154638E-6,1.1523261E-6,1.1903310E-6,1.2295085E-6,1.2698891E-6,1.3115039E-6,1.3543842E-6,1.3985620E-6,1.4440695E-6,1.4909397E-6,1.5392059E-6,1.5889016E-6,1.6400610E-6,1.6927186E-6,1.7469095E-6,1.8026689E-6,1.8600327E-6,1.9190368E-6,1.9797179E-6,2.0421127E-6,2.1062586E-6,2.1721930E-6,2.2399539E-6,2.3095795E-6,2.3811083E-6,2.4545792E-6,2.5300313E-6,2.6075040E-6,2.6870371E-6,2.7686704E-6,2.8524442E-6,2.9383990E-6,3.0265755E-6
230E-3,616.84824E-9,637.72958E-9,659.30002E-9,681.58051E-9,704.59249E-9,728.35792E-9,752.89928E-9,778.23951E-9,804.40211E-9,831.41106E-9,859.29085E-9,888.06651E-9,917.76355E-9,948.40801E-9,980.02643E-9,1.0126459E-6,1.0462939E-6,1.0809985E-6,1.1167884E-6,1.1536925E-6,1.1917404E-6,1.2309622E-6,1.2713883E-6,1.3130498E-6,1.3559781E-6,1.4002052E-6,1.4457635E-6,1.4926858E-6,1.5410053E-6,1.5907559E-6,1.6419716E-6,1.6946870E-6,1.7489371E-6,1.8047573E-6,1.8621833E-6,1.9212513E-6,1.9819979E-6,2.0444599E-6,2.1086745E-6,2.1746793E-6,2.2425124E-6,2.3122118E-6,2.3838162E-6,2.4573645E-6,2.5328958E-6,2.6104495E-6,2.6900655E-6,2.7717835E-6,2.8556440E-6,2.9416874E-6,3.0299545E-6
232E-3,617.59507E-9,638.50105E-9,660.09688E-9,682.40355E-9,705.44254E-9,729.23580E-9,753.80584E-9,779.17564E-9,805.36870E-9,832.40903E-9,860.32115E-9,889.13009E-9,918.86142E-9,949.54117E-9,981.19593E-9,1.0138528E-6,1.0475393E-6,1.0822835E-6,1.1181141E-6,1.1550601E-6,1.1931511E-6,1.2324171E-6,1.2728887E-6,1.3145970E-6,1.3575734E-6,1.4018499E-6,1.4474589E-6,1.4944332E-6,1.5428062E-6,1.5926116E-6,1.6438837E-6,1.6966569E-6,1.7509663E-6,1.8068473E-6,1.8643356E-6,1.9234676E-6,1.9842797E-6,2.0468088E-6,2.1110922E-6,2.1771675E-6,2.2450727E-6,2.3148460E-6,2.3865261E-6,2.4601518E-6,2.5357623E-6,2.6133971E-6,2.6930959E-6,2.7748988E-6,2.8588460E-6,2.9449781E-6,3.0333357E-6
234E-3,618.34257E-9,639.27320E-9,660.89445E-9,683.22733E-9,706.29333E-9,730.11446E-9,754.71320E-9,780.11259E-9,806.33613E-9,833.40786E-9,861.35233E-9,890.19460E-9,919.96023E-9,950.67530E-9,982.36642E-9,1.0150607E-6,1.0487857E-6,1.0835695E-6,1.1194409E-6,1.1564288E-6,1.1945629E-6,1.2338732E-6,1.2743904E-6,1.3161455E-6,1.3591700E-6,1.4034959E-6,1.4491556E-6,1.4961820E-6,1.5446085E-6,1.5944689E-6,1.6457973E-6,1.6986283E-6,1.7529970E-6,1.8089388E-6,1.8664896E-6,1.9256855E-6,1.9865631E-6,2.0491594E-6,2.1135116E-6,2.1796574E-6,2.2476348E-6,2.3174821E-6,2.3892379E-6,2.4629410E-6,2.5386308E-6,2.6163467E-6,2.6961285E-6,2.7780162E-6,2.8620501E-6,2.9482708E-6,3.0367190E-6
236E-3,619.09072E-9,640.04601E-9,661.69271E-9,684.05182E-9,707.14486E-9,730.99386E-9,755.62134E-9,781.05033E-9,807.30438E-9,834.40754E-9,862.38438E-9,891.25999E-9,921.05995E-9,951.81037E-9,983.53787E-9,1.0162696E-6,1.0500331E-6,1.0848566E-6,1.1207687E-6,1.1577986E-6,1.1959758E-6,1.2353305E-6,1.2758933E-6,1.3176952E-6,1.3607678E-6,1.4051431E-6,1.4508536E-6,1.4979322E-6,1.5464122E-6,1.5963275E-6,1.6477123E-6,1.7006012E-6,1.7550292E-6,1.8110319E-6,1.8686451E-6,1.9279050E-6,1.9888482E-6,2.0515117E-6,2.1159328E-6,2.1821491E-6,2.2501988E-6,2.3201200E-6,2.3919514E-6,2.4657321E-6,2.5415012E-6,2.6192982E-6,2.6991629E-6,2.7811355E-6,2.8652562E-6,2.9515655E-6,3.0401044E-6
238E-3,619.83950E-9,640.81948E-9,662.49163E-9,684.87699E-9,707.99709E-9,731.87399E-9,756.53022E-9,781.98884E-9,808.27342E-9,835.40803E-9,863.41727E-9,892.32624E-9,922.16056E-9,952.94635E-9,984.71027E-9,1.0174794E-6,1.0512815E-6,1.0861447E-6,1.1220976E-6,1.1591695E-6,1.1973898E-6,1.2367889E-6,1.2773973E-6,1.3192461E-6,1.3623668E-6,1.4067916E-6,1.4525529E-6,1.4996837E-6,1.5482173E-6,1.5981875E-6,1.6496287E-6,1.7025755E-6,1.7570629E-6,1.8131265E-6,1.8708021E-6,1.9301260E-6,1.9911349E-6,2.0538656E-6,2.1183556E-6,2.1846425E-6,2.2527644E-6,2.3227596E-6,2.3946668E-6,2.4685250E-6,2.5443733E-6,2.6222515E-6,2.7021993E-6,2.7842567E-6,2.8684642E-6,2.9548623E-6,3.0434918E-6
240E-3,620.58889E-9,641.59357E-9,663.29120E-9,685.70282E-9,708.85001E-9,732.75482E-9,757.43983E-9,782.92810E-9,809.24323E-9,836.40931E-9,864.45097E-9,893.39333E-9,923.26203E-9,954.08322E-9,985.88357E-9,1.0186902E-6,1.0525309E-6,1.0874338E-6,1.1234276E-6,1.1605414E-6,1.1988049E-6,1.2382484E-6,1.2789024E-6,1.3207981E-6,1.3639670E-6,1.4084413E-6,1.4542534E-6,1.5014364E-6,1.5500236E-6,1.6000488E-6,1.6515465E-6,1.7045512E-6,1.7590980E-6,1.8152225E-6,1.8729606E-6,1.9323486E-6,1.9934230E-6,2.0562210E-6,2.1207799E-6,2.1871374E-6,2.2553316E-6,2.3254009E-6,2.3973838E-6,2.4713196E-6,2.5472473E-6,2.6252066E-6,2.7052374E-6,2.7873798E-6,2.8716741E-6,2.9581609E-6,3.0468811E-6
242E-3,621.33887E-9,642.36827E-9,664.09140E-9,686.52931E-9,709.70360E-9,733.63635E-9,758.35014E-9,783.86808E-9,810.21378E-9,837.41137E-9,865.48547E-9,894.46124E-9,924.36434E-9,955.22095E-9,987.05775E-9,1.0199019E-6,1.0537812E-6,1.0887238E-6,1.1247585E-6,1.1619143E-6,1.2002211E-6,1.2397089E-6,1.2804086E-6,1.3223512E-6,1.3655683E-6,1.4100921E-6,1.4559551E-6,1.5031903E-6,1.5518311E-6,1.6019114E-6,1.6534655E-6,1.7065282E-6,1.7611345E-6,1.8173199E-6,1.8751205E-6,1.9345726E-6,1.9957127E-6,2.0585780E-6,2.1232058E-6,2.1896340E-6,2.2579005E-6,2.3280438E-6,2.4001025E-6,2.4741158E-6,2.5501229E-6,2.6281635E-6,2.7082773E-6,2.7905046E-6,2.8748858E-6,2.9614614E-6,3.0502723E-6
244E-3,622.08943E-9,643.14357E-9,664.89221E-9,687.35643E-9,710.55784E-9,734.51854E-9,759.26115E-9,784.80878E-9,811.18507E-9,838.41417E-9,866.52073E-9,895.52993E-9,925.46746E-9,956.35950E-9,988.23279E-9,1.0211145E-6,1.0550325E-6,1.0900148E-6,1.1260903E-6,1.1632882E-6,1.2016382E-6,1.2411705E-6,1.2819158E-6,1.3239054E-6,1.3671708E-6,1.4117441E-6,1.4576580E-6,1.5049454E-6,1.5536399E-6,1.6037752E-6,1.6553859E-6,1.7085065E-6,1.7631722E-6,1.8194187E-6,1.8772818E-6,1.9367979E-6,1.9980038E-6,2.0609364E-6,2.1256332E-6,2.1921320E-6,2.2604708E-6,2.3306882E-6,2.4028228E-6,2.4769137E-6,2.5530002E-6,2.6311220E-6,2.7113189E-6,2.7936312E-6,2.8780992E-6,2.9647636E-6,3.0536653E-6
246E-3,622.84055E-9,643.91945E-9,665.69362E-9,688.18416E-9,711.41271E-9,735.40139E-9,760.17282E-9,785.75016E-9,812.15707E-9,839.41770E-9,867.55674E-9,896.59940E-9,926.57137E-9,957.49888E-9,989.40866E-9,1.0223280E-6,1.0562846E-6,1.0913067E-6,1.1274231E-6,1.1646630E-6,1.2030563E-6,1.2426331E-6,1.2834241E-6,1.3254606E-6,1.3687743E-6,1.4133972E-6,1.4593620E-6,1.5067017E-6,1.5554498E-6,1.6056403E-6,1.6573074E-6,1.7104860E-6,1.7652113E-6,1.8215187E-6,1.8794444E-6,1.9390247E-6,2.0002962E-6,2.0632962E-6,2.1280620E-6,2.1946315E-6,2.2630427E-6,2.3333342E-6,2.4055446E-6,2.4797131E-6,2.5558791E-6,2.6340821E-6,2.7143622E-6,2.7967594E-6,2.8813143E-6,2.9680675E-6,3.0570599E-6
248E-3,623.59222E-9,644.69590E-9,666.49561E-9,689.01250E-9,712.26820E-9,736.28486E-9,761.08515E-9,786.69222E-9,813.12975E-9,840.42194E-9,868.59349E-9,897.66961E-9,927.67605E-9,958.63904E-9,990.58535E-9,1.0235422E-6,1.0575375E-6,1.0925994E-6,1.1287567E-6,1.1660388E-6,1.2044753E-6,1.2440966E-6,1.2849334E-6,1.3270169E-6,1.3703788E-6,1.4150513E-6,1.4610671E-6,1.5084591E-6,1.5572609E-6,1.6075065E-6,1.6592301E-6,1.7124668E-6,1.7672515E-6,1.8236201E-6,1.8816083E-6,1.9412527E-6,2.0025900E-6,2.0656574E-6,2.1304922E-6,2.1971324E-6,2.2656160E-6,2.3359816E-6,2.4082679E-6,2.4825141E-6,2.5587595E-6,2.6370438E-6,2.7174070E-6,2.7998892E-6,2.8845310E-6,2.9713730E-6,3.0604563E-6
250E-3,624.34443E-9,645.47290E-9,667.29817E-9,689.84141E-9,713.12429E-9,737.16896E-9,761.99811E-9,787.63493E-9,814.10311E-9,841.42687E-9,869.63094E-9,898.74055E-9,928.78147E-9,959.77997E-9,991.76283E-9,1.0247573E-6,1.0587913E-6,1.0938930E-6,1.1300913E-6,1.1674155E-6,1.2058953E-6,1.2455611E-6,1.2864436E-6,1.3285741E-6,1.3719844E-6,1.4167065E-6,1.4627732E-6,1.5102175E-6,1.5590731E-6,1.6093738E-6,1.6611540E-6,1.7144487E-6,1.7692930E-6,1.8257226E-6,1.8837735E-6,1.9434821E-6,2.0048851E-6,2.0680199E-6,2.1329238E-6,2.1996346E-6,2.2681907E-6,2.3386304E-6,2.4109926E-6,2.4853165E-6,2.5616414E-6,2.6400070E-6,2.7204533E-6,2.8030206E-6,2.8877493E-6,2.9746802E-6,3.0638542E-6
252E-3,625.09716E-9,646.25043E-9,668.10128E-9,690.67090E-9,713.98096E-9,738.05366E-9,762.91170E-9,788.57828E-9,815.07712E-9,842.43248E-9,870.66908E-9,899.81221E-9,929.88763E-9,960.92165E-9,992.94107E-9,1.0259732E-6,1.0600459E-6,1.0951874E-6,1.1314267E-6,1.1687930E-6,1.2073161E-6,1.2470265E-6,1.2879548E-6,1.3301324E-6,1.3735909E-6,1.4183627E-6,1.4644804E-6,1.5119771E-6,1.5608863E-6,1.6112422E-6,1.6630790E-6,1.7164318E-6,1.7713357E-6,1.8278263E-6,1.8859398E-6,1.9457126E-6,2.0071815E-6,2.0703837E-6,2.1353566E-6,2.2021382E-6,2.2707667E-6,2.3412806E-6,2.4137188E-6,2.4881203E-6,2.5645247E-6,2.6429716E-6,2.7235011E-6,2.8061534E-6,2.8909691E-6,2.9779888E-6,3.0672537E-6
254E-3,625.85040E-9,647.02849E-9,668.90494E-9,691.50094E-9,714.83821E-9,738.93895E-9,763.82588E-9,789.52225E-9,816.05178E-9,843.43874E-9,871.70790E-9,900.88456E-9,930.99451E-9,962.06407E-9,994.12007E-9,1.0271899E-6,1.0613013E-6,1.0964827E-6,1.1327629E-6,1.1701714E-6,1.2087379E-6,1.2484928E-6,1.2894669E-6,1.3316915E-6,1.3751984E-6,1.4200199E-6,1.4661885E-6,1.5137376E-6,1.5627006E-6,1.6131117E-6,1.6650052E-6,1.7184160E-6,1.7733794E-6,1.8299312E-6,1.8881074E-6,1.9479444E-6,2.0094791E-6,2.0727487E-6,2.1377907E-6,2.2046431E-6,2.2733441E-6,2.3439322E-6,2.4164462E-6,2.4909255E-6,2.5674094E-6,2.6459376E-6,2.7265503E-6,2.8092877E-6,2.8941903E-6,2.9812989E-6,3.0706546E-6
256E-3,626.60414E-9,647.80706E-9,669.70912E-9,692.33152E-9,715.69601E-9,739.82481E-9,764.74066E-9,790.46682E-9,817.02706E-9,844.44564E-9,872.74738E-9,901.95758E-9,932.10207E-9,963.20719E-9,995.29980E-9,1.0284073E-6,1.0625574E-6,1.0977787E-6,1.1341000E-6,1.1715506E-6,1.2101605E-6,1.2499599E-6,1.2909799E-6,1.3332516E-6,1.3768068E-6,1.4216780E-6,1.4678977E-6,1.5154991E-6,1.5645159E-6,1.6149822E-6,1.6669323E-6,1.7204013E-6,1.7754243E-6,1.8320372E-6,1.8902761E-6,1.9501773E-6,2.0117779E-6,2.0751149E-6,2.1402261E-6,2.2071492E-6,2.2759227E-6,2.3465850E-6,2.4191750E-6,2.4937320E-6,2.5702954E-6,2.6489050E-6,2.7296009E-6,2.8124234E-6,2.8974130E-6,2.9846105E-6,3.0740570E-6
