288.35E-3,288.35E-3,452.27483217E-3
288.40E-3,288.40E-3,451.83139763E-3
288.45E-3,288.45E-3,451.38764056E-3
288.50E-3,288.50E-3,450.94356102E-3
288.55E-3,288.55E-3,450.49915913E-3
288.60E-3,288.60E-3,450.05443496E-3
288.65E-3,288.65E-3,449.60938860E-3
288.70E-3,288.70E-3,449.16402016E-3
288.75E-3,288.75E-3,448.71832972E-3
288.80E-3,288.80E-3,448.27231737E-3
288.85E-3,288.85E-3,447.82598321E-3
288.90E-3,288.90E-3,447.37932734E-3
288.95E-3,288.95E-3,446.93234985E-3
289.00E-3,289.00E-3,446.48505083E-3
289.05E-3,289.05E-3,446.03743040E-3
289.10E-3,289.10E-3,445.58948863E-3
289.15E-3,289.15E-3,445.14122564E-3
289.20E-3,289.20E-3,444.69264153E-3
289.25E-3,289.25E-3,444.24373639E-3
289.30E-3,289.30E-3,443.79451032E-3
289.35E-3,289.35E-3,443.34496344E-3
289.40E-3,289.40E-3,442.89509584E-3
289.45E-3,289.45E-3,442.44490763E-3
289.50E-3,289.50E-3,441.99439891E-3
289.55E-3,289.55E-3,441.54356979E-3
289.60E-3,289.60E-3,441.09242038E-3
289.65E-3,289.65E-3,440.64095078E-3
289.70E-3,289.70E-3,440.18916111E-3
289.75E-3,289.75E-3,439.73705147E-3
289.80E-3,289.80E-3,439.28462197E-3
289.85E-3,289.85E-3,438.83187273E-3
289.90E-3,289.90E-3,438.37880386E-3
289.95E-3,289.95E-3,437.92541546E-3
290.00E-3,290.00E-3,437.47170767E-3
290.05E-3,290.05E-3,437.01768058E-3
290.10E-3,290.10E-3,436.56333432E-3
290.15E-3,290.15E-3,436.10866900E-3
290.20E-3,290.20E-3,435.65368475E-3
290.25E-3,290.25E-3,435.19838167E-3
290.30E-3,290.30E-3,434.74275989E-3
290.35E-3,290.35E-3,434.28681953E-3
290.40E-3,290.40E-3,433.83056071E-3
290.45E-3,290.45E-3,433.37398355E-3
290.50E-3,290.50E-3,432.91708818E-3
290.55E-3,290.55E-3,432.45987472E-3
290.60E-3,290.60E-3,432.00234329E-3
290.65E-3,290.65E-3,431.54449403E-3
290.70E-3,290.70E-3,431.08632705E-3
290.75E-3,290.75E-3,430.62784249E-3
290.80E-3,290.80E-3,430.16904047E-3
290.85E-3,290.85E-3,429.70992113E-3
290.90E-3,290.90E-3,429.25048459E-3
290.95E-3,290.95E-3,428.79073099E-3
291.00E-3,291.00E-3,428.33066046E-3
291.05E-3,291.05E-3,427.87027313E-3
291.10E-3,291.10E-3,427.40956913E-3
291.15E-3,291.15E-3,426.94854861E-3
291.20E-3,291.20E-3,426.48721170E-3
291.25E-3,291.25E-3,426.02555853E-3
291.30E-3,291.30E-3,425.56358925E-3
291.35E-3,291.35E-3,425.10130399E-3
291.40E-3,291.40E-3,424.63870290E-3
291.45E-3,291.45E-3,424.17578611E-3
291.50E-3,291.50E-3,423.71255377E-3
291.55E-3,291.55E-3,423.24900601E-3
291.60E-3,291.60E-3,422.78514300E-3
291.65E-3,291.65E-3,422.32096486E-3
291.70E-3,291.70E-3,421.85647176E-3
291.75E-3,291.75E-3,421.39166382E-3
291.80E-3,291.80E-3,420.92654121E-3
291.85E-3,291.85E-3,420.46110407E-3
291.90E-3,291.90E-3,419.99535255E-3
291.95E-3,291.95E-3,419.52928680E-3
292.00E-3,292.00E-3,419.06290698E-3
292.05E-3,292.05E-3,418.59621324E-3
292.10E-3,292.10E-3,418.12920573E-3
292.15E-3,292.15E-3,417.66188461E-3
292.20E-3,292.20E-3,417.19425003E-3
292.25E-3,292.25E-3,416.72630216E-3
292.30E-3,292.30E-3,416.25804115E-3
292.35E-3,292.35E-3,415.78946716E-3
292.40E-3,292.40E-3,415.32058035E-3
292.45E-3,292.45E-3,414.85138089E-3
292.50E-3,292.50E-3,414.38186893E-3
292.55E-3,292.55E-3,413.91204464E-3
292.60E-3,292.60E-3,413.44190819E-3
292.65E-3,292.65E-3,412.97145974E-3
292.70E-3,292.70E-3,412.50069945E-3
292.75E-3,292.75E-3,412.02962751E-3
292.80E-3,292.80E-3,411.55824407E-3
292.85E-3,292.85E-3,411.08654930E-3
292.90E-3,292.90E-3,410.61454339E-3
292.95E-3,292.95E-3,410.14222650E-3
293.00E-3,293.00E-3,409.66959880E-3
293.05E-3,293.05E-3,409.19666047E-3
293.10E-3,293.10E-3,408.72341168E-3
293.15E-3,293.15E-3,408.24985262E-3
293.20E-3,293.20E-3,407.77598346E-3
293.25E-3,293.25E-3,407.30180438E-3
293.30E-3,293.30E-3,406.82731556E-3
293.35E-3,293.35E-3,406.35251718E-3
293.40E-3,293.40E-3,405.87740943E-3
293.45E-3,293.45E-3,405.40199248E-3
293.50E-3,293.50E-3,404.92626654E-3
293.55E-3,293.55E-3,404.45023177E-3
293.60E-3,293.60E-3,403.97388837E-3
293.65E-3,293.65E-3,403.49723653E-3
293.70E-3,293.70E-3,403.02027643E-3
293.75E-3,293.75E-3,402.54300828E-3
293.80E-3,293.80E-3,402.06543225E-3
