dc (V),cgg@Vgs 0.25 ,cgg@Vgs 0.251 ,cgg@Vgs 0.252 ,cgg@Vgs 0.253 ,cgg@Vgs 0.254 ,cgg@Vgs 0.255 ,cgg@Vgs 0.256 ,cgg@Vgs 0.257 ,cgg@Vgs 0.258 ,cgg@Vgs 0.259 ,cgg@Vgs 0.26 ,cgg@Vgs 0.261 ,cgg@Vgs 0.262 ,cgg@Vgs 0.263 ,cgg@Vgs 0.264 ,cgg@Vgs 0.265 ,cgg@Vgs 0.266 ,cgg@Vgs 0.267 ,cgg@Vgs 0.268 ,cgg@Vgs 0.269 ,cgg@Vgs 0.27 ,cgg@Vgs 0.271 ,cgg@Vgs 0.272 ,cgg@Vgs 0.273 ,cgg@Vgs 0.274 ,cgg@Vgs 0.275 ,cgg@Vgs 0.276 ,cgg@Vgs 0.277 ,cgg@Vgs 0.278 ,cgg@Vgs 0.279 ,cgg@Vgs 0.28 ,cgg@Vgs 0.281 ,cgg@Vgs 0.282 ,cgg@Vgs 0.283 ,cgg@Vgs 0.284 ,cgg@Vgs 0.285 ,cgg@Vgs 0.286 ,cgg@Vgs 0.287 ,cgg@Vgs 0.288 ,cgg@Vgs 0.289 ,cgg@Vgs 0.29 ,cgg@Vgs 0.291 ,cgg@Vgs 0.292 ,cgg@Vgs 0.293 ,cgg@Vgs 0.294 ,cgg@Vgs 0.295 ,cgg@Vgs 0.296 ,cgg@Vgs 0.297 ,cgg@Vgs 0.298 ,cgg@Vgs 0.299 ,cgg@Vgs 0.3 ,cgg@Vgs 0.301 ,cgg@Vgs 0.302 ,cgg@Vgs 0.303 ,cgg@Vgs 0.304 ,cgg@Vgs 0.305 ,cgg@Vgs 0.306 ,cgg@Vgs 0.307 ,cgg@Vgs 0.308 ,cgg@Vgs 0.309 ,cgg@Vgs 0.31 ,cgg@Vgs 0.311 ,cgg@Vgs 0.312 ,cgg@Vgs 0.313 ,cgg@Vgs 0.314 ,cgg@Vgs 0.315 ,cgg@Vgs 0.316 ,cgg@Vgs 0.317 ,cgg@Vgs 0.318 ,cgg@Vgs 0.319 ,cgg@Vgs 0.32 ,cgg@Vgs 0.321 ,cgg@Vgs 0.322 ,cgg@Vgs 0.323 ,cgg@Vgs 0.324 ,cgg@Vgs 0.325 ,cgg@Vgs 0.326 ,cgg@Vgs 0.327 ,cgg@Vgs 0.328 ,cgg@Vgs 0.329 ,cgg@Vgs 0.33 
320E-3,17.191043E-15,17.257913E-15,17.326157E-15,17.395777E-15,17.466777E-15,17.539157E-15,17.612918E-15,17.688059E-15,17.764578E-15,17.842471E-15,17.921734E-15,18.002362E-15,18.084348E-15,18.167684E-15,18.252362E-15,18.338370E-15,18.425698E-15,18.514333E-15,18.604263E-15,18.695471E-15,18.787943E-15,18.881662E-15,18.976610E-15,19.072768E-15,19.170117E-15,19.268636E-15,19.368304E-15,19.469098E-15,19.570995E-15,19.673971E-15,19.778002E-15,19.883062E-15,19.989125E-15,20.096165E-15,20.204154E-15,20.313065E-15,20.422870E-15,20.533540E-15,20.645047E-15,20.757361E-15,20.870452E-15,20.984292E-15,21.098849E-15,21.214094E-15,21.329998E-15,21.446528E-15,21.563656E-15,21.681350E-15,21.799581E-15,21.918318E-15,22.037531E-15,22.157191E-15,22.277266E-15,22.397729E-15,22.518548E-15,22.639696E-15,22.761143E-15,22.882861E-15,23.004821E-15,23.126996E-15,23.249359E-15,23.371881E-15,23.494537E-15,23.617300E-15,23.740144E-15,23.863045E-15,23.985977E-15,24.108916E-15,24.231839E-15,24.354722E-15,24.477543E-15,24.600279E-15,24.722910E-15,24.845413E-15,24.967768E-15,25.089957E-15,25.211958E-15,25.333755E-15,25.455328E-15,25.576660E-15,25.697734E-15
322E-3,17.189261E-15,17.256133E-15,17.324379E-15,17.394002E-15,17.465004E-15,17.537387E-15,17.611151E-15,17.686294E-15,17.762815E-15,17.840711E-15,17.919977E-15,18.000608E-15,18.082597E-15,18.165936E-15,18.250616E-15,18.336627E-15,18.423958E-15,18.512596E-15,18.602529E-15,18.693740E-15,18.786215E-15,18.879937E-15,18.974888E-15,19.071049E-15,19.168401E-15,19.266924E-15,19.366595E-15,19.467392E-15,19.569292E-15,19.672271E-15,19.776305E-15,19.881368E-15,19.987435E-15,20.094478E-15,20.202470E-15,20.311385E-15,20.421193E-15,20.531867E-15,20.643377E-15,20.755694E-15,20.868789E-15,20.982631E-15,21.097192E-15,21.212441E-15,21.328347E-15,21.444881E-15,21.562012E-15,21.679710E-15,21.797944E-15,21.916685E-15,22.035901E-15,22.155564E-15,22.275643E-15,22.396108E-15,22.516931E-15,22.638082E-15,22.759533E-15,22.881254E-15,23.003217E-15,23.125395E-15,23.247761E-15,23.370286E-15,23.492945E-15,23.615711E-15,23.738558E-15,23.861462E-15,23.984397E-15,24.107339E-15,24.230265E-15,24.353151E-15,24.475974E-15,24.598713E-15,24.721346E-15,24.843852E-15,24.966210E-15,25.088401E-15,25.210405E-15,25.332204E-15,25.453779E-15,25.575113E-15,25.696189E-15
324E-3,17.187473E-15,17.254348E-15,17.322596E-15,17.392222E-15,17.463226E-15,17.535612E-15,17.609378E-15,17.684523E-15,17.761047E-15,17.838946E-15,17.918214E-15,17.998848E-15,18.080839E-15,18.164181E-15,18.248864E-15,18.334878E-15,18.422211E-15,18.510853E-15,18.600788E-15,18.692002E-15,18.784480E-15,18.878205E-15,18.973159E-15,19.069323E-15,19.166679E-15,19.265204E-15,19.364878E-15,19.465678E-15,19.567581E-15,19.670564E-15,19.774601E-15,19.879667E-15,19.985737E-15,20.092783E-15,20.200779E-15,20.309697E-15,20.419508E-15,20.530185E-15,20.641698E-15,20.754019E-15,20.867117E-15,20.980963E-15,21.095527E-15,21.210779E-15,21.326689E-15,21.443226E-15,21.560361E-15,21.678062E-15,21.796299E-15,21.915043E-15,22.034263E-15,22.153929E-15,22.274011E-15,22.394480E-15,22.515306E-15,22.636460E-15,22.757914E-15,22.879638E-15,23.001605E-15,23.123786E-15,23.246155E-15,23.368683E-15,23.491345E-15,23.614114E-15,23.736964E-15,23.859871E-15,23.982809E-15,24.105754E-15,24.228683E-15,24.351572E-15,24.474398E-15,24.597139E-15,24.719775E-15,24.842283E-15,24.964644E-15,25.086837E-15,25.208844E-15,25.330645E-15,25.452222E-15,25.573559E-15,25.694637E-15
326E-3,17.185681E-15,17.252558E-15,17.320808E-15,17.390436E-15,17.461443E-15,17.533830E-15,17.607599E-15,17.682747E-15,17.759273E-15,17.837174E-15,17.916445E-15,17.997081E-15,18.079075E-15,18.162420E-15,18.247105E-15,18.333122E-15,18.420459E-15,18.509103E-15,18.599040E-15,18.690258E-15,18.782739E-15,18.876466E-15,18.971423E-15,19.067591E-15,19.164949E-15,19.263477E-15,19.363154E-15,19.463957E-15,19.565864E-15,19.668849E-15,19.772890E-15,19.877959E-15,19.984032E-15,20.091081E-15,20.199080E-15,20.308001E-15,20.417816E-15,20.528496E-15,20.640013E-15,20.752336E-15,20.865438E-15,20.979287E-15,21.093854E-15,21.209110E-15,21.325023E-15,21.441563E-15,21.558701E-15,21.676405E-15,21.794646E-15,21.913393E-15,22.032616E-15,22.152285E-15,22.272371E-15,22.392843E-15,22.513673E-15,22.634830E-15,22.756287E-15,22.878014E-15,22.999984E-15,23.122169E-15,23.244540E-15,23.367072E-15,23.489737E-15,23.612509E-15,23.735362E-15,23.858272E-15,23.981213E-15,24.104161E-15,24.227092E-15,24.349984E-15,24.472813E-15,24.595557E-15,24.718196E-15,24.840707E-15,24.963070E-15,25.085266E-15,25.207275E-15,25.329078E-15,25.450658E-15,25.571997E-15,25.693077E-15
328E-3,17.183884E-15,17.250763E-15,17.319016E-15,17.388645E-15,17.459654E-15,17.532044E-15,17.605815E-15,17.680966E-15,17.757494E-15,17.835397E-15,17.914671E-15,17.995309E-15,18.077306E-15,18.160653E-15,18.245341E-15,18.331360E-15,18.418700E-15,18.507346E-15,18.597287E-15,18.688507E-15,18.780990E-15,18.874721E-15,18.969681E-15,19.065851E-15,19.163212E-15,19.261743E-15,19.361423E-15,19.462230E-15,19.564139E-15,19.667128E-15,19.771171E-15,19.876244E-15,19.982319E-15,20.089372E-15,20.197374E-15,20.306298E-15,20.416116E-15,20.526799E-15,20.638319E-15,20.750646E-15,20.863750E-15,20.977603E-15,21.092174E-15,21.207432E-15,21.323349E-15,21.439892E-15,21.557033E-15,21.674741E-15,21.792985E-15,21.911735E-15,22.030961E-15,22.150634E-15,22.270723E-15,22.391198E-15,22.512031E-15,22.633191E-15,22.754651E-15,22.876382E-15,22.998355E-15,23.120543E-15,23.242917E-15,23.365452E-15,23.488120E-15,23.610895E-15,23.733752E-15,23.856665E-15,23.979609E-15,24.102560E-15,24.225494E-15,24.348388E-15,24.471220E-15,24.593967E-15,24.716608E-15,24.839122E-15,24.961488E-15,25.083687E-15,25.205698E-15,25.327504E-15,25.449087E-15,25.570428E-15,25.691510E-15
330E-3,17.182082E-15,17.248963E-15,17.317218E-15,17.386850E-15,17.457861E-15,17.530253E-15,17.604026E-15,17.679179E-15,17.755710E-15,17.833615E-15,17.912891E-15,17.993532E-15,18.075531E-15,18.158880E-15,18.243571E-15,18.329593E-15,18.416935E-15,18.505584E-15,18.595527E-15,18.686750E-15,18.779236E-15,18.872969E-15,18.967932E-15,19.064105E-15,19.161469E-15,19.260003E-15,19.359686E-15,19.460495E-15,19.562407E-15,19.665399E-15,19.769445E-15,19.874521E-15,19.980600E-15,20.087655E-15,20.195660E-15,20.304588E-15,20.414409E-15,20.525095E-15,20.636618E-15,20.748948E-15,20.862056E-15,20.975911E-15,21.090485E-15,21.205747E-15,21.321666E-15,21.438213E-15,21.555357E-15,21.673068E-15,21.791316E-15,21.910069E-15,22.029299E-15,22.148974E-15,22.269066E-15,22.389545E-15,22.510381E-15,22.631545E-15,22.753008E-15,22.874742E-15,22.996718E-15,23.118909E-15,23.241286E-15,23.363824E-15,23.486495E-15,23.609274E-15,23.732133E-15,23.855049E-15,23.977996E-15,24.100950E-15,24.223887E-15,24.346785E-15,24.469619E-15,24.592369E-15,24.715013E-15,24.837530E-15,24.959898E-15,25.082099E-15,25.204114E-15,25.325922E-15,25.447507E-15,25.568851E-15,25.689936E-15
332E-3,17.180276E-15,17.247159E-15,17.315416E-15,17.385050E-15,17.456063E-15,17.528457E-15,17.602232E-15,17.677387E-15,17.753920E-15,17.831828E-15,17.911106E-15,17.991749E-15,18.073751E-15,18.157102E-15,18.241795E-15,18.327820E-15,18.415164E-15,18.503816E-15,18.593762E-15,18.684987E-15,18.777476E-15,18.871212E-15,18.966177E-15,19.062353E-15,19.159719E-15,19.258256E-15,19.357942E-15,19.458754E-15,19.560669E-15,19.663663E-15,19.767713E-15,19.872791E-15,19.978873E-15,20.085932E-15,20.193940E-15,20.302870E-15,20.412694E-15,20.523383E-15,20.634909E-15,20.747242E-15,20.860353E-15,20.974212E-15,21.088789E-15,21.204054E-15,21.319977E-15,21.436527E-15,21.553674E-15,21.671388E-15,21.789638E-15,21.908395E-15,22.027628E-15,22.147307E-15,22.267402E-15,22.387884E-15,22.508723E-15,22.629890E-15,22.751356E-15,22.873093E-15,22.995073E-15,23.117266E-15,23.239647E-15,23.362188E-15,23.484863E-15,23.607644E-15,23.730507E-15,23.853425E-15,23.976375E-15,24.099332E-15,24.222273E-15,24.345173E-15,24.468011E-15,24.590763E-15,24.713410E-15,24.835929E-15,24.958301E-15,25.080505E-15,25.202521E-15,25.324333E-15,25.445920E-15,25.567266E-15,25.688354E-15
334E-3,17.178466E-15,17.245351E-15,17.313610E-15,17.383246E-15,17.454261E-15,17.526657E-15,17.600434E-15,17.675591E-15,17.752126E-15,17.830036E-15,17.909316E-15,17.989961E-15,18.071965E-15,18.155319E-15,18.240014E-15,18.326041E-15,18.413388E-15,18.502042E-15,18.591990E-15,18.683218E-15,18.775709E-15,18.869448E-15,18.964416E-15,19.060594E-15,19.157963E-15,19.256503E-15,19.356191E-15,19.457006E-15,19.558924E-15,19.661921E-15,19.765973E-15,19.871055E-15,19.977139E-15,20.084201E-15,20.192212E-15,20.301145E-15,20.410972E-15,20.521665E-15,20.633193E-15,20.745530E-15,20.858644E-15,20.972506E-15,21.087086E-15,21.202354E-15,21.318279E-15,21.434833E-15,21.551983E-15,21.669700E-15,21.787954E-15,21.906713E-15,22.025949E-15,22.145631E-15,22.265730E-15,22.386215E-15,22.507057E-15,22.628227E-15,22.749697E-15,22.871437E-15,22.993419E-15,23.115616E-15,23.238000E-15,23.360544E-15,23.483222E-15,23.606006E-15,23.728872E-15,23.851794E-15,23.974747E-15,24.097707E-15,24.220650E-15,24.343553E-15,24.466394E-15,24.589149E-15,24.711799E-15,24.834321E-15,24.956695E-15,25.078902E-15,25.200921E-15,25.322735E-15,25.444325E-15,25.565674E-15,25.686764E-15
336E-3,17.176653E-15,17.243539E-15,17.311800E-15,17.381437E-15,17.452454E-15,17.524852E-15,17.598631E-15,17.673790E-15,17.750327E-15,17.828239E-15,17.907521E-15,17.988169E-15,18.070174E-15,18.153530E-15,18.238228E-15,18.324257E-15,18.411606E-15,18.500263E-15,18.590213E-15,18.681443E-15,18.773937E-15,18.867678E-15,18.962649E-15,19.058830E-15,19.156201E-15,19.254744E-15,19.354435E-15,19.455252E-15,19.557173E-15,19.660173E-15,19.764228E-15,19.869312E-15,19.975399E-15,20.082463E-15,20.190477E-15,20.299413E-15,20.409243E-15,20.519939E-15,20.631471E-15,20.743810E-15,20.856927E-15,20.970792E-15,21.085375E-15,21.200646E-15,21.316574E-15,21.433131E-15,21.550284E-15,21.668004E-15,21.786261E-15,21.905024E-15,22.024263E-15,22.143948E-15,22.264050E-15,22.384538E-15,22.505383E-15,22.626556E-15,22.748029E-15,22.869772E-15,22.991758E-15,23.113958E-15,23.236345E-15,23.358892E-15,23.481573E-15,23.604360E-15,23.727229E-15,23.850154E-15,23.973110E-15,24.096073E-15,24.219019E-15,24.341925E-15,24.464769E-15,24.587527E-15,24.710180E-15,24.832704E-15,24.955082E-15,25.077291E-15,25.199313E-15,25.321130E-15,25.442723E-15,25.564074E-15,25.685167E-15
338E-3,17.174836E-15,17.241724E-15,17.309986E-15,17.379625E-15,17.450643E-15,17.523043E-15,17.596824E-15,17.671984E-15,17.748523E-15,17.826437E-15,17.905722E-15,17.986371E-15,18.068379E-15,18.151737E-15,18.236437E-15,18.322468E-15,18.409819E-15,18.498478E-15,18.588431E-15,18.679663E-15,18.772160E-15,18.865903E-15,18.960876E-15,19.057059E-15,19.154434E-15,19.252978E-15,19.352672E-15,19.453492E-15,19.555415E-15,19.658418E-15,19.762475E-15,19.867562E-15,19.973652E-15,20.080719E-15,20.188736E-15,20.297675E-15,20.407508E-15,20.518206E-15,20.629741E-15,20.742083E-15,20.855203E-15,20.969071E-15,21.083657E-15,21.198931E-15,21.314862E-15,21.431422E-15,21.548578E-15,21.666301E-15,21.784561E-15,21.903327E-15,22.022569E-15,22.142257E-15,22.262362E-15,22.382853E-15,22.503701E-15,22.624878E-15,22.746354E-15,22.868100E-15,22.990089E-15,23.112292E-15,23.234682E-15,23.357232E-15,23.479916E-15,23.602706E-15,23.725578E-15,23.848506E-15,23.971465E-15,24.094431E-15,24.217380E-15,24.340289E-15,24.463136E-15,24.585897E-15,24.708552E-15,24.831080E-15,24.953460E-15,25.075672E-15,25.197697E-15,25.319517E-15,25.441112E-15,25.562466E-15,25.683561E-15
340E-3,17.173015E-15,17.239904E-15,17.308168E-15,17.377809E-15,17.448829E-15,17.521230E-15,17.595012E-15,17.670175E-15,17.746716E-15,17.824632E-15,17.903918E-15,17.984569E-15,18.066579E-15,18.149939E-15,18.234641E-15,18.320674E-15,18.408027E-15,18.496688E-15,18.586643E-15,18.677878E-15,18.770377E-15,18.864122E-15,18.959098E-15,19.055283E-15,19.152660E-15,19.251207E-15,19.350903E-15,19.451726E-15,19.553652E-15,19.656657E-15,19.760717E-15,19.865806E-15,19.971899E-15,20.078969E-15,20.186989E-15,20.295930E-15,20.405766E-15,20.516467E-15,20.628004E-15,20.740349E-15,20.853472E-15,20.967342E-15,21.081931E-15,21.197208E-15,21.313143E-15,21.429705E-15,21.546865E-15,21.664591E-15,21.782854E-15,21.901623E-15,22.020868E-15,22.140559E-15,22.260667E-15,22.381161E-15,22.502012E-15,22.623192E-15,22.744670E-15,22.866420E-15,22.988411E-15,23.110618E-15,23.233011E-15,23.355564E-15,23.478251E-15,23.601044E-15,23.723919E-15,23.846850E-15,23.969812E-15,24.092781E-15,24.215733E-15,24.338645E-15,24.461495E-15,24.584259E-15,24.706917E-15,24.829448E-15,24.951831E-15,25.074046E-15,25.196073E-15,25.317896E-15,25.439494E-15,25.560850E-15,25.681948E-15
342E-3,17.171191E-15,17.238082E-15,17.306347E-15,17.375989E-15,17.447011E-15,17.519414E-15,17.593198E-15,17.668362E-15,17.744904E-15,17.822822E-15,17.902110E-15,17.982763E-15,18.064775E-15,18.148137E-15,18.232840E-15,18.318876E-15,18.406231E-15,18.494894E-15,18.584851E-15,18.676088E-15,18.768589E-15,18.862337E-15,18.957314E-15,19.053502E-15,19.150881E-15,19.249431E-15,19.349129E-15,19.449954E-15,19.551882E-15,19.654890E-15,19.758952E-15,19.864045E-15,19.970140E-15,20.077212E-15,20.185234E-15,20.294179E-15,20.404017E-15,20.514721E-15,20.626261E-15,20.738609E-15,20.851734E-15,20.965608E-15,21.080199E-15,21.195479E-15,21.311417E-15,21.427982E-15,21.545144E-15,21.662873E-15,21.781139E-15,21.899911E-15,22.019159E-15,22.138853E-15,22.258964E-15,22.379461E-15,22.500315E-15,22.621498E-15,22.742980E-15,22.864732E-15,22.986727E-15,23.108936E-15,23.231332E-15,23.353889E-15,23.476578E-15,23.599375E-15,23.722253E-15,23.845186E-15,23.968151E-15,24.091123E-15,24.214078E-15,24.336993E-15,24.459846E-15,24.582613E-15,24.705274E-15,24.827808E-15,24.950193E-15,25.072411E-15,25.194442E-15,25.316267E-15,25.437867E-15,25.559227E-15,25.680327E-15
344E-3,17.169364E-15,17.236256E-15,17.304522E-15,17.374166E-15,17.445189E-15,17.517594E-15,17.591379E-15,17.666545E-15,17.743089E-15,17.821008E-15,17.900298E-15,17.980953E-15,18.062966E-15,18.146330E-15,18.231035E-15,18.317072E-15,18.404430E-15,18.493095E-15,18.583054E-15,18.674293E-15,18.766796E-15,18.860546E-15,18.955525E-15,19.051715E-15,19.149097E-15,19.247648E-15,19.347349E-15,19.448176E-15,19.550107E-15,19.653117E-15,19.757182E-15,19.862277E-15,19.968375E-15,20.075450E-15,20.183474E-15,20.292421E-15,20.402262E-15,20.512968E-15,20.624511E-15,20.736862E-15,20.849990E-15,20.963866E-15,21.078461E-15,21.193743E-15,21.309684E-15,21.426251E-15,21.543417E-15,21.661149E-15,21.779417E-15,21.898192E-15,22.017443E-15,22.137140E-15,22.257254E-15,22.377754E-15,22.498611E-15,22.619797E-15,22.741281E-15,22.863037E-15,22.985034E-15,23.107247E-15,23.229646E-15,23.352205E-15,23.474898E-15,23.597697E-15,23.720578E-15,23.843515E-15,23.966483E-15,24.089458E-15,24.212416E-15,24.335334E-15,24.458189E-15,24.580959E-15,24.703623E-15,24.826160E-15,24.948548E-15,25.070769E-15,25.192802E-15,25.314630E-15,25.436233E-15,25.557595E-15,25.678699E-15
346E-3,17.167534E-15,17.234428E-15,17.302695E-15,17.372340E-15,17.443365E-15,17.515770E-15,17.589557E-15,17.664724E-15,17.741270E-15,17.819191E-15,17.898482E-15,17.979138E-15,18.061153E-15,18.144519E-15,18.229226E-15,18.315265E-15,18.402624E-15,18.491291E-15,18.581252E-15,18.672493E-15,18.764998E-15,18.858750E-15,18.953731E-15,19.049924E-15,19.147307E-15,19.245861E-15,19.345564E-15,19.446394E-15,19.548326E-15,19.651339E-15,19.755406E-15,19.860503E-15,19.966604E-15,20.073681E-15,20.181708E-15,20.290657E-15,20.400501E-15,20.511210E-15,20.622755E-15,20.735108E-15,20.848239E-15,20.962118E-15,21.076715E-15,21.192000E-15,21.307944E-15,21.424514E-15,21.541682E-15,21.659417E-15,21.777688E-15,21.896466E-15,22.015720E-15,22.135420E-15,22.255536E-15,22.376039E-15,22.496900E-15,22.618088E-15,22.739576E-15,22.861334E-15,22.983335E-15,23.105550E-15,23.227952E-15,23.350514E-15,23.473210E-15,23.596012E-15,23.718896E-15,23.841836E-15,23.964807E-15,24.087784E-15,24.210745E-15,24.333666E-15,24.456524E-15,24.579298E-15,24.701964E-15,24.824504E-15,24.946895E-15,25.069118E-15,25.191155E-15,25.312985E-15,25.434591E-15,25.555956E-15,25.677062E-15
348E-3,17.165702E-15,17.232597E-15,17.300865E-15,17.370511E-15,17.441537E-15,17.513944E-15,17.587732E-15,17.662901E-15,17.739448E-15,17.817370E-15,17.896662E-15,17.977320E-15,18.059337E-15,18.142704E-15,18.227413E-15,18.313454E-15,18.400815E-15,18.489483E-15,18.579446E-15,18.670689E-15,18.763195E-15,18.856949E-15,18.951933E-15,19.048127E-15,19.145513E-15,19.244069E-15,19.343774E-15,19.444606E-15,19.546541E-15,19.649555E-15,19.753625E-15,19.858724E-15,19.964827E-15,20.071907E-15,20.179936E-15,20.288888E-15,20.398734E-15,20.509445E-15,20.620993E-15,20.733349E-15,20.846482E-15,20.960364E-15,21.074963E-15,21.190251E-15,21.306197E-15,21.422771E-15,21.539941E-15,21.657679E-15,21.775953E-15,21.894733E-15,22.013990E-15,22.133693E-15,22.253812E-15,22.374318E-15,22.495181E-15,22.616372E-15,22.737863E-15,22.859624E-15,22.981627E-15,23.103845E-15,23.226251E-15,23.348816E-15,23.471514E-15,23.594319E-15,23.717206E-15,23.840149E-15,23.963123E-15,24.086103E-15,24.209067E-15,24.331991E-15,24.454852E-15,24.577628E-15,24.700298E-15,24.822840E-15,24.945234E-15,25.067460E-15,25.189499E-15,25.311333E-15,25.432942E-15,25.554309E-15,25.675418E-15
350E-3,17.163867E-15,17.230763E-15,17.299033E-15,17.368680E-15,17.439706E-15,17.512115E-15,17.585904E-15,17.661074E-15,17.737622E-15,17.815545E-15,17.894840E-15,17.975499E-15,18.057517E-15,18.140886E-15,18.225596E-15,18.311638E-15,18.399001E-15,18.487671E-15,18.577636E-15,18.668880E-15,18.761389E-15,18.855145E-15,18.950130E-15,19.046326E-15,19.143714E-15,19.242272E-15,19.341979E-15,19.442813E-15,19.544750E-15,19.647767E-15,19.751838E-15,19.856940E-15,19.963045E-15,20.070127E-15,20.178159E-15,20.287113E-15,20.396961E-15,20.507675E-15,20.619225E-15,20.731583E-15,20.844719E-15,20.958603E-15,21.073205E-15,21.188496E-15,21.304444E-15,21.421020E-15,21.538194E-15,21.655934E-15,21.774211E-15,21.892994E-15,22.012253E-15,22.131959E-15,22.252081E-15,22.372589E-15,22.493455E-15,22.614649E-15,22.736142E-15,22.857906E-15,22.979913E-15,23.102134E-15,23.224542E-15,23.347110E-15,23.469811E-15,23.592619E-15,23.715509E-15,23.838454E-15,23.961431E-15,24.084415E-15,24.207382E-15,24.330308E-15,24.453172E-15,24.575951E-15,24.698624E-15,24.821169E-15,24.943565E-15,25.065795E-15,25.187837E-15,25.309672E-15,25.431284E-15,25.552655E-15,25.673766E-15
352E-3,17.162031E-15,17.228927E-15,17.297198E-15,17.366846E-15,17.437873E-15,17.510283E-15,17.584073E-15,17.659244E-15,17.735794E-15,17.813718E-15,17.893014E-15,17.973674E-15,18.055694E-15,18.139064E-15,18.223776E-15,18.309820E-15,18.397184E-15,18.485855E-15,18.575822E-15,18.667068E-15,18.759578E-15,18.853336E-15,18.948323E-15,19.044521E-15,19.141910E-15,19.240470E-15,19.340179E-15,19.441015E-15,19.542954E-15,19.645973E-15,19.750047E-15,19.855150E-15,19.961257E-15,20.068342E-15,20.176376E-15,20.285332E-15,20.395182E-15,20.505899E-15,20.617451E-15,20.729812E-15,20.842950E-15,20.956836E-15,21.071441E-15,21.186734E-15,21.302685E-15,21.419264E-15,21.536440E-15,21.654182E-15,21.772462E-15,21.891248E-15,22.010510E-15,22.130218E-15,22.250342E-15,22.370854E-15,22.491722E-15,22.612919E-15,22.734415E-15,22.856182E-15,22.978191E-15,23.100415E-15,23.222826E-15,23.345397E-15,23.468101E-15,23.590912E-15,23.713804E-15,23.836753E-15,23.959732E-15,24.082719E-15,24.205688E-15,24.328618E-15,24.451485E-15,24.574266E-15,24.696942E-15,24.819490E-15,24.941889E-15,25.064121E-15,25.186166E-15,25.308005E-15,25.429619E-15,25.550992E-15,25.672107E-15
354E-3,17.160192E-15,17.227089E-15,17.295360E-15,17.365009E-15,17.436038E-15,17.508448E-15,17.582240E-15,17.657412E-15,17.733962E-15,17.811888E-15,17.891185E-15,17.971847E-15,18.053867E-15,18.137239E-15,18.221952E-15,18.307997E-15,18.395363E-15,18.484036E-15,18.574004E-15,18.665251E-15,18.757763E-15,18.851522E-15,18.946511E-15,19.042711E-15,19.140102E-15,19.238664E-15,19.338375E-15,19.439212E-15,19.541153E-15,19.644174E-15,19.748250E-15,19.853356E-15,19.959465E-15,20.066551E-15,20.174587E-15,20.283546E-15,20.393399E-15,20.504117E-15,20.615672E-15,20.728035E-15,20.841175E-15,20.955064E-15,21.069671E-15,21.184967E-15,21.300920E-15,21.417501E-15,21.534679E-15,21.652425E-15,21.770707E-15,21.889495E-15,22.008760E-15,22.128470E-15,22.248598E-15,22.369112E-15,22.489983E-15,22.611183E-15,22.732681E-15,22.854451E-15,22.976463E-15,23.098689E-15,23.221103E-15,23.343676E-15,23.466383E-15,23.589197E-15,23.712092E-15,23.835044E-15,23.958026E-15,24.081015E-15,24.203988E-15,24.326920E-15,24.449790E-15,24.572574E-15,24.695252E-15,24.817803E-15,24.940205E-15,25.062440E-15,25.184488E-15,25.306329E-15,25.427947E-15,25.549322E-15,25.670439E-15
356E-3,17.158351E-15,17.225249E-15,17.293521E-15,17.363171E-15,17.434201E-15,17.506612E-15,17.580404E-15,17.655577E-15,17.732129E-15,17.810055E-15,17.889353E-15,17.970016E-15,18.052038E-15,18.135411E-15,18.220125E-15,18.306172E-15,18.393538E-15,18.482213E-15,18.572182E-15,18.663431E-15,18.755945E-15,18.849705E-15,18.944696E-15,19.040897E-15,19.138290E-15,19.236854E-15,19.336566E-15,19.437406E-15,19.539349E-15,19.642371E-15,19.746449E-15,19.851556E-15,19.957668E-15,20.064756E-15,20.172794E-15,20.281755E-15,20.391610E-15,20.502330E-15,20.613887E-15,20.726252E-15,20.839395E-15,20.953286E-15,21.067896E-15,21.183193E-15,21.299149E-15,21.415733E-15,21.532913E-15,21.650661E-15,21.768945E-15,21.887736E-15,22.007003E-15,22.126717E-15,22.246847E-15,22.367363E-15,22.488237E-15,22.609439E-15,22.730941E-15,22.852713E-15,22.974727E-15,23.096957E-15,23.219373E-15,23.341949E-15,23.464659E-15,23.587475E-15,23.710373E-15,23.833327E-15,23.956313E-15,24.079305E-15,24.202280E-15,24.325215E-15,24.448087E-15,24.570875E-15,24.693556E-15,24.816109E-15,24.938514E-15,25.060752E-15,25.182802E-15,25.304646E-15,25.426266E-15,25.547645E-15,25.668764E-15
