dc (V),cgg@Vgs 0.25 ,cgg@Vgs 0.251 ,cgg@Vgs 0.252 ,cgg@Vgs 0.253 ,cgg@Vgs 0.254 ,cgg@Vgs 0.255 ,cgg@Vgs 0.256 ,cgg@Vgs 0.257 ,cgg@Vgs 0.258 ,cgg@Vgs 0.259 ,cgg@Vgs 0.26 ,cgg@Vgs 0.261 ,cgg@Vgs 0.262 ,cgg@Vgs 0.263 ,cgg@Vgs 0.264 ,cgg@Vgs 0.265 ,cgg@Vgs 0.266 ,cgg@Vgs 0.267 ,cgg@Vgs 0.268 ,cgg@Vgs 0.269 ,cgg@Vgs 0.27 ,cgg@Vgs 0.271 ,cgg@Vgs 0.272 ,cgg@Vgs 0.273 ,cgg@Vgs 0.274 ,cgg@Vgs 0.275 ,cgg@Vgs 0.276 ,cgg@Vgs 0.277 ,cgg@Vgs 0.278 ,cgg@Vgs 0.279 ,cgg@Vgs 0.28 ,cgg@Vgs 0.281 ,cgg@Vgs 0.282 ,cgg@Vgs 0.283 ,cgg@Vgs 0.284 ,cgg@Vgs 0.285 ,cgg@Vgs 0.286 ,cgg@Vgs 0.287 ,cgg@Vgs 0.288 ,cgg@Vgs 0.289 ,cgg@Vgs 0.29 ,cgg@Vgs 0.291 ,cgg@Vgs 0.292 ,cgg@Vgs 0.293 ,cgg@Vgs 0.294 ,cgg@Vgs 0.295 ,cgg@Vgs 0.296 ,cgg@Vgs 0.297 ,cgg@Vgs 0.298 ,cgg@Vgs 0.299 ,cgg@Vgs 0.3 ,cgg@Vgs 0.301 ,cgg@Vgs 0.302 ,cgg@Vgs 0.303 ,cgg@Vgs 0.304 ,cgg@Vgs 0.305 ,cgg@Vgs 0.306 ,cgg@Vgs 0.307 ,cgg@Vgs 0.308 ,cgg@Vgs 0.309 ,cgg@Vgs 0.31 ,cgg@Vgs 0.311 ,cgg@Vgs 0.312 ,cgg@Vgs 0.313 ,cgg@Vgs 0.314 ,cgg@Vgs 0.315 ,cgg@Vgs 0.316 ,cgg@Vgs 0.317 ,cgg@Vgs 0.318 ,cgg@Vgs 0.319 ,cgg@Vgs 0.32 ,cgg@Vgs 0.321 ,cgg@Vgs 0.322 ,cgg@Vgs 0.323 ,cgg@Vgs 0.324 ,cgg@Vgs 0.325 ,cgg@Vgs 0.326 ,cgg@Vgs 0.327 ,cgg@Vgs 0.328 ,cgg@Vgs 0.329 ,cgg@Vgs 0.33 
396E-3,17.121480E-15,17.188372E-15,17.256639E-15,17.326284E-15,17.397310E-15,17.469718E-15,17.543508E-15,17.618680E-15,17.695231E-15,17.773159E-15,17.852458E-15,17.933123E-15,18.015148E-15,18.098525E-15,18.183244E-15,18.269296E-15,18.356669E-15,18.445351E-15,18.535328E-15,18.626586E-15,18.719109E-15,18.812881E-15,18.907883E-15,19.004096E-15,19.101502E-15,19.200079E-15,19.299807E-15,19.400662E-15,19.502621E-15,19.605661E-15,19.709757E-15,19.814883E-15,19.921013E-15,20.028122E-15,20.136182E-15,20.245164E-15,20.355042E-15,20.465786E-15,20.577367E-15,20.689757E-15,20.802926E-15,20.916843E-15,21.031480E-15,21.146806E-15,21.262790E-15,21.379403E-15,21.496614E-15,21.614393E-15,21.732709E-15,21.851532E-15,21.970832E-15,22.090579E-15,22.210743E-15,22.331294E-15,22.452204E-15,22.573442E-15,22.694980E-15,22.816790E-15,22.938842E-15,23.061110E-15,23.183565E-15,23.306181E-15,23.428930E-15,23.551788E-15,23.674727E-15,23.797722E-15,23.920749E-15,24.043784E-15,24.166802E-15,24.289780E-15,24.412696E-15,24.535528E-15,24.658253E-15,24.780851E-15,24.903301E-15,25.025584E-15,25.147680E-15,25.269570E-15,25.391236E-15,25.512661E-15,25.633827E-15
398E-3,17.119648E-15,17.186538E-15,17.254804E-15,17.324448E-15,17.395473E-15,17.467880E-15,17.541669E-15,17.616840E-15,17.693390E-15,17.771317E-15,17.850615E-15,17.931280E-15,18.013304E-15,18.096679E-15,18.181398E-15,18.267449E-15,18.354822E-15,18.443503E-15,18.533480E-15,18.624737E-15,18.717260E-15,18.811031E-15,18.906032E-15,19.002245E-15,19.099651E-15,19.198228E-15,19.297955E-15,19.398810E-15,19.500769E-15,19.603808E-15,19.707904E-15,19.813030E-15,19.919161E-15,20.026270E-15,20.134329E-15,20.243312E-15,20.353189E-15,20.463934E-15,20.575515E-15,20.687906E-15,20.801074E-15,20.914993E-15,21.029630E-15,21.144956E-15,21.260941E-15,21.377554E-15,21.494766E-15,21.612545E-15,21.730861E-15,21.849685E-15,21.968986E-15,22.088734E-15,22.208898E-15,22.329451E-15,22.450361E-15,22.571600E-15,22.693139E-15,22.814950E-15,22.937003E-15,23.059272E-15,23.181728E-15,23.304345E-15,23.427096E-15,23.549954E-15,23.672894E-15,23.795891E-15,23.918919E-15,24.041955E-15,24.164975E-15,24.287954E-15,24.410872E-15,24.533705E-15,24.656431E-15,24.779031E-15,24.901483E-15,25.023767E-15,25.145865E-15,25.267756E-15,25.389424E-15,25.510851E-15,25.632018E-15
400E-3,17.117818E-15,17.184707E-15,17.252971E-15,17.322614E-15,17.393638E-15,17.466044E-15,17.539832E-15,17.615002E-15,17.691551E-15,17.769477E-15,17.848774E-15,17.929437E-15,18.011460E-15,18.094835E-15,18.179553E-15,18.265604E-15,18.352975E-15,18.441656E-15,18.531632E-15,18.622889E-15,18.715411E-15,18.809181E-15,18.904182E-15,19.000395E-15,19.097800E-15,19.196377E-15,19.296103E-15,19.396958E-15,19.498917E-15,19.601956E-15,19.706052E-15,19.811178E-15,19.917308E-15,20.024417E-15,20.132476E-15,20.241459E-15,20.351337E-15,20.462081E-15,20.573663E-15,20.686053E-15,20.799222E-15,20.913140E-15,21.027778E-15,21.143104E-15,21.259090E-15,21.375703E-15,21.492915E-15,21.610695E-15,21.729012E-15,21.847836E-15,21.967138E-15,22.086886E-15,22.207052E-15,22.327605E-15,22.448516E-15,22.569756E-15,22.691295E-15,22.813107E-15,22.935161E-15,23.057431E-15,23.179888E-15,23.302506E-15,23.425258E-15,23.548117E-15,23.671059E-15,23.794056E-15,23.917086E-15,24.040123E-15,24.163144E-15,24.286125E-15,24.409044E-15,24.531878E-15,24.654606E-15,24.777207E-15,24.899660E-15,25.021946E-15,25.144045E-15,25.265938E-15,25.387608E-15,25.509036E-15,25.630205E-15
402E-3,17.115991E-15,17.182878E-15,17.251141E-15,17.320783E-15,17.391805E-15,17.464210E-15,17.537997E-15,17.613166E-15,17.689714E-15,17.767638E-15,17.846934E-15,17.927597E-15,18.009619E-15,18.092993E-15,18.177710E-15,18.263759E-15,18.351130E-15,18.439810E-15,18.529785E-15,18.621042E-15,18.713563E-15,18.807333E-15,18.902333E-15,18.998545E-15,19.095950E-15,19.194526E-15,19.294252E-15,19.395106E-15,19.497065E-15,19.600104E-15,19.704199E-15,19.809325E-15,19.915455E-15,20.022563E-15,20.130623E-15,20.239605E-15,20.349483E-15,20.460227E-15,20.571809E-15,20.684200E-15,20.797369E-15,20.911287E-15,21.025925E-15,21.141252E-15,21.257237E-15,21.373851E-15,21.491064E-15,21.608844E-15,21.727161E-15,21.845986E-15,21.965288E-15,22.085037E-15,22.205203E-15,22.325756E-15,22.446668E-15,22.567909E-15,22.689449E-15,22.811261E-15,22.933316E-15,23.055587E-15,23.178045E-15,23.300664E-15,23.423417E-15,23.546277E-15,23.669220E-15,23.792219E-15,23.915249E-15,24.038287E-15,24.161309E-15,24.284292E-15,24.407212E-15,24.530047E-15,24.652776E-15,24.775379E-15,24.897833E-15,25.020121E-15,25.142221E-15,25.264116E-15,25.385787E-15,25.507216E-15,25.628387E-15
404E-3,17.114166E-15,17.181052E-15,17.249314E-15,17.318954E-15,17.389975E-15,17.462378E-15,17.536164E-15,17.611331E-15,17.687878E-15,17.765801E-15,17.845097E-15,17.925758E-15,18.007779E-15,18.091152E-15,18.175868E-15,18.261917E-15,18.349287E-15,18.437966E-15,18.527940E-15,18.619195E-15,18.711716E-15,18.805485E-15,18.900485E-15,18.996696E-15,19.094100E-15,19.192676E-15,19.292401E-15,19.393255E-15,19.495213E-15,19.598252E-15,19.702346E-15,19.807472E-15,19.913602E-15,20.020710E-15,20.128769E-15,20.237752E-15,20.347629E-15,20.458373E-15,20.569955E-15,20.682345E-15,20.795515E-15,20.909433E-15,21.024071E-15,21.139398E-15,21.255384E-15,21.371998E-15,21.489210E-15,21.606991E-15,21.725309E-15,21.844134E-15,21.963436E-15,22.083185E-15,22.203352E-15,22.323906E-15,22.444818E-15,22.566060E-15,22.687601E-15,22.809414E-15,22.931469E-15,23.053741E-15,23.176200E-15,23.298819E-15,23.421573E-15,23.544434E-15,23.667378E-15,23.790378E-15,23.913409E-15,24.036449E-15,24.159472E-15,24.282455E-15,24.405376E-15,24.528213E-15,24.650943E-15,24.773547E-15,24.896003E-15,25.018291E-15,25.140393E-15,25.262289E-15,25.383961E-15,25.505392E-15,25.626565E-15
406E-3,17.112344E-15,17.179229E-15,17.247489E-15,17.317127E-15,17.388147E-15,17.460549E-15,17.534333E-15,17.609500E-15,17.686045E-15,17.763967E-15,17.843261E-15,17.923921E-15,18.005941E-15,18.089313E-15,18.174028E-15,18.260075E-15,18.347444E-15,18.436122E-15,18.526096E-15,18.617350E-15,18.709870E-15,18.803638E-15,18.898637E-15,18.994848E-15,19.092251E-15,19.190826E-15,19.290551E-15,19.391404E-15,19.493362E-15,19.596400E-15,19.700494E-15,19.805619E-15,19.911749E-15,20.018857E-15,20.126916E-15,20.235898E-15,20.345775E-15,20.456519E-15,20.568101E-15,20.680491E-15,20.793660E-15,20.907579E-15,21.022216E-15,21.137543E-15,21.253529E-15,21.370143E-15,21.487356E-15,21.605137E-15,21.723455E-15,21.842280E-15,21.961583E-15,22.081333E-15,22.201499E-15,22.322054E-15,22.442967E-15,22.564209E-15,22.685750E-15,22.807564E-15,22.929620E-15,23.051892E-15,23.174352E-15,23.296972E-15,23.419727E-15,23.542589E-15,23.665533E-15,23.788534E-15,23.911566E-15,24.034607E-15,24.157631E-15,24.280615E-15,24.403537E-15,24.526375E-15,24.649107E-15,24.771711E-15,24.894168E-15,25.016458E-15,25.138561E-15,25.260459E-15,25.382132E-15,25.503564E-15,25.624738E-15
408E-3,17.110525E-15,17.177408E-15,17.245666E-15,17.315304E-15,17.386322E-15,17.458722E-15,17.532505E-15,17.607670E-15,17.684214E-15,17.762135E-15,17.841427E-15,17.922086E-15,18.004105E-15,18.087476E-15,18.172190E-15,18.258236E-15,18.345604E-15,18.434281E-15,18.524253E-15,18.615507E-15,18.708026E-15,18.801793E-15,18.896791E-15,18.993001E-15,19.090404E-15,19.188978E-15,19.288702E-15,19.389554E-15,19.491511E-15,19.594549E-15,19.698643E-15,19.803767E-15,19.909896E-15,20.017004E-15,20.125062E-15,20.234044E-15,20.343921E-15,20.454665E-15,20.566246E-15,20.678636E-15,20.791805E-15,20.905723E-15,21.020361E-15,21.135688E-15,21.251674E-15,21.368288E-15,21.485501E-15,21.603282E-15,21.721600E-15,21.840426E-15,21.959728E-15,22.079478E-15,22.199646E-15,22.320200E-15,22.441114E-15,22.562356E-15,22.683898E-15,22.805712E-15,22.927769E-15,23.050041E-15,23.172502E-15,23.295123E-15,23.417878E-15,23.540741E-15,23.663686E-15,23.786687E-15,23.909721E-15,24.032762E-15,24.155787E-15,24.278772E-15,24.401695E-15,24.524534E-15,24.647267E-15,24.769872E-15,24.892331E-15,25.014622E-15,25.136726E-15,25.258624E-15,25.380299E-15,25.501733E-15,25.622908E-15
410E-3,17.108709E-15,17.175590E-15,17.243847E-15,17.313483E-15,17.384499E-15,17.456898E-15,17.530680E-15,17.605843E-15,17.682386E-15,17.760305E-15,17.839596E-15,17.920254E-15,18.002271E-15,18.085641E-15,18.170353E-15,18.256399E-15,18.343765E-15,18.432441E-15,18.522413E-15,18.613665E-15,18.706183E-15,18.799949E-15,18.894946E-15,18.991156E-15,19.088557E-15,19.187130E-15,19.286854E-15,19.387705E-15,19.489662E-15,19.592699E-15,19.696792E-15,19.801916E-15,19.908044E-15,20.015151E-15,20.123209E-15,20.232190E-15,20.342067E-15,20.452810E-15,20.564391E-15,20.676781E-15,20.789950E-15,20.903868E-15,21.018506E-15,21.133832E-15,21.249818E-15,21.366432E-15,21.483645E-15,21.601426E-15,21.719744E-15,21.838570E-15,21.957873E-15,22.077623E-15,22.197790E-15,22.318345E-15,22.439259E-15,22.560501E-15,22.682044E-15,22.803858E-15,22.925916E-15,23.048189E-15,23.170650E-15,23.293271E-15,23.416027E-15,23.538890E-15,23.661836E-15,23.784838E-15,23.907872E-15,24.030914E-15,24.153940E-15,24.276926E-15,24.399850E-15,24.522690E-15,24.645424E-15,24.768030E-15,24.890490E-15,25.012782E-15,25.134887E-15,25.256786E-15,25.378462E-15,25.499897E-15,25.621073E-15
412E-3,17.106896E-15,17.173776E-15,17.242031E-15,17.311665E-15,17.382680E-15,17.455077E-15,17.528857E-15,17.604019E-15,17.680560E-15,17.758478E-15,17.837768E-15,17.918424E-15,18.000440E-15,18.083808E-15,18.168519E-15,18.254563E-15,18.341929E-15,18.430604E-15,18.520574E-15,18.611825E-15,18.704342E-15,18.798107E-15,18.893103E-15,18.989311E-15,19.086712E-15,19.185284E-15,19.285007E-15,19.385858E-15,19.487813E-15,19.590849E-15,19.694942E-15,19.800065E-15,19.906193E-15,20.013299E-15,20.121357E-15,20.230337E-15,20.340213E-15,20.450956E-15,20.562537E-15,20.674926E-15,20.788095E-15,20.902013E-15,21.016650E-15,21.131976E-15,21.247962E-15,21.364576E-15,21.481789E-15,21.599569E-15,21.717888E-15,21.836713E-15,21.956016E-15,22.075766E-15,22.195934E-15,22.316489E-15,22.437403E-15,22.558646E-15,22.680189E-15,22.802003E-15,22.924061E-15,23.046334E-15,23.168796E-15,23.291418E-15,23.414174E-15,23.537038E-15,23.659984E-15,23.782987E-15,23.906022E-15,24.029064E-15,24.152091E-15,24.275078E-15,24.398002E-15,24.520843E-15,24.643578E-15,24.766185E-15,24.888645E-15,25.010938E-15,25.133045E-15,25.254945E-15,25.376622E-15,25.498058E-15,25.619236E-15
414E-3,17.105087E-15,17.171965E-15,17.240218E-15,17.309850E-15,17.380864E-15,17.453259E-15,17.527038E-15,17.602198E-15,17.678737E-15,17.756654E-15,17.835942E-15,17.916597E-15,17.998611E-15,18.081978E-15,18.166688E-15,18.252730E-15,18.340095E-15,18.428768E-15,18.518737E-15,18.609987E-15,18.702503E-15,18.796267E-15,18.891262E-15,18.987469E-15,19.084868E-15,19.183440E-15,19.283162E-15,19.384011E-15,19.485966E-15,19.589001E-15,19.693093E-15,19.798215E-15,19.904343E-15,20.011448E-15,20.119505E-15,20.228485E-15,20.338360E-15,20.449103E-15,20.560683E-15,20.673072E-15,20.786240E-15,20.900157E-15,21.014794E-15,21.130120E-15,21.246105E-15,21.362719E-15,21.479932E-15,21.597712E-15,21.716030E-15,21.834856E-15,21.954159E-15,22.073909E-15,22.194077E-15,22.314632E-15,22.435546E-15,22.556789E-15,22.678332E-15,22.800147E-15,22.922205E-15,23.044478E-15,23.166940E-15,23.289562E-15,23.412319E-15,23.535183E-15,23.658130E-15,23.781134E-15,23.904169E-15,24.027212E-15,24.150239E-15,24.273227E-15,24.396152E-15,24.518993E-15,24.641729E-15,24.764337E-15,24.886798E-15,25.009092E-15,25.131199E-15,25.253101E-15,25.374779E-15,25.496216E-15,25.617394E-15
416E-3,17.103281E-15,17.170157E-15,17.238409E-15,17.308039E-15,17.379050E-15,17.451444E-15,17.525221E-15,17.600380E-15,17.676918E-15,17.754832E-15,17.834119E-15,17.914772E-15,17.996785E-15,18.080150E-15,18.164859E-15,18.250900E-15,18.338263E-15,18.426935E-15,18.516903E-15,18.608151E-15,18.700666E-15,18.794428E-15,18.889422E-15,18.985628E-15,19.083027E-15,19.181597E-15,19.281318E-15,19.382166E-15,19.484120E-15,19.587154E-15,19.691245E-15,19.796367E-15,19.902493E-15,20.009598E-15,20.117654E-15,20.226633E-15,20.336508E-15,20.447250E-15,20.558829E-15,20.671218E-15,20.784385E-15,20.898302E-15,21.012938E-15,21.128264E-15,21.244249E-15,21.360863E-15,21.478075E-15,21.595855E-15,21.714173E-15,21.832998E-15,21.952301E-15,22.072051E-15,22.192219E-15,22.312774E-15,22.433688E-15,22.554931E-15,22.676474E-15,22.798289E-15,22.920347E-15,23.042621E-15,23.165083E-15,23.287706E-15,23.410463E-15,23.533327E-15,23.656274E-15,23.779278E-15,23.902314E-15,24.025358E-15,24.148385E-15,24.271373E-15,24.394300E-15,24.517141E-15,24.639878E-15,24.762487E-15,24.884949E-15,25.007243E-15,25.129351E-15,25.251254E-15,25.372933E-15,25.494370E-15,25.615550E-15
418E-3,17.101479E-15,17.168353E-15,17.236603E-15,17.306231E-15,17.377241E-15,17.449633E-15,17.523408E-15,17.598564E-15,17.675101E-15,17.753014E-15,17.832299E-15,17.912950E-15,17.994962E-15,18.078325E-15,18.163032E-15,18.249072E-15,18.336433E-15,18.425104E-15,18.515070E-15,18.606318E-15,18.698831E-15,18.792592E-15,18.887585E-15,18.983790E-15,19.081187E-15,19.179756E-15,19.279476E-15,19.380323E-15,19.482276E-15,19.585309E-15,19.689399E-15,19.794520E-15,19.900645E-15,20.007749E-15,20.115804E-15,20.224783E-15,20.334657E-15,20.445398E-15,20.556977E-15,20.669364E-15,20.782531E-15,20.896447E-15,21.011083E-15,21.126409E-15,21.242393E-15,21.359006E-15,21.476218E-15,21.593998E-15,21.712315E-15,21.831141E-15,21.950443E-15,22.070193E-15,22.190360E-15,22.310916E-15,22.431829E-15,22.553072E-15,22.674615E-15,22.796430E-15,22.918489E-15,23.040763E-15,23.163225E-15,23.285848E-15,23.408605E-15,23.531470E-15,23.654417E-15,23.777421E-15,23.900458E-15,24.023502E-15,24.146530E-15,24.269518E-15,24.392445E-15,24.515287E-15,24.638024E-15,24.760634E-15,24.883096E-15,25.005392E-15,25.127500E-15,25.249404E-15,25.371083E-15,25.492522E-15,25.613702E-15
420E-3,17.099680E-15,17.166552E-15,17.234800E-15,17.304427E-15,17.375435E-15,17.447825E-15,17.521598E-15,17.596753E-15,17.673287E-15,17.751198E-15,17.830482E-15,17.911132E-15,17.993141E-15,18.076503E-15,18.161209E-15,18.247247E-15,18.334607E-15,18.423276E-15,18.513241E-15,18.604487E-15,18.696998E-15,18.790758E-15,18.885750E-15,18.981953E-15,19.079349E-15,19.177917E-15,19.277635E-15,19.378482E-15,19.480433E-15,19.583466E-15,19.687554E-15,19.792674E-15,19.898798E-15,20.005901E-15,20.113956E-15,20.222933E-15,20.332806E-15,20.443547E-15,20.555125E-15,20.667512E-15,20.780678E-15,20.894594E-15,21.009229E-15,21.124553E-15,21.240537E-15,21.357150E-15,21.474361E-15,21.592141E-15,21.710458E-15,21.829283E-15,21.948585E-15,22.068335E-15,22.188502E-15,22.309057E-15,22.429970E-15,22.551213E-15,22.672756E-15,22.794571E-15,22.916629E-15,23.038903E-15,23.161365E-15,23.283988E-15,23.406746E-15,23.529611E-15,23.652558E-15,23.775563E-15,23.898599E-15,24.021644E-15,24.144672E-15,24.267661E-15,24.390588E-15,24.513431E-15,24.636168E-15,24.758779E-15,24.881242E-15,25.003538E-15,25.125647E-15,25.247551E-15,25.369231E-15,25.490671E-15,25.611852E-15
422E-3,17.097886E-15,17.164756E-15,17.233002E-15,17.302626E-15,17.373632E-15,17.446020E-15,17.519791E-15,17.594944E-15,17.671477E-15,17.749386E-15,17.828668E-15,17.909316E-15,17.991324E-15,18.074685E-15,18.159388E-15,18.245425E-15,18.332783E-15,18.421450E-15,18.511414E-15,18.602658E-15,18.695168E-15,18.788927E-15,18.883917E-15,18.980119E-15,19.077514E-15,19.176080E-15,19.275797E-15,19.376643E-15,19.478593E-15,19.581624E-15,19.685711E-15,19.790830E-15,19.896953E-15,20.004055E-15,20.112108E-15,20.221085E-15,20.330957E-15,20.441697E-15,20.553274E-15,20.665660E-15,20.778826E-15,20.892740E-15,21.007375E-15,21.122699E-15,21.238682E-15,21.355294E-15,21.472505E-15,21.590284E-15,21.708601E-15,21.827425E-15,21.946727E-15,22.066476E-15,22.186643E-15,22.307198E-15,22.428111E-15,22.549353E-15,22.670896E-15,22.792711E-15,22.914769E-15,23.037043E-15,23.159505E-15,23.282128E-15,23.404885E-15,23.527751E-15,23.650699E-15,23.773703E-15,23.896740E-15,24.019784E-15,24.142813E-15,24.265802E-15,24.388730E-15,24.511573E-15,24.634311E-15,24.756921E-15,24.879385E-15,25.001681E-15,25.123791E-15,25.245696E-15,25.367377E-15,25.488817E-15,25.609999E-15
424E-3,17.096095E-15,17.162963E-15,17.231207E-15,17.300829E-15,17.371833E-15,17.444220E-15,17.517989E-15,17.593140E-15,17.669670E-15,17.747578E-15,17.826858E-15,17.907504E-15,17.989510E-15,18.072869E-15,18.157571E-15,18.243605E-15,18.330962E-15,18.419628E-15,18.509590E-15,18.600832E-15,18.693341E-15,18.787098E-15,18.882087E-15,18.978287E-15,19.075680E-15,19.174246E-15,19.273961E-15,19.374805E-15,19.476754E-15,19.579784E-15,19.683870E-15,19.788988E-15,19.895110E-15,20.002211E-15,20.110263E-15,20.219239E-15,20.329110E-15,20.439848E-15,20.551425E-15,20.663810E-15,20.776974E-15,20.890888E-15,21.005522E-15,21.120845E-15,21.236828E-15,21.353439E-15,21.470649E-15,21.588428E-15,21.706744E-15,21.825568E-15,21.944869E-15,22.064618E-15,22.184784E-15,22.305339E-15,22.426251E-15,22.547494E-15,22.669036E-15,22.790851E-15,22.912909E-15,23.035182E-15,23.157644E-15,23.280267E-15,23.403025E-15,23.525890E-15,23.648838E-15,23.771842E-15,23.894879E-15,24.017924E-15,24.140953E-15,24.263942E-15,24.386870E-15,24.509713E-15,24.632451E-15,24.755062E-15,24.877526E-15,24.999823E-15,25.121934E-15,25.243839E-15,25.365520E-15,25.486961E-15,25.608143E-15
426E-3,17.094309E-15,17.161175E-15,17.229416E-15,17.299037E-15,17.370038E-15,17.442423E-15,17.516190E-15,17.591339E-15,17.667868E-15,17.745773E-15,17.825051E-15,17.905695E-15,17.987700E-15,18.071056E-15,18.155756E-15,18.241789E-15,18.329144E-15,18.417808E-15,18.507768E-15,18.599010E-15,18.691517E-15,18.785272E-15,18.880259E-15,18.976458E-15,19.073850E-15,19.172414E-15,19.272128E-15,19.372970E-15,19.474918E-15,19.577947E-15,19.682032E-15,19.787148E-15,19.893269E-15,20.000368E-15,20.108419E-15,20.217394E-15,20.327264E-15,20.438001E-15,20.549577E-15,20.661961E-15,20.775124E-15,20.889038E-15,21.003670E-15,21.118993E-15,21.234975E-15,21.351585E-15,21.468795E-15,21.586572E-15,21.704888E-15,21.823711E-15,21.943012E-15,22.062760E-15,22.182926E-15,22.303480E-15,22.424392E-15,22.545634E-15,22.667176E-15,22.788990E-15,22.911048E-15,23.033321E-15,23.155783E-15,23.278406E-15,23.401163E-15,23.524028E-15,23.646976E-15,23.769981E-15,23.893017E-15,24.016062E-15,24.139091E-15,24.262081E-15,24.385008E-15,24.507852E-15,24.630590E-15,24.753202E-15,24.875666E-15,24.997963E-15,25.120074E-15,25.241979E-15,25.363662E-15,25.485103E-15,25.606285E-15
428E-3,17.092527E-15,17.159390E-15,17.227630E-15,17.297248E-15,17.368247E-15,17.440630E-15,17.514395E-15,17.589542E-15,17.666068E-15,17.743972E-15,17.823247E-15,17.903890E-15,17.985893E-15,18.069247E-15,18.153945E-15,18.239977E-15,18.327330E-15,18.415992E-15,18.505950E-15,18.597190E-15,18.689695E-15,18.783449E-15,18.878434E-15,18.974632E-15,19.072022E-15,19.170584E-15,19.270297E-15,19.371138E-15,19.473084E-15,19.576111E-15,19.680195E-15,19.785310E-15,19.891429E-15,19.998528E-15,20.106577E-15,20.215551E-15,20.325420E-15,20.436156E-15,20.547730E-15,20.660113E-15,20.773276E-15,20.887188E-15,21.001820E-15,21.117141E-15,21.233122E-15,21.349732E-15,21.466941E-15,21.584717E-15,21.703032E-15,21.821855E-15,21.941155E-15,22.060902E-15,22.181068E-15,22.301621E-15,22.422533E-15,22.543774E-15,22.665316E-15,22.787130E-15,22.909187E-15,23.031460E-15,23.153922E-15,23.276544E-15,23.399301E-15,23.522166E-15,23.645114E-15,23.768118E-15,23.891155E-15,24.014200E-15,24.137228E-15,24.260218E-15,24.383146E-15,24.505990E-15,24.628728E-15,24.751340E-15,24.873804E-15,24.996102E-15,25.118213E-15,25.240118E-15,25.361801E-15,25.483242E-15,25.604426E-15
430E-3,17.090749E-15,17.157610E-15,17.225847E-15,17.295463E-15,17.366461E-15,17.438841E-15,17.512604E-15,17.587748E-15,17.664273E-15,17.742174E-15,17.821448E-15,17.902089E-15,17.984089E-15,18.067442E-15,18.152138E-15,18.238167E-15,18.325519E-15,18.414179E-15,18.504136E-15,18.595373E-15,18.687877E-15,18.781629E-15,18.876612E-15,18.972808E-15,19.070197E-15,19.168758E-15,19.268469E-15,19.369308E-15,19.471253E-15,19.574279E-15,19.678361E-15,19.783474E-15,19.889592E-15,19.996689E-15,20.104738E-15,20.213710E-15,20.323578E-15,20.434313E-15,20.545886E-15,20.658268E-15,20.771429E-15,20.885340E-15,20.999971E-15,21.115292E-15,21.231271E-15,21.347880E-15,21.465088E-15,21.582864E-15,21.701178E-15,21.819999E-15,21.939299E-15,22.059046E-15,22.179210E-15,22.299763E-15,22.420674E-15,22.541915E-15,22.663456E-15,22.785269E-15,22.907326E-15,23.029599E-15,23.152060E-15,23.274682E-15,23.397439E-15,23.520304E-15,23.643251E-15,23.766255E-15,23.889292E-15,24.012336E-15,24.135365E-15,24.258355E-15,24.381283E-15,24.504126E-15,24.626865E-15,24.749476E-15,24.871941E-15,24.994239E-15,25.116350E-15,25.238256E-15,25.359939E-15,25.481380E-15,25.602564E-15
432E-3,17.088975E-15,17.155835E-15,17.224069E-15,17.293683E-15,17.364678E-15,17.437056E-15,17.510817E-15,17.585959E-15,17.662482E-15,17.740381E-15,17.819653E-15,17.900291E-15,17.982290E-15,18.065640E-15,18.150335E-15,18.236362E-15,18.323711E-15,18.412370E-15,18.502324E-15,18.593560E-15,18.686062E-15,18.779812E-15,18.874794E-15,18.970988E-15,19.068375E-15,19.166934E-15,19.266643E-15,19.367481E-15,19.469424E-15,19.572448E-15,19.676529E-15,19.781641E-15,19.887758E-15,19.994853E-15,20.102900E-15,20.211871E-15,20.321738E-15,20.432471E-15,20.544043E-15,20.656424E-15,20.769584E-15,20.883494E-15,20.998124E-15,21.113443E-15,21.229422E-15,21.346030E-15,21.463236E-15,21.581011E-15,21.699324E-15,21.818145E-15,21.937444E-15,22.057190E-15,22.177354E-15,22.297905E-15,22.418816E-15,22.540056E-15,22.661597E-15,22.783409E-15,22.905466E-15,23.027738E-15,23.150199E-15,23.272820E-15,23.395576E-15,23.518441E-15,23.641388E-15,23.764392E-15,23.887428E-15,24.010472E-15,24.133501E-15,24.256491E-15,24.379418E-15,24.502262E-15,24.625000E-15,24.747612E-15,24.870077E-15,24.992374E-15,25.114486E-15,25.236392E-15,25.358075E-15,25.479517E-15,25.600701E-15
